Pathway_name	Pathway_number	KOrtholog	Enzyme_name
Oxidative phosphorylation	ko00190	K03967	NADH dehydrogenase (ubiquinone) 1 subunit C1
Oxidative phosphorylation	ko00190	K03968	NADH dehydrogenase (ubiquinone) 1 subunit C2
Oxidative phosphorylation	ko00190	K00356	NADH dehydrogenase [EC:1.6.99.3]
Oxidative phosphorylation	ko00190	K03885	NADH dehydrogenase [EC:1.6.99.3]
Oxidative phosphorylation	ko00190	K00234	succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]
Oxidative phosphorylation	ko00190	K00235	succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]
Oxidative phosphorylation	ko00190	K00236	succinate dehydrogenase (ubiquinone) cytochrome b560 subunit
Oxidative phosphorylation	ko00190	K00237	succinate dehydrogenase (ubiquinone) membrane anchor subunit
Oxidative phosphorylation	ko00190	K00239	succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.4 1.3.5.1]
Oxidative phosphorylation	ko00190	K00240	succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.4 1.3.5.1]
Oxidative phosphorylation	ko00190	K00241	succinate dehydrogenase / fumarate reductase, cytochrome b subunit
Oxidative phosphorylation	ko00190	K00242	succinate dehydrogenase / fumarate reductase, membrane anchor subunit
Oxidative phosphorylation	ko00190	K18859	succinate dehydrogenase / fumarate reductase, subunit D
Oxidative phosphorylation	ko00190	K18860	putative succinate dehydrogenase / fumarate reductase, subunit D
Oxidative phosphorylation	ko00190	K00244	fumarate reductase flavoprotein subunit [EC:1.3.5.4]
Oxidative phosphorylation	ko00190	K00245	fumarate reductase iron-sulfur subunit [EC:1.3.5.4]
Oxidative phosphorylation	ko00190	K00246	fumarate reductase subunit C
Oxidative phosphorylation	ko00190	K00247	fumarate reductase subunit D
Oxidative phosphorylation	ko00190	K00411	ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]
Oxidative phosphorylation	ko00190	K00412	ubiquinol-cytochrome c reductase cytochrome b subunit
Oxidative phosphorylation	ko00190	K00413	ubiquinol-cytochrome c reductase cytochrome c1 subunit
Oxidative phosphorylation	ko00190	K00410	ubiquinol-cytochrome c reductase cytochrome b/c1 subunit
Oxidative phosphorylation	ko00190	K00414	ubiquinol-cytochrome c reductase core subunit 1
Oxidative phosphorylation	ko00190	K00415	ubiquinol-cytochrome c reductase core subunit 2
Oxidative phosphorylation	ko00190	K00416	ubiquinol-cytochrome c reductase subunit 6
Oxidative phosphorylation	ko00190	K00417	ubiquinol-cytochrome c reductase subunit 7
Oxidative phosphorylation	ko00190	K00418	ubiquinol-cytochrome c reductase subunit 8
Oxidative phosphorylation	ko00190	K00419	ubiquinol-cytochrome c reductase subunit 9
Oxidative phosphorylation	ko00190	K00420	ubiquinol-cytochrome c reductase subunit 10
Oxidative phosphorylation	ko00190	K03886	menaquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.-]
Oxidative phosphorylation	ko00190	K03887	menaquinol-cytochrome c reductase cytochrome b subunit
Oxidative phosphorylation	ko00190	K03888	menaquinol-cytochrome c reductase cytochrome b/c subunit
Oxidative phosphorylation	ko00190	K03889	ubiquinol-cytochrome c reductase cytochrome c subunit
Oxidative phosphorylation	ko00190	K03890	ubiquinol-cytochrome c reductase iron-sulfur subunit
Oxidative phosphorylation	ko00190	K03891	ubiquinol-cytochrome c reductase cytochrome b subunit
Oxidative phosphorylation	ko00190	K02257	heme o synthase [EC:2.5.1.141]
Oxidative phosphorylation	ko00190	K02300	cytochrome o ubiquinol oxidase subunit IV
Oxidative phosphorylation	ko00190	K02277	cytochrome c oxidase subunit IV [EC:1.9.3.1]
Oxidative phosphorylation	ko00190	K02276	cytochrome c oxidase subunit III [EC:1.9.3.1]
Oxidative phosphorylation	ko00190	K02274	cytochrome c oxidase subunit I [EC:1.9.3.1]
Oxidative phosphorylation	ko00190	K15408	cytochrome c oxidase subunit I+III [EC:1.9.3.1]
Oxidative phosphorylation	ko00190	K02275	cytochrome c oxidase subunit II [EC:1.9.3.1]
Oxidative phosphorylation	ko00190	K02262	cytochrome c oxidase subunit 3
Oxidative phosphorylation	ko00190	K02256	cytochrome c oxidase subunit 1 [EC:1.9.3.1]
Oxidative phosphorylation	ko00190	K02261	cytochrome c oxidase subunit 2
Oxidative phosphorylation	ko00190	K02263	cytochrome c oxidase subunit 4
Oxidative phosphorylation	ko00190	K02264	cytochrome c oxidase subunit 5a
Oxidative phosphorylation	ko00190	K02265	cytochrome c oxidase subunit 5b
Oxidative phosphorylation	ko00190	K02266	cytochrome c oxidase subunit 6a
Oxidative phosphorylation	ko00190	K02267	cytochrome c oxidase subunit 6b
Oxidative phosphorylation	ko00190	K02268	cytochrome c oxidase subunit 6c
Oxidative phosphorylation	ko00190	K02269	cytochrome c oxidase subunit 7
Oxidative phosphorylation	ko00190	K02270	cytochrome c oxidase subunit 7a
Oxidative phosphorylation	ko00190	K02271	cytochrome c oxidase subunit 7b
Oxidative phosphorylation	ko00190	K02272	cytochrome c oxidase subunit 7c
Oxidative phosphorylation	ko00190	K02273	cytochrome c oxidase subunit 8
Oxidative phosphorylation	ko00190	K02258	cytochrome c oxidase assembly protein subunit 11
Oxidative phosphorylation	ko00190	K02259	cytochrome c oxidase assembly protein subunit 15
Oxidative phosphorylation	ko00190	K02260	cytochrome c oxidase assembly protein subunit 17
Oxidative phosphorylation	ko00190	K00404	cytochrome c oxidase cbb3-type subunit I [EC:1.9.3.1]
Oxidative phosphorylation	ko00190	K00405	cytochrome c oxidase cbb3-type subunit II
Oxidative phosphorylation	ko00190	K15862	cytochrome c oxidase cbb3-type subunit I/II [EC:1.9.3.1]
Oxidative phosphorylation	ko00190	K00407	cytochrome c oxidase cbb3-type subunit IV
Oxidative phosphorylation	ko00190	K00406	cytochrome c oxidase cbb3-type subunit III
Oxidative phosphorylation	ko00190	K02829	cytochrome aa3-600 menaquinol oxidase subunit IV [EC:7.1.1.5]
Oxidative phosphorylation	ko00190	K02828	cytochrome aa3-600 menaquinol oxidase subunit III [EC:7.1.1.5]
Oxidative phosphorylation	ko00190	K02827	cytochrome aa3-600 menaquinol oxidase subunit I [EC:7.1.1.5]
Oxidative phosphorylation	ko00190	K02826	cytochrome aa3-600 menaquinol oxidase subunit II [EC:7.1.1.5]
Oxidative phosphorylation	ko00190	K02299	cytochrome o ubiquinol oxidase subunit III
Oxidative phosphorylation	ko00190	K02298	cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]
Oxidative phosphorylation	ko00190	K02297	cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3]
Oxidative phosphorylation	ko00190	K00425	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
Oxidative phosphorylation	ko00190	K00426	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
Oxidative phosphorylation	ko00190	K00424	cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]
Oxidative phosphorylation	ko00190	K22501	cytochrome bd-II ubiquinol oxidase subunit AppX [EC:7.1.1.7]
Oxidative phosphorylation	ko00190	K02111	F-type H+/Na+-transporting ATPase subunit alpha [EC:7.2.2.1 7.1.2.2]
Oxidative phosphorylation	ko00190	K02112	F-type H+/Na+-transporting ATPase subunit beta [EC:7.2.2.1 7.1.2.2]
Oxidative phosphorylation	ko00190	K02115	F-type H+-transporting ATPase subunit gamma
Oxidative phosphorylation	ko00190	K02113	F-type H+-transporting ATPase subunit delta
Oxidative phosphorylation	ko00190	K02114	F-type H+-transporting ATPase subunit epsilon
Oxidative phosphorylation	ko00190	K02108	F-type H+-transporting ATPase subunit a
Oxidative phosphorylation	ko00190	K02109	F-type H+-transporting ATPase subunit b
Oxidative phosphorylation	ko00190	K02110	F-type H+-transporting ATPase subunit c
Oxidative phosphorylation	ko00190	K02132	F-type H+-transporting ATPase subunit alpha
Oxidative phosphorylation	ko00190	K02133	F-type H+-transporting ATPase subunit beta [EC:7.1.2.2]
Oxidative phosphorylation	ko00190	K02136	F-type H+-transporting ATPase subunit gamma
Oxidative phosphorylation	ko00190	K02134	F-type H+-transporting ATPase subunit delta
Oxidative phosphorylation	ko00190	K02135	F-type H+-transporting ATPase subunit epsilon
Oxidative phosphorylation	ko00190	K02137	F-type H+-transporting ATPase subunit O
Oxidative phosphorylation	ko00190	K02126	F-type H+-transporting ATPase subunit a
Oxidative phosphorylation	ko00190	K02127	F-type H+-transporting ATPase subunit b
Oxidative phosphorylation	ko00190	K02128	F-type H+-transporting ATPase subunit c
Oxidative phosphorylation	ko00190	K02138	F-type H+-transporting ATPase subunit d
Oxidative phosphorylation	ko00190	K02129	F-type H+-transporting ATPase subunit e
Oxidative phosphorylation	ko00190	K01549	F-type H+-transporting ATP synthase subunit e
Oxidative phosphorylation	ko00190	K02130	F-type H+-transporting ATPase subunit f
Oxidative phosphorylation	ko00190	K02139	F-type H+-transporting ATPase subunit f
Oxidative phosphorylation	ko00190	K02140	F-type H+-transporting ATPase subunit g
Oxidative phosphorylation	ko00190	K02131	F-type H+-transporting ATPase subunit 6
Oxidative phosphorylation	ko00190	K02141	F-type H+-transporting ATPase subunit h
Oxidative phosphorylation	ko00190	K02142	F-type H+-transporting ATPase subunit j
Oxidative phosphorylation	ko00190	K02143	F-type H+-transporting ATPase subunit k
Oxidative phosphorylation	ko00190	K02125	F-type H+-transporting ATPase subunit 8
Oxidative phosphorylation	ko00190	K02117	V/A-type H+/Na+-transporting ATPase subunit A [EC:7.2.2.1 7.1.2.2]
Oxidative phosphorylation	ko00190	K02118	V/A-type H+/Na+-transporting ATPase subunit B
Oxidative phosphorylation	ko00190	K02119	V/A-type H+/Na+-transporting ATPase subunit C
Oxidative phosphorylation	ko00190	K02120	V/A-type H+/Na+-transporting ATPase subunit D
Oxidative phosphorylation	ko00190	K02121	V/A-type H+/Na+-transporting ATPase subunit E
Oxidative phosphorylation	ko00190	K02122	V/A-type H+/Na+-transporting ATPase subunit F
Oxidative phosphorylation	ko00190	K02107	V/A-type H+/Na+-transporting ATPase subunit G/H
Oxidative phosphorylation	ko00190	K02123	V/A-type H+/Na+-transporting ATPase subunit I
Oxidative phosphorylation	ko00190	K02124	V/A-type H+/Na+-transporting ATPase subunit K
Oxidative phosphorylation	ko00190	K02145	V-type H+-transporting ATPase subunit A [EC:7.1.2.2]
Oxidative phosphorylation	ko00190	K02147	V-type H+-transporting ATPase subunit B
Oxidative phosphorylation	ko00190	K02148	V-type H+-transporting ATPase subunit C
Oxidative phosphorylation	ko00190	K02149	V-type H+-transporting ATPase subunit D
Oxidative phosphorylation	ko00190	K02150	V-type H+-transporting ATPase subunit E
Oxidative phosphorylation	ko00190	K02151	V-type H+-transporting ATPase subunit F
Oxidative phosphorylation	ko00190	K02152	V-type H+-transporting ATPase subunit G
Oxidative phosphorylation	ko00190	K02144	V-type H+-transporting ATPase subunit H
Oxidative phosphorylation	ko00190	K02154	V-type H+-transporting ATPase subunit a
Oxidative phosphorylation	ko00190	K02155	V-type H+-transporting ATPase 16kDa proteolipid subunit
Oxidative phosphorylation	ko00190	K03661	V-type H+-transporting ATPase 21kDa proteolipid subunit
Oxidative phosphorylation	ko00190	K02146	V-type H+-transporting ATPase subunit d
Oxidative phosphorylation	ko00190	K02153	V-type H+-transporting ATPase subunit e
Oxidative phosphorylation	ko00190	K03662	V-type H+-transporting ATPase S1 subunit
Oxidative phosphorylation	ko00190	K01535	H+-transporting ATPase [EC:7.1.2.1]
Oxidative phosphorylation	ko00190	K01542	H+/K+-exchanging ATPase subunit alpha [EC:7.2.2.19]
Oxidative phosphorylation	ko00190	K01543	H+/K+-exchanging ATPase subunit beta [EC:7.2.2.19]
Oxidative phosphorylation	ko00190	K01544	non-gastric H+/K+-exchanging ATPase [EC:7.2.2.19]
Oxidative phosphorylation	ko00190	K01507	inorganic pyrophosphatase [EC:3.6.1.1]
Oxidative phosphorylation	ko00190	K15986	manganese-dependent inorganic pyrophosphatase [EC:3.6.1.1]
Oxidative phosphorylation	ko00190	K06019	pyrophosphatase PpaX [EC:3.6.1.1]
Oxidative phosphorylation	ko00190	K11725	phospholysine phosphohistidine inorganic pyrophosphate phosphatase [EC:3.1.3.- 3.6.1.1]
Oxidative phosphorylation	ko00190	K11726	nucleosome-remodeling factor 38 kDa subunit [EC:3.6.1.1]
Oxidative phosphorylation	ko00190	K00937	polyphosphate kinase [EC:2.7.4.1]
Oxidative phosphorylation	ko00190	K22468	polyphosphate kinase [EC:2.7.4.1]
Carbon fixation pathways in prokaryotes	ko00720	K00169	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]
Carbon fixation pathways in prokaryotes	ko00720	K00170	pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]
Carbon fixation pathways in prokaryotes	ko00720	K00172	pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]
Carbon fixation pathways in prokaryotes	ko00720	K00171	pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]
Carbon fixation pathways in prokaryotes	ko00720	K03737	pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.- 1.2.7.1]
Carbon fixation pathways in prokaryotes	ko00720	K01007	pyruvate, water dikinase [EC:2.7.9.2]
Carbon fixation pathways in prokaryotes	ko00720	K01006	pyruvate, orthophosphate dikinase [EC:2.7.9.1]
Carbon fixation pathways in prokaryotes	ko00720	K01595	phosphoenolpyruvate carboxylase [EC:4.1.1.31]
Carbon fixation pathways in prokaryotes	ko00720	K01958	pyruvate carboxylase [EC:6.4.1.1]
Carbon fixation pathways in prokaryotes	ko00720	K01959	pyruvate carboxylase subunit A [EC:6.4.1.1]
Carbon fixation pathways in prokaryotes	ko00720	K01960	pyruvate carboxylase subunit B [EC:6.4.1.1]
Carbon fixation pathways in prokaryotes	ko00720	K00024	malate dehydrogenase [EC:1.1.1.37]
Carbon fixation pathways in prokaryotes	ko00720	K01676	fumarate hydratase, class I [EC:4.2.1.2]
Carbon fixation pathways in prokaryotes	ko00720	K01677	fumarate hydratase subunit alpha [EC:4.2.1.2]
Carbon fixation pathways in prokaryotes	ko00720	K01678	fumarate hydratase subunit beta [EC:4.2.1.2]
Carbon fixation pathways in prokaryotes	ko00720	K01679	fumarate hydratase, class II [EC:4.2.1.2]
Carbon fixation pathways in prokaryotes	ko00720	K00239	succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.4 1.3.5.1]
Carbon fixation pathways in prokaryotes	ko00720	K00240	succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.4 1.3.5.1]
Carbon fixation pathways in prokaryotes	ko00720	K00241	succinate dehydrogenase / fumarate reductase, cytochrome b subunit
Carbon fixation pathways in prokaryotes	ko00720	K00242	succinate dehydrogenase / fumarate reductase, membrane anchor subunit
Carbon fixation pathways in prokaryotes	ko00720	K18859	succinate dehydrogenase / fumarate reductase, subunit D
Carbon fixation pathways in prokaryotes	ko00720	K18860	putative succinate dehydrogenase / fumarate reductase, subunit D
Carbon fixation pathways in prokaryotes	ko00720	K00244	fumarate reductase flavoprotein subunit [EC:1.3.5.4]
Carbon fixation pathways in prokaryotes	ko00720	K00245	fumarate reductase iron-sulfur subunit [EC:1.3.5.4]
Carbon fixation pathways in prokaryotes	ko00720	K00246	fumarate reductase subunit C
Carbon fixation pathways in prokaryotes	ko00720	K00247	fumarate reductase subunit D
Carbon fixation pathways in prokaryotes	ko00720	K18556	NADH-dependent fumarate reductase subunit A [EC:1.3.1.6]
Carbon fixation pathways in prokaryotes	ko00720	K18557	NADH-dependent fumarate reductase subunit B [EC:1.3.1.6]
Carbon fixation pathways in prokaryotes	ko00720	K18558	NADH-dependent fumarate reductase subunit C
Carbon fixation pathways in prokaryotes	ko00720	K18559	NADH-dependent fumarate reductase subunit D
Carbon fixation pathways in prokaryotes	ko00720	K18560	NADH-dependent fumarate reductase subunit E
Carbon fixation pathways in prokaryotes	ko00720	K18209	fumarate reductase (CoM/CoB) subunit A [EC:1.3.4.1]
Carbon fixation pathways in prokaryotes	ko00720	K18210	fumarate reductase (CoM/CoB) subunit B [EC:1.3.4.1]
Carbon fixation pathways in prokaryotes	ko00720	K01902	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]
Carbon fixation pathways in prokaryotes	ko00720	K01903	succinyl-CoA synthetase beta subunit [EC:6.2.1.5]
Carbon fixation pathways in prokaryotes	ko00720	K15038	succinyl-CoA reductase [EC:1.2.1.76]
Carbon fixation pathways in prokaryotes	ko00720	K14465	succinate semialdehyde reductase (NADPH) [EC:1.1.1.-]
Carbon fixation pathways in prokaryotes	ko00720	K14466	4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]
Carbon fixation pathways in prokaryotes	ko00720	K14467	4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]
Carbon fixation pathways in prokaryotes	ko00720	K18861	4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]
Carbon fixation pathways in prokaryotes	ko00720	K18593	4-hydroxybutyrate---CoA ligase (ADP-forming) [EC:6.2.1.56]
Carbon fixation pathways in prokaryotes	ko00720	K14534	4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:5.3.3.3 4.2.1.120]
Carbon fixation pathways in prokaryotes	ko00720	K15016	enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35 4.2.1.17]
Carbon fixation pathways in prokaryotes	ko00720	K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
Carbon fixation pathways in prokaryotes	ko00720	K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.11 1.2.7.3]
Carbon fixation pathways in prokaryotes	ko00720	K00175	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.11 1.2.7.3]
Carbon fixation pathways in prokaryotes	ko00720	K00177	2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]
Carbon fixation pathways in prokaryotes	ko00720	K00176	2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]
Carbon fixation pathways in prokaryotes	ko00720	K00031	isocitrate dehydrogenase [EC:1.1.1.42]
Carbon fixation pathways in prokaryotes	ko00720	K01681	aconitate hydratase [EC:4.2.1.3]
Carbon fixation pathways in prokaryotes	ko00720	K01682	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.99 4.2.1.3]
Carbon fixation pathways in prokaryotes	ko00720	K01648	ATP citrate (pro-S)-lyase [EC:2.3.3.8]
Carbon fixation pathways in prokaryotes	ko00720	K15230	ATP-citrate lyase alpha-subunit [EC:2.3.3.8]
Carbon fixation pathways in prokaryotes	ko00720	K15231	ATP-citrate lyase beta-subunit [EC:2.3.3.8]
Carbon fixation pathways in prokaryotes	ko00720	K15232	citryl-CoA synthetase large subunit [EC:6.2.1.18]
