Pathway_name	Pathway_number	KOrtholog	Enzyme_name
Fatty acid elongation	ko00062	K07511	enoyl-CoA hydratase [EC:4.2.1.17]
Fatty acid elongation	ko00062	K07512	mitochondrial enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase [EC:1.3.1.38 1.3.1.-]
Fatty acid elongation	ko00062	K01074	palmitoyl-protein thioesterase [EC:3.1.2.22]
Fatty acid elongation	ko00062	K10247	elongation of very long chain fatty acids protein 1 [EC:2.3.1.199]
Fatty acid elongation	ko00062	K10205	elongation of very long chain fatty acids protein 2 [EC:2.3.1.199]
Fatty acid elongation	ko00062	K10248	elongation of very long chain fatty acids protein 3 [EC:2.3.1.199]
Fatty acid elongation	ko00062	K10249	elongation of very long chain fatty acids protein 4 [EC:2.3.1.199]
Fatty acid elongation	ko00062	K10244	elongation of very long chain fatty acids protein 5 [EC:2.3.1.199]
Fatty acid elongation	ko00062	K10203	elongation of very long chain fatty acids protein 6 [EC:2.3.1.199]
Fatty acid elongation	ko00062	K10250	elongation of very long chain fatty acids protein 7 [EC:2.3.1.199]
Fatty acid elongation	ko00062	K15397	3-ketoacyl-CoA synthase [EC:2.3.1.199]
Fatty acid elongation	ko00062	K10245	fatty acid elongase 2 [EC:2.3.1.199]
Fatty acid elongation	ko00062	K10246	fatty acid elongase 3 [EC:2.3.1.199]
Fatty acid elongation	ko00062	K10251	17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.330 1.1.1.62]
Fatty acid elongation	ko00062	K10703	very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134]
Fatty acid elongation	ko00062	K10258	very-long-chain enoyl-CoA reductase [EC:1.3.1.93]
Fatty acid elongation	ko00062	K01068	acyl-coenzyme A thioesterase 1/2/4 [EC:3.1.2.2]
Fatty acid elongation	ko00062	K17360	acyl-coenzyme A thioesterase 7 [EC:3.1.2.2]
Fatty acid elongation	ko00062	K16339	acyl-coenzyme A thioesterase THEM4 [EC:3.1.2.2]
Fatty acid elongation	ko00062	K22554	acyl-coenzyme A thioesterase THEM5 [EC:3.1.2.2]
Fatty acid degradation	ko00071	K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
Fatty acid degradation	ko00071	K00632	acetyl-CoA acyltransferase [EC:2.3.1.16]
Fatty acid degradation	ko00071	K07513	acetyl-CoA acyltransferase 1 [EC:2.3.1.16]
Fatty acid degradation	ko00071	K07508	acetyl-CoA acyltransferase 2 [EC:2.3.1.16]
Fatty acid degradation	ko00071	K07509	acetyl-CoA acyltransferase [EC:2.3.1.16]
Fatty acid degradation	ko00071	K01825	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:5.3.3.8 5.1.2.3 4.2.1.17 1.1.1.35]
Fatty acid degradation	ko00071	K01782	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:5.1.2.3 4.2.1.17 1.1.1.35]
Fatty acid degradation	ko00071	K00022	3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]
Fatty acid degradation	ko00071	K07515	enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.211 4.2.1.17]
Fatty acid degradation	ko00071	K10527	enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.211 1.1.1.35 4.2.1.17]
Fatty acid degradation	ko00071	K01692	enoyl-CoA hydratase [EC:4.2.1.17]
Fatty acid degradation	ko00071	K07514	enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:5.3.3.8 1.1.1.35 4.2.1.17]
Fatty acid degradation	ko00071	K07511	enoyl-CoA hydratase [EC:4.2.1.17]
Fatty acid degradation	ko00071	K07516	3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]
Fatty acid degradation	ko00071	K13767	enoyl-CoA hydratase [EC:4.2.1.17]
Fatty acid degradation	ko00071	K00232	acyl-CoA oxidase [EC:1.3.3.6]
Fatty acid degradation	ko00071	K00248	butyryl-CoA dehydrogenase [EC:1.3.8.1]
Fatty acid degradation	ko00071	K00249	acyl-CoA dehydrogenase [EC:1.3.8.7]
Fatty acid degradation	ko00071	K00255	long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8]
Fatty acid degradation	ko00071	K06445	acyl-CoA dehydrogenase [EC:1.3.99.-]
Fatty acid degradation	ko00071	K09478	short/branched chain acyl-CoA dehydrogenase [EC:1.3.99.12]
Fatty acid degradation	ko00071	K09479	very long chain acyl-CoA dehydrogenase [EC:1.3.8.9]
Fatty acid degradation	ko00071	K00252	glutaryl-CoA dehydrogenase [EC:1.3.8.6]
Fatty acid degradation	ko00071	K01897	long-chain acyl-CoA synthetase [EC:6.2.1.3]
Fatty acid degradation	ko00071	K15013	long-chain-fatty-acid--CoA ligase ACSBG [EC:6.2.1.3]
Fatty acid degradation	ko00071	K08765	carnitine O-palmitoyltransferase 1, liver isoform [EC:2.3.1.21]
Fatty acid degradation	ko00071	K19523	carnitine O-palmitoyltransferase 1, muscle isoform [EC:2.3.1.21]
Fatty acid degradation	ko00071	K19524	carnitine O-palmitoyltransferase 1, brain isoform [EC:2.3.1.21]
Fatty acid degradation	ko00071	K08766	carnitine O-palmitoyltransferase 2 [EC:2.3.1.21]
Fatty acid degradation	ko00071	K01909	long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:6.2.1.20]
Fatty acid degradation	ko00071	K05939	acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:6.2.1.20 2.3.1.40]
Fatty acid degradation	ko00071	K13238	Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]
Fatty acid degradation	ko00071	K13239	Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]
Fatty acid degradation	ko00071	K07517	Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]
Fatty acid degradation	ko00071	K18880	Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]
Fatty acid degradation	ko00071	K00496	alkane 1-monooxygenase [EC:1.14.15.3]
Fatty acid degradation	ko00071	K07425	long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]
Fatty acid degradation	ko00071	K15401	long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]
Fatty acid degradation	ko00071	K20495	long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]
Fatty acid degradation	ko00071	K22887	long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]
Fatty acid degradation	ko00071	K00529	3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]
Fatty acid degradation	ko00071	K05297	rubredoxin---NAD+ reductase [EC:1.18.1.1]
Fatty acid degradation	ko00071	K21738	rubredoxin---NAD+ reductase [EC:1.18.1.1]
Fatty acid degradation	ko00071	K22567	rubredoxin---NAD+ reductase [EC:1.18.1.1]
Fatty acid degradation	ko00071	K13951	alcohol dehydrogenase 1/7 [EC:1.1.1.1]
Fatty acid degradation	ko00071	K13980	alcohol dehydrogenase 4 [EC:1.1.1.1]
Fatty acid degradation	ko00071	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.1 1.1.1.284]
Fatty acid degradation	ko00071	K13952	alcohol dehydrogenase 6 [EC:1.1.1.1]
Fatty acid degradation	ko00071	K04072	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.1.1.1 1.2.1.10]
Fatty acid degradation	ko00071	K13953	alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]
Fatty acid degradation	ko00071	K13954	alcohol dehydrogenase [EC:1.1.1.1]
Fatty acid degradation	ko00071	K18857	alcohol dehydrogenase class-P [EC:1.1.1.1]
Fatty acid degradation	ko00071	K00001	alcohol dehydrogenase [EC:1.1.1.1]
Fatty acid degradation	ko00071	K00128	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
Fatty acid degradation	ko00071	K14085	aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.3 1.2.1.8 1.2.1.31]
Fatty acid degradation	ko00071	K00149	aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.3 1.2.1.47]
Fatty acid degradation	ko00071	K00493	unspecific monooxygenase [EC:1.14.14.1]
Fatty acid degradation	ko00071	K14338	cytochrome P450 / NADPH-cytochrome P450 reductase [EC:1.6.2.4 1.14.14.1]
Synthesis and degradation of ketone bodies	ko00072	K01641	hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]
Synthesis and degradation of ketone bodies	ko00072	K01640	hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]
Synthesis and degradation of ketone bodies	ko00072	K01027	3-oxoacid CoA-transferase [EC:2.8.3.5]
Synthesis and degradation of ketone bodies	ko00072	K01028	3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]
Synthesis and degradation of ketone bodies	ko00072	K01029	3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]
Synthesis and degradation of ketone bodies	ko00072	K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
Synthesis and degradation of ketone bodies	ko00072	K00019	3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]
Synthesis and degradation of ketone bodies	ko00072	K01574	acetoacetate decarboxylase [EC:4.1.1.4]
Cutin, suberine and wax biosynthesis	ko00073	K15398	fatty acid omega-hydroxylase [EC:1.14.-.-]
Cutin, suberine and wax biosynthesis	ko00073	K20495	long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]
Cutin, suberine and wax biosynthesis	ko00073	K15399	cytochrome P450 family 77 subfamily A polypeptide 6 [EC:1.14.-.-]
Cutin, suberine and wax biosynthesis	ko00073	K15400	omega-hydroxypalmitate O-feruloyl transferase [EC:2.3.1.188]
Cutin, suberine and wax biosynthesis	ko00073	K15401	long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]
Cutin, suberine and wax biosynthesis	ko00073	K17991	peroxygenase [EC:1.11.2.3]
Cutin, suberine and wax biosynthesis	ko00073	K13407	fatty acid omega-hydroxylase [EC:1.14.-.-]
Cutin, suberine and wax biosynthesis	ko00073	K20769	fatty acid omega-hydroxylase [EC:1.14.-.-]
Cutin, suberine and wax biosynthesis	ko00073	K15402	fatty acid omega-hydroxylase [EC:1.14.-.-]
Cutin, suberine and wax biosynthesis	ko00073	K15403	fatty acid omega-hydroxy dehydrogenase [EC:1.1.-.-]
Cutin, suberine and wax biosynthesis	ko00073	K15404	aldehyde decarbonylase [EC:4.1.99.5]
Cutin, suberine and wax biosynthesis	ko00073	K15405	midchain alkane hydroxylase
Cutin, suberine and wax biosynthesis	ko00073	K13356	alcohol-forming fatty acyl-CoA reductase [EC:1.2.1.84]
Cutin, suberine and wax biosynthesis	ko00073	K15406	wax-ester synthase / diacylglycerol O-acyltransferase [EC:2.3.1.20 2.3.1.75]
Steroid biosynthesis	ko00100	K00801	farnesyl-diphosphate farnesyltransferase [EC:2.5.1.21]
Steroid biosynthesis	ko00100	K00511	squalene monooxygenase [EC:1.14.14.17]
Steroid biosynthesis	ko00100	K23485	alternative squalene epoxidase [EC:1.14.19.-]
Steroid biosynthesis	ko00100	K01852	lanosterol synthase [EC:5.4.99.7]
Steroid biosynthesis	ko00100	K05917	sterol 14alpha-demethylase [EC:1.14.15.36 1.14.14.154]
Steroid biosynthesis	ko00100	K00222	Delta14-sterol reductase [EC:1.3.1.70]
Steroid biosynthesis	ko00100	K07750	methylsterol monooxygenase [EC:1.14.18.9]
Steroid biosynthesis	ko00100	K07748	sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating) [EC:1.1.1.170]
Steroid biosynthesis	ko00100	K09827	3-keto steroid reductase [EC:1.1.1.270]
Steroid biosynthesis	ko00100	K13373	17beta-estradiol 17-dehydrogenase / 3beta-hydroxysteroid 3-dehydrogenase [EC:1.1.1.270 1.1.1.62]
Steroid biosynthesis	ko00100	K01824	cholestenol Delta-isomerase [EC:5.3.3.5]
Steroid biosynthesis	ko00100	K09828	Delta24-sterol reductase [EC:1.3.1.- 1.3.1.72]
Steroid biosynthesis	ko00100	K00227	Delta7-sterol 5-desaturase [EC:1.14.19.20]
Steroid biosynthesis	ko00100	K00213	7-dehydrocholesterol reductase [EC:1.3.1.21]
Steroid biosynthesis	ko00100	K01052	lysosomal acid lipase/cholesteryl ester hydrolase [EC:3.1.1.13]
Steroid biosynthesis	ko00100	K12298	bile salt-stimulated lipase [EC:3.1.1.3 3.1.1.13]
Steroid biosynthesis	ko00100	K14674	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:2.3.1.51 3.1.1.4 3.1.1.13 3.1.1.3]
Steroid biosynthesis	ko00100	K00637	sterol O-acyltransferase [EC:2.3.1.26]
Steroid biosynthesis	ko00100	K07419	vitamin D 25-hydroxylase [EC:1.14.14.24]
Steroid biosynthesis	ko00100	K07438	calcidiol 1-monooxygenase (25-hydroxyvitamin D3 1alpha-hydroxylase) [EC:1.14.15.18]
Steroid biosynthesis	ko00100	K21146	vitamin D 1,25-hydroxylase [EC:1.14.15.22]
Steroid biosynthesis	ko00100	K07436	vitamin D3 24-hydroxylase [EC:1.14.15.16]
Steroid biosynthesis	ko00100	K00559	sterol 24-C-methyltransferase [EC:2.1.1.41]
Steroid biosynthesis	ko00100	K09829	C-8 sterol isomerase [EC:5.-.-.-]
Steroid biosynthesis	ko00100	K09831	sterol 22-desaturase [EC:1.14.19.41]
Steroid biosynthesis	ko00100	K00223	Delta24(24(1))-sterol reductase [EC:1.3.1.71]
Steroid biosynthesis	ko00100	K01853	cycloartenol synthase [EC:5.4.99.8]
Steroid biosynthesis	ko00100	K14423	plant 4,4-dimethylsterol C-4alpha-methyl-monooxygenase [EC:1.14.18.10]
Steroid biosynthesis	ko00100	K23558	plant 3beta-hydroxysteroid-4alpha-carboxylate 3-dehydrogenase [EC:1.1.1.418]
Steroid biosynthesis	ko00100	K08246	cycloeucalenol cycloisomerase [EC:5.5.1.9]
Steroid biosynthesis	ko00100	K08242	24-methylenesterol C-methyltransferase [EC:2.1.1.143]
Steroid biosynthesis	ko00100	K14424	plant 4alpha-monomethylsterol monooxygenase [EC:1.14.18.11]
Steroid biosynthesis	ko00100	K09832	sterol 22-desaturase [EC:1.14.19.41]
Primary bile acid biosynthesis	ko00120	K07440	cholesterol 24-hydroxylase [EC:1.14.14.25]
Primary bile acid biosynthesis	ko00120	K07439	24-hydroxycholesterol 7alpha-hydroxylase [EC:1.14.14.26]
Primary bile acid biosynthesis	ko00120	K12408	cholest-5-ene-3beta,7alpha-diol 3beta-dehydrogenase [EC:1.1.1.181]
Primary bile acid biosynthesis	ko00120	K10223	cholesterol 25-hydroxylase [EC:1.14.99.38]
Primary bile acid biosynthesis	ko00120	K07430	25/26-hydroxycholesterol 7alpha-hydroxylase [EC:1.14.14.29]
Primary bile acid biosynthesis	ko00120	K00489	cholesterol 7alpha-monooxygenase [EC:1.14.14.23]
Primary bile acid biosynthesis	ko00120	K00488	cholestanetriol 26-monooxygenase [EC:1.14.15.15]
Primary bile acid biosynthesis	ko00120	K07431	sterol 12-alpha-hydroxylase [EC:1.14.14.139 1.14.18.8]
Primary bile acid biosynthesis	ko00120	K00251	3-oxo-5-beta-steroid 4-dehydrogenase [EC:1.3.1.3]
Primary bile acid biosynthesis	ko00120	K00037	3alpha-hydroxysteroid 3-dehydrogenase / chlordecone reductase [EC:1.1.1.225 1.1.1.357 1.1.1.50]
Primary bile acid biosynthesis	ko00120	K08748	solute carrier family 27 (fatty acid transporter), member 5 [EC:6.2.1.7]
Primary bile acid biosynthesis	ko00120	K01796	alpha-methylacyl-CoA racemase [EC:5.1.99.4]
Primary bile acid biosynthesis	ko00120	K10214	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA 24-hydroxylase [EC:1.17.99.3]
Primary bile acid biosynthesis	ko00120	K12405	(3R)-3-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase / enoyl-CoA hydratase 2 [EC:4.2.1.119 4.2.1.107 1.1.1.-]
Primary bile acid biosynthesis	ko00120	K08764	sterol carrier protein 2 [EC:2.3.1.176]
Primary bile acid biosynthesis	ko00120	K11992	acyl-CoA thioesterase 8 [EC:3.1.2.27]
Primary bile acid biosynthesis	ko00120	K00659	bile acid-CoA:amino acid N-acyltransferase [EC:3.1.2.2 2.3.1.65]
Primary bile acid biosynthesis	ko00120	K01442	choloylglycine hydrolase [EC:3.5.1.24]
Secondary bile acid biosynthesis	ko00121	K01442	choloylglycine hydrolase [EC:3.5.1.24]
Secondary bile acid biosynthesis	ko00121	K00076	7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]
Secondary bile acid biosynthesis	ko00121	K23231	7beta-hydroxysteroid dehydrogenase (NADP+) [EC:1.1.1.201]
Secondary bile acid biosynthesis	ko00121	K22604	3alpha-hydroxycholanate dehydrogenase (NAD+) [EC:1.1.1.52]
Secondary bile acid biosynthesis	ko00121	K22605	3alpha-hydroxycholanate dehydrogenase (NADP+) [EC:1.1.1.392]
Secondary bile acid biosynthesis	ko00121	K22606	3beta-hydroxycholanate 3-dehydrogenase (NAD+) [EC:1.1.1.391]
Secondary bile acid biosynthesis	ko00121	K22607	3beta-hydroxycholanate 3-dehydrogenase (NADP+) [EC:1.1.1.393]
Secondary bile acid biosynthesis	ko00121	K15868	bile acid-coenzyme A ligase [EC:6.2.1.7]
Secondary bile acid biosynthesis	ko00121	K15871	bile acid CoA-transferase [EC:2.8.3.25]
Secondary bile acid biosynthesis	ko00121	K15869	3alpha-hydroxy bile acid-CoA-ester 3-dehydrogenase [EC:1.1.1.395]
Secondary bile acid biosynthesis	ko00121	K15870	3-oxocholoyl-CoA 4-desaturase [EC:1.3.1.115]
Secondary bile acid biosynthesis	ko00121	K15872	bile-acid 7alpha-dehydratase [EC:4.2.1.106]
Secondary bile acid biosynthesis	ko00121	K15873	7beta-hydroxy-3-oxochol-24-oyl-CoA 4-desaturase [EC:1.3.1.116]
Secondary bile acid biosynthesis	ko00121	K15874	bile acid 7beta-dehydratase
Secondary bile acid biosynthesis	ko00121	K07007	3-dehydro-bile acid Delta4,6-reductase [EC:1.3.1.114]
Steroid hormone biosynthesis	ko00140	K00498	cholesterol monooxygenase (side-chain-cleaving) [EC:1.14.15.6]
Steroid hormone biosynthesis	ko00140	K00512	steroid 17alpha-monooxygenase / 17alpha-hydroxyprogesterone deacetylase [EC:1.14.14.32 1.14.14.19]
Steroid hormone biosynthesis	ko00140	K01131	steryl-sulfatase [EC:3.1.6.2]
Steroid hormone biosynthesis	ko00140	K01015	alcohol sulfotransferase [EC:2.8.2.2]
Steroid hormone biosynthesis	ko00140	K00513	steroid 21-monooxygenase [EC:1.14.14.16]
Steroid hormone biosynthesis	ko00140	K00070	3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase [EC:5.3.3.1 1.1.1.145]
Steroid hormone biosynthesis	ko00140	K01822	steroid Delta-isomerase [EC:5.3.3.1]
Steroid hormone biosynthesis	ko00140	K12343	3-oxo-5-alpha-steroid 4-dehydrogenase 1 [EC:1.3.1.22]
Steroid hormone biosynthesis	ko00140	K12344	3-oxo-5-alpha-steroid 4-dehydrogenase 2 [EC:1.3.1.22]
Steroid hormone biosynthesis	ko00140	K12345	3-oxo-5-alpha-steroid 4-dehydrogenase 3 / polyprenol reductase [EC:1.3.1.94 1.3.1.22]
Steroid hormone biosynthesis	ko00140	K00089	3alpha-hydroxysteroid 3-dehydrogenase [EC:1.1.1.357 1.1.1.213]
Steroid hormone biosynthesis	ko00140	K04119	aldo-keto reductase family 1 member C3 [EC:1.1.1.357 1.1.1.213 1.1.1.188 1.1.1.51]
Steroid hormone biosynthesis	ko00140	K00497	steroid 11beta-monooxygenase [EC:1.14.15.4]
Steroid hormone biosynthesis	ko00140	K07433	steroid 11beta-monooxygenase / corticosterone 18-monooxygenase [EC:1.14.15.5 1.14.15.4]
Steroid hormone biosynthesis	ko00140	K00251	3-oxo-5-beta-steroid 4-dehydrogenase [EC:1.3.1.3]
Steroid hormone biosynthesis	ko00140	K00037	3alpha-hydroxysteroid 3-dehydrogenase / chlordecone reductase [EC:1.1.1.225 1.1.1.357 1.1.1.50]
Steroid hormone biosynthesis	ko00140	K15680	corticosteroid 11-beta-dehydrogenase isozyme 1 [EC:1.1.1.146]
Steroid hormone biosynthesis	ko00140	K00071	corticosteroid 11-beta-dehydrogenase isozyme 2 [EC:1.1.1.-]
Steroid hormone biosynthesis	ko00140	K00038	3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
Steroid hormone biosynthesis	ko00140	K05295	20alpha-hydroxysteroid dehydrogenase [EC:1.1.1.149]
Steroid hormone biosynthesis	ko00140	K00212	20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol dehydrogenase [EC:1.3.1.20 1.1.1.357 1.1.1.149]
Steroid hormone biosynthesis	ko00140	K07430	25/26-hydroxycholesterol 7alpha-hydroxylase [EC:1.14.14.29]
Steroid hormone biosynthesis	ko00140	K01016	estrone sulfotransferase [EC:2.8.2.4]
Steroid hormone biosynthesis	ko00140	K01130	arylsulfatase [EC:3.1.6.1]
Steroid hormone biosynthesis	ko00140	K00044	17beta-estradiol 17-dehydrogenase [EC:1.1.1.62]
Steroid hormone biosynthesis	ko00140	K13368	17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) [EC:1.1.1.239 1.1.1.62]
Steroid hormone biosynthesis	ko00140	K13369	17beta-estradiol 17-dehydrogenase / all-trans-retinol dehydrogenase (NAD+) / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) [EC:1.1.1.239 1.1.1.105 1.1.1.62]
