Pathway_name	Pathway_number	KOrtholog	Enzyme_name
Arginine biosynthesis	ko00220	K19412	glutamate--LysW ligase ArgX [EC:6.3.2.-]
Arginine biosynthesis	ko00220	K05828	LysW-gamma-L-alpha-aminoadipate/LysW-L-glutamate kinase [EC:2.7.2.-]
Arginine biosynthesis	ko00220	K05829	LysW-gamma-L-alpha-aminoadipyl-6-phosphate/LysW-L-glutamyl-5-phosphate reductase [EC:1.2.1.-]
Arginine biosynthesis	ko00220	K05830	LysW-gamma-L-lysine/LysW-L-ornithine aminotransferase [EC:2.6.1.-]
Arginine biosynthesis	ko00220	K05831	[amino group carrier protein]-lysine/ornithine hydrolase [EC:3.5.1.132 3.5.1.130]
Alanine, aspartate and glutamate metabolism	ko00250	K14454	aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]
Alanine, aspartate and glutamate metabolism	ko00250	K14455	aspartate aminotransferase, mitochondrial [EC:2.6.1.1]
Alanine, aspartate and glutamate metabolism	ko00250	K00811	aspartate aminotransferase, chloroplastic [EC:2.6.1.1]
Alanine, aspartate and glutamate metabolism	ko00250	K00812	aspartate aminotransferase [EC:2.6.1.1]
Alanine, aspartate and glutamate metabolism	ko00250	K00813	aspartate aminotransferase [EC:2.6.1.1]
Alanine, aspartate and glutamate metabolism	ko00250	K11358	aspartate aminotransferase [EC:2.6.1.1]
Alanine, aspartate and glutamate metabolism	ko00250	K03334	L-amino-acid oxidase [EC:1.4.3.2]
Alanine, aspartate and glutamate metabolism	ko00250	K00278	L-aspartate oxidase [EC:1.4.3.16]
Alanine, aspartate and glutamate metabolism	ko00250	K01779	aspartate racemase [EC:5.1.1.13]
Alanine, aspartate and glutamate metabolism	ko00250	K00272	D-aspartate oxidase [EC:1.4.3.1]
Alanine, aspartate and glutamate metabolism	ko00250	K01424	L-asparaginase [EC:3.5.1.1]
Alanine, aspartate and glutamate metabolism	ko00250	K13051	L-asparaginase / beta-aspartyl-peptidase [EC:3.4.19.5 3.5.1.1]
Alanine, aspartate and glutamate metabolism	ko00250	K05597	glutamin-(asparagin-)ase [EC:3.5.1.38]
Alanine, aspartate and glutamate metabolism	ko00250	K01914	aspartate--ammonia ligase [EC:6.3.1.1]
Alanine, aspartate and glutamate metabolism	ko00250	K01953	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]
Alanine, aspartate and glutamate metabolism	ko00250	K22457	asparagine---oxo-acid transaminase [EC:2.6.1.14]
Alanine, aspartate and glutamate metabolism	ko00250	K13566	omega-amidase [EC:3.5.1.3]
Alanine, aspartate and glutamate metabolism	ko00250	K09758	aspartate 4-decarboxylase [EC:4.1.1.12]
Alanine, aspartate and glutamate metabolism	ko00250	K00814	alanine transaminase [EC:2.6.1.2]
Alanine, aspartate and glutamate metabolism	ko00250	K14260	alanine-synthesizing transaminase [EC:2.6.1.2 2.6.1.66]
Alanine, aspartate and glutamate metabolism	ko00250	K00830	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.51 2.6.1.45 2.6.1.44]
Alanine, aspartate and glutamate metabolism	ko00250	K00827	alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase [EC:2.6.1.40 2.6.1.44]
Alanine, aspartate and glutamate metabolism	ko00250	K14272	glutamate--glyoxylate aminotransferase [EC:2.6.1.44 2.6.1.2 2.6.1.4]
Alanine, aspartate and glutamate metabolism	ko00250	K00259	alanine dehydrogenase [EC:1.4.1.1]
Alanine, aspartate and glutamate metabolism	ko00250	K19244	alanine dehydrogenase [EC:1.4.1.1]
Alanine, aspartate and glutamate metabolism	ko00250	K01744	aspartate ammonia-lyase [EC:4.3.1.1]
Alanine, aspartate and glutamate metabolism	ko00250	K01940	argininosuccinate synthase [EC:6.3.4.5]
Alanine, aspartate and glutamate metabolism	ko00250	K01755	argininosuccinate lyase [EC:4.3.2.1]
Alanine, aspartate and glutamate metabolism	ko00250	K14681	argininosuccinate lyase / amino-acid N-acetyltransferase [EC:2.3.1.1 4.3.2.1]
Alanine, aspartate and glutamate metabolism	ko00250	K01939	adenylosuccinate synthase [EC:6.3.4.4]
Alanine, aspartate and glutamate metabolism	ko00250	K01756	adenylosuccinate lyase [EC:4.3.2.2]
Alanine, aspartate and glutamate metabolism	ko00250	K18309	aspartate N-acetyltransferase [EC:2.3.1.17]
Alanine, aspartate and glutamate metabolism	ko00250	K18310	beta-citrylglutamate/N-acetylaspartylglutamate synthase [EC:6.3.2.41 6.3.1.17]
Alanine, aspartate and glutamate metabolism	ko00250	K18311	N-acetylaspartylglutamate/N-acetylaspartylglutamylglutamate synthase [EC:6.3.2.42 6.3.2.41]
Alanine, aspartate and glutamate metabolism	ko00250	K14592	glutamate carboxypeptidase II (folate hydrolase 1) [EC:3.4.17.21]
Alanine, aspartate and glutamate metabolism	ko00250	K01437	aspartoacylase [EC:3.5.1.15]
Alanine, aspartate and glutamate metabolism	ko00250	K00609	aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]
Alanine, aspartate and glutamate metabolism	ko00250	K00610	aspartate carbamoyltransferase regulatory subunit
Alanine, aspartate and glutamate metabolism	ko00250	K00608	aspartate carbamoyltransferase [EC:2.1.3.2]
Alanine, aspartate and glutamate metabolism	ko00250	K01580	glutamate decarboxylase [EC:4.1.1.15]
Alanine, aspartate and glutamate metabolism	ko00250	K00823	4-aminobutyrate aminotransferase [EC:2.6.1.19]
Alanine, aspartate and glutamate metabolism	ko00250	K14268	5-aminovalerate/4-aminobutyrate aminotransferase [EC:2.6.1.19 2.6.1.48]
Alanine, aspartate and glutamate metabolism	ko00250	K07250	4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.48 2.6.1.22 2.6.1.19]
Alanine, aspartate and glutamate metabolism	ko00250	K13524	4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.22 2.6.1.19]
Alanine, aspartate and glutamate metabolism	ko00250	K16871	4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96]
Alanine, aspartate and glutamate metabolism	ko00250	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.20 1.2.1.79 1.2.1.16]
Alanine, aspartate and glutamate metabolism	ko00250	K00139	succinate-semialdehyde dehydrogenase [EC:1.2.1.24]
Alanine, aspartate and glutamate metabolism	ko00250	K17761	succinate-semialdehyde dehydrogenase, mitochondrial [EC:1.2.1.24]
Alanine, aspartate and glutamate metabolism	ko00250	K08324	succinate-semialdehyde dehydrogenase [EC:1.2.1.24 1.2.1.16]
Alanine, aspartate and glutamate metabolism	ko00250	K00264	glutamate synthase (NADH) [EC:1.4.1.14]
Alanine, aspartate and glutamate metabolism	ko00250	K00265	glutamate synthase (NADPH) large chain [EC:1.4.1.13]
Alanine, aspartate and glutamate metabolism	ko00250	K00266	glutamate synthase (NADPH) small chain [EC:1.4.1.13]
Alanine, aspartate and glutamate metabolism	ko00250	K15371	glutamate dehydrogenase [EC:1.4.1.2]
Alanine, aspartate and glutamate metabolism	ko00250	K00260	glutamate dehydrogenase [EC:1.4.1.2]
Alanine, aspartate and glutamate metabolism	ko00250	K00261	glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]
Alanine, aspartate and glutamate metabolism	ko00250	K00262	glutamate dehydrogenase (NADP+) [EC:1.4.1.4]
Alanine, aspartate and glutamate metabolism	ko00250	K00294	1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]
Alanine, aspartate and glutamate metabolism	ko00250	K13821	RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88 1.5.5.2]
Alanine, aspartate and glutamate metabolism	ko00250	K01915	glutamine synthetase [EC:6.3.1.2]
Alanine, aspartate and glutamate metabolism	ko00250	K11540	carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase [EC:3.5.2.3 2.1.3.2 6.3.5.5]
Alanine, aspartate and glutamate metabolism	ko00250	K11541	carbamoyl-phosphate synthase / aspartate carbamoyltransferase [EC:2.1.3.2 6.3.5.5]
Alanine, aspartate and glutamate metabolism	ko00250	K01954	carbamoyl-phosphate synthase [EC:6.3.5.5]
Alanine, aspartate and glutamate metabolism	ko00250	K01955	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]
Alanine, aspartate and glutamate metabolism	ko00250	K01956	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]
Alanine, aspartate and glutamate metabolism	ko00250	K01425	glutaminase [EC:3.5.1.2]
Alanine, aspartate and glutamate metabolism	ko00250	K23265	phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:3.5.1.2 6.3.5.3]
Alanine, aspartate and glutamate metabolism	ko00250	K01948	carbamoyl-phosphate synthase (ammonia) [EC:6.3.4.16]
Alanine, aspartate and glutamate metabolism	ko00250	K08590	2-oxoglutaramate amidase [EC:3.5.1.111]
Alanine, aspartate and glutamate metabolism	ko00250	K00820	glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]
Alanine, aspartate and glutamate metabolism	ko00250	K00764	amidophosphoribosyltransferase [EC:2.4.2.14]
Glycine, serine and threonine metabolism	ko00260	K00928	aspartate kinase [EC:2.7.2.4]
Glycine, serine and threonine metabolism	ko00260	K12524	bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:1.1.1.3 2.7.2.4]
Glycine, serine and threonine metabolism	ko00260	K12525	bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:1.1.1.3 2.7.2.4]
Glycine, serine and threonine metabolism	ko00260	K12526	bifunctional diaminopimelate decarboxylase / aspartate kinase [EC:2.7.2.4 4.1.1.20]
Glycine, serine and threonine metabolism	ko00260	K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]
Glycine, serine and threonine metabolism	ko00260	K00003	homoserine dehydrogenase [EC:1.1.1.3]
Glycine, serine and threonine metabolism	ko00260	K00872	homoserine kinase [EC:2.7.1.39]
Glycine, serine and threonine metabolism	ko00260	K02204	homoserine kinase type II [EC:2.7.1.39]
Glycine, serine and threonine metabolism	ko00260	K02203	phosphoserine / homoserine phosphotransferase [EC:2.7.1.39 3.1.3.3]
Glycine, serine and threonine metabolism	ko00260	K01733	threonine synthase [EC:4.2.3.1]
Glycine, serine and threonine metabolism	ko00260	K01620	threonine aldolase [EC:4.1.2.48]
Glycine, serine and threonine metabolism	ko00260	K00600	glycine hydroxymethyltransferase [EC:2.1.2.1]
Glycine, serine and threonine metabolism	ko00260	K00830	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.51 2.6.1.45 2.6.1.44]
Glycine, serine and threonine metabolism	ko00260	K00018	glycerate dehydrogenase [EC:1.1.1.29]
Glycine, serine and threonine metabolism	ko00260	K15893	glycerate dehydrogenase [EC:1.1.1.29]
Glycine, serine and threonine metabolism	ko00260	K15919	glyoxylate/hydroxypyruvate reductase [EC:1.1.1.81 1.1.1.79]
Glycine, serine and threonine metabolism	ko00260	K00049	glyoxylate/hydroxypyruvate reductase [EC:1.1.1.81 1.1.1.79]
Glycine, serine and threonine metabolism	ko00260	K12972	glyoxylate/hydroxypyruvate reductase [EC:1.1.1.81 1.1.1.79]
Glycine, serine and threonine metabolism	ko00260	K00090	glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.215 1.1.1.81 1.1.1.79]
Glycine, serine and threonine metabolism	ko00260	K00050	hydroxypyruvate reductase [EC:1.1.1.81]
Glycine, serine and threonine metabolism	ko00260	K22982	hydroxypyruvate reductase [EC:1.1.1.81]
Glycine, serine and threonine metabolism	ko00260	K00865	glycerate 2-kinase [EC:2.7.1.165]
Glycine, serine and threonine metabolism	ko00260	K11529	glycerate 2-kinase [EC:2.7.1.165]
Glycine, serine and threonine metabolism	ko00260	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]
Glycine, serine and threonine metabolism	ko00260	K01837	bisphosphoglycerate/phosphoglycerate mutase [EC:5.4.2.11 5.4.2.4]
Glycine, serine and threonine metabolism	ko00260	K15633	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]
Glycine, serine and threonine metabolism	ko00260	K15634	probable phosphoglycerate mutase [EC:5.4.2.12]
Glycine, serine and threonine metabolism	ko00260	K15635	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]
Glycine, serine and threonine metabolism	ko00260	K15918	D-glycerate 3-kinase [EC:2.7.1.31]
Glycine, serine and threonine metabolism	ko00260	K00058	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.399 1.1.1.95]
Glycine, serine and threonine metabolism	ko00260	K00831	phosphoserine aminotransferase [EC:2.6.1.52]
Glycine, serine and threonine metabolism	ko00260	K01079	phosphoserine phosphatase [EC:3.1.3.3]
Glycine, serine and threonine metabolism	ko00260	K22305	phosphoserine phosphatase [EC:3.1.3.3]
Glycine, serine and threonine metabolism	ko00260	K13290	serine---pyruvate transaminase [EC:2.6.1.51]
Glycine, serine and threonine metabolism	ko00260	K20801	L-allo-threonine aldolase [EC:4.1.2.49]
Glycine, serine and threonine metabolism	ko00260	K16066	3-hydroxy acid dehydrogenase / malonic semialdehyde reductase [EC:1.1.1.- 1.1.1.381]
Glycine, serine and threonine metabolism	ko00260	K00639	glycine C-acetyltransferase [EC:2.3.1.29]
Glycine, serine and threonine metabolism	ko00260	K00060	threonine 3-dehydrogenase [EC:1.1.1.103]
Glycine, serine and threonine metabolism	ko00260	K15789	threonine 3-dehydrogenase [EC:1.1.1.103]
Glycine, serine and threonine metabolism	ko00260	K00643	5-aminolevulinate synthase [EC:2.3.1.37]
Glycine, serine and threonine metabolism	ko00260	K00274	monoamine oxidase [EC:1.4.3.4]
Glycine, serine and threonine metabolism	ko00260	K00276	primary-amine oxidase [EC:1.4.3.21]
Glycine, serine and threonine metabolism	ko00260	K00281	glycine dehydrogenase [EC:1.4.4.2]
Glycine, serine and threonine metabolism	ko00260	K00282	glycine dehydrogenase subunit 1 [EC:1.4.4.2]
Glycine, serine and threonine metabolism	ko00260	K00283	glycine dehydrogenase subunit 2 [EC:1.4.4.2]
Glycine, serine and threonine metabolism	ko00260	K00605	aminomethyltransferase [EC:2.1.2.10]
Glycine, serine and threonine metabolism	ko00260	K00382	dihydrolipoamide dehydrogenase [EC:1.8.1.4]
Glycine, serine and threonine metabolism	ko00260	K02437	glycine cleavage system H protein
Glycine, serine and threonine metabolism	ko00260	K00273	D-amino-acid oxidase [EC:1.4.3.3]
Glycine, serine and threonine metabolism	ko00260	K00827	alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase [EC:2.6.1.40 2.6.1.44]
Glycine, serine and threonine metabolism	ko00260	K14272	glutamate--glyoxylate aminotransferase [EC:2.6.1.44 2.6.1.2 2.6.1.4]
Glycine, serine and threonine metabolism	ko00260	K00613	glycine amidinotransferase [EC:2.1.4.1]
Glycine, serine and threonine metabolism	ko00260	K00542	guanidinoacetate N-methyltransferase [EC:2.1.1.2]
Glycine, serine and threonine metabolism	ko00260	K08688	creatinase [EC:3.5.3.3]
Glycine, serine and threonine metabolism	ko00260	K00998	CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]
Glycine, serine and threonine metabolism	ko00260	K17103	CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]
Glycine, serine and threonine metabolism	ko00260	K00499	choline monooxygenase [EC:1.14.15.7]
Glycine, serine and threonine metabolism	ko00260	K00108	choline dehydrogenase [EC:1.1.99.1]
Glycine, serine and threonine metabolism	ko00260	K11440	choline dehydrogenase [EC:1.1.1.1]
Glycine, serine and threonine metabolism	ko00260	K17755	choline oxidase [EC:1.1.3.17]
Glycine, serine and threonine metabolism	ko00260	K00130	betaine-aldehyde dehydrogenase [EC:1.2.1.8]
Glycine, serine and threonine metabolism	ko00260	K14085	aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.3 1.2.1.8 1.2.1.31]
Glycine, serine and threonine metabolism	ko00260	K00544	betaine-homocysteine S-methyltransferase [EC:2.1.1.5]
Glycine, serine and threonine metabolism	ko00260	K00309	dimethylglycine oxidase [EC:1.5.3.10]
Glycine, serine and threonine metabolism	ko00260	K00315	dimethylglycine dehydrogenase [EC:1.5.8.4]
Glycine, serine and threonine metabolism	ko00260	K00301	sarcosine oxidase [EC:1.5.3.1]
Glycine, serine and threonine metabolism	ko00260	K00302	sarcosine oxidase, subunit alpha [EC:1.5.3.1]
Glycine, serine and threonine metabolism	ko00260	K00303	sarcosine oxidase, subunit beta [EC:1.5.3.1]
Glycine, serine and threonine metabolism	ko00260	K00305	sarcosine oxidase, subunit gamma [EC:1.5.3.1]
Glycine, serine and threonine metabolism	ko00260	K00304	sarcosine oxidase, subunit delta [EC:1.5.3.1]
Glycine, serine and threonine metabolism	ko00260	K00306	sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.7 1.5.3.1]
Glycine, serine and threonine metabolism	ko00260	K00314	sarcosine dehydrogenase [EC:1.5.8.3]
Glycine, serine and threonine metabolism	ko00260	K00552	glycine N-methyltransferase [EC:2.1.1.20]
Glycine, serine and threonine metabolism	ko00260	K18896	glycine/sarcosine N-methyltransferase [EC:2.1.1.156]
Glycine, serine and threonine metabolism	ko00260	K18897	sarcosine/dimethylglycine N-methyltransferase [EC:2.1.1.157]
Glycine, serine and threonine metabolism	ko00260	K13042	dimethylglycine N-methyltransferase [EC:2.1.1.161]
Glycine, serine and threonine metabolism	ko00260	K01697	cystathionine beta-synthase [EC:4.2.1.22]
Glycine, serine and threonine metabolism	ko00260	K10150	cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine beta-synthase [EC:4.2.1.22 2.5.1.65 2.5.1.47]
Glycine, serine and threonine metabolism	ko00260	K01758	cystathionine gamma-lyase [EC:4.4.1.1]
Glycine, serine and threonine metabolism	ko00260	K17217	cystathionine gamma-lyase / homocysteine desulfhydrase [EC:4.4.1.2 4.4.1.1]
Glycine, serine and threonine metabolism	ko00260	K01752	L-serine dehydratase [EC:4.3.1.17]
Glycine, serine and threonine metabolism	ko00260	K01754	threonine dehydratase [EC:4.3.1.19]
Glycine, serine and threonine metabolism	ko00260	K17989	L-serine/L-threonine ammonia-lyase [EC:4.3.1.19 4.3.1.17]
Glycine, serine and threonine metabolism	ko00260	K20498	D-serine ammonia-lyase [EC:4.3.1.18]
Glycine, serine and threonine metabolism	ko00260	K01753	D-serine dehydratase [EC:4.3.1.18]
Glycine, serine and threonine metabolism	ko00260	K12235	serine racemase [EC:5.1.1.18]
Glycine, serine and threonine metabolism	ko00260	K01694	tryptophan synthase [EC:4.2.1.20]
Glycine, serine and threonine metabolism	ko00260	K01695	tryptophan synthase alpha chain [EC:4.2.1.20]
Glycine, serine and threonine metabolism	ko00260	K01696	tryptophan synthase beta chain [EC:4.2.1.20]
Glycine, serine and threonine metabolism	ko00260	K06001	tryptophan synthase beta chain [EC:4.2.1.20]
Glycine, serine and threonine metabolism	ko00260	K00836	diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]
Glycine, serine and threonine metabolism	ko00260	K06718	L-2,4-diaminobutyric acid acetyltransferase [EC:2.3.1.178]
Glycine, serine and threonine metabolism	ko00260	K06720	L-ectoine synthase [EC:4.2.1.108]
Glycine, serine and threonine metabolism	ko00260	K10674	ectoine hydroxylase [EC:1.14.11.55]
Glycine, serine and threonine metabolism	ko00260	K13745	L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]
Glycine, serine and threonine metabolism	ko00260	K15783	ectoine hydrolase [EC:3.5.4.44]
Glycine, serine and threonine metabolism	ko00260	K15784	N2-acetyl-L-2,4-diaminobutanoate deacetylase [EC:3.5.1.125]
Glycine, serine and threonine metabolism	ko00260	K15785	L-2,4-diaminobutyrate transaminase [EC:2.6.1.76]
Glycine, serine and threonine metabolism	ko00260	K15786	aspartate-semialdehyde dehydrogenase [EC:1.2.1.-]
Cysteine and methionine metabolism	ko00270	K00640	serine O-acetyltransferase [EC:2.3.1.30]
Cysteine and methionine metabolism	ko00270	K23304	serine O-acetyltransferase [EC:2.3.1.30]
Cysteine and methionine metabolism	ko00270	K01738	cysteine synthase [EC:2.5.1.47]
Cysteine and methionine metabolism	ko00270	K13034	L-3-cyanoalanine synthase/ cysteine synthase [EC:4.4.1.9 2.5.1.47]
Cysteine and methionine metabolism	ko00270	K10150	cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine beta-synthase [EC:4.2.1.22 2.5.1.65 2.5.1.47]
Cysteine and methionine metabolism	ko00270	K17069	O-acetylhomoserine/O-acetylserine sulfhydrylase [EC:2.5.1.47 2.5.1.49]
Cysteine and methionine metabolism	ko00270	K01758	cystathionine gamma-lyase [EC:4.4.1.1]
Cysteine and methionine metabolism	ko00270	K17217	cystathionine gamma-lyase / homocysteine desulfhydrase [EC:4.4.1.2 4.4.1.1]
Cysteine and methionine metabolism	ko00270	K00816	kynurenine---oxoglutarate transaminase / cysteine-S-conjugate beta-lyase / glutamine---phenylpyruvate transaminase [EC:2.6.1.64 4.4.1.13 2.6.1.7]
Cysteine and methionine metabolism	ko00270	K01760	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]
Cysteine and methionine metabolism	ko00270	K14155	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]
Cysteine and methionine metabolism	ko00270	K21623	L-cystine beta-lyase [EC:4.4.1.35]
Cysteine and methionine metabolism	ko00270	K01697	cystathionine beta-synthase [EC:4.2.1.22]
Cysteine and methionine metabolism	ko00270	K17216	cystathionine beta-synthase (O-acetyl-L-serine) [EC:2.5.1.134]
Cysteine and methionine metabolism	ko00270	K00544	betaine-homocysteine S-methyltransferase [EC:2.1.1.5]
Cysteine and methionine metabolism	ko00270	K00547	homocysteine S-methyltransferase [EC:2.1.1.10]
Cysteine and methionine metabolism	ko00270	K00548	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]
Cysteine and methionine metabolism	ko00270	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]
Cysteine and methionine metabolism	ko00270	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]
Cysteine and methionine metabolism	ko00270	K01611	S-adenosylmethionine decarboxylase [EC:4.1.1.50]
Cysteine and methionine metabolism	ko00270	K00797	spermidine synthase [EC:2.5.1.16]
