Pathway_name	Pathway_number	KOrtholog	Enzyme_name
Purine metabolism	ko00230	K00601	phosphoribosylglycinamide formyltransferase [EC:2.1.2.2]
Purine metabolism	ko00230	K11175	phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]
Purine metabolism	ko00230	K08289	phosphoribosylglycinamide formyltransferase 2 [EC:2.1.2.2]
Purine metabolism	ko00230	K01492	phosphoribosylglycinamide/phosphoribosylaminoimidazolecarboxamide formyltransferase [EC:2.1.2.3 2.1.2.2]
Purine metabolism	ko00230	K01952	phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]
Purine metabolism	ko00230	K23269	phosphoribosylformylglycinamidine synthase subunit PurL [EC:6.3.5.3]
Purine metabolism	ko00230	K23264	phosphoribosylformylglycinamidine synthase subunit PurS [EC:6.3.5.3]
Purine metabolism	ko00230	K23265	phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:3.5.1.2 6.3.5.3]
Purine metabolism	ko00230	K23270	phosphoribosylformylglycinamidine synthase subunit PurSL [EC:6.3.5.3]
Purine metabolism	ko00230	K01933	phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]
Purine metabolism	ko00230	K01587	phosphoribosylaminoimidazole carboxylase / phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6 4.1.1.21]
Purine metabolism	ko00230	K11808	phosphoribosylaminoimidazole carboxylase [EC:4.1.1.21]
Purine metabolism	ko00230	K01589	5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]
Purine metabolism	ko00230	K01588	5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]
Purine metabolism	ko00230	K01923	phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]
Purine metabolism	ko00230	K01756	adenylosuccinate lyase [EC:4.3.2.2]
Purine metabolism	ko00230	K00602	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:3.5.4.10 2.1.2.3]
Purine metabolism	ko00230	K06863	5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase [EC:6.3.4.23]
Purine metabolism	ko00230	K11176	IMP cyclohydrolase [EC:3.5.4.10]
Purine metabolism	ko00230	K00759	adenine phosphoribosyltransferase [EC:2.4.2.7]
Purine metabolism	ko00230	K01081	5'-nucleotidase [EC:3.1.3.5]
Purine metabolism	ko00230	K19970	5'-nucleotidase [EC:3.1.3.5]
Purine metabolism	ko00230	K11751	5'-nucleotidase / UDP-sugar diphosphatase [EC:3.6.1.45 3.1.3.5]
Purine metabolism	ko00230	K03787	5'-nucleotidase [EC:3.1.3.5]
Purine metabolism	ko00230	K08723	5'-nucleotidase [EC:3.1.3.5]
Purine metabolism	ko00230	K20881	5'-nucleotidase [EC:3.1.3.5]
Purine metabolism	ko00230	K00892	inosine kinase [EC:2.7.1.73]
Purine metabolism	ko00230	K22026	nucleoside kinase [EC:2.7.1.- 2.7.1.213 2.7.1.73]
Purine metabolism	ko00230	K03783	purine-nucleoside phosphorylase [EC:2.4.2.1]
Purine metabolism	ko00230	K03784	purine-nucleoside phosphorylase [EC:2.4.2.1]
Purine metabolism	ko00230	K09913	purine/pyrimidine-nucleoside phosphorylase [EC:2.4.2.2 2.4.2.1]
Purine metabolism	ko00230	K03815	xanthosine phosphorylase [EC:2.4.2.-]
Purine metabolism	ko00230	K01239	purine nucleosidase [EC:3.2.2.1]
Purine metabolism	ko00230	K10213	ribosylpyrimidine nucleosidase [EC:3.2.2.8]
Purine metabolism	ko00230	K00760	hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]
Purine metabolism	ko00230	K15780	bifunctional protein TilS/HprT [EC:2.4.2.8 6.3.4.19]
Purine metabolism	ko00230	K19836	hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]
Purine metabolism	ko00230	K00088	IMP dehydrogenase [EC:1.1.1.205]
Purine metabolism	ko00230	K00940	nucleoside-diphosphate kinase [EC:2.7.4.6]
Purine metabolism	ko00230	K18533	adenylate/nucleoside-diphosphate kinase [EC:2.7.4.6 2.7.4.3]
Purine metabolism	ko00230	K01510	apyrase [EC:3.6.1.5]
Purine metabolism	ko00230	K14641	apyrase [EC:3.6.1.5]
Purine metabolism	ko00230	K14642	golgi apyrase [EC:3.6.1.5]
Purine metabolism	ko00230	K12304	soluble calcium-activated nucleotidase 1 [EC:3.6.1.6]
Purine metabolism	ko00230	K12305	ectonucleoside triphosphate diphosphohydrolase 4 [EC:3.6.1.6]
Purine metabolism	ko00230	K01511	ectonucleoside triphosphate diphosphohydrolase 5/6 [EC:3.6.1.6]
Purine metabolism	ko00230	K16855	U8 snoRNA-decapping enzyme [EC:3.6.1.64 3.6.1.62]
Purine metabolism	ko00230	K01519	inosine triphosphate pyrophosphatase [EC:3.6.1.-]
Purine metabolism	ko00230	K02428	XTP/dITP diphosphohydrolase [EC:3.6.1.66]
Purine metabolism	ko00230	K00769	xanthine phosphoribosyltransferase [EC:2.4.2.22]
Purine metabolism	ko00230	K03816	xanthine phosphoribosyltransferase [EC:2.4.2.22]
Purine metabolism	ko00230	K00106	xanthine dehydrogenase/oxidase [EC:1.17.3.2 1.17.1.4]
Purine metabolism	ko00230	K00087	xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]
Purine metabolism	ko00230	K13479	xanthine dehydrogenase FAD-binding subunit [EC:1.17.1.4]
Purine metabolism	ko00230	K13480	xanthine dehydrogenase iron-sulfur-binding subunit
Purine metabolism	ko00230	K13481	xanthine dehydrogenase small subunit [EC:1.17.1.4]
Purine metabolism	ko00230	K13482	xanthine dehydrogenase large subunit [EC:1.17.1.4]
Purine metabolism	ko00230	K11177	xanthine dehydrogenase YagR molybdenum-binding subunit [EC:1.17.1.4]
Purine metabolism	ko00230	K11178	xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]
Purine metabolism	ko00230	K13483	xanthine dehydrogenase YagT iron-sulfur-binding subunit
Purine metabolism	ko00230	K01518	bis(5'-nucleosidyl)-tetraphosphatase [EC:3.6.1.17]
Purine metabolism	ko00230	K18445	diadenosine hexaphosphate hydrolase (ATP-forming) [EC:3.6.1.61]
Purine metabolism	ko00230	K01951	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]
Purine metabolism	ko00230	K00364	GMP reductase [EC:1.7.1.7]
Purine metabolism	ko00230	K01487	guanine deaminase [EC:3.5.4.3]
Purine metabolism	ko00230	K00942	guanylate kinase [EC:2.7.4.8]
Purine metabolism	ko00230	K00873	pyruvate kinase [EC:2.7.1.40]
Purine metabolism	ko00230	K12406	pyruvate kinase isozymes R/L [EC:2.7.1.40]
Purine metabolism	ko00230	K00524	ribonucleotide reductase, class II [EC:1.17.4.1]
Purine metabolism	ko00230	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]
Purine metabolism	ko00230	K00526	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]
Purine metabolism	ko00230	K10807	ribonucleoside-diphosphate reductase subunit M1 [EC:1.17.4.1]
Purine metabolism	ko00230	K10808	ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1]
Purine metabolism	ko00230	K00527	ribonucleoside-triphosphate reductase (thioredoxin) [EC:1.17.4.2]
Purine metabolism	ko00230	K21636	ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6]
Purine metabolism	ko00230	K00904	deoxyguanosine kinase [EC:2.7.1.113]
Purine metabolism	ko00230	K15518	deoxyguanosine kinase [EC:2.7.1.113]
Purine metabolism	ko00230	K01129	dGTPase [EC:3.1.5.1]
Purine metabolism	ko00230	K21138	guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase [EC:3.1.7.2]
Purine metabolism	ko00230	K01139	GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:3.1.7.2 2.7.6.5]
Purine metabolism	ko00230	K01514	exopolyphosphatase [EC:3.6.1.11]
Purine metabolism	ko00230	K01524	exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.40 3.6.1.11]
Purine metabolism	ko00230	K00951	GTP pyrophosphokinase [EC:2.7.6.5]
Purine metabolism	ko00230	K07816	putative GTP pyrophosphokinase [EC:2.7.6.5]
Purine metabolism	ko00230	K01768	adenylate cyclase [EC:4.6.1.1]
Purine metabolism	ko00230	K05851	adenylate cyclase, class 1 [EC:4.6.1.1]
Purine metabolism	ko00230	K05873	adenylate cyclase, class 2 [EC:4.6.1.1]
Purine metabolism	ko00230	K08041	adenylate cyclase 1 [EC:4.6.1.1]
Purine metabolism	ko00230	K08042	adenylate cyclase 2 [EC:4.6.1.1]
Purine metabolism	ko00230	K08043	adenylate cyclase 3 [EC:4.6.1.1]
Purine metabolism	ko00230	K08044	adenylate cyclase 4 [EC:4.6.1.1]
Purine metabolism	ko00230	K08045	adenylate cyclase 5 [EC:4.6.1.1]
Purine metabolism	ko00230	K08046	adenylate cyclase 6 [EC:4.6.1.1]
Purine metabolism	ko00230	K08047	adenylate cyclase 7 [EC:4.6.1.1]
Purine metabolism	ko00230	K08048	adenylate cyclase 8 [EC:4.6.1.1]
Purine metabolism	ko00230	K08049	adenylate cyclase 9 [EC:4.6.1.1]
Purine metabolism	ko00230	K11265	adenylate cyclase 10 [EC:4.6.1.1]
Purine metabolism	ko00230	K11029	anthrax edema toxin adenylate cyclase [EC:4.6.1.1]
Purine metabolism	ko00230	K22944	bifunctional hemolysin/adenylate cyclase [EC:4.6.1.1]
Purine metabolism	ko00230	K12318	guanylate cyclase soluble subunit alpha [EC:4.6.1.2]
Purine metabolism	ko00230	K12319	guanylate cyclase soluble subunit beta [EC:4.6.1.2]
Purine metabolism	ko00230	K12320	heat-stable enterotoxin receptor [EC:4.6.1.2]
Purine metabolism	ko00230	K12321	guanylate cyclase 2D/E [EC:4.6.1.2]
Purine metabolism	ko00230	K12322	guanylate cyclase 2F [EC:4.6.1.2]
Purine metabolism	ko00230	K22600	guanylate cyclase 2G [EC:4.6.1.2]
Purine metabolism	ko00230	K12323	atrial natriuretic peptide receptor A [EC:4.6.1.2]
Purine metabolism	ko00230	K12324	atrial natriuretic peptide receptor B [EC:4.6.1.2]
Purine metabolism	ko00230	K01769	guanylate cyclase, other [EC:4.6.1.2]
Purine metabolism	ko00230	K01120	3',5'-cyclic-nucleotide phosphodiesterase [EC:3.1.4.17]
Purine metabolism	ko00230	K13755	calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]
Purine metabolism	ko00230	K18283	cGMP-dependent 3',5'-cyclic phosphodiesterase [EC:3.1.4.17]
Purine metabolism	ko00230	K19021	cGMP-inhibited 3',5'-cyclic phosphodiesterase A [EC:3.1.4.17]
Purine metabolism	ko00230	K13296	cGMP-inhibited 3',5'-cyclic phosphodiesterase B [EC:3.1.4.17]
Purine metabolism	ko00230	K13762	cGMP-specific 3',5'-cyclic phosphodiesterase [EC:3.1.4.35]
Purine metabolism	ko00230	K08718	rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha [EC:3.1.4.35]
Purine metabolism	ko00230	K13756	rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit beta [EC:3.1.4.35]
Purine metabolism	ko00230	K13757	cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha' [EC:3.1.4.35]
Purine metabolism	ko00230	K13758	retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta
Purine metabolism	ko00230	K13759	retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma
Purine metabolism	ko00230	K13760	retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma
Purine metabolism	ko00230	K13763	cGMP-specific 3',5'-cyclic phosphodiesterase, invertebrate [EC:3.1.4.35]
Purine metabolism	ko00230	K13761	high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9 [EC:3.1.4.35]
Purine metabolism	ko00230	K18438	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10 [EC:3.1.4.35 3.1.4.17]
Purine metabolism	ko00230	K13298	dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11 [EC:3.1.4.35 3.1.4.17]
Purine metabolism	ko00230	K01939	adenylosuccinate synthase [EC:6.3.4.4]
Purine metabolism	ko00230	K01490	AMP deaminase [EC:3.5.4.6]
Purine metabolism	ko00230	K18550	IMP and pyridine-specific 5'-nucleotidase [EC:3.1.3.- 3.1.3.99]
Purine metabolism	ko00230	K00856	adenosine kinase [EC:2.7.1.20]
Purine metabolism	ko00230	K00893	deoxycitidine kinase [EC:2.7.1.74]
Purine metabolism	ko00230	K15519	deoxyadenosine/deoxycytidine kinase [EC:2.7.1.74 2.7.1.76]
Purine metabolism	ko00230	K01488	adenosine deaminase [EC:3.5.4.4]
Purine metabolism	ko00230	K19572	adenosine deaminase CECR1 [EC:3.5.4.4]
Purine metabolism	ko00230	K01241	AMP nucleosidase [EC:3.2.2.4]
Purine metabolism	ko00230	K06966	pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.- 3.2.2.10]
Purine metabolism	ko00230	K01486	adenine deaminase [EC:3.5.4.2]
Purine metabolism	ko00230	K21053	adenine deaminase [EC:3.5.4.2]
Purine metabolism	ko00230	K01119	2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.3.6 3.1.4.16]
Purine metabolism	ko00230	K08693	2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase [EC:3.1.3.5 3.1.3.6 3.1.4.16]
Purine metabolism	ko00230	K00939	adenylate kinase [EC:2.7.4.3]
Purine metabolism	ko00230	K18532	adenylate kinase [EC:2.7.4.3]
Purine metabolism	ko00230	K00944	nucleoside-triphosphate--adenylate kinase [EC:2.7.4.10]
Purine metabolism	ko00230	K01509	adenosinetriphosphatase [EC:3.6.1.3]
Purine metabolism	ko00230	K06928	nucleoside-triphosphatase [EC:3.6.1.15]
Purine metabolism	ko00230	K10353	deoxyadenosine kinase [EC:2.7.1.76]
Purine metabolism	ko00230	K13293	cAMP-specific phosphodiesterase 4 [EC:3.1.4.53]
Purine metabolism	ko00230	K18436	high affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7 [EC:3.1.4.53]
Purine metabolism	ko00230	K18437	high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8 [EC:3.1.4.53]
Purine metabolism	ko00230	K13294	cAMP-specific phosphodiesterase [EC:3.1.4.53]
Purine metabolism	ko00230	K03651	3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
Purine metabolism	ko00230	K01522	bis(5'-adenosyl)-triphosphatase [EC:3.6.1.29]
Purine metabolism	ko00230	K18424	ectonucleotide pyrophosphatase/phosphodiesterase family member 4 [EC:3.6.1.29]
Purine metabolism	ko00230	K00988	sulfate adenylyltransferase (ADP) / ATP adenylyltransferase [EC:2.7.7.53 2.7.7.5]
Purine metabolism	ko00230	K19710	ATP adenylyltransferase [EC:2.7.7.53]
Purine metabolism	ko00230	K01525	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) [EC:3.6.1.41]
Purine metabolism	ko00230	K13811	3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.1.25 2.7.7.4]
Purine metabolism	ko00230	K00955	bifunctional enzyme CysN/CysC [EC:2.7.1.25 2.7.7.4]
Purine metabolism	ko00230	K00860	adenylylsulfate kinase [EC:2.7.1.25]
Purine metabolism	ko00230	K01513	ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3 [EC:3.6.1.9 3.1.4.1]
Purine metabolism	ko00230	K04765	nucleoside triphosphate diphosphatase [EC:3.6.1.9]
Purine metabolism	ko00230	K00956	sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]
Purine metabolism	ko00230	K00957	sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]
Purine metabolism	ko00230	K00958	sulfate adenylyltransferase [EC:2.7.7.4]
Purine metabolism	ko00230	K00365	urate oxidase [EC:1.7.3.3]
Purine metabolism	ko00230	K16838	urate oxidase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97 1.7.3.3]
Purine metabolism	ko00230	K16839	FAD-dependent urate hydroxylase [EC:1.14.13.113]
Purine metabolism	ko00230	K22879	FAD-dependent urate hydroxylase [EC:1.14.13.113]
Purine metabolism	ko00230	K07127	5-hydroxyisourate hydrolase [EC:3.5.2.17]
Purine metabolism	ko00230	K13484	5-hydroxyisourate hydrolase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97 3.5.2.17]
Purine metabolism	ko00230	K19964	hydroxyisourate hydrolase [EC:3.5.2.17]
Purine metabolism	ko00230	K13485	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]
Purine metabolism	ko00230	K16840	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]
Purine metabolism	ko00230	K16841	allantoin racemase [EC:5.1.99.3]
Purine metabolism	ko00230	K01466	allantoinase [EC:3.5.2.5]
Purine metabolism	ko00230	K16842	allantoinase [EC:3.5.2.5]
Purine metabolism	ko00230	K01477	allantoicase [EC:3.5.3.4]
Purine metabolism	ko00230	K02083	allantoate deiminase [EC:3.5.3.9]
Purine metabolism	ko00230	K00839	(S)-ureidoglycine---glyoxylate transaminase [EC:2.6.1.112]
Purine metabolism	ko00230	K14977	(S)-ureidoglycine aminohydrolase [EC:3.5.3.26]
Purine metabolism	ko00230	K18151	ureidoglycolate amidohydrolase [EC:3.5.1.116]
Purine metabolism	ko00230	K01483	ureidoglycolate lyase [EC:4.3.2.3]
Purine metabolism	ko00230	K16856	ureidoglycolate lyase [EC:4.3.2.3]
Purine metabolism	ko00230	K01427	urease [EC:3.5.1.5]
Purine metabolism	ko00230	K01428	urease subunit alpha [EC:3.5.1.5]
Purine metabolism	ko00230	K01429	urease subunit beta [EC:3.5.1.5]
Purine metabolism	ko00230	K01430	urease subunit gamma [EC:3.5.1.5]
Purine metabolism	ko00230	K14048	urease subunit gamma/beta [EC:3.5.1.5]
Purine metabolism	ko00230	K00073	ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]
Purine metabolism	ko00230	K22601	oxamate carbamoyltransferase [EC:2.1.3.5]
Purine metabolism	ko00230	K22602	oxamate amidohydrolase [EC:3.5.1.126]
Purine metabolism	ko00230	K00926	carbamate kinase [EC:2.7.2.2]
Pyrimidine metabolism	ko00240	K11540	carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase [EC:3.5.2.3 2.1.3.2 6.3.5.5]
Pyrimidine metabolism	ko00240	K11541	carbamoyl-phosphate synthase / aspartate carbamoyltransferase [EC:2.1.3.2 6.3.5.5]
Pyrimidine metabolism	ko00240	K01954	carbamoyl-phosphate synthase [EC:6.3.5.5]
Pyrimidine metabolism	ko00240	K01955	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]
Pyrimidine metabolism	ko00240	K01956	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]
Pyrimidine metabolism	ko00240	K00609	aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]
Pyrimidine metabolism	ko00240	K00610	aspartate carbamoyltransferase regulatory subunit
Pyrimidine metabolism	ko00240	K00608	aspartate carbamoyltransferase [EC:2.1.3.2]
Pyrimidine metabolism	ko00240	K01465	dihydroorotase [EC:3.5.2.3]
Pyrimidine metabolism	ko00240	K17828	dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14]
Pyrimidine metabolism	ko00240	K02823	dihydroorotate dehydrogenase electron transfer subunit
Pyrimidine metabolism	ko00240	K00226	dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]
Pyrimidine metabolism	ko00240	K00254	dihydroorotate dehydrogenase [EC:1.3.5.2]
Pyrimidine metabolism	ko00240	K13421	uridine monophosphate synthetase [EC:4.1.1.23 2.4.2.10]
Pyrimidine metabolism	ko00240	K00762	orotate phosphoribosyltransferase [EC:2.4.2.10]
Pyrimidine metabolism	ko00240	K01591	orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]
Pyrimidine metabolism	ko00240	K13800	UMP-CMP kinase [EC:2.7.4.14]
Pyrimidine metabolism	ko00240	K13809	UMP-CMP kinase 2, mitochondrial [EC:2.7.4.14]
Pyrimidine metabolism	ko00240	K09903	uridylate kinase [EC:2.7.4.22]
Pyrimidine metabolism	ko00240	K00940	nucleoside-diphosphate kinase [EC:2.7.4.6]
Pyrimidine metabolism	ko00240	K18533	adenylate/nucleoside-diphosphate kinase [EC:2.7.4.6 2.7.4.3]
Pyrimidine metabolism	ko00240	K01510	apyrase [EC:3.6.1.5]
Pyrimidine metabolism	ko00240	K14641	apyrase [EC:3.6.1.5]
Pyrimidine metabolism	ko00240	K14642	golgi apyrase [EC:3.6.1.5]
Pyrimidine metabolism	ko00240	K12304	soluble calcium-activated nucleotidase 1 [EC:3.6.1.6]
Pyrimidine metabolism	ko00240	K12305	ectonucleoside triphosphate diphosphohydrolase 4 [EC:3.6.1.6]
Pyrimidine metabolism	ko00240	K01511	ectonucleoside triphosphate diphosphohydrolase 5/6 [EC:3.6.1.6]
Pyrimidine metabolism	ko00240	K01937	CTP synthase [EC:6.3.4.2]
Pyrimidine metabolism	ko00240	K00945	CMP/dCMP kinase [EC:2.7.4.25]
Pyrimidine metabolism	ko00240	K13799	pantoate ligase / CMP/dCMP kinase [EC:2.7.4.25 6.3.2.1]
Pyrimidine metabolism	ko00240	K01494	dCTP deaminase [EC:3.5.4.13]
Pyrimidine metabolism	ko00240	K00876	uridine kinase [EC:2.7.1.48]
Pyrimidine metabolism	ko00240	K21057	cytidine kinase [EC:2.7.1.213]
Pyrimidine metabolism	ko00240	K22026	nucleoside kinase [EC:2.7.1.- 2.7.1.213 2.7.1.73]
Pyrimidine metabolism	ko00240	K01081	5'-nucleotidase [EC:3.1.3.5]
Pyrimidine metabolism	ko00240	K19970	5'-nucleotidase [EC:3.1.3.5]
Pyrimidine metabolism	ko00240	K11751	5'-nucleotidase / UDP-sugar diphosphatase [EC:3.6.1.45 3.1.3.5]
Pyrimidine metabolism	ko00240	K03787	5'-nucleotidase [EC:3.1.3.5]
Pyrimidine metabolism	ko00240	K08723	5'-nucleotidase [EC:3.1.3.5]
Pyrimidine metabolism	ko00240	K20881	5'-nucleotidase [EC:3.1.3.5]
Pyrimidine metabolism	ko00240	K00757	uridine phosphorylase [EC:2.4.2.3]
Pyrimidine metabolism	ko00240	K01240	uridine nucleosidase [EC:3.2.2.3]
Pyrimidine metabolism	ko00240	K00761	uracil phosphoribosyltransferase [EC:2.4.2.9]
Pyrimidine metabolism	ko00240	K02825	pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]
Pyrimidine metabolism	ko00240	K00207	dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2]
Pyrimidine metabolism	ko00240	K17722	dihydropyrimidine dehydrogenase (NAD+) subunit PreT [EC:1.3.1.1]
Pyrimidine metabolism	ko00240	K17723	dihydropyrimidine dehydrogenase (NAD+) subunit PreA [EC:1.3.1.1]
Pyrimidine metabolism	ko00240	K01464	dihydropyrimidinase [EC:3.5.2.2]
Pyrimidine metabolism	ko00240	K01431	beta-ureidopropionase [EC:3.5.1.6]
Pyrimidine metabolism	ko00240	K06016	beta-ureidopropionase / N-carbamoyl-L-amino-acid hydrolase [EC:3.5.1.87 3.5.1.6]
Pyrimidine metabolism	ko00240	K19794	barbiturase [EC:3.5.2.1]
Pyrimidine metabolism	ko00240	K19795	ureidomalonase [EC:3.5.1.95]
Pyrimidine metabolism	ko00240	K09018	pyrimidine oxygenase [EC:1.14.99.46]
Pyrimidine metabolism	ko00240	K09024	flavin reductase [EC:1.5.1.-]
Pyrimidine metabolism	ko00240	K09020	ureidoacrylate peracid hydrolase [EC:3.5.1.110]
Pyrimidine metabolism	ko00240	K09021	aminoacrylate peracid reductase
Pyrimidine metabolism	ko00240	K09023	aminoacrylate hydrolase [EC:3.5.1.-]
Pyrimidine metabolism	ko00240	K16066	3-hydroxy acid dehydrogenase / malonic semialdehyde reductase [EC:1.1.1.- 1.1.1.381]
Pyrimidine metabolism	ko00240	K09019	3-hydroxypropanoate dehydrogenase [EC:1.1.1.-]
Pyrimidine metabolism	ko00240	K00756	pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]
Pyrimidine metabolism	ko00240	K09913	purine/pyrimidine-nucleoside phosphorylase [EC:2.4.2.2 2.4.2.1]
Pyrimidine metabolism	ko00240	K10213	ribosylpyrimidine nucleosidase [EC:3.2.2.8]
Pyrimidine metabolism	ko00240	K06966	pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.- 3.2.2.10]
Pyrimidine metabolism	ko00240	K01485	cytosine/creatinine deaminase [EC:3.5.4.21 3.5.4.1]
Pyrimidine metabolism	ko00240	K03365	cytosine/creatinine deaminase [EC:3.5.4.21 3.5.4.1]
Pyrimidine metabolism	ko00240	K01513	ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3 [EC:3.6.1.9 3.1.4.1]
Pyrimidine metabolism	ko00240	K04765	nucleoside triphosphate diphosphatase [EC:3.6.1.9]
Pyrimidine metabolism	ko00240	K00527	ribonucleoside-triphosphate reductase (thioredoxin) [EC:1.17.4.2]
Pyrimidine metabolism	ko00240	K21636	ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6]
Pyrimidine metabolism	ko00240	K00524	ribonucleotide reductase, class II [EC:1.17.4.1]
