Genus	Sum	Percent	KOrtholog	Host_Genus
g__Citrobacter	1.012	0.282365283579008	K00027	Gorilla
g__Clostridium	0	0	K00027	Gorilla
g__Desulfovibrio	0.635	0.177175844933468	K00027	Gorilla
g__Eikenella	0.437	0.121930463363663	K00027	Gorilla
g__Enterobacter	0.902	0.251673404929116	K00027	Gorilla
g__Enterococcus	0	0	K00027	Gorilla
g__Erysipelothrix	0.511	0.142577727182681	K00027	Gorilla
g__Escherichia	4.826	1.34653642149436	K00027	Gorilla
g__Faecalibacterium	0	0	K00027	Gorilla
g__Fretibacterium	7.223	2.01534035898337	K00027	Gorilla
g__Fusobacterium	15.564	4.34262181188111	K00027	Gorilla
g__Klebsiella	0.515	0.143693795497222	K00027	Gorilla
g__Lactobacillus	1.512	0.4218738228967	K00027	Gorilla
g__Lactococcus	0.143	0.0398994422448598	K00027	Gorilla
g__Leptotrichia	0	0	K00027	Gorilla
g__Lysinibacillus	0.044	0.0122767514599569	K00027	Gorilla
g__Micromonospora	0	0	K00027	Gorilla
g__Morganella	0.145	0.0404574764021306	K00027	Gorilla
g__Neisseria	22.528	6.28569674749792	K00027	Gorilla
g__Olsenella	15.56	4.34150574356656	K00027	Gorilla
g__Pantoea	0	0	K00027	Gorilla
g__Prevotella	0	0	K00027	Gorilla
g__Propionibacterium	39.939	11.1436631036186	K00027	Gorilla
g__Proteus	0.356	0.0993300799941965	K00027	Gorilla
g__Pseudomonas	0	0	K00027	Gorilla
g__Rhodococcus	0.182	0.0507811083116398	K00027	Gorilla
g__Staphylococcus	2.011	0.561103345135756	K00027	Gorilla
g__Streptococcus	8.42	2.34932380210993	K00027	Gorilla
g__Streptomyces	0	0	K00027	Gorilla
g__Streptosporangium	0	0	K00027	Gorilla
g__Veillonella	0.82	0.228794004481014	K00027	Gorilla
unclassified	219.508	61.2464808970957	K00027	Gorilla
Total	358.401	100	K00027	Gorilla
g__Acidaminococcus	0	0	K00027	Alouatta
g__Aeromonas	0	0	K00027	Alouatta
g__Aggregatibacter	7.114	2.5880949089401	K00027	Alouatta
g__Arcanobacterium	0	0	K00027	Alouatta
g__Arthrobacter	0	0	K00027	Alouatta
g__Atopobium	0	0	K00027	Alouatta
g__Bacillus	0	0	K00027	Alouatta
g__Bifidobacterium	0.043	0.0156435312179399	K00027	Alouatta
g__Brachybacterium	0	0	K00027	Alouatta
g__Citrobacter	0	0	K00027	Alouatta
g__Clostridium	0	0	K00027	Alouatta
g__Desulfovibrio	0.172	0.0625741248717594	K00027	Alouatta
g__Eikenella	1.005	0.365622066837897	K00027	Alouatta
g__Enterobacter	0	0	K00027	Alouatta
g__Enterococcus	0	0	K00027	Alouatta
g__Erysipelothrix	0	0	K00027	Alouatta
g__Escherichia	0	0	K00027	Alouatta
g__Faecalibacterium	0	0	K00027	Alouatta
g__Fretibacterium	0	0	K00027	Alouatta
g__Fusobacterium	8.767	3.18946135320183	K00027	Alouatta
g__Klebsiella	0	0	K00027	Alouatta
g__Lactobacillus	0	0	K00027	Alouatta
g__Lactococcus	0	0	K00027	Alouatta
g__Leptotrichia	0	0	K00027	Alouatta
g__Lysinibacillus	0	0	K00027	Alouatta
g__Micromonospora	0	0	K00027	Alouatta
g__Morganella	0	0	K00027	Alouatta
g__Neisseria	0	0	K00027	Alouatta
g__Olsenella	0	0	K00027	Alouatta
g__Pantoea	0	0	K00027	Alouatta
g__Prevotella	0	0	K00027	Alouatta
g__Propionibacterium	25.242	9.18311662798228	K00027	Alouatta
g__Proteus	0	0	K00027	Alouatta
g__Pseudomonas	0	0	K00027	Alouatta
g__Rhodococcus	0	0	K00027	Alouatta
g__Staphylococcus	0	0	K00027	Alouatta
g__Streptococcus	0	0	K00027	Alouatta
g__Streptomyces	0.412	0.149886857250959	K00027	Alouatta
g__Streptosporangium	0	0	K00027	Alouatta
g__Veillonella	0	0	K00027	Alouatta
unclassified	232.119	84.4456005296972	K00027	Alouatta
Total	274.874	100	K00027	Alouatta
g__Acinetobacter	0	0	K00615	Homo
g__Advenella	0	0	K00615	Homo
g__Aeromonas	0	0	K00615	Homo
g__Aggregatibacter	114.086	12.7342337314432	K00615	Homo
g__Agrobacterium	0.287	0.0320348253153254	K00615	Homo
g__Arcanobacterium	0	0	K00615	Homo
g__Arthrobacter	0	0	K00615	Homo
g__Atopobium	9.64	1.07601294787365	K00615	Homo
g__Blautia	0	0	K00615	Homo
g__Campylobacter	0.058	0.00647393682330617	K00615	Homo
g__Capnocytophaga	23.49	2.621944413439	K00615	Homo
g__Caulobacter	0.067	0.00747851322692265	K00615	Homo
g__Chlorobium	7.195	0.803103024891171	K00615	Homo
g__Citrobacter	0	0	K00615	Homo
g__Clostridium	0.114	0.0127246344458087	K00615	Homo
g__Corynebacterium	0	0	K00615	Homo
g__Cryptobacterium	0	0	K00615	Homo
g__Desulfovibrio	0.12	0.0133943520482197	K00615	Homo
g__Enterobacter	0.49	0.054693604196897	K00615	Homo
g__Erysipelothrix	0	0	K00615	Homo
g__Escherichia	0	0	K00615	Homo
g__Exiguobacterium	0.341	0.0380622837370242	K00615	Homo
g__Filifactor	7.084	0.790713249246568	K00615	Homo
g__Fretibacterium	146.601	16.3635450385088	K00615	Homo
g__Fusobacterium	67.593	7.54470364996093	K00615	Homo
g__Klebsiella	0	0	K00615	Homo
g__Lactococcus	0.056	0.00625069762250251	K00615	Homo
g__Leptotrichia	19.619	2.18986494028351	K00615	Homo
g__Macrococcus	0	0	K00615	Homo
g__Malassezia	2.328	0.259850429735462	K00615	Homo
g__Micrococcus	1.61	0.179707556646947	K00615	Homo
g__Micromonospora	0	0	K00615	Homo
g__Olsenella	22.1	2.46679316888046	K00615	Homo
g__Pantoea	0.118	0.013171112847416	K00615	Homo
g__Porphyromonas	5.06	0.564795178033263	K00615	Homo
g__Prevotella	0	0	K00615	Homo
g__Propionibacterium	267.466	29.854448041076	K00615	Homo
g__Pseudomonas	0.05	0.00558098002009153	K00615	Homo
g__Ralstonia	0.636	0.0709900658555642	K00615	Homo
g__Rhodococcus	0	0	K00615	Homo
g__Rhodopseudomonas	0.635	0.0708784462551624	K00615	Homo
g__Rothia	3.204	0.357629199687465	K00615	Homo
g__Selenomonas	2.177	0.242995870074785	K00615	Homo
g__Staphylococcus	1.275	0.142314990512334	K00615	Homo
g__Streptococcus	17.252	1.92566134613238	K00615	Homo
g__Streptomyces	0	0	K00615	Homo
g__Tannerella	41.347	4.61513561781449	K00615	Homo
g__Variovorax	0.382	0.0426386873534993	K00615	Homo
g__Veillonella	8.919	0.995535215983927	K00615	Homo
unclassified	124.5	13.8966402500279	K00615	Homo
Total	895.9	100	K00615	Homo
g__Acinetobacter	0.692	0.141581332542224	K00615	Pan
g__Advenella	0.108	0.0220965085470523	K00615	Pan
g__Aeromonas	0	0	K00615	Pan
g__Aggregatibacter	0.258	0.0527861037512915	K00615	Pan
g__Agrobacterium	0	0	K00615	Pan
g__Arcanobacterium	0	0	K00615	Pan
g__Arthrobacter	0	0	K00615	Pan
g__Atopobium	0	0	K00615	Pan
g__Blautia	0.08	0.0163677841089276	K00615	Pan
g__Campylobacter	0	0	K00615	Pan
g__Capnocytophaga	0.926	0.189457101060837	K00615	Pan
g__Caulobacter	0	0	K00615	Pan
g__Chlorobium	0	0	K00615	Pan
g__Citrobacter	0	0	K00615	Pan
g__Clostridium	0.772	0.157949116651151	K00615	Pan
g__Corynebacterium	0	0	K00615	Pan
g__Cryptobacterium	9.448	1.93303530326435	K00615	Pan
g__Desulfovibrio	0	0	K00615	Pan
g__Enterobacter	3.456	0.707088273505672	K00615	Pan
g__Erysipelothrix	0	0	K00615	Pan
g__Escherichia	0.377	0.0771331826133213	K00615	Pan
g__Exiguobacterium	0	0	K00615	Pan
g__Filifactor	3.272	0.669442370055139	K00615	Pan
g__Fretibacterium	185.38	37.9282477264125	K00615	Pan
g__Fusobacterium	73.867	15.1129888596769	K00615	Pan
g__Klebsiella	0	0	K00615	Pan
g__Lactococcus	0	0	K00615	Pan
g__Leptotrichia	0	0	K00615	Pan
g__Macrococcus	0.177	0.0362137223410023	K00615	Pan
g__Malassezia	0	0	K00615	Pan
g__Micrococcus	0	0	K00615	Pan
g__Micromonospora	2.661	0.544433418923204	K00615	Pan
g__Olsenella	99.952	20.4499094656941	K00615	Pan
g__Pantoea	0	0	K00615	Pan
g__Porphyromonas	19.769	4.04468405061737	K00615	Pan
g__Prevotella	0	0	K00615	Pan
g__Propionibacterium	24.52	5.01672582938631	K00615	Pan
g__Pseudomonas	0	0	K00615	Pan
g__Ralstonia	0	0	K00615	Pan
g__Rhodococcus	0	0	K00615	Pan
g__Rhodopseudomonas	0.334	0.0683354986547727	K00615	Pan
g__Rothia	0	0	K00615	Pan
g__Selenomonas	0	0	K00615	Pan
g__Staphylococcus	0.277	0.0566734524771618	K00615	Pan
g__Streptococcus	0	0	K00615	Pan
g__Streptomyces	0	0	K00615	Pan
g__Tannerella	49.651	10.1584606099046	K00615	Pan
g__Variovorax	0	0	K00615	Pan
g__Veillonella	0	0	K00615	Pan
unclassified	12.788	2.61639028981208	K00615	Pan
Total	488.765	100	K00615	Pan
g__Acinetobacter	2.209	0.388592377326893	K00615	Gorilla
g__Advenella	0	0	K00615	Gorilla
g__Aeromonas	0.313	0.0550608483944397	K00615	Gorilla
g__Aggregatibacter	101.143	17.7923942145649	K00615	Gorilla
g__Agrobacterium	0	0	K00615	Gorilla
g__Arcanobacterium	0.051	0.00897157593647421	K00615	Gorilla
g__Arthrobacter	0.428	0.0752908725649208	K00615	Gorilla
g__Atopobium	0	0	K00615	Gorilla
g__Blautia	0	0	K00615	Gorilla
g__Campylobacter	0	0	K00615	Gorilla
g__Capnocytophaga	3.818	0.671636802459971	K00615	Gorilla
g__Caulobacter	0	0	K00615	Gorilla
g__Chlorobium	0	0	K00615	Gorilla
g__Citrobacter	2.13	0.37469523028804	K00615	Gorilla
g__Clostridium	0	0	K00615	Gorilla
g__Corynebacterium	0	0	K00615	Gorilla
g__Cryptobacterium	7.148	1.25742793713564	K00615	Gorilla
g__Desulfovibrio	0.327	0.0575236339456287	K00615	Gorilla
g__Enterobacter	3.728	0.655804609630899	K00615	Gorilla
g__Erysipelothrix	1.366	0.240297504494584	K00615	Gorilla
g__Escherichia	0.161	0.0283220338386735	K00615	Gorilla
g__Exiguobacterium	0	0	K00615	Gorilla
g__Filifactor	3.045	0.535655857383607	K00615	Gorilla
g__Fretibacterium	17.95	3.15764290313161	K00615	Gorilla
g__Fusobacterium	47.663	8.38455340902294	K00615	Gorilla
g__Klebsiella	1.869	0.328781871083731	K00615	Gorilla
g__Lactococcus	0.384	0.0675506894040411	K00615	Gorilla
g__Leptotrichia	0	0	K00615	Gorilla
g__Macrococcus	0.162	0.0284979470923298	K00615	Gorilla
g__Malassezia	0	0	K00615	Gorilla
g__Micrococcus	0	0	K00615	Gorilla
g__Micromonospora	0	0	K00615	Gorilla
g__Olsenella	23.99	4.220158955216	K00615	Gorilla
g__Pantoea	0	0	K00615	Gorilla
g__Porphyromonas	1.051	0.184884829592831	K00615	Gorilla
g__Prevotella	0	0	K00615	Gorilla
g__Propionibacterium	28.479	5.00983355087939	K00615	Gorilla
g__Pseudomonas	0	0	K00615	Gorilla
g__Ralstonia	0	0	K00615	Gorilla
g__Rhodococcus	0.051	0.00897157593647421	K00615	Gorilla
g__Rhodopseudomonas	0.311	0.054709021887127	K00615	Gorilla
g__Rothia	1.46	0.256833350338281	K00615	Gorilla
g__Selenomonas	0	0	K00615	Gorilla
g__Staphylococcus	0.46	0.0809200966819242	K00615	Gorilla
g__Streptococcus	0	0	K00615	Gorilla
g__Streptomyces	0	0	K00615	Gorilla
g__Tannerella	29.083	5.11608515608783	K00615	Gorilla
g__Variovorax	0	0	K00615	Gorilla
g__Veillonella	0.131	0.0230446362289828	K00615	Gorilla
unclassified	289.551	50.9358585094518	K00615	Gorilla
Total	568.462	100	K00615	Gorilla
g__Acinetobacter	0	0	K00615	Alouatta
g__Advenella	0	0	K00615	Alouatta
g__Aeromonas	0	0	K00615	Alouatta
g__Aggregatibacter	131.185	29.9658961901042	K00615	Alouatta
g__Agrobacterium	0	0	K00615	Alouatta
g__Arcanobacterium	0	0	K00615	Alouatta
g__Arthrobacter	0	0	K00615	Alouatta
g__Atopobium	0	0	K00615	Alouatta
g__Blautia	0	0	K00615	Alouatta
g__Campylobacter	3.196	0.730045387990799	K00615	Alouatta
g__Capnocytophaga	3.476	0.794004308090118	K00615	Alouatta
g__Caulobacter	0	0	K00615	Alouatta
g__Chlorobium	0	0	K00615	Alouatta
g__Citrobacter	0	0	K00615	Alouatta
g__Clostridium	0	0	K00615	Alouatta
g__Corynebacterium	0.166	0.0379185026303106	K00615	Alouatta
g__Cryptobacterium	0	0	K00615	Alouatta
g__Desulfovibrio	0.073	0.016675004168751	K00615	Alouatta
g__Enterobacter	0	0	K00615	Alouatta
g__Erysipelothrix	0	0	K00615	Alouatta
g__Escherichia	0	0	K00615	Alouatta
g__Exiguobacterium	0	0	K00615	Alouatta
g__Filifactor	0	0	K00615	Alouatta
g__Fretibacterium	0	0	K00615	Alouatta
g__Fusobacterium	31.555	7.20794187047862	K00615	Alouatta
g__Klebsiella	0	0	K00615	Alouatta
g__Lactococcus	0	0	K00615	Alouatta
g__Leptotrichia	0	0	K00615	Alouatta
g__Macrococcus	0.071	0.0162181547394702	K00615	Alouatta
g__Malassezia	0	0	K00615	Alouatta
g__Micrococcus	0	0	K00615	Alouatta
g__Micromonospora	0	0	K00615	Alouatta
g__Olsenella	0	0	K00615	Alouatta
g__Pantoea	0	0	K00615	Alouatta
g__Porphyromonas	1.318	0.30106377389608	K00615	Alouatta
g__Prevotella	0	0	K00615	Alouatta
g__Propionibacterium	5.749	1.3132136844678	K00615	Alouatta
g__Pseudomonas	0	0	K00615	Alouatta
g__Ralstonia	0	0	K00615	Alouatta
g__Rhodococcus	0	0	K00615	Alouatta
g__Rhodopseudomonas	0	0	K00615	Alouatta
g__Rothia	0	0	K00615	Alouatta
g__Selenomonas	0	0	K00615	Alouatta
g__Staphylococcus	0	0	K00615	Alouatta
g__Streptococcus	0	0	K00615	Alouatta
g__Streptomyces	0.097	0.0221571973201212	K00615	Alouatta
g__Tannerella	0	0	K00615	Alouatta
g__Variovorax	0	0	K00615	Alouatta
g__Veillonella	0	0	K00615	Alouatta
unclassified	260.895	59.5948659261137	K00615	Alouatta
Total	437.781	100	K00615	Alouatta
g__Actinobacillus	0	0	K01610	Homo
g__Aggregatibacter	27.71	6.9800071034356	K01610	Homo
g__Agrobacterium	0.212	0.053401714396548	K01610	Homo
g__Bacillus	0	0	K01610	Homo
g__Bacteroides	0	0	K01610	Homo
g__Campylobacter	58.861	14.8267844862982	K01610	Homo
g__Capnocytophaga	7.585	1.91062265895197	K01610	Homo
g__Citrobacter	0	0	K01610	Homo
g__Enterobacter	0	0	K01610	Homo
g__Enterococcus	0	0	K01610	Homo
g__Escherichia	0	0	K01610	Homo
g__Exiguobacterium	0.505	0.127206914010645	K01610	Homo
g__Filifactor	3.595	0.905562090828256	K01610	Homo
g__Flavobacterium	0	0	K01610	Homo
g__Fretibacterium	74.083	18.661128337922	K01610	Homo
g__Fusobacterium	22.512	5.67065752120325	K01610	Homo
g__Haemophilus	7.693	1.9378273059087	K01610	Homo
g__Klebsiella	0	0	K01610	Homo
g__Leptotrichia	5.679	1.43051101914149	K01610	Homo
g__Lysinibacillus	0	0	K01610	Homo
g__Macrococcus	0	0	K01610	Homo
g__Malassezia	3.292	0.829237942421869	K01610	Homo
g__Morganella	0	0	K01610	Homo
g__Oligotropha	0	0	K01610	Homo
g__Olsenella	12.931	3.2572526833102	K01610	Homo
g__Pantoea	0.053	0.013350428599137	K01610	Homo
g__Paracoccus	0	0	K01610	Homo
g__Porphyromonas	4.631	1.1665251857095	K01610	Homo
g__Prevotella	18.037	4.54342793665348	K01610	Homo
g__Proteus	0	0	K01610	Homo
g__Pseudomonas	4.286	1.07962145237549	K01610	Homo
g__Rhodopseudomonas	1.014	0.255421407538206	K01610	Homo
g__Selenomonas	4.39	1.10581851981531	K01610	Homo
g__Staphylococcus	1.947	0.490439329858863	K01610	Homo
g__Streptococcus	42.902	10.8067941086826	K01610	Homo
g__Tannerella	43.857	11.0473537183463	K01610	Homo
g__Veillonella	12.463	3.13936587983103	K01610	Homo
unclassified	38.753	9.76168225476144	K01610	Homo
Total	396.991	100	K01610	Homo
g__Actinobacillus	0	0	K01610	Pan
g__Aggregatibacter	0.112	0.0467153284671533	K01610	Pan
g__Agrobacterium	0	0	K01610	Pan
g__Bacillus	2.817	1.17497393117831	K01610	Pan
g__Bacteroides	0	0	K01610	Pan
g__Campylobacter	9.825	4.09801876955162	K01610	Pan
g__Capnocytophaga	0.429	0.178936392075078	K01610	Pan
g__Citrobacter	0	0	K01610	Pan
g__Enterobacter	1.053	0.439207507820647	K01610	Pan
g__Enterococcus	0.34	0.141814389989572	K01610	Pan
g__Escherichia	0.215	0.0896767466110532	K01610	Pan
g__Exiguobacterium	0	0	K01610	Pan
g__Filifactor	1.781	0.742857142857143	K01610	Pan
g__Flavobacterium	0.051	0.0212721584984359	K01610	Pan
g__Fretibacterium	94.171	39.2788321167883	K01610	Pan
g__Fusobacterium	19.264	8.03503649635037	K01610	Pan
g__Haemophilus	0	0	K01610	Pan
g__Klebsiella	0	0	K01610	Pan
g__Leptotrichia	0	0	K01610	Pan
g__Lysinibacillus	2.638	1.10031282586027	K01610	Pan
g__Macrococcus	0.055	0.0229405630865485	K01610	Pan
g__Malassezia	0	0	K01610	Pan
g__Morganella	0	0	K01610	Pan
g__Oligotropha	0	0	K01610	Pan
g__Olsenella	33.39	13.9270072992701	K01610	Pan
g__Pantoea	0	0	K01610	Pan
g__Paracoccus	3.869	1.61376433785193	K01610	Pan
g__Porphyromonas	11.107	4.63274244004171	K01610	Pan
g__Prevotella	1.775	0.740354535974974	K01610	Pan
g__Proteus	0	0	K01610	Pan
g__Pseudomonas	0.865	0.360792492179353	K01610	Pan
g__Rhodopseudomonas	0.458	0.191032325338895	K01610	Pan
g__Selenomonas	0.323	0.134723670490094	K01610	Pan
g__Staphylococcus	0.402	0.167674661105318	K01610	Pan
g__Streptococcus	0.043	0.0179353493222106	K01610	Pan
g__Tannerella	32.563	13.5820646506778	K01610	Pan
g__Veillonella	0	0	K01610	Pan
unclassified	22.204	9.26131386861314	K01610	Pan
Total	239.75	100	K01610	Pan
g__Actinobacillus	1.132	0.42165488367242	K01610	Gorilla
g__Aggregatibacter	82.84	30.8567937839428	K01610	Gorilla
g__Agrobacterium	0	0	K01610	Gorilla
g__Bacillus	0	0	K01610	Gorilla
g__Bacteroides	0.068	0.0253290919520535	K01610	Gorilla
g__Campylobacter	18.699	6.96512780016837	K01610	Gorilla
g__Capnocytophaga	1.115	0.415322610684407	K01610	Gorilla
g__Citrobacter	2.186	0.81425580892925	K01610	Gorilla
g__Enterobacter	0.928	0.34566760781626	K01610	Gorilla
g__Enterococcus	0	0	K01610	Gorilla
g__Escherichia	3.66	1.36330112565465	K01610	Gorilla
g__Exiguobacterium	3.842	1.43109369529102	K01610	Gorilla
g__Filifactor	0.348	0.129625352931097	K01610	Gorilla
g__Flavobacterium	0	0	K01610	Gorilla
g__Fretibacterium	10.703	3.98672457592395	K01610	Gorilla
g__Fusobacterium	12.478	4.64788837320182	K01610	Gorilla
g__Haemophilus	0	0	K01610	Gorilla
g__Klebsiella	0.402	0.149739631834199	K01610	Gorilla
g__Leptotrichia	0	0	K01610	Gorilla
g__Lysinibacillus	0.319	0.118823240186839	K01610	Gorilla
g__Macrococcus	0.261	0.0972190146983231	K01610	Gorilla
g__Malassezia	0	0	K01610	Gorilla
g__Morganella	0.153	0.0569904568921204	K01610	Gorilla
g__Oligotropha	0.313	0.116588320308717	K01610	Gorilla
g__Olsenella	8.343	3.10765609052915	K01610	Gorilla
g__Pantoea	0	0	K01610	Gorilla
g__Paracoccus	0	0	K01610	Gorilla
g__Porphyromonas	1.303	0.485350100198908	K01610	Gorilla
g__Prevotella	3.373	1.25639745815113	K01610	Gorilla
g__Proteus	0.183	0.0681650562827323	K01610	Gorilla
g__Pseudomonas	2.534	0.943881161860347	K01610	Gorilla
g__Rhodopseudomonas	0.466	0.173578777200837	K01610	Gorilla
g__Selenomonas	0	0	K01610	Gorilla
g__Staphylococcus	2.024	0.753912972219946	K01610	Gorilla
g__Streptococcus	0.133	0.0495407239650459	K01610	Gorilla
g__Tannerella	24.294	9.04919058651747	K01610	Gorilla
g__Veillonella	0.577	0.214924794946101	K01610	Gorilla
unclassified	85.789	31.95525690404	K01610	Gorilla
Total	268.466	100	K01610	Gorilla
g__Actinobacillus	0	0	K01610	Alouatta
g__Aggregatibacter	74.027	51.2162891419557	K01610	Alouatta
g__Agrobacterium	0	0	K01610	Alouatta
g__Bacillus	0	0	K01610	Alouatta
g__Bacteroides	0.042	0.0290581023675435	K01610	Alouatta
g__Campylobacter	8.515	5.89118432522935	K01610	Alouatta
g__Capnocytophaga	0.091	0.0629592217963442	K01610	Alouatta
g__Citrobacter	0	0	K01610	Alouatta
g__Enterobacter	0	0	K01610	Alouatta
g__Enterococcus	0	0	K01610	Alouatta
g__Escherichia	0	0	K01610	Alouatta
g__Exiguobacterium	0	0	K01610	Alouatta
g__Filifactor	0	0	K01610	Alouatta
g__Flavobacterium	0	0	K01610	Alouatta
g__Fretibacterium	0	0	K01610	Alouatta
g__Fusobacterium	1.294	0.895266296752411	K01610	Alouatta
g__Haemophilus	0	0	K01610	Alouatta
g__Klebsiella	0	0	K01610	Alouatta
g__Leptotrichia	0	0	K01610	Alouatta
g__Lysinibacillus	0	0	K01610	Alouatta
g__Macrococcus	0.042	0.0290581023675435	K01610	Alouatta
g__Malassezia	0	0	K01610	Alouatta
g__Morganella	0	0	K01610	Alouatta
g__Oligotropha	0	0	K01610	Alouatta
g__Olsenella	0	0	K01610	Alouatta
g__Pantoea	0	0	K01610	Alouatta
g__Paracoccus	0	0	K01610	Alouatta
g__Porphyromonas	5.576	3.85780901908149	K01610	Alouatta
g__Prevotella	0.724	0.500906336050035	K01610	Alouatta
g__Proteus	0	0	K01610	Alouatta
g__Pseudomonas	0	0	K01610	Alouatta
g__Rhodopseudomonas	0.389	0.269133376689867	K01610	Alouatta
g__Selenomonas	0	0	K01610	Alouatta
g__Staphylococcus	0	0	K01610	Alouatta
g__Streptococcus	0.624	0.431720378032075	K01610	Alouatta
g__Tannerella	0	0	K01610	Alouatta
g__Veillonella	0	0	K01610	Alouatta
unclassified	53.214	36.8166156996776	K01610	Alouatta
Total	144.538	100	K01610	Alouatta
g__Acidaminococcus	0	0	K01759	Homo
g__Acidovorax	0	0	K01759	Homo
g__Actinobacillus	0	0	K01759	Homo
g__Aeromonas	0	0	K01759	Homo
g__Aggregatibacter	28.035	6.74622081690995	K01759	Homo
g__Agrobacterium	2.32	0.558274738549352	K01759	Homo
g__Atopobium	5.521	1.32854949634956	K01759	Homo
g__Bacillus	0	0	K01759	Homo
