Genus	Sum	Percent	KOrtholog	Host_Genus
g__Atopobium	0	0	K00027	Gorilla
g__Bacillus	0	0	K00027	Gorilla
g__Bifidobacterium	5.095	1.42159201564728	K00027	Gorilla
g__Brachybacterium	0	0	K00027	Gorilla
g__Candida	0	0	K00027	Gorilla
g__Citrobacter	1.012	0.282365283579008	K00027	Gorilla
g__Clostridium	0	0	K00027	Gorilla
g__Desulfovibrio	0.635	0.177175844933468	K00027	Gorilla
g__Eikenella	0.437	0.121930463363663	K00027	Gorilla
g__Enterobacter	0.902	0.251673404929116	K00027	Gorilla
g__Enterococcus	0	0	K00027	Gorilla
g__Erysipelothrix	0.511	0.142577727182681	K00027	Gorilla
g__Escherichia	4.826	1.34653642149436	K00027	Gorilla
g__Faecalibacterium	0	0	K00027	Gorilla
g__Fretibacterium	7.223	2.01534035898337	K00027	Gorilla
g__Fusobacterium	15.564	4.34262181188111	K00027	Gorilla
g__Klebsiella	0.515	0.143693795497222	K00027	Gorilla
g__Lactobacillus	1.512	0.4218738228967	K00027	Gorilla
g__Lactococcus	0.143	0.0398994422448598	K00027	Gorilla
g__Leptotrichia	0	0	K00027	Gorilla
g__Lysinibacillus	0.044	0.0122767514599569	K00027	Gorilla
g__Micromonospora	0	0	K00027	Gorilla
g__Morganella	0.145	0.0404574764021306	K00027	Gorilla
g__Neisseria	22.528	6.28569674749792	K00027	Gorilla
g__Olsenella	15.56	4.34150574356656	K00027	Gorilla
g__Pantoea	0	0	K00027	Gorilla
g__Parascardovia	0	0	K00027	Gorilla
g__Prevotella	0	0	K00027	Gorilla
g__Propionibacterium	39.939	11.1436631036186	K00027	Gorilla
g__Proteus	0.356	0.0993300799941965	K00027	Gorilla
g__Pseudomonas	0	0	K00027	Gorilla
g__Rhodococcus	0.182	0.0507811083116398	K00027	Gorilla
g__Staphylococcus	2.011	0.561103345135756	K00027	Gorilla
g__Streptococcus	8.42	2.34932380210993	K00027	Gorilla
g__Streptomyces	0	0	K00027	Gorilla
g__Streptosporangium	0	0	K00027	Gorilla
g__Veillonella	0.82	0.228794004481014	K00027	Gorilla
unclassified	219.508	61.2464808970957	K00027	Gorilla
Total	358.401	100	K00027	Gorilla
g__Acidaminococcus	0	0	K00027	Alouatta
g__Aeromonas	0	0	K00027	Alouatta
g__Aggregatibacter	7.114	2.5880949089401	K00027	Alouatta
g__Arcanobacterium	0	0	K00027	Alouatta
g__Arthrobacter	0	0	K00027	Alouatta
g__Atopobium	0	0	K00027	Alouatta
g__Bacillus	0	0	K00027	Alouatta
g__Bifidobacterium	0.043	0.0156435312179399	K00027	Alouatta
g__Brachybacterium	0	0	K00027	Alouatta
g__Candida	0	0	K00027	Alouatta
g__Citrobacter	0	0	K00027	Alouatta
g__Clostridium	0	0	K00027	Alouatta
g__Desulfovibrio	0.172	0.0625741248717594	K00027	Alouatta
g__Eikenella	1.005	0.365622066837897	K00027	Alouatta
g__Enterobacter	0	0	K00027	Alouatta
g__Enterococcus	0	0	K00027	Alouatta
g__Erysipelothrix	0	0	K00027	Alouatta
g__Escherichia	0	0	K00027	Alouatta
g__Faecalibacterium	0	0	K00027	Alouatta
g__Fretibacterium	0	0	K00027	Alouatta
g__Fusobacterium	8.767	3.18946135320183	K00027	Alouatta
g__Klebsiella	0	0	K00027	Alouatta
g__Lactobacillus	0	0	K00027	Alouatta
g__Lactococcus	0	0	K00027	Alouatta
g__Leptotrichia	0	0	K00027	Alouatta
g__Lysinibacillus	0	0	K00027	Alouatta
g__Micromonospora	0	0	K00027	Alouatta
g__Morganella	0	0	K00027	Alouatta
g__Neisseria	0	0	K00027	Alouatta
g__Olsenella	0	0	K00027	Alouatta
g__Pantoea	0	0	K00027	Alouatta
g__Parascardovia	0	0	K00027	Alouatta
g__Prevotella	0	0	K00027	Alouatta
g__Propionibacterium	25.242	9.18311662798228	K00027	Alouatta
g__Proteus	0	0	K00027	Alouatta
g__Pseudomonas	0	0	K00027	Alouatta
g__Rhodococcus	0	0	K00027	Alouatta
g__Staphylococcus	0	0	K00027	Alouatta
g__Streptococcus	0	0	K00027	Alouatta
g__Streptomyces	0.412	0.149886857250959	K00027	Alouatta
g__Streptosporangium	0	0	K00027	Alouatta
g__Veillonella	0	0	K00027	Alouatta
unclassified	232.119	84.4456005296972	K00027	Alouatta
Total	274.874	100	K00027	Alouatta
g__Acidovorax	0	0	K00794	Homo
g__Acinetobacter	2.334	0.173322194374826	K00794	Homo
g__Actinobacillus	0	0	K00794	Homo
g__Advenella	0	0	K00794	Homo
g__Aeromonas	0	0	K00794	Homo
g__Aggregatibacter	188.991	14.0344193817878	K00794	Homo
g__Arthrobacter	0	0	K00794	Homo
g__Bacillus	0	0	K00794	Homo
g__Burkholderia	3.879	0.288053467000835	K00794	Homo
g__Campylobacter	52.942	3.93145827531792	K00794	Homo
g__Capnocytophaga	17.534	1.30206998978929	K00794	Homo
g__Citrobacter	0	0	K00794	Homo
g__Clostridium	0.353	0.0262136823540332	K00794	Homo
g__Enterobacter	0.267	0.0198273461431356	K00794	Homo
g__Escherichia	0	0	K00794	Homo
g__Exiguobacterium	0.265	0.0196788266963706	K00794	Homo
g__Filifactor	9.75	0.724032302979671	K00794	Homo
g__Fretibacterium	102.87	7.6390977443609	K00794	Homo
g__Fusobacterium	114.773	8.52301123178316	K00794	Homo
g__Haemophilus	38.045	2.82521117608837	K00794	Homo
g__Klebsiella	0	0	K00794	Homo
g__Lachnospiraceae_noname	0	0	K00794	Homo
g__Leptotrichia	19.925	1.47962498839692	K00794	Homo
g__Lysinibacillus	0	0	K00794	Homo
g__Macrococcus	0	0	K00794	Homo
g__Malassezia	2.222	0.165005105355983	K00794	Homo
g__Methanobrevibacter	8.456	0.627940220922677	K00794	Homo
g__Micrococcus	1.485	0.110275689223058	K00794	Homo
g__Micromonospora	0	0	K00794	Homo
g__Morganella	0	0	K00794	Homo
g__Neisseria	2.283	0.169534948482317	K00794	Homo
g__Nitrosospira	0	0	K00794	Homo
g__Pantoea	0.225	0.0167084377610693	K00794	Homo
g__Paracoccus	0	0	K00794	Homo
g__Porphyromonas	26.596	1.97501160308178	K00794	Homo
g__Prevotella	6.998	0.519669544230948	K00794	Homo
g__Propionibacterium	85.001	6.31215074723847	K00794	Homo
g__Pseudomonas	4.108	0.305058943655435	K00794	Homo
g__Rothia	180.804	13.426455026455	K00794	Homo
g__Selenomonas	12.732	0.945474798106377	K00794	Homo
g__Staphylococcus	10.483	0.778464680219066	K00794	Homo
g__Stenotrophomonas	0	0	K00794	Homo
g__Streptococcus	0.944	0.0701011788731087	K00794	Homo
g__Streptomyces	0.679	0.0504223521767381	K00794	Homo
g__Streptosporangium	0.361	0.0268077601410935	K00794	Homo
g__Tannerella	79.458	5.9005291005291	K00794	Homo
g__Variovorax	0.103	0.00764875150840063	K00794	Homo
unclassified	371.759	27.6067205049661	K00794	Homo
Total	1346.625	100	K00794	Homo
g__Acidovorax	0	0	K00794	Pan
g__Acinetobacter	0.663	0.207523428549965	K00794	Pan
g__Actinobacillus	0	0	K00794	Pan
g__Advenella	0.15	0.0469510019343813	K00794	Pan
g__Aeromonas	0	0	K00794	Pan
g__Aggregatibacter	0.227	0.071052516260697	K00794	Pan
g__Arthrobacter	0	0	K00794	Pan
g__Bacillus	4.329	1.35500591582624	K00794	Pan
g__Burkholderia	0	0	K00794	Pan
g__Campylobacter	0.444	0.138974965725769	K00794	Pan
g__Capnocytophaga	0.207	0.0647923826694462	K00794	Pan
g__Citrobacter	0	0	K00794	Pan
g__Clostridium	0	0	K00794	Pan
g__Enterobacter	1.498	0.468884005984688	K00794	Pan
g__Escherichia	0	0	K00794	Pan
g__Exiguobacterium	0	0	K00794	Pan
g__Filifactor	0.864	0.270437771142036	K00794	Pan
g__Fretibacterium	87.801	27.4822994722707	K00794	Pan
g__Fusobacterium	35.6	11.1430377924265	K00794	Pan
g__Haemophilus	0	0	K00794	Pan
g__Klebsiella	0	0	K00794	Pan
g__Lachnospiraceae_noname	0	0	K00794	Pan
g__Leptotrichia	0	0	K00794	Pan
g__Lysinibacillus	0.666	0.208462448588653	K00794	Pan
g__Macrococcus	0.632	0.197820221483526	K00794	Pan
g__Malassezia	0	0	K00794	Pan
g__Methanobrevibacter	0	0	K00794	Pan
g__Micrococcus	0	0	K00794	Pan
g__Micromonospora	0.865	0.270750777821599	K00794	Pan
g__Morganella	1.422	0.445095498337935	K00794	Pan
g__Neisseria	0	0	K00794	Pan
g__Nitrosospira	0	0	K00794	Pan
g__Pantoea	0	0	K00794	Pan
g__Paracoccus	2	0.626013359125084	K00794	Pan
g__Porphyromonas	32.69	10.2321883548995	K00794	Pan
g__Prevotella	0.228	0.0713655229402596	K00794	Pan
g__Propionibacterium	0.388	0.121446591670266	K00794	Pan
g__Pseudomonas	1.379	0.431636211116745	K00794	Pan
g__Rothia	0	0	K00794	Pan
g__Selenomonas	0.508	0.159007393217771	K00794	Pan
g__Staphylococcus	0.442	0.138348952366644	K00794	Pan
g__Stenotrophomonas	0.149	0.0466379952548187	K00794	Pan
g__Streptococcus	0	0	K00794	Pan
g__Streptomyces	0	0	K00794	Pan
g__Streptosporangium	0	0	K00794	Pan
g__Tannerella	45.985	14.3936121596835	K00794	Pan
g__Variovorax	0	0	K00794	Pan
unclassified	100.345	31.4086552607033	K00794	Pan
Total	319.482	100	K00794	Pan
g__Acidovorax	0	0	K00794	Gorilla
g__Acinetobacter	3.081	0.71629840419596	K00794	Gorilla
g__Actinobacillus	0.275	0.0639344567198601	K00794	Gorilla
g__Advenella	0	0	K00794	Gorilla
g__Aeromonas	0.222	0.0516125432429416	K00794	Gorilla
g__Aggregatibacter	57.627	13.3976397723468	K00794	Gorilla
g__Arthrobacter	0.708	0.164602164936949	K00794	Gorilla
g__Bacillus	0	0	K00794	Gorilla
g__Burkholderia	0	0	K00794	Gorilla
g__Campylobacter	0.374	0.0869508611390098	K00794	Gorilla
g__Capnocytophaga	1.364	0.317114905330506	K00794	Gorilla
g__Citrobacter	0.244	0.0567272997805304	K00794	Gorilla
g__Clostridium	0	0	K00794	Gorilla
g__Enterobacter	0.659	0.153210207194138	K00794	Gorilla
g__Escherichia	5.241	1.21847450061377	K00794	Gorilla
g__Exiguobacterium	4.296	0.998772458430979	K00794	Gorilla
g__Filifactor	0	0	K00794	Gorilla
g__Fretibacterium	6.645	1.54488896328535	K00794	Gorilla
g__Fusobacterium	27.095	6.29928765390767	K00794	Gorilla
g__Haemophilus	0	0	K00794	Gorilla
g__Klebsiella	1.018	0.236673734330246	K00794	Gorilla
g__Lachnospiraceae_noname	0	0	K00794	Gorilla
g__Leptotrichia	0	0	K00794	Gorilla
g__Lysinibacillus	0	0	K00794	Gorilla
g__Macrococcus	0.246	0.057192277647584	K00794	Gorilla
g__Malassezia	0	0	K00794	Gorilla
g__Methanobrevibacter	0.813	0.189013502957259	K00794	Gorilla
g__Micrococcus	0	0	K00794	Gorilla
g__Micromonospora	0	0	K00794	Gorilla
g__Morganella	0.586	0.136238515046684	K00794	Gorilla
g__Neisseria	26.46	6.15165718111818	K00794	Gorilla
g__Nitrosospira	0.279	0.0648644124539672	K00794	Gorilla
g__Pantoea	0	0	K00794	Gorilla
g__Paracoccus	0	0	K00794	Gorilla
g__Porphyromonas	0.653	0.151815273592977	K00794	Gorilla
g__Prevotella	1.391	0.323392106535729	K00794	Gorilla
g__Propionibacterium	0	0	K00794	Gorilla
g__Pseudomonas	2.179	0.506593386154819	K00794	Gorilla
g__Rothia	4.348	1.01086188297437	K00794	Gorilla
g__Selenomonas	0	0	K00794	Gorilla
g__Staphylococcus	1.006	0.233883867127925	K00794	Gorilla
g__Stenotrophomonas	0	0	K00794	Gorilla
g__Streptococcus	0	0	K00794	Gorilla
g__Streptomyces	0	0	K00794	Gorilla
g__Streptosporangium	0	0	K00794	Gorilla
g__Tannerella	24.978	5.80710858163151	K00794	Gorilla
g__Variovorax	0	0	K00794	Gorilla
unclassified	258.34	60.0611910873042	K00794	Gorilla
Total	430.128	100	K00794	Gorilla
g__Acidovorax	0	0	K00794	Alouatta
g__Acinetobacter	0	0	K00794	Alouatta
g__Actinobacillus	0	0	K00794	Alouatta
g__Advenella	0	0	K00794	Alouatta
g__Aeromonas	0	0	K00794	Alouatta
g__Aggregatibacter	53.18	41.984100041842	K00794	Alouatta
g__Arthrobacter	0	0	K00794	Alouatta
g__Bacillus	0	0	K00794	Alouatta
g__Burkholderia	0	0	K00794	Alouatta
g__Campylobacter	0	0	K00794	Alouatta
g__Capnocytophaga	0.162	0.127894400277894	K00794	Alouatta
g__Citrobacter	0	0	K00794	Alouatta
g__Clostridium	0	0	K00794	Alouatta
g__Enterobacter	0	0	K00794	Alouatta
g__Escherichia	0	0	K00794	Alouatta
g__Exiguobacterium	0	0	K00794	Alouatta
g__Filifactor	0	0	K00794	Alouatta
g__Fretibacterium	0	0	K00794	Alouatta
g__Fusobacterium	21.536	17.0020605208934	K00794	Alouatta
g__Haemophilus	0	0	K00794	Alouatta
g__Klebsiella	0	0	K00794	Alouatta
g__Lachnospiraceae_noname	0	0	K00794	Alouatta
g__Leptotrichia	0	0	K00794	Alouatta
g__Lysinibacillus	0	0	K00794	Alouatta
g__Macrococcus	0	0	K00794	Alouatta
g__Malassezia	0	0	K00794	Alouatta
g__Methanobrevibacter	0	0	K00794	Alouatta
g__Micrococcus	0	0	K00794	Alouatta
g__Micromonospora	0	0	K00794	Alouatta
g__Morganella	0	0	K00794	Alouatta
g__Neisseria	0	0	K00794	Alouatta
g__Nitrosospira	0	0	K00794	Alouatta
g__Pantoea	0	0	K00794	Alouatta
g__Paracoccus	0	0	K00794	Alouatta
g__Porphyromonas	7.708	6.08524714408646	K00794	Alouatta
g__Prevotella	0.168	0.132631229917816	K00794	Alouatta
g__Propionibacterium	0	0	K00794	Alouatta
g__Pseudomonas	0	0	K00794	Alouatta
g__Rothia	0	0	K00794	Alouatta
g__Selenomonas	0	0	K00794	Alouatta
g__Staphylococcus	0	0	K00794	Alouatta
g__Stenotrophomonas	0.181	0.142894360804314	K00794	Alouatta
g__Streptococcus	0	0	K00794	Alouatta
g__Streptomyces	0	0	K00794	Alouatta
g__Streptosporangium	0	0	K00794	Alouatta
g__Tannerella	0	0	K00794	Alouatta
g__Variovorax	0	0	K00794	Alouatta
unclassified	43.732	34.5251723021782	K00794	Alouatta
Total	126.667	100	K00794	Alouatta
g__Actinobacillus	0	0	K01507	Homo
g__Aggregatibacter	0.842	0.0700569108396845	K01507	Homo
g__Arthrobacter	0	0	K01507	Homo
g__Brachybacterium	0	0	K01507	Homo
g__Burkholderia	29.401	2.44625087363131	K01507	Homo
g__Campylobacter	91.971	7.65226145705062	K01507	Homo
g__Candida	0.055	0.00457616400971811	K01507	Homo
g__Caulobacter	0.221	0.0183878590208673	K01507	Homo
g__Corynebacterium	0.206	0.0171398142909442	K01507	Homo
g__Debaryomyces	0	0	K01507	Homo
g__Desulfovibrio	0	0	K01507	Homo
g__Enterobacter	0.444	0.0369421240057244	K01507	Homo
g__Escherichia	0	0	K01507	Homo
g__Fusobacterium	11.881	0.988534629081106	K01507	Homo
g__Haemophilus	42.026	3.4966885213166	K01507	Homo
g__Kocuria	0.724	0.0602389589642893	K01507	Homo
g__Leptotrichia	5.381	0.447715246114421	K01507	Homo
g__Micromonospora	0	0	K01507	Homo
g__Morganella	0	0	K01507	Homo
g__Neisseria	3.977	0.330898259393617	K01507	Homo
g__Nitrosospira	0	0	K01507	Homo
g__Oligotropha	0	0	K01507	Homo
g__Propionibacterium	482.822	40.1722301727294	K01507	Homo
g__Pseudomonas	3.352	0.27889639564682	K01507	Homo
g__Rahnella	1.964	0.163410656637934	K01507	Homo
g__Rhodococcus	0	0	K01507	Homo
g__Rhodopseudomonas	0.127	0.0105667787133491	K01507	Homo
g__Rothia	85.613	7.12325689752721	K01507	Homo
g__Stenotrophomonas	0.409	0.0340300196359037	K01507	Homo
g__Streptococcus	3.107	0.258511665058076	K01507	Homo
g__Streptomyces	1.839	0.153010283888575	K01507	Homo
g__Streptosporangium	3.39	0.282058108962625	K01507	Homo
g__Tannerella	94.121	7.8311478683396	K01507	Homo
g__Variovorax	0.211	0.0175558292009186	K01507	Homo
unclassified	337.796	28.1056345059407	K01507	Homo
Total	1201.88	100	K01507	Homo
g__Actinobacillus	0	0	K01507	Pan
g__Aggregatibacter	0.2	0.0745614852647865	K01507	Pan
g__Arthrobacter	0	0	K01507	Pan
g__Brachybacterium	2.006	0.747851697205808	K01507	Pan
g__Burkholderia	0	0	K01507	Pan
g__Campylobacter	4.965	1.85098887169832	K01507	Pan
g__Candida	0	0	K01507	Pan
g__Caulobacter	0	0	K01507	Pan
g__Corynebacterium	0	0	K01507	Pan
g__Debaryomyces	0.162	0.060394803064477	K01507	Pan
g__Desulfovibrio	0	0	K01507	Pan
g__Enterobacter	4.08	1.52105429940164	K01507	Pan
g__Escherichia	0.175	0.0652412996066881	K01507	Pan
g__Fusobacterium	1.277	0.476075083415662	K01507	Pan
g__Haemophilus	0	0	K01507	Pan
g__Kocuria	0.677	0.252390627621302	K01507	Pan
g__Leptotrichia	0	0	K01507	Pan
g__Micromonospora	2.861	1.06660204671277	K01507	Pan
g__Morganella	0.54	0.201316010214923	K01507	Pan
g__Neisseria	0	0	K01507	Pan
g__Nitrosospira	0	0	K01507	Pan
g__Oligotropha	0	0	K01507	Pan
g__Propionibacterium	34.522	12.8700579715548	K01507	Pan
g__Pseudomonas	1.19	0.443640837325479	K01507	Pan
g__Rahnella	0	0	K01507	Pan
g__Rhodococcus	0.473	0.17633791265122	K01507	Pan
g__Rhodopseudomonas	0.515	0.191995824556825	K01507	Pan
g__Rothia	0.32	0.119298376423658	K01507	Pan
g__Stenotrophomonas	0.518	0.193114246835797	K01507	Pan
g__Streptococcus	0	0	K01507	Pan
g__Streptomyces	0	0	K01507	Pan
g__Streptosporangium	0	0	K01507	Pan
g__Tannerella	34.668	12.9244878557981	K01507	Pan
g__Variovorax	0	0	K01507	Pan
unclassified	179.086	66.7645907506478	K01507	Pan
Total	268.235	100	K01507	Pan
g__Actinobacillus	3.198	0.446246671987765	K01507	Gorilla
g__Aggregatibacter	46.249	6.45355294958166	K01507	Gorilla
g__Arthrobacter	0.506	0.0706068843107596	K01507	Gorilla
g__Brachybacterium	0	0	K01507	Gorilla
g__Burkholderia	0	0	K01507	Gorilla
g__Campylobacter	3.18	0.443734964640742	K01507	Gorilla
g__Candida	0	0	K01507	Gorilla
g__Caulobacter	0	0	K01507	Gorilla
g__Corynebacterium	0	0	K01507	Gorilla
g__Debaryomyces	0	0	K01507	Gorilla
g__Desulfovibrio	0.548	0.0764675347871468	K01507	Gorilla
g__Enterobacter	3.192	0.445409436205424	K01507	Gorilla
g__Escherichia	3.39	0.473038217022678	K01507	Gorilla
g__Fusobacterium	0.744	0.103817237010287	K01507	Gorilla
g__Haemophilus	0	0	K01507	Gorilla
g__Kocuria	0	0	K01507	Gorilla
g__Leptotrichia	0	0	K01507	Gorilla
g__Micromonospora	0	0	K01507	Gorilla
g__Morganella	0	0	K01507	Gorilla
g__Neisseria	132.871	18.540725939239	K01507	Gorilla
g__Nitrosospira	0.554	0.0773047705694878	K01507	Gorilla
g__Oligotropha	0.243	0.0339080491848114	K01507	Gorilla
g__Propionibacterium	41.539	5.79632286044396	K01507	Gorilla
g__Pseudomonas	3.545	0.494666808066488	K01507	Gorilla
g__Rahnella	0	0	K01507	Gorilla
g__Rhodococcus	0.238	0.0332103526995272	K01507	Gorilla
g__Rhodopseudomonas	0.264	0.036838374423005	K01507	Gorilla
g__Rothia	148.75	20.7564704372045	K01507	Gorilla
g__Stenotrophomonas	0	0	K01507	Gorilla
g__Streptococcus	0.487	0.0679556376666797	K01507	Gorilla
g__Streptomyces	0	0	K01507	Gorilla
g__Streptosporangium	0	0	K01507	Gorilla
g__Tannerella	24.132	3.36736231657559	K01507	Gorilla
g__Variovorax	0	0	K01507	Gorilla
unclassified	303.014	42.2823605583804	K01507	Gorilla
Total	716.644	100	K01507	Gorilla
g__Actinobacillus	0	0	K01507	Alouatta
g__Aggregatibacter	66.154	28.5150239011711	K01507	Alouatta
g__Arthrobacter	0	0	K01507	Alouatta
g__Brachybacterium	0	0	K01507	Alouatta
g__Burkholderia	0	0	K01507	Alouatta
g__Campylobacter	2.413	1.04009965646107	K01507	Alouatta
g__Candida	0	0	K01507	Alouatta
g__Caulobacter	0	0	K01507	Alouatta
g__Corynebacterium	0.174	0.0750009698401272	K01507	Alouatta
g__Debaryomyces	0	0	K01507	Alouatta
g__Desulfovibrio	0.3	0.129312016965737	K01507	Alouatta
g__Enterobacter	0	0	K01507	Alouatta
g__Escherichia	0	0	K01507	Alouatta
g__Fusobacterium	0.25	0.107760014138114	K01507	Alouatta
g__Haemophilus	0	0	K01507	Alouatta
g__Kocuria	0	0	K01507	Alouatta
g__Leptotrichia	0	0	K01507	Alouatta
g__Micromonospora	0	0	K01507	Alouatta
g__Morganella	0	0	K01507	Alouatta
g__Neisseria	0.141	0.0607766479738962	K01507	Alouatta
g__Nitrosospira	0	0	K01507	Alouatta
g__Oligotropha	0	0	K01507	Alouatta
g__Propionibacterium	36.3	15.6467540528541	K01507	Alouatta
g__Pseudomonas	0	0	K01507	Alouatta
g__Rahnella	0	0	K01507	Alouatta
g__Rhodococcus	0	0	K01507	Alouatta
g__Rhodopseudomonas	0	0	K01507	Alouatta
g__Rothia	0	0	K01507	Alouatta
g__Stenotrophomonas	0	0	K01507	Alouatta
g__Streptococcus	0.325	0.140088018379548	K01507	Alouatta
g__Streptomyces	1.371	0.590955917533416	K01507	Alouatta
g__Streptosporangium	0	0	K01507	Alouatta
g__Tannerella	0	0	K01507	Alouatta
g__Variovorax	0	0	K01507	Alouatta
unclassified	124.569	53.6942288046828	K01507	Alouatta
Total	231.997	100	K01507	Alouatta
g__Actinobacillus	0	0	K01610	Homo
g__Aggregatibacter	175.1	14.1795957964908	K01610	Homo
g__Agrobacterium	0.212	0.0171677573321305	K01610	Homo
g__Bacillus	0	0	K01610	Homo
g__Bacteroides	0	0	K01610	Homo
g__Campylobacter	145.997	11.8228352227314	K01610	Homo
g__Capnocytophaga	138.37	11.2052008587118	K01610	Homo
g__Citrobacter	0	0	K01610	Homo
g__Enterobacter	0	0	K01610	Homo
g__Enterococcus	0	0	K01610	Homo
g__Escherichia	0	0	K01610	Homo
g__Exiguobacterium	0.505	0.0408948936449335	K01610	Homo
g__Filifactor	8.869	0.718211508389932	K01610	Homo
g__Flavobacterium	0	0	K01610	Homo
g__Fretibacterium	119.207	9.65338135986454	K01610	Homo
g__Fusobacterium	83.045	6.72498305493763	K01610	Homo
g__Haemophilus	52.886	4.28270761446724	K01610	Homo
g__Klebsiella	0	0	K01610	Homo
g__Leptotrichia	23.904	1.93574561918513	K01610	Homo
g__Lysinibacillus	0	0	K01610	Homo
g__Macrococcus	0	0	K01610	Homo
g__Malassezia	3.292	0.266586118572517	K01610	Homo
g__Morganella	0	0	K01610	Homo
g__Oligotropha	0	0	K01610	Homo
