Genus	Sum	Percent	KOrtholog	Host_Genus
g__Streptococcus	0	0	K01104	Alouatta
g__Streptomyces	0.411	0.226157198512095	K01104	Alouatta
g__Streptosporangium	0	0	K01104	Alouatta
g__Veillonella	0	0	K01104	Alouatta
unclassified	119.714	65.8739242400898	K01104	Alouatta
Total	181.732	100	K01104	Alouatta
g__Acidovorax	0	0	K01496	Homo
g__Bacillus	0	0	K01496	Homo
g__Bifidobacterium	0	0	K01496	Homo
g__Chlorobium	0.236	0.0266603706017449	K01496	Homo
g__Desulfovibrio	0	0	K01496	Homo
g__Kocuria	2.528	0.285582274920386	K01496	Homo
g__Methanobrevibacter	1.006	0.11364547807354	K01496	Homo
g__Neisseria	2.902	0.327832184263829	K01496	Homo
g__Nitrosomonas	0	0	K01496	Homo
g__Propionibacterium	364.108	41.1324331316107	K01496	Homo
g__Pseudomonas	1.612	0.182103887330563	K01496	Homo
g__Rhodopseudomonas	0.157	0.0177359245104828	K01496	Homo
g__Streptococcus	318.837	36.0182736506294	K01496	Homo
g__Streptosporangium	2.037	0.230115147948112	K01496	Homo
g__Variovorax	0.584	0.0659731204721145	K01496	Homo
g__Veillonella	15.249	1.72264403095766	K01496	Homo
unclassified	175.953	19.8770007986814	K01496	Homo
Total	885.209	100	K01496	Homo
g__Acidovorax	0	0	K01496	Pan
g__Bacillus	0.497	1.06771504683338	K01496	Pan
g__Bifidobacterium	0	0	K01496	Pan
g__Chlorobium	0	0	K01496	Pan
g__Desulfovibrio	0	0	K01496	Pan
g__Kocuria	1.751	3.76170834407493	K01496	Pan
g__Methanobrevibacter	0	0	K01496	Pan
g__Neisseria	0	0	K01496	Pan
g__Nitrosomonas	0	0	K01496	Pan
g__Propionibacterium	24.847	53.3793073816276	K01496	Pan
g__Pseudomonas	0.186	0.39958752255736	K01496	Pan
g__Rhodopseudomonas	0	0	K01496	Pan
g__Streptococcus	0.942	2.02371745295179	K01496	Pan
g__Streptosporangium	0	0	K01496	Pan
g__Variovorax	0	0	K01496	Pan
g__Veillonella	0	0	K01496	Pan
unclassified	18.325	39.367964251955	K01496	Pan
Total	46.548	100	K01496	Pan
g__Acidovorax	0	0	K01496	Gorilla
g__Bacillus	0	0	K01496	Gorilla
g__Bifidobacterium	8.563	7.57050658650871	K01496	Gorilla
g__Chlorobium	0	0	K01496	Gorilla
g__Desulfovibrio	0	0	K01496	Gorilla
g__Kocuria	0	0	K01496	Gorilla
g__Methanobrevibacter	0	0	K01496	Gorilla
g__Neisseria	25.875	22.8759614534524	K01496	Gorilla
g__Nitrosomonas	0.393	0.347449385553886	K01496	Gorilla
g__Propionibacterium	30.221	26.7182388825038	K01496	Gorilla
g__Pseudomonas	2.669	2.35964989832906	K01496	Gorilla
g__Rhodopseudomonas	0.297	0.262576253204845	K01496	Gorilla
g__Streptococcus	17.267	15.2656705861551	K01496	Gorilla
g__Streptosporangium	0	0	K01496	Gorilla
g__Variovorax	0	0	K01496	Gorilla
g__Veillonella	0	0	K01496	Gorilla
unclassified	27.825	24.5999469542923	K01496	Gorilla
Total	113.11	100	K01496	Gorilla
g__Acidovorax	0	0	K01496	Alouatta
g__Bacillus	0	0	K01496	Alouatta
g__Bifidobacterium	0	0	K01496	Alouatta
g__Chlorobium	0	0	K01496	Alouatta
g__Desulfovibrio	0.192	0.712853642236578	K01496	Alouatta
g__Kocuria	0	0	K01496	Alouatta
g__Methanobrevibacter	0	0	K01496	Alouatta
g__Neisseria	0	0	K01496	Alouatta
g__Nitrosomonas	0	0	K01496	Alouatta
g__Propionibacterium	1.547	5.74366971114576	K01496	Alouatta
g__Pseudomonas	0	0	K01496	Alouatta
g__Rhodopseudomonas	0	0	K01496	Alouatta
g__Streptococcus	0.899	3.33778866859731	K01496	Alouatta
g__Streptosporangium	0	0	K01496	Alouatta
g__Variovorax	0	0	K01496	Alouatta
g__Veillonella	0	0	K01496	Alouatta
unclassified	24.296	90.2056879780204	K01496	Alouatta
Total	26.934	100	K01496	Alouatta
g__Acidovorax	0	0	K01990	Homo
g__Acinetobacter	0	0	K01990	Homo
g__Actinobacillus	0	0	K01990	Homo
g__Advenella	0	0	K01990	Homo
g__Aeromonas	0	0	K01990	Homo
g__Aggregatibacter	33.36	0.284652494851979	K01990	Homo
g__Agrobacterium	0.489	0.00417251408820797	K01990	Homo
g__Alloprevotella	0	0	K01990	Homo
g__Arcanobacterium	0	0	K01990	Homo
g__Arthrobacter	0	0	K01990	Homo
g__Atopobium	13.199	0.112623749387029	K01990	Homo
g__Bacillus	0	0	K01990	Homo
g__Bacteroides	0	0	K01990	Homo
g__Bifidobacterium	0	0	K01990	Homo
g__Brachybacterium	0	0	K01990	Homo
g__Campylobacter	0.194	0.00165535323744856	K01990	Homo
g__Capnocytophaga	30.141	0.257185576958439	K01990	Homo
g__Citrobacter	0	0	K01990	Homo
g__Clostridium	1.035	0.00883139484927454	K01990	Homo
g__Corynebacterium	11.529	0.0983740591471364	K01990	Homo
g__Cryptobacterium	0	0	K01990	Homo
g__Desulfovibrio	0.291	0.00248302985617284	K01990	Homo
g__Enterobacter	0.312	0.00266221757775233	K01990	Homo
g__Enterococcus	0	0	K01990	Homo
g__Erysipelothrix	0	0	K01990	Homo
g__Escherichia	0	0	K01990	Homo
g__Exiguobacterium	0	0	K01990	Homo
g__Faecalibacterium	0	0	K01990	Homo
g__Filifactor	8.681	0.0740727910014998	K01990	Homo
g__Flavobacterium	0	0	K01990	Homo
g__Fretibacterium	200.383	1.70981777206008	K01990	Homo
g__Fusobacterium	8.379	0.0714959009102139	K01990	Homo
g__Gemella	32.701	0.279029413493842	K01990	Homo
g__Granulicatella	0	0	K01990	Homo
g__Haemophilus	3.151	0.0268866909855692	K01990	Homo
g__Klebsiella	0	0	K01990	Homo
g__Kocuria	0.457	0.00389946613151543	K01990	Homo
g__Lachnospiraceae_noname	0	0	K01990	Homo
g__Lactobacillus	0.098	0.000836209367370923	K01990	Homo
g__Lactococcus	0.398	0.00339603396136354	K01990	Homo
g__Lysinibacillus	0	0	K01990	Homo
g__Macrococcus	0	0	K01990	Homo
g__Methanobrevibacter	2.716	0.0231749453242799	K01990	Homo
g__Micrococcus	4.727	0.0403343028526771	K01990	Homo
g__Micromonospora	0	0	K01990	Homo
g__Morganella	0	0	K01990	Homo
g__Nitrosomonas	0	0	K01990	Homo
g__Nitrosospira	0	0	K01990	Homo
g__Olsenella	84.294	0.719259514420047	K01990	Homo
g__Pantoea	0.19	0.00162122224286199	K01990	Homo
g__Paracoccus	0	0	K01990	Homo
g__Peptostreptococcus	33.032	0.281853753295881	K01990	Homo
g__Porphyromonas	3.934	0.0335678331758899	K01990	Homo
g__Prevotella	4.478	0.0382096484396632	K01990	Homo
g__Propionibacterium	7238.263	61.7622788172894	K01990	Homo
g__Proteus	0	0	K01990	Homo
g__Pseudomonas	5.033	0.0429453239385495	K01990	Homo
g__Rhodanobacter	0	0	K01990	Homo
g__Rhodococcus	0	0	K01990	Homo
g__Rhodopseudomonas	6.721	0.0573486036540813	K01990	Homo
g__Rothia	68.495	0.584450618551749	K01990	Homo
g__Selenomonas	7.849	0.0669735441274936	K01990	Homo
g__Staphylococcus	22.426	0.191355421149595	K01990	Homo
g__Stenotrophomonas	0.123	0.00104952808353697	K01990	Homo
g__Streptococcus	3563.547	30.4068508414954	K01990	Homo
g__Streptomyces	1.096	0.00935189251671971	K01990	Homo
g__Streptosporangium	17.808	0.151951187899402	K01990	Homo
g__Tannerella	174.856	1.49200229735725	K01990	Homo
g__Treponema	8.238	0.0702927833510374	K01990	Homo
g__Variovorax	1.2	0.0102392983759705	K01990	Homo
unclassified	125.729	1.07281395459366	K01990	Homo
Total	11719.553	100	K01990	Homo
g__Acidovorax	0	0	K01990	Pan
g__Acinetobacter	0	0	K01990	Pan
g__Actinobacillus	0	0	K01990	Pan
g__Advenella	0.474	0.0368985593214402	K01990	Pan
g__Aeromonas	0	0	K01990	Pan
g__Aggregatibacter	0	0	K01990	Pan
g__Agrobacterium	0	0	K01990	Pan
g__Alloprevotella	0	0	K01990	Pan
g__Arcanobacterium	0	0	K01990	Pan
g__Arthrobacter	0	0	K01990	Pan
g__Atopobium	0.273	0.0212517018876649	K01990	Pan
g__Bacillus	24.787	1.92954554831337	K01990	Pan
g__Bacteroides	0	0	K01990	Pan
g__Bifidobacterium	1.134	0.0882763001487619	K01990	Pan
g__Brachybacterium	1.387	0.107971100799235	K01990	Pan
g__Campylobacter	0	0	K01990	Pan
g__Capnocytophaga	0.781	0.0607969933123307	K01990	Pan
g__Citrobacter	0	0	K01990	Pan
g__Clostridium	2.183	0.16993577003946	K01990	Pan
g__Corynebacterium	0.344	0.026778701279695	K01990	Pan
g__Cryptobacterium	22.634	1.7619451301297	K01990	Pan
g__Desulfovibrio	0.106	0.00825157655711531	K01990	Pan
g__Enterobacter	2.481	0.193133598473614	K01990	Pan
g__Enterococcus	3.311	0.257744999817064	K01990	Pan
g__Erysipelothrix	0	0	K01990	Pan
g__Escherichia	0.301	0.0234313636197331	K01990	Pan
g__Exiguobacterium	0	0	K01990	Pan
g__Faecalibacterium	0	0	K01990	Pan
g__Filifactor	2.192	0.170636375596196	K01990	Pan
g__Flavobacterium	0.334	0.0260002506610992	K01990	Pan
g__Fretibacterium	157.874	12.2897112960191	K01990	Pan
g__Fusobacterium	12.101	0.942003093562758	K01990	Pan
g__Gemella	0	0	K01990	Pan
g__Granulicatella	0	0	K01990	Pan
g__Haemophilus	0	0	K01990	Pan
g__Klebsiella	0	0	K01990	Pan
g__Kocuria	0.589	0.0458507414352917	K01990	Pan
g__Lachnospiraceae_noname	0	0	K01990	Pan
g__Lactobacillus	0	0	K01990	Pan
g__Lactococcus	0	0	K01990	Pan
g__Lysinibacillus	21.24	1.65342911389745	K01990	Pan
g__Macrococcus	1.119	0.0871086242208682	K01990	Pan
g__Methanobrevibacter	0	0	K01990	Pan
g__Micrococcus	0	0	K01990	Pan
g__Micromonospora	36.181	2.81651218314141	K01990	Pan
g__Morganella	0.636	0.0495094593426919	K01990	Pan
g__Nitrosomonas	0	0	K01990	Pan
g__Nitrosospira	0	0	K01990	Pan
g__Olsenella	208.602	16.2386355940318	K01990	Pan
g__Pantoea	0	0	K01990	Pan
g__Paracoccus	4.895	0.381051577802636	K01990	Pan
g__Peptostreptococcus	1.514	0.117857423655402	K01990	Pan
g__Porphyromonas	25.102	1.95406674279914	K01990	Pan
g__Prevotella	0.604	0.0470184173631854	K01990	Pan
g__Propionibacterium	523.456	40.7484647007675	K01990	Pan
g__Proteus	0	0	K01990	Pan
g__Pseudomonas	0.548	0.042659093899049	K01990	Pan
g__Rhodanobacter	0	0	K01990	Pan
g__Rhodococcus	0	0	K01990	Pan
g__Rhodopseudomonas	2.224	0.173127417575702	K01990	Pan
g__Rothia	1.901	0.147983462595059	K01990	Pan
g__Selenomonas	0.619	0.048186093291079	K01990	Pan
g__Staphylococcus	1.195	0.0930248489221962	K01990	Pan
g__Stenotrophomonas	0.421	0.0327727710428825	K01990	Pan
g__Streptococcus	0.448	0.0348745877130911	K01990	Pan
g__Streptomyces	0	0	K01990	Pan
g__Streptosporangium	0	0	K01990	Pan
g__Tannerella	83.951	6.53517078817347	K01990	Pan
g__Treponema	0	0	K01990	Pan
g__Variovorax	0	0	K01990	Pan
unclassified	136.661	10.6383839987918	K01990	Pan
Total	1284.603	100	K01990	Pan
g__Acidovorax	0	0	K01990	Gorilla
g__Acinetobacter	1.867	0.128264140314237	K01990	Gorilla
g__Actinobacillus	0.331	0.0227399198950254	K01990	Gorilla
g__Advenella	0	0	K01990	Gorilla
g__Aeromonas	1.845	0.126752725698858	K01990	Gorilla
g__Aggregatibacter	2.878	0.197720511957351	K01990	Gorilla
g__Agrobacterium	0	0	K01990	Gorilla
g__Alloprevotella	0	0	K01990	Gorilla
g__Arcanobacterium	0.751	0.0515941989159035	K01990	Gorilla
g__Arthrobacter	0.355	0.0243887358390756	K01990	Gorilla
g__Atopobium	0.054	0.0037098358741129	K01990	Gorilla
g__Bacillus	0	0	K01990	Gorilla
g__Bacteroides	0.127	0.00872498437059886	K01990	Gorilla
g__Bifidobacterium	23.199	1.5937867119175	K01990	Gorilla
g__Brachybacterium	0	0	K01990	Gorilla
g__Campylobacter	0	0	K01990	Gorilla
g__Capnocytophaga	4.772	0.327839570208644	K01990	Gorilla
g__Citrobacter	0.667	0.0458233431117279	K01990	Gorilla
g__Clostridium	0.115	0.00790057639857377	K01990	Gorilla
g__Corynebacterium	2.428	0.16680521300641	K01990	Gorilla
g__Cryptobacterium	6.361	0.437004925837633	K01990	Gorilla
g__Desulfovibrio	1.247	0.0856697284262739	K01990	Gorilla
g__Enterobacter	0.666	0.0457546424473925	K01990	Gorilla
g__Enterococcus	0	0	K01990	Gorilla
g__Erysipelothrix	10.399	0.714418208424076	K01990	Gorilla
g__Escherichia	8.976	0.616657163074767	K01990	Gorilla
g__Exiguobacterium	36.829	2.53017676680934	K01990	Gorilla
g__Faecalibacterium	0	0	K01990	Gorilla
g__Filifactor	0.52	0.0357243454544205	K01990	Gorilla
g__Flavobacterium	0	0	K01990	Gorilla
g__Fretibacterium	43.984	3.02173002012929	K01990	Gorilla
g__Fusobacterium	10.136	0.696349933703859	K01990	Gorilla
g__Gemella	0	0	K01990	Gorilla
g__Granulicatella	0	0	K01990	Gorilla
g__Haemophilus	0	0	K01990	Gorilla
g__Klebsiella	1.54	0.105799023076553	K01990	Gorilla
g__Kocuria	0	0	K01990	Gorilla
g__Lachnospiraceae_noname	0	0	K01990	Gorilla
g__Lactobacillus	0	0	K01990	Gorilla
g__Lactococcus	1.052	0.0722730988808662	K01990	Gorilla
g__Lysinibacillus	0.495	0.0340068288460349	K01990	Gorilla
g__Macrococcus	1.114	0.0765325400696625	K01990	Gorilla
g__Methanobrevibacter	0.835	0.0573650547200791	K01990	Gorilla
g__Micrococcus	0	0	K01990	Gorilla
g__Micromonospora	0	0	K01990	Gorilla
g__Morganella	0.141	0.0096867936712948	K01990	Gorilla
g__Nitrosomonas	0.792	0.0544109261536559	K01990	Gorilla
g__Nitrosospira	0.208	0.0142897381817682	K01990	Gorilla
g__Olsenella	65.044	4.46856601103333	K01990	Gorilla
g__Pantoea	0	0	K01990	Gorilla
g__Paracoccus	0	0	K01990	Gorilla
g__Peptostreptococcus	0	0	K01990	Gorilla
g__Porphyromonas	0.647	0.0444493298250194	K01990	Gorilla
g__Prevotella	1.479	0.101608282552092	K01990	Gorilla
g__Propionibacterium	633.242	43.5041460850926	K01990	Gorilla
g__Proteus	2.131	0.146401115698789	K01990	Gorilla
g__Pseudomonas	8.487	0.583062538214745	K01990	Gorilla
g__Rhodanobacter	0.141	0.0096867936712948	K01990	Gorilla
g__Rhodococcus	1.643	0.112875191503102	K01990	Gorilla
g__Rhodopseudomonas	2.143	0.147225523670814	K01990	Gorilla
g__Rothia	411.038	28.2385836671041	K01990	Gorilla
g__Selenomonas	0	0	K01990	Gorilla
g__Staphylococcus	4.853	0.333404324019813	K01990	Gorilla
g__Stenotrophomonas	0	0	K01990	Gorilla
g__Streptococcus	47.275	3.24782390645718	K01990	Gorilla
g__Streptomyces	0	0	K01990	Gorilla
g__Streptosporangium	0	0	K01990	Gorilla
g__Tannerella	38.975	2.67760839247316	K01990	Gorilla
g__Treponema	0	0	K01990	Gorilla
g__Variovorax	0	0	K01990	Gorilla
unclassified	73.808	5.07065863326898	K01990	Gorilla
Total	1455.59	100	K01990	Gorilla
g__Acidovorax	0	0	K01990	Alouatta
g__Acinetobacter	0	0	K01990	Alouatta
g__Actinobacillus	0	0	K01990	Alouatta
g__Advenella	0	0	K01990	Alouatta
g__Aeromonas	0	0	K01990	Alouatta
g__Aggregatibacter	0.728	0.253670026865328	K01990	Alouatta
g__Agrobacterium	0	0	K01990	Alouatta
g__Alloprevotella	0	0	K01990	Alouatta
g__Arcanobacterium	0	0	K01990	Alouatta
g__Arthrobacter	0	0	K01990	Alouatta
g__Atopobium	0	0	K01990	Alouatta
g__Bacillus	0	0	K01990	Alouatta
g__Bacteroides	0	0	K01990	Alouatta
g__Bifidobacterium	0.705	0.245655726566012	K01990	Alouatta
g__Brachybacterium	0	0	K01990	Alouatta
g__Campylobacter	3.913	1.36347639440114	K01990	Alouatta
g__Capnocytophaga	0.579	0.20175129883932	K01990	Alouatta
g__Citrobacter	0	0	K01990	Alouatta
g__Clostridium	0	0	K01990	Alouatta
g__Corynebacterium	3.026	1.0544031611188	K01990	Alouatta
g__Cryptobacterium	0	0	K01990	Alouatta
g__Desulfovibrio	0.084	0.029269618484461	K01990	Alouatta
g__Enterobacter	0	0	K01990	Alouatta
g__Enterococcus	0	0	K01990	Alouatta
g__Erysipelothrix	0.218	0.0759616289239582	K01990	Alouatta
g__Escherichia	0	0	K01990	Alouatta
g__Exiguobacterium	0	0	K01990	Alouatta
g__Faecalibacterium	0	0	K01990	Alouatta
g__Filifactor	0	0	K01990	Alouatta
g__Flavobacterium	0	0	K01990	Alouatta
g__Fretibacterium	0	0	K01990	Alouatta
g__Fusobacterium	2.832	0.986804280333256	K01990	Alouatta
g__Gemella	0	0	K01990	Alouatta
g__Granulicatella	0	0	K01990	Alouatta
g__Haemophilus	0	0	K01990	Alouatta
g__Klebsiella	0	0	K01990	Alouatta
g__Kocuria	0	0	K01990	Alouatta
g__Lachnospiraceae_noname	0	0	K01990	Alouatta
g__Lactobacillus	0	0	K01990	Alouatta
g__Lactococcus	0	0	K01990	Alouatta
g__Lysinibacillus	0	0	K01990	Alouatta
g__Macrococcus	0.162	0.0564485499343176	K01990	Alouatta
g__Methanobrevibacter	0	0	K01990	Alouatta
g__Micrococcus	0	0	K01990	Alouatta
g__Micromonospora	0	0	K01990	Alouatta
g__Morganella	0	0	K01990	Alouatta
g__Nitrosomonas	0	0	K01990	Alouatta
g__Nitrosospira	0	0	K01990	Alouatta
g__Olsenella	0	0	K01990	Alouatta
g__Pantoea	0	0	K01990	Alouatta
g__Paracoccus	0	0	K01990	Alouatta
g__Peptostreptococcus	0	0	K01990	Alouatta
g__Porphyromonas	5.539	1.93005258077892	K01990	Alouatta
g__Prevotella	0.141	0.0491311453132023	K01990	Alouatta
g__Propionibacterium	120.315	41.9235017614038	K01990	Alouatta
g__Proteus	0	0	K01990	Alouatta
g__Pseudomonas	0	0	K01990	Alouatta
g__Rhodanobacter	0	0	K01990	Alouatta
g__Rhodococcus	0	0	K01990	Alouatta
g__Rhodopseudomonas	0.768	0.267607940429357	K01990	Alouatta
g__Rothia	0	0	K01990	Alouatta
g__Selenomonas	0	0	K01990	Alouatta
g__Staphylococcus	0	0	K01990	Alouatta
g__Stenotrophomonas	0.513	0.178753741458672	K01990	Alouatta
g__Streptococcus	0.851	0.296529111074718	K01990	Alouatta
g__Streptomyces	2.526	0.880179241568434	K01990	Alouatta
g__Streptosporangium	0	0	K01990	Alouatta
g__Tannerella	0	0	K01990	Alouatta
g__Treponema	0	0	K01990	Alouatta
g__Variovorax	0	0	K01990	Alouatta
unclassified	144.087	50.2068037925063	K01990	Alouatta
Total	286.987	100	K01990	Alouatta
