Genus	Sum	Percent	KOrtholog	Host_Genus
g__Bifidobacterium	0.219	0.0526800684119245	K01999	Pan
g__Burkholderia	0	0	K01999	Pan
g__Citrobacter	0	0	K01999	Pan
g__Desulfovibrio	0.392	0.0942949169747689	K01999	Pan
g__Enterobacter	1.92	0.461852654570297	K01999	Pan
g__Escherichia	0	0	K01999	Pan
g__Faecalibacterium	0	0	K01999	Pan
g__Fretibacterium	335.467	80.6960023285071	K01999	Pan
g__Janthinobacterium	0	0	K01999	Pan
g__Klebsiella	0	0	K01999	Pan
g__Leptotrichia	0	0	K01999	Pan
g__Lysinibacillus	3.751	0.902296514215199	K01999	Pan
g__Micromonospora	6.881	1.65521256046782	K01999	Pan
g__Oligotropha	0	0	K01999	Pan
g__Olsenella	38.396	9.23609089837558	K01999	Pan
g__Pantoea	0	0	K01999	Pan
g__Paracoccus	3.67	0.882812105350515	K01999	Pan
g__Porphyromonas	0.061	0.0146734437129105	K01999	Pan
g__Propionibacterium	22.893	5.50687126097802	K01999	Pan
g__Pseudomonas	0.451	0.108487264172502	K01999	Pan
g__Rahnella	0	0	K01999	Pan
g__Ralstonia	0	0	K01999	Pan
g__Rhodococcus	0	0	K01999	Pan
g__Rhodopseudomonas	1.245	0.299482580697927	K01999	Pan
g__Selenomonas	0	0	K01999	Pan
g__Streptococcus	0	0	K01999	Pan
g__Streptosporangium	0	0	K01999	Pan
g__Variovorax	0	0	K01999	Pan
g__Veillonella	0	0	K01999	Pan
Total	415.717	100	K01999	Pan
g__Acidaminococcus	0.843	0.794870586016689	K01999	Gorilla
g__Acidovorax	0	0	K01999	Gorilla
g__Advenella	0	0	K01999	Gorilla
g__Agrobacterium	0	0	K01999	Gorilla
g__Atopobium	0	0	K01999	Gorilla
g__Bifidobacterium	8.579	8.0891990005186	K01999	Gorilla
g__Burkholderia	0	0	K01999	Gorilla
g__Citrobacter	0.095	0.0895761633114893	K01999	Gorilla
g__Desulfovibrio	2.125	2.00367733723068	K01999	Gorilla
g__Enterobacter	3.287	3.09933525057753	K01999	Gorilla
g__Escherichia	7.54	7.10951864598557	K01999	Gorilla
g__Faecalibacterium	0	0	K01999	Gorilla
g__Fretibacterium	35.369	33.3496770543586	K01999	Gorilla
g__Janthinobacterium	1.005	0.947621517137334	K01999	Gorilla
g__Klebsiella	1.31	1.23520814671633	K01999	Gorilla
g__Leptotrichia	0	0	K01999	Gorilla
g__Lysinibacillus	0.085	0.0801470934892273	K01999	Gorilla
g__Micromonospora	0	0	K01999	Gorilla
g__Oligotropha	0.106	0.0999481401159776	K01999	Gorilla
g__Olsenella	11.054	10.4228937815285	K01999	Gorilla
g__Pantoea	0	0	K01999	Gorilla
g__Paracoccus	0	0	K01999	Gorilla
g__Porphyromonas	0	0	K01999	Gorilla
g__Propionibacterium	23.837	22.476073735326	K01999	Gorilla
g__Pseudomonas	5.081	4.79091037669134	K01999	Gorilla
g__Rahnella	0	0	K01999	Gorilla
g__Ralstonia	0	0	K01999	Gorilla
g__Rhodococcus	0.263	0.247984536325492	K01999	Gorilla
g__Rhodopseudomonas	4.01	3.78105699872708	K01999	Gorilla
g__Selenomonas	0	0	K01999	Gorilla
g__Streptococcus	1.276	1.20314930932064	K01999	Gorilla
g__Streptosporangium	0	0	K01999	Gorilla
g__Variovorax	0	0	K01999	Gorilla
g__Veillonella	0.19	0.179152326622979	K01999	Gorilla
Total	106.055	100	K01999	Gorilla
g__Acidaminococcus	0	0	K01999	Alouatta
g__Acidovorax	0	0	K01999	Alouatta
g__Advenella	0	0	K01999	Alouatta
g__Agrobacterium	0	0	K01999	Alouatta
g__Atopobium	0	0	K01999	Alouatta
g__Bifidobacterium	0.11	1.57660885767522	K01999	Alouatta
g__Burkholderia	0	0	K01999	Alouatta
g__Citrobacter	0	0	K01999	Alouatta
g__Desulfovibrio	0.129	1.84893220581912	K01999	Alouatta
g__Enterobacter	0	0	K01999	Alouatta
g__Escherichia	0	0	K01999	Alouatta
g__Faecalibacterium	0	0	K01999	Alouatta
g__Fretibacterium	0	0	K01999	Alouatta
g__Janthinobacterium	0	0	K01999	Alouatta
g__Klebsiella	0	0	K01999	Alouatta
g__Leptotrichia	0	0	K01999	Alouatta
g__Lysinibacillus	0	0	K01999	Alouatta
g__Micromonospora	0	0	K01999	Alouatta
g__Oligotropha	0	0	K01999	Alouatta
g__Olsenella	0	0	K01999	Alouatta
g__Pantoea	0	0	K01999	Alouatta
g__Paracoccus	0	0	K01999	Alouatta
g__Porphyromonas	0	0	K01999	Alouatta
g__Propionibacterium	5.02	71.9506951411782	K01999	Alouatta
g__Pseudomonas	0	0	K01999	Alouatta
g__Rahnella	0	0	K01999	Alouatta
g__Ralstonia	0	0	K01999	Alouatta
g__Rhodococcus	0	0	K01999	Alouatta
g__Rhodopseudomonas	1.718	24.6237637953275	K01999	Alouatta
g__Selenomonas	0	0	K01999	Alouatta
g__Streptococcus	0	0	K01999	Alouatta
g__Streptosporangium	0	0	K01999	Alouatta
g__Variovorax	0	0	K01999	Alouatta
g__Veillonella	0	0	K01999	Alouatta
Total	6.977	100	K01999	Alouatta
g__Acidovorax	0	0	K02005	Homo
g__Agrobacterium	0.283	0.0124228564756224	K02005	Homo
g__Bacillus	0	0	K02005	Homo
g__Bacteroides	0	0	K02005	Homo
g__Capnocytophaga	33.145	1.45496670630568	K02005	Homo
g__Chlorobium	0.07	0.00307279135439424	K02005	Homo
g__Faecalibacterium	0	0	K02005	Homo
g__Filifactor	7.204	0.316234127386516	K02005	Homo
g__Fretibacterium	592.898	26.0264549776806	K02005	Homo
g__Nitrosomonas	0	0	K02005	Homo
g__Nitrosospira	0	0	K02005	Homo
g__Porphyromonas	78.29	3.43669764479322	K02005	Homo
g__Prevotella	1.291	0.0566710519788996	K02005	Homo
g__Pseudomonas	0	0	K02005	Homo
g__Ralstonia	0.799	0.0350737184594429	K02005	Homo
g__Rhodopseudomonas	0.052	0.00228264500612144	K02005	Homo
g__Selenomonas	9.96	0.437214312710953	K02005	Homo
g__Staphylococcus	3.244	0.142401930766499	K02005	Homo
g__Stenotrophomonas	0	0	K02005	Homo
g__Streptococcus	1229.711	53.98064756005	K02005	Homo
g__Tannerella	315.635	13.8554357020604	K02005	Homo
unclassified	5.477	0.240423974971675	K02005	Homo
Total	2278.059	100	K02005	Homo
g__Acidovorax	0	0	K02005	Pan
g__Agrobacterium	0	0	K02005	Pan
g__Bacillus	3.063	0.724601681984316	K02005	Pan
g__Bacteroides	0	0	K02005	Pan
g__Capnocytophaga	0.446	0.105508439492329	K02005	Pan
g__Chlorobium	0	0	K02005	Pan
g__Faecalibacterium	0	0	K02005	Pan
g__Filifactor	0.989	0.233963781744201	K02005	Pan
g__Fretibacterium	322.573	76.3098068438546	K02005	Pan
g__Nitrosomonas	0	0	K02005	Pan
g__Nitrosospira	0	0	K02005	Pan
g__Porphyromonas	15.884	3.75761446837704	K02005	Pan
g__Prevotella	0.124	0.0293341849709615	K02005	Pan
g__Pseudomonas	0	0	K02005	Pan
g__Ralstonia	0	0	K02005	Pan
g__Rhodopseudomonas	0	0	K02005	Pan
g__Selenomonas	0.066	0.0156133565168021	K02005	Pan
g__Staphylococcus	0	0	K02005	Pan
g__Stenotrophomonas	0	0	K02005	Pan
g__Streptococcus	0	0	K02005	Pan
g__Tannerella	79.57	18.8235572430597	K02005	Pan
unclassified	0	0	K02005	Pan
Total	422.715	100	K02005	Pan
g__Acidovorax	0	0	K02005	Gorilla
g__Agrobacterium	0	0	K02005	Gorilla
g__Bacillus	0	0	K02005	Gorilla
g__Bacteroides	0.103	0.0774925516867796	K02005	Gorilla
g__Capnocytophaga	4.121	3.10045442234193	K02005	Gorilla
g__Chlorobium	0	0	K02005	Gorilla
g__Faecalibacterium	0	0	K02005	Gorilla
g__Filifactor	0	0	K02005	Gorilla
g__Fretibacterium	83.466	62.7960516416383	K02005	Gorilla
g__Nitrosomonas	0.565	0.42508050197117	K02005	Gorilla
g__Nitrosospira	0.444	0.334045562610972	K02005	Gorilla
g__Porphyromonas	3.153	2.37217490746035	K02005	Gorilla
g__Prevotella	0	0	K02005	Gorilla
g__Pseudomonas	0.746	0.561256733576093	K02005	Gorilla
g__Ralstonia	0	0	K02005	Gorilla
g__Rhodopseudomonas	0.099	0.0744831322037979	K02005	Gorilla
g__Selenomonas	0	0	K02005	Gorilla
g__Staphylococcus	0.315	0.236991784284811	K02005	Gorilla
g__Stenotrophomonas	0	0	K02005	Gorilla
g__Streptococcus	8.802	6.6222275723013	K02005	Gorilla
g__Tannerella	31.102	23.3997411899245	K02005	Gorilla
unclassified	0	0	K02005	Gorilla
Total	132.916	100	K02005	Gorilla
g__Acidovorax	0	0	K02005	Alouatta
g__Agrobacterium	0	0	K02005	Alouatta
g__Bacillus	0	0	K02005	Alouatta
g__Bacteroides	0	0	K02005	Alouatta
g__Capnocytophaga	0.114	0.346652070790002	K02005	Alouatta
g__Chlorobium	0	0	K02005	Alouatta
g__Faecalibacterium	0	0	K02005	Alouatta
g__Filifactor	0	0	K02005	Alouatta
g__Fretibacterium	0	0	K02005	Alouatta
g__Nitrosomonas	0	0	K02005	Alouatta
g__Nitrosospira	0	0	K02005	Alouatta
g__Porphyromonas	32.582	99.0755944778933	K02005	Alouatta
g__Prevotella	0	0	K02005	Alouatta
g__Pseudomonas	0	0	K02005	Alouatta
g__Ralstonia	0	0	K02005	Alouatta
g__Rhodopseudomonas	0	0	K02005	Alouatta
g__Selenomonas	0	0	K02005	Alouatta
g__Staphylococcus	0	0	K02005	Alouatta
g__Stenotrophomonas	0.19	0.57775345131667	K02005	Alouatta
g__Streptococcus	0	0	K02005	Alouatta
g__Tannerella	0	0	K02005	Alouatta
unclassified	0	0	K02005	Alouatta
Total	32.886	100	K02005	Alouatta
g__Acidovorax	0	0	K02034	Homo
g__Advenella	0	0	K02034	Homo
g__Aeromonas	0	0	K02034	Homo
g__Agrobacterium	3.695	0.0975737797732063	K02034	Homo
g__Arthrobacter	0	0	K02034	Homo
g__Atopobium	9.329	0.246350687822528	K02034	Homo
g__Bacillus	0	0	K02034	Homo
g__Bifidobacterium	0.786	0.0207558838705657	K02034	Homo
g__Burkholderia	28.328	0.74805684260227	K02034	Homo
g__Campylobacter	0.435	0.0114870349665344	K02034	Homo
g__Chlorobium	2.245	0.0592836632180915	K02034	Homo
g__Citrobacter	0	0	K02034	Homo
g__Clostridium	0.808	0.021336837363126	K02034	Homo
g__Corynebacterium	0	0	K02034	Homo
g__Cryptobacterium	0	0	K02034	Homo
g__Desulfovibrio	0.689	0.0181944071079132	K02034	Homo
g__Enterobacter	0.263	0.00694503493378979	K02034	Homo
g__Enterococcus	0	0	K02034	Homo
g__Erysipelothrix	0	0	K02034	Homo
g__Escherichia	0	0	K02034	Homo
g__Exiguobacterium	0	0	K02034	Homo
g__Faecalibacterium	0	0	K02034	Homo
g__Fretibacterium	645.089	17.0348503437396	K02034	Homo
g__Fusobacterium	217.166	5.73469755297108	K02034	Homo
g__Haemophilus	0.053	0.00139956977753178	K02034	Homo
g__Klebsiella	0	0	K02034	Homo
g__Kocuria	0	0	K02034	Homo
g__Lactococcus	0.133	0.00351212793229674	K02034	Homo
g__Leptotrichia	33.518	0.885109052892647	K02034	Homo
g__Lysinibacillus	0	0	K02034	Homo
g__Methanobrevibacter	11.111	0.293407920719918	K02034	Homo
g__Micrococcus	1.568	0.0414061398333931	K02034	Homo
g__Micromonospora	0	0	K02034	Homo
g__Morganella	0	0	K02034	Homo
g__Nitrosomonas	0	0	K02034	Homo
g__Nitrosospira	0	0	K02034	Homo
g__Oligotropha	0	0	K02034	Homo
g__Olsenella	79.699	2.10460965470765	K02034	Homo
g__Pantoea	0.519	0.0137052210290376	K02034	Homo
g__Paracoccus	0	0	K02034	Homo
g__Parascardovia	0.031	0.00081861628497142	K02034	Homo
g__Propionibacterium	2612.662	68.9925051718064	K02034	Homo
g__Pseudomonas	0.4	0.0105627907738248	K02034	Homo
g__Ralstonia	2.948	0.0778477680030886	K02034	Homo
g__Rhodococcus	0	0	K02034	Homo
g__Rhodopseudomonas	0.532	0.0140485117291869	K02034	Homo
g__Rothia	78.781	2.08036804988172	K02034	Homo
g__Selenomonas	30.477	0.804805436034644	K02034	Homo
g__Staphylococcus	0	0	K02034	Homo
g__Streptococcus	1.389	0.0366792909621065	K02034	Homo
g__Streptomyces	0.042	0.0011090930312516	K02034	Homo
g__Streptosporangium	5.448	0.143865210339493	K02034	Homo
g__Variovorax	1.084	0.0286251629970651	K02034	Homo
unclassified	17.65	0.466083142895018	K02034	Homo
Total	3786.878	100	K02034	Homo
g__Acidovorax	0	0	K02034	Pan
g__Advenella	0.254	0.0344721820348359	K02034	Pan
g__Aeromonas	0	0	K02034	Pan
g__Agrobacterium	0	0	K02034	Pan
g__Arthrobacter	0	0	K02034	Pan
g__Atopobium	0	0	K02034	Pan
g__Bacillus	2.489	0.337800240490971	K02034	Pan
g__Bifidobacterium	0.522	0.070844405599151	K02034	Pan
g__Burkholderia	0	0	K02034	Pan
g__Campylobacter	0	0	K02034	Pan
g__Chlorobium	0	0	K02034	Pan
g__Citrobacter	0	0	K02034	Pan
g__Clostridium	0	0	K02034	Pan
g__Corynebacterium	0	0	K02034	Pan
g__Cryptobacterium	1.96	0.26600581412708	K02034	Pan
g__Desulfovibrio	0.259	0.0351507682953642	K02034	Pan
g__Enterobacter	2.64	0.358293545558924	K02034	Pan
g__Enterococcus	0.639	0.0867233240955124	K02034	Pan
g__Erysipelothrix	0	0	K02034	Pan
g__Escherichia	0	0	K02034	Pan
g__Exiguobacterium	0	0	K02034	Pan
g__Faecalibacterium	0	0	K02034	Pan
g__Fretibacterium	381.912	51.8320471861742	K02034	Pan
g__Fusobacterium	54.952	7.45793443770985	K02034	Pan
g__Haemophilus	0	0	K02034	Pan
g__Klebsiella	0	0	K02034	Pan
g__Kocuria	0.254	0.0344721820348359	K02034	Pan
g__Lactococcus	0	0	K02034	Pan
g__Leptotrichia	0	0	K02034	Pan
g__Lysinibacillus	11.671	1.58395604932508	K02034	Pan
g__Methanobrevibacter	1.025	0.139110183408294	K02034	Pan
g__Micrococcus	0	0	K02034	Pan
g__Micromonospora	14.344	1.94672826420349	K02034	Pan
g__Morganella	0.697	0.0945949247176402	K02034	Pan
g__Nitrosomonas	0	0	K02034	Pan
g__Nitrosospira	0	0	K02034	Pan
g__Oligotropha	0	0	K02034	Pan
g__Olsenella	115.635	15.6936644472372	K02034	Pan
g__Pantoea	0	0	K02034	Pan
g__Paracoccus	4.262	0.578426928474294	K02034	Pan
g__Parascardovia	0	0	K02034	Pan
g__Propionibacterium	142.455	19.3336011487108	K02034	Pan
g__Pseudomonas	0.087	0.0118074009331918	K02034	Pan
g__Ralstonia	0	0	K02034	Pan
g__Rhodococcus	0	0	K02034	Pan
g__Rhodopseudomonas	0.306	0.0415294791443299	K02034	Pan
g__Rothia	0.129	0.0175075255216293	K02034	Pan
g__Selenomonas	0	0	K02034	Pan
g__Staphylococcus	0.334	0.0453295622032882	K02034	Pan
g__Streptococcus	0	0	K02034	Pan
g__Streptomyces	0	0	K02034	Pan
g__Streptosporangium	0	0	K02034	Pan
g__Variovorax	0	0	K02034	Pan
unclassified	0	0	K02034	Pan
Total	736.826	100	K02034	Pan
g__Acidovorax	0	0	K02034	Gorilla
g__Advenella	0	0	K02034	Gorilla
g__Aeromonas	0.157	0.0431567662662525	K02034	Gorilla
g__Agrobacterium	0	0	K02034	Gorilla
g__Arthrobacter	0.229	0.0629484042991836	K02034	Gorilla
g__Atopobium	0	0	K02034	Gorilla
g__Bacillus	0	0	K02034	Gorilla
g__Bifidobacterium	13.902	3.82143544352511	K02034	Gorilla
g__Burkholderia	0	0	K02034	Gorilla
g__Campylobacter	0	0	K02034	Gorilla
g__Chlorobium	0	0	K02034	Gorilla
g__Citrobacter	3.048	0.837846010060749	K02034	Gorilla
g__Clostridium	0	0	K02034	Gorilla
g__Corynebacterium	0	0	K02034	Gorilla
g__Cryptobacterium	1.387	0.381263915995492	K02034	Gorilla
g__Desulfovibrio	0	0	K02034	Gorilla
g__Enterobacter	2.226	0.611891475851453	K02034	Gorilla
g__Enterococcus	0	0	K02034	Gorilla
g__Erysipelothrix	0.93	0.255641991258693	K02034	Gorilla
g__Escherichia	4.019	1.10475823964375	K02034	Gorilla
g__Exiguobacterium	2.891	0.794689243794497	K02034	Gorilla
g__Faecalibacterium	0	0	K02034	Gorilla
g__Fretibacterium	47.482	13.0520355149949	K02034	Gorilla
g__Fusobacterium	37.883	10.413425327799	K02034	Gorilla
g__Haemophilus	0	0	K02034	Gorilla
g__Klebsiella	2.509	0.689683608675335	K02034	Gorilla
g__Kocuria	0	0	K02034	Gorilla
g__Lactococcus	0.285	0.0783419005470189	K02034	Gorilla
g__Leptotrichia	0	0	K02034	Gorilla
g__Lysinibacillus	0.299	0.0821902746089777	K02034	Gorilla
g__Methanobrevibacter	0.505	0.138816350092086	K02034	Gorilla
g__Micrococcus	0	0	K02034	Gorilla
g__Micromonospora	0	0	K02034	Gorilla
g__Morganella	0.301	0.0827400423321147	K02034	Gorilla
g__Nitrosomonas	0.331	0.0909865581791693	K02034	Gorilla
g__Nitrosospira	0.168	0.0461804887435059	K02034	Gorilla
g__Oligotropha	0.142	0.0390335083427252	K02034	Gorilla
g__Olsenella	29.938	8.22947304763737	K02034	Gorilla
g__Pantoea	0	0	K02034	Gorilla
g__Paracoccus	0	0	K02034	Gorilla
g__Parascardovia	0	0	K02034	Gorilla
g__Propionibacterium	189.011	51.9560735589214	K02034	Gorilla
g__Pseudomonas	0.538	0.147887517523846	K02034	Gorilla
g__Ralstonia	0	0	K02034	Gorilla
g__Rhodococcus	0.331	0.0909865581791693	K02034	Gorilla
g__Rhodopseudomonas	0.763	0.209736386376756	K02034	Gorilla
g__Rothia	18.713	5.1439017015311	K02034	Gorilla
g__Selenomonas	0	0	K02034	Gorilla
g__Staphylococcus	0.544	0.149536820693257	K02034	Gorilla
g__Streptococcus	5.258	1.44533934412711	K02034	Gorilla
g__Streptomyces	0	0	K02034	Gorilla
g__Streptosporangium	0	0	K02034	Gorilla
g__Variovorax	0	0	K02034	Gorilla
unclassified	0	0	K02034	Gorilla
Total	363.79	100	K02034	Gorilla
g__Acidovorax	0	0	K02034	Alouatta
g__Advenella	0	0	K02034	Alouatta
g__Aeromonas	0	0	K02034	Alouatta
g__Agrobacterium	0	0	K02034	Alouatta
g__Arthrobacter	0	0	K02034	Alouatta
g__Atopobium	0	0	K02034	Alouatta
g__Bacillus	0	0	K02034	Alouatta
g__Bifidobacterium	0.06	0.160707111289675	K02034	Alouatta
g__Burkholderia	0	0	K02034	Alouatta
g__Campylobacter	0	0	K02034	Alouatta
g__Chlorobium	0	0	K02034	Alouatta
g__Citrobacter	0	0	K02034	Alouatta
g__Clostridium	0	0	K02034	Alouatta
g__Corynebacterium	0.286	0.766037230480782	K02034	Alouatta
g__Cryptobacterium	0	0	K02034	Alouatta
g__Desulfovibrio	0.089	0.238382215079684	K02034	Alouatta
g__Enterobacter	0	0	K02034	Alouatta
g__Enterococcus	0	0	K02034	Alouatta
g__Erysipelothrix	0.296	0.792821749029061	K02034	Alouatta
g__Escherichia	0	0	K02034	Alouatta
g__Exiguobacterium	0	0	K02034	Alouatta
g__Faecalibacterium	0	0	K02034	Alouatta
g__Fretibacterium	0	0	K02034	Alouatta
g__Fusobacterium	23.108	61.8936654613633	K02034	Alouatta
g__Haemophilus	0	0	K02034	Alouatta
g__Klebsiella	0	0	K02034	Alouatta
g__Kocuria	0	0	K02034	Alouatta
g__Lactococcus	0	0	K02034	Alouatta
g__Leptotrichia	0	0	K02034	Alouatta
g__Lysinibacillus	0	0	K02034	Alouatta
g__Methanobrevibacter	0	0	K02034	Alouatta
g__Micrococcus	0	0	K02034	Alouatta
g__Micromonospora	0	0	K02034	Alouatta
g__Morganella	0	0	K02034	Alouatta
g__Nitrosomonas	0	0	K02034	Alouatta
g__Nitrosospira	0	0	K02034	Alouatta
g__Oligotropha	0	0	K02034	Alouatta
g__Olsenella	0	0	K02034	Alouatta
g__Pantoea	0	0	K02034	Alouatta
g__Paracoccus	0	0	K02034	Alouatta
g__Parascardovia	0	0	K02034	Alouatta
g__Propionibacterium	12.301	32.9476362662381	K02034	Alouatta
g__Pseudomonas	0	0	K02034	Alouatta
g__Ralstonia	0	0	K02034	Alouatta
g__Rhodococcus	0	0	K02034	Alouatta
g__Rhodopseudomonas	0.583	1.56153743136467	K02034	Alouatta
g__Rothia	0	0	K02034	Alouatta
g__Selenomonas	0	0	K02034	Alouatta
g__Staphylococcus	0	0	K02034	Alouatta
g__Streptococcus	0	0	K02034	Alouatta
g__Streptomyces	0.612	1.63921253515468	K02034	Alouatta
g__Streptosporangium	0	0	K02034	Alouatta
g__Variovorax	0	0	K02034	Alouatta
unclassified	0	0	K02034	Alouatta
Total	37.335	100	K02034	Alouatta
g__Bacteroides	0	0	K02117	Homo
g__Clostridium	0.256	0.0145878338605278	K02117	Homo
g__Enterococcus	0	0	K02117	Homo
g__Erysipelothrix	0	0	K02117	Homo
g__Filifactor	10.619	0.605110186581814	K02117	Homo
g__Fretibacterium	173.428	9.88257363579535	K02117	Homo
g__Leptotrichia	21.831	1.24401172269212	K02117	Homo
g__Methanobrevibacter	120.574	6.87075578085654	K02117	Homo
g__Porphyromonas	30.828	1.75669430567324	K02117	Homo
g__Streptococcus	959.781	54.6918975409813	K02117	Homo
g__Tannerella	90.218	5.14095779386365	K02117	Homo
g__Treponema	41.966	2.39137904605824	K02117	Homo
unclassified	305.386	17.4020321536372	K02117	Homo
Total	1754.887	100	K02117	Homo
g__Bacteroides	0	0	K02117	Pan
g__Clostridium	0.648	0.157030381016772	K02117	Pan
g__Enterococcus	0.473	0.114622484908847	K02117	Pan
g__Erysipelothrix	0	0	K02117	Pan
g__Filifactor	3.741	0.906559653369974	K02117	Pan
g__Fretibacterium	136.72	33.1314717478596	K02117	Pan
g__Leptotrichia	0	0	K02117	Pan
g__Methanobrevibacter	6.053	1.46682854366438	K02117	Pan
g__Porphyromonas	10.899	2.64116376960154	K02117	Pan
g__Streptococcus	0	0	K02117	Pan
g__Tannerella	23.271	5.63928085901434	K02117	Pan
g__Treponema	4.043	0.979743565510506	K02117	Pan
unclassified	226.811	54.963298995054	K02117	Pan
Total	412.659	100	K02117	Pan
g__Bacteroides	0.125	0.140291806958474	K02117	Gorilla
g__Clostridium	0.142	0.159371492704826	K02117	Gorilla
g__Enterococcus	0	0	K02117	Gorilla
g__Erysipelothrix	0.936	1.05050505050505	K02117	Gorilla
g__Filifactor	1.41	1.58249158249158	K02117	Gorilla
g__Fretibacterium	25.455	28.5690235690236	K02117	Gorilla
g__Leptotrichia	0	0	K02117	Gorilla
g__Methanobrevibacter	0.648	0.727272727272727	K02117	Gorilla
g__Porphyromonas	1.698	1.90572390572391	K02117	Gorilla
g__Streptococcus	14.271	16.016835016835	K02117	Gorilla
g__Tannerella	15.575	17.4803591470258	K02117	Gorilla
g__Treponema	3.209	3.60157126823794	K02117	Gorilla
unclassified	25.631	28.7665544332211	K02117	Gorilla
Total	89.1	100	K02117	Gorilla
g__Bacteroides	0.203	4.1268550518398	K02117	Alouatta
g__Clostridium	0	0	K02117	Alouatta
g__Enterococcus	0	0	K02117	Alouatta
g__Erysipelothrix	0	0	K02117	Alouatta
g__Filifactor	0	0	K02117	Alouatta
g__Fretibacterium	0	0	K02117	Alouatta
g__Leptotrichia	0	0	K02117	Alouatta
g__Methanobrevibacter	0	0	K02117	Alouatta
g__Porphyromonas	4.716	95.8731449481602	K02117	Alouatta
g__Streptococcus	0	0	K02117	Alouatta
g__Tannerella	0	0	K02117	Alouatta
g__Treponema	0	0	K02117	Alouatta
unclassified	0	0	K02117	Alouatta
Total	4.919	100	K02117	Alouatta
g__Aggregatibacter	0.374	0.0239911989505454	K03205	Homo
g__Agrobacterium	0.19	0.0121880422476033	K03205	Homo
g__Blautia	0	0	K03205	Homo
g__Bulleidia	13.641	0.875037285787139	K03205	Homo
g__Clostridiales_Family_XIII_Incertae_Sedis_noname	34.268	2.19820964074142	K03205	Homo
g__Eggerthia	50.903	3.26530481331447	K03205	Homo
g__Enterococcus	0	0	K03205	Homo
g__Escherichia	0	0	K03205	Homo
g__Eubacteriaceae_noname	72.775	4.66834091878594	K03205	Homo
g__Exiguobacterium	0.15	0.00962213861652891	K03205	Homo
g__Faecalibacterium	0	0	K03205	Homo
g__Filifactor	303.732	19.4836760418371	K03205	Homo
g__Fusobacterium	2.105	0.135030678585289	K03205	Homo
g__Gemella	164.788	10.5707531889371	K03205	Homo
g__Johnsonella	238.169	15.2779675477338	K03205	Homo
g__Klebsiella	0	0	K03205	Homo
g__Lachnospiraceae_noname	7.817	0.50144171710271	K03205	Homo
g__Leptotrichia	4.852	0.311244110449322	K03205	Homo
g__Mogibacterium	92.306	5.92120751424878	K03205	Homo
g__Nitrosomonas	0	0	K03205	Homo
g__Paracoccus	0	0	K03205	Homo
g__Parascardovia	0.027	0.0017319849509752	K03205	Homo
g__Parvimonas	59.618	3.8243510669348	K03205	Homo
g__Peptostreptococcus	112.117	7.19203543512915	K03205	Homo
g__Ralstonia	0.215	0.0137917320170248	K03205	Homo
g__Rhodopseudomonas	0.033	0.00211687049563636	K03205	Homo
g__Selenomonas	2.407	0.154403250999901	K03205	Homo
g__Shuttleworthia	0.868	0.055680108794314	K03205	Homo
g__Solobacterium	37.578	2.41053816621282	K03205	Homo
g__Stenotrophomonas	0	0	K03205	Homo
g__Streptococcus	359.972	23.0913365471276	K03205	Homo
Total	1558.905	100	K03205	Homo
