Pathway_name	Pathway_number	KOrtholog	Enzyme_name
Various types of N-glycan biosynthesis	ko00513	K03843	alpha-1,3/alpha-1,6-mannosyltransferase [EC:2.4.1.257 2.4.1.132]
Various types of N-glycan biosynthesis	ko00513	K03844	alpha-1,2-mannosyltransferase [EC:2.4.1.131]
Various types of N-glycan biosynthesis	ko00513	K03845	alpha-1,3-mannosyltransferase [EC:2.4.1.258]
Various types of N-glycan biosynthesis	ko00513	K03846	alpha-1,2-mannosyltransferase [EC:2.4.1.261 2.4.1.259]
Various types of N-glycan biosynthesis	ko00513	K03847	alpha-1,6-mannosyltransferase [EC:2.4.1.260]
Various types of N-glycan biosynthesis	ko00513	K07151	dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18]
Various types of N-glycan biosynthesis	ko00513	K12666	oligosaccharyltransferase complex subunit alpha (ribophorin I)
Various types of N-glycan biosynthesis	ko00513	K12667	oligosaccharyltransferase complex subunit delta (ribophorin II)
Various types of N-glycan biosynthesis	ko00513	K12668	oligosaccharyltransferase complex subunit epsilon
Various types of N-glycan biosynthesis	ko00513	K12669	oligosaccharyltransferase complex subunit gamma
Various types of N-glycan biosynthesis	ko00513	K12670	oligosaccharyltransferase complex subunit beta
Various types of N-glycan biosynthesis	ko00513	K00730	oligosaccharyl transferase complex subunit OST4
Various types of N-glycan biosynthesis	ko00513	K12691	oligosaccharyl transferase complex subunit OST5
Various types of N-glycan biosynthesis	ko00513	K01230	mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113]
Various types of N-glycan biosynthesis	ko00513	K05528	alpha 1,6-mannosyltransferase [EC:2.4.1.232]
Various types of N-glycan biosynthesis	ko00513	K05529	mannan polymerase complexes MNN9 subunit [EC:2.4.1.232]
Various types of N-glycan biosynthesis	ko00513	K05530	mannan polymerase I complex VAN1 subunit [EC:2.4.1.-]
Various types of N-glycan biosynthesis	ko00513	K05531	mannan polymerase II complex MNN10 subunit [EC:2.4.1.-]
Various types of N-glycan biosynthesis	ko00513	K05532	mannan polymerase II complex MNN11 subunit [EC:2.4.1.-]
Various types of N-glycan biosynthesis	ko00513	K05533	mannan polymerase II complex ANP1 subunit [EC:2.4.1.-]
Various types of N-glycan biosynthesis	ko00513	K05534	mannan polymerase II complex HOC1 subunit [EC:2.4.1.-]
Various types of N-glycan biosynthesis	ko00513	K05535	alpha 1,2-mannosyltransferase [EC:2.4.1.-]
Various types of N-glycan biosynthesis	ko00513	K05536	alpha 1,2-mannosyltransferase [EC:2.4.1.-]
Various types of N-glycan biosynthesis	ko00513	K05537	mannosylphosphate transferase [EC:2.7.8.-]
Various types of N-glycan biosynthesis	ko00513	K05538	alpha 1,3-mannosyltransferase [EC:2.4.1.-]
Various types of N-glycan biosynthesis	ko00513	K00726	alpha-1,3-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.101]
Various types of N-glycan biosynthesis	ko00513	K01231	alpha-mannosidase II [EC:3.2.1.114]
Various types of N-glycan biosynthesis	ko00513	K00736	alpha-1,6-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.143]
Various types of N-glycan biosynthesis	ko00513	K03714	glycoprotein 2-beta-D-xylosyltransferase [EC:2.4.2.38]
Various types of N-glycan biosynthesis	ko00513	K00753	glycoprotein 3-alpha-L-fucosyltransferase [EC:2.4.1.214]
Various types of N-glycan biosynthesis	ko00513	K14413	beta-1,3-galactosyltransferase [EC:2.4.1.-]
Various types of N-glycan biosynthesis	ko00513	K14412	alpha-1,4-fucosyltransferase [EC:2.4.1.65]
Various types of N-glycan biosynthesis	ko00513	K12373	hexosaminidase [EC:3.2.1.52]
Various types of N-glycan biosynthesis	ko00513	K00717	glycoprotein 6-alpha-L-fucosyltransferase [EC:2.4.1.68]
Various types of N-glycan biosynthesis	ko00513	K20730	beta-hexosaminidase Fdl [EC:3.2.1.52]
Various types of N-glycan biosynthesis	ko00513	K14434	alpha 1,6-fucoside beta 1,4-galactosyltransferase [EC:2.4.1.-]
Various types of N-glycan biosynthesis	ko00513	K14459	hexosaminidase [EC:3.2.1.52]
Various types of N-glycan biosynthesis	ko00513	K14464	alpha-1,3-fucosyltransferase [EC:2.4.1.-]
Various types of N-glycan biosynthesis	ko00513	K13748	alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C [EC:2.4.1.145 2.4.1.201]
Various types of N-glycan biosynthesis	ko00513	K00738	alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase A/B [EC:2.4.1.145]
Various types of N-glycan biosynthesis	ko00513	K07966	beta-1,4-galactosyltransferase 1 [EC:2.4.1.- 2.4.1.38 2.4.1.90 2.4.1.22]
Various types of N-glycan biosynthesis	ko00513	K07967	beta-1,4-galactosyltransferase 2 [EC:2.4.1.- 2.4.1.38 2.4.1.90 2.4.1.22]
Various types of N-glycan biosynthesis	ko00513	K07968	beta-1,4-galactosyltransferase 3 [EC:2.4.1.- 2.4.1.38 2.4.1.90]
Various types of N-glycan biosynthesis	ko00513	K00781	neolactotetraosylceramide alpha-2,3-sialyltransferase (sialyltransferase 6) [EC:2.4.99.6]
Various types of N-glycan biosynthesis	ko00513	K09656	beta-1,4-N-acetylgalactosaminyltransferase 3 [EC:2.4.1.244]
Various types of N-glycan biosynthesis	ko00513	K09657	beta-1,4-N-acetylgalactosaminyltransferase 4 [EC:2.4.1.244]
Various types of N-glycan biosynthesis	ko00513	K09672	carbohydrate 4-sulfotransferase 8 [EC:2.8.2.-]
Various types of N-glycan biosynthesis	ko00513	K09673	carbohydrate 4-sulfotransferase 9 [EC:2.8.2.-]
Other types of O-glycan biosynthesis	ko00514	K09667	protein O-GlcNAc transferase [EC:2.4.1.255]
Other types of O-glycan biosynthesis	ko00514	K18134	EGF domain-specific O-GlcNAc transferase [EC:2.4.1.255]
Other types of O-glycan biosynthesis	ko00514	K03691	peptide-O-fucosyltransferase [EC:2.4.1.221]
Other types of O-glycan biosynthesis	ko00514	K05948	fringe [EC:2.4.1.222]
Other types of O-glycan biosynthesis	ko00514	K07966	beta-1,4-galactosyltransferase 1 [EC:2.4.1.- 2.4.1.38 2.4.1.90 2.4.1.22]
Other types of O-glycan biosynthesis	ko00514	K07967	beta-1,4-galactosyltransferase 2 [EC:2.4.1.- 2.4.1.38 2.4.1.90 2.4.1.22]
Other types of O-glycan biosynthesis	ko00514	K07968	beta-1,4-galactosyltransferase 3 [EC:2.4.1.- 2.4.1.38 2.4.1.90]
Other types of O-glycan biosynthesis	ko00514	K00778	beta-galactoside alpha-2,6-sialyltransferase (sialyltransferase 1) [EC:2.4.99.1]
Other types of O-glycan biosynthesis	ko00514	K00779	beta-galactoside alpha-2,6-sialyltransferase (sialyltransferase 2) [EC:2.4.99.1]
Other types of O-glycan biosynthesis	ko00514	K00781	neolactotetraosylceramide alpha-2,3-sialyltransferase (sialyltransferase 6) [EC:2.4.99.6]
Other types of O-glycan biosynthesis	ko00514	K13675	UDP-glucose:O-linked fucose beta-1,3-glucosyltransferase [EC:2.4.1.-]
Other types of O-glycan biosynthesis	ko00514	K13667	protein glucosyltransferase [EC:2.4.1.-]
Other types of O-glycan biosynthesis	ko00514	K13676	UDP-xylose:glucoside alpha-1,3-xylosyltransferase [EC:2.4.2.-]
Other types of O-glycan biosynthesis	ko00514	K11703	collagen beta-1,O-galactosyltransferase [EC:2.4.1.50]
Other types of O-glycan biosynthesis	ko00514	K13646	lysyl hydroxylase/galactosyltransferase/glucosyltransferase [EC:2.4.1.66 2.4.1.50 1.14.11.4]
Other types of O-glycan biosynthesis	ko00514	K00728	dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]
Other types of O-glycan biosynthesis	ko00514	K10967	alpha 1,2-mannosyltransferase [EC:2.4.1.-]
Other types of O-glycan biosynthesis	ko00514	K05538	alpha 1,3-mannosyltransferase [EC:2.4.1.-]
Other types of O-glycan biosynthesis	ko00514	K10968	alpha 1,3-mannosyltransferase [EC:2.4.1.-]
Other types of O-glycan biosynthesis	ko00514	K10969	alpha 1,3-mannosyltransferase [EC:2.4.1.-]
Other types of O-glycan biosynthesis	ko00514	K10970	alpha 1,2-mannosyltransferase [EC:2.4.1.-]
Other types of O-glycan biosynthesis	ko00514	K10971	alpha 1,2-galactosyltransferase [EC:2.4.1.-]
Other types of O-glycan biosynthesis	ko00514	K20781	peptidyl serine alpha-galactosyltransferase [EC:2.4.1.-]
Other types of O-glycan biosynthesis	ko00514	K20782	hydroxyproline O-arabinosyltransferase [EC:2.4.2.58]
Other types of O-glycan biosynthesis	ko00514	K20783	arabinosyltransferase [EC:2.4.2.-]
Other types of O-glycan biosynthesis	ko00514	K20784	arabinosyltransferase [EC:2.4.2.-]
Mannose type O-glycan biosynthesis	ko00515	K00728	dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]
Mannose type O-glycan biosynthesis	ko00515	K09666	beta-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.-]
Mannose type O-glycan biosynthesis	ko00515	K07966	beta-1,4-galactosyltransferase 1 [EC:2.4.1.- 2.4.1.38 2.4.1.90 2.4.1.22]
Mannose type O-glycan biosynthesis	ko00515	K07967	beta-1,4-galactosyltransferase 2 [EC:2.4.1.- 2.4.1.38 2.4.1.90 2.4.1.22]
Mannose type O-glycan biosynthesis	ko00515	K07968	beta-1,4-galactosyltransferase 3 [EC:2.4.1.- 2.4.1.38 2.4.1.90]
Mannose type O-glycan biosynthesis	ko00515	K00781	neolactotetraosylceramide alpha-2,3-sialyltransferase (sialyltransferase 6) [EC:2.4.99.6]
Mannose type O-glycan biosynthesis	ko00515	K00735	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1 [EC:2.4.1.135]
Mannose type O-glycan biosynthesis	ko00515	K10157	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2 [EC:2.4.1.135]
Mannose type O-glycan biosynthesis	ko00515	K09674	carbohydrate 3-sulfotransferase 10 [EC:2.8.2.-]
Mannose type O-glycan biosynthesis	ko00515	K03663	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase [EC:2.4.1.152]
Mannose type O-glycan biosynthesis	ko00515	K07632	galactoside alpha-1,3-fucosyltransferase 4 [EC:2.4.1.-]
Mannose type O-glycan biosynthesis	ko00515	K09661	mannosyl alpha-1,6-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B [EC:2.4.1.-]
Mannose type O-glycan biosynthesis	ko00515	K18207	protein O-mannose beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.312]
Mannose type O-glycan biosynthesis	ko00515	K09654	beta-1,3-N-acetylgalactosaminyltransferase 2 [EC:2.4.1.313]
Mannose type O-glycan biosynthesis	ko00515	K17547	glycoprotein-mannosyl O6-kinase [EC:2.7.1.183]
Mannose type O-glycan biosynthesis	ko00515	K21031	D-ribitol-5-phosphate cytidylyltransferase [EC:2.7.7.40]
Mannose type O-glycan biosynthesis	ko00515	K19872	fukutin [EC:2.7.8.-]
Mannose type O-glycan biosynthesis	ko00515	K19873	fukutin-related protein [EC:2.7.8.-]
Mannose type O-glycan biosynthesis	ko00515	K21052	alpha-dystroglycan beta1,4-xylosyltransferase [EC:2.4.2.61]
Mannose type O-glycan biosynthesis	ko00515	K21032	beta-1,4-glucuronyltransferase 1 [EC:2.4.1.-]
Mannose type O-glycan biosynthesis	ko00515	K09668	glycosyltransferase-like protein LARGE [EC:2.4.1.- 2.4.2.-]
Glycosaminoglycan degradation	ko00531	K01197	hyaluronoglucosaminidase [EC:3.2.1.35]
Glycosaminoglycan degradation	ko00531	K01195	beta-glucuronidase [EC:3.2.1.31]
Glycosaminoglycan degradation	ko00531	K01207	beta-N-acetylhexosaminidase [EC:3.2.1.52]
Glycosaminoglycan degradation	ko00531	K01136	iduronate 2-sulfatase [EC:3.1.6.13]
Glycosaminoglycan degradation	ko00531	K01217	L-iduronidase [EC:3.2.1.76]
Glycosaminoglycan degradation	ko00531	K01135	arylsulfatase B [EC:3.1.6.12]
Glycosaminoglycan degradation	ko00531	K07964	heparanase [EC:3.2.1.166]
Glycosaminoglycan degradation	ko00531	K07965	heparanase 2 [EC:3.2.1.-]
Glycosaminoglycan degradation	ko00531	K01565	N-sulfoglucosamine sulfohydrolase [EC:3.10.1.1]
Glycosaminoglycan degradation	ko00531	K10532	heparan-alpha-glucosaminide N-acetyltransferase [EC:2.3.1.78]
Glycosaminoglycan degradation	ko00531	K01205	alpha-N-acetylglucosaminidase [EC:3.2.1.50]
Glycosaminoglycan degradation	ko00531	K01132	N-acetylgalactosamine-6-sulfatase [EC:3.1.6.4]
Glycosaminoglycan degradation	ko00531	K12309	beta-galactosidase [EC:3.2.1.23]
Glycosaminoglycan degradation	ko00531	K01137	N-acetylglucosamine-6-sulfatase [EC:3.1.6.14]
Glycosaminoglycan degradation	ko00531	K12373	hexosaminidase [EC:3.2.1.52]
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	ko00532	K00771	protein xylosyltransferase [EC:2.4.2.26]
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	ko00532	K00733	xylosylprotein 4-beta-galactosyltransferase [EC:2.4.1.133]
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	ko00532	K00734	galactosylxylosylprotein 3-beta-galactosyltransferase [EC:2.4.1.134]
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	ko00532	K10158	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 [EC:2.4.1.135]
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	ko00532	K00746	chondroitin sulfate N-acetylgalactosaminyltransferase 1/2 [EC:2.4.1.175 2.4.1.174]
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	ko00532	K13499	chondroitin sulfate synthase [EC:2.4.1.226 2.4.1.175]
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	ko00532	K00747	chondroitin polymerizing factor [EC:2.4.1.226 2.4.1.175]
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	ko00532	K03419	chondroitin polymerizing factor 2 [EC:2.4.1.226]
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	ko00532	K13500	chondroitin synthase [EC:2.4.1.226 2.4.1.175]
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	ko00532	K01794	chondroitin-glucuronate 5-epimerase [EC:5.1.3.19]
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	ko00532	K01017	chondroitin 4-sulfotransferase 11 [EC:2.8.2.5]
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	ko00532	K04742	chondroitin 4-sulfotransferase 12 [EC:2.8.2.5]
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	ko00532	K07779	chondroitin 4-sulfotransferase 13 [EC:2.8.2.5]
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	ko00532	K01020	chondroitin 6-sulfotransferase 3 [EC:2.8.2.17]
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	ko00532	K04743	chondroitin 6-sulfotransferase 7 [EC:2.8.2.17]
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	ko00532	K08106	N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase [EC:2.8.2.33]
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	ko00532	K03193	dermatan/chondrotin sulfate uronyl 2-O-sulfotransferase UST [EC:2.8.2.-]
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	ko00532	K08105	dermatan 4-sulfotransferase 1 [EC:2.8.2.35]
Glycosaminoglycan biosynthesis - keratan sulfate	ko00533	K00717	glycoprotein 6-alpha-L-fucosyltransferase [EC:2.4.1.68]
Glycosaminoglycan biosynthesis - keratan sulfate	ko00533	K07966	beta-1,4-galactosyltransferase 1 [EC:2.4.1.- 2.4.1.38 2.4.1.90 2.4.1.22]
Glycosaminoglycan biosynthesis - keratan sulfate	ko00533	K07967	beta-1,4-galactosyltransferase 2 [EC:2.4.1.- 2.4.1.38 2.4.1.90 2.4.1.22]
Glycosaminoglycan biosynthesis - keratan sulfate	ko00533	K07968	beta-1,4-galactosyltransferase 3 [EC:2.4.1.- 2.4.1.38 2.4.1.90]
Glycosaminoglycan biosynthesis - keratan sulfate	ko00533	K00741	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase [EC:2.4.1.149]
Glycosaminoglycan biosynthesis - keratan sulfate	ko00533	K09671	carbohydrate 6-sulfotransferase 6 [EC:2.8.2.-]
Glycosaminoglycan biosynthesis - keratan sulfate	ko00533	K07969	beta-1,4-galactosyltransferase 4 [EC:2.4.1.- 2.4.1.275 2.4.1.90]
Glycosaminoglycan biosynthesis - keratan sulfate	ko00533	K09664	beta-1,3-N-acetylglucosaminyltransferase 7 [EC:2.4.1.-]
Glycosaminoglycan biosynthesis - keratan sulfate	ko00533	K01022	keratan sulfate 6-sulfotransferase 1 [EC:2.8.2.21]
Glycosaminoglycan biosynthesis - keratan sulfate	ko00533	K00781	neolactotetraosylceramide alpha-2,3-sialyltransferase (sialyltransferase 6) [EC:2.4.99.6]
Glycosaminoglycan biosynthesis - keratan sulfate	ko00533	K04745	carbohydrate 6-sulfotransferase 2 [EC:2.8.2.-]
Glycosaminoglycan biosynthesis - keratan sulfate	ko00533	K04746	carbohydrate 6-sulfotransferase 4 [EC:2.8.2.-]
Glycosaminoglycan biosynthesis - keratan sulfate	ko00533	K00780	beta-galactoside alpha-2,3-sialyltransferase (sialyltransferase 4A) [EC:2.4.99.4]
Glycosaminoglycan biosynthesis - keratan sulfate	ko00533	K03368	beta-galactoside alpha-2,3-sialyltransferase (sialyltransferase 4B) [EC:2.4.99.4]
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	ko00534	K00771	protein xylosyltransferase [EC:2.4.2.26]
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	ko00534	K00733	xylosylprotein 4-beta-galactosyltransferase [EC:2.4.1.133]
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	ko00534	K00734	galactosylxylosylprotein 3-beta-galactosyltransferase [EC:2.4.1.134]
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	ko00534	K10158	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 [EC:2.4.1.135]
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	ko00534	K02369	alpha-1,4-N-acetylglucosaminyltransferase EXTL2 [EC:2.4.1.223]
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	ko00534	K02370	alpha-1,4-N-acetylglucosaminyltransferase EXTL3 [EC:2.4.1.224 2.4.1.223]
