Genus	Sum	Percent	KOrtholog	Host_Genus
g__Prevotella	0.155	0.0852904276627121	K01104	Alouatta
g__Propionibacterium	7.558	4.15887130499857	K01104	Alouatta
g__Pseudomonas	0	0	K01104	Alouatta
g__Rahnella	0	0	K01104	Alouatta
g__Rhodococcus	0	0	K01104	Alouatta
g__Rhodopseudomonas	0	0	K01104	Alouatta
g__Rothia	0	0	K01104	Alouatta
g__Staphylococcus	0	0	K01104	Alouatta
g__Streptococcus	0	0	K01104	Alouatta
g__Streptomyces	0.411	0.226157198512095	K01104	Alouatta
g__Streptosporangium	0	0	K01104	Alouatta
g__Veillonella	0	0	K01104	Alouatta
unclassified	119.714	65.8739242400898	K01104	Alouatta
Total	181.732	100	K01104	Alouatta
g__Acidovorax	0	0	K01589	Homo
g__Actinobacillus	0	0	K01589	Homo
g__Advenella	0	0	K01589	Homo
g__Aggregatibacter	190.808	9.02915138999566	K01589	Homo
g__Agrobacterium	0.105	0.00496866429054099	K01589	Homo
g__Arthrobacter	0	0	K01589	Homo
g__Bifidobacterium	0.563	0.0266415047197579	K01589	Homo
g__Burkholderia	23.055	1.09097671636593	K01589	Homo
g__Capnocytophaga	12.994	0.61488403610752	K01589	Homo
g__Citrobacter	0	0	K01589	Homo
g__Corynebacterium	0	0	K01589	Homo
g__Escherichia	0	0	K01589	Homo
g__Exiguobacterium	0	0	K01589	Homo
g__Haemophilus	28.121	1.33070293823146	K01589	Homo
g__Lactobacillus	0.184	0.00870699266151945	K01589	Homo
g__Lactococcus	0	0	K01589	Homo
g__Lysinibacillus	0	0	K01589	Homo
g__Macrococcus	0	0	K01589	Homo
g__Micrococcus	0.39	0.018455038793438	K01589	Homo
g__Micromonospora	0	0	K01589	Homo
g__Morganella	0	0	K01589	Homo
g__Neisseria	88.458	4.18588672202547	K01589	Homo
g__Nitrosomonas	0	0	K01589	Homo
g__Nitrosospira	0	0	K01589	Homo
g__Oligotropha	0	0	K01589	Homo
g__Paracoccus	0	0	K01589	Homo
g__Parascardovia	0.013	0.000615167959781265	K01589	Homo
g__Propionibacterium	448.278	21.2127894365251	K01589	Homo
g__Proteus	0	0	K01589	Homo
g__Pseudomonas	2.278	0.107796354798594	K01589	Homo
g__Rhodococcus	0	0	K01589	Homo
g__Rhodopseudomonas	0.123	0.00582043531177659	K01589	Homo
g__Rothia	77.399	3.66256807070078	K01589	Homo
g__Staphylococcus	1.277	0.0604284218954366	K01589	Homo
g__Stenotrophomonas	0	0	K01589	Homo
g__Streptococcus	1192.69	56.4388210731936	K01589	Homo
g__Streptomyces	0.273	0.0129185271554066	K01589	Homo
g__Streptosporangium	1.082	0.0512009024987176	K01589	Homo
g__Variovorax	0.166	0.00785522164028385	K01589	Homo
unclassified	44.987	2.12881238512921	K01589	Homo
Total	2113.244	100	K01589	Homo
g__Acidovorax	0	0	K01589	Pan
g__Actinobacillus	0	0	K01589	Pan
g__Advenella	0.125	0.447243192958603	K01589	Pan
g__Aggregatibacter	0.083	0.296969480124513	K01589	Pan
g__Agrobacterium	0	0	K01589	Pan
g__Arthrobacter	0	0	K01589	Pan
g__Bifidobacterium	0.563	2.01438334108555	K01589	Pan
g__Burkholderia	0	0	K01589	Pan
g__Capnocytophaga	0.374	1.33815163333214	K01589	Pan
g__Citrobacter	0	0	K01589	Pan
g__Corynebacterium	0	0	K01589	Pan
g__Escherichia	0.084	0.300547425668181	K01589	Pan
g__Exiguobacterium	0	0	K01589	Pan
g__Haemophilus	0	0	K01589	Pan
g__Lactobacillus	0	0	K01589	Pan
g__Lactococcus	0	0	K01589	Pan
g__Lysinibacillus	3.547	12.6909728433933	K01589	Pan
g__Macrococcus	0	0	K01589	Pan
g__Micrococcus	0	0	K01589	Pan
g__Micromonospora	1.524	5.45278900855129	K01589	Pan
g__Morganella	0	0	K01589	Pan
g__Neisseria	0	0	K01589	Pan
g__Nitrosomonas	0	0	K01589	Pan
g__Nitrosospira	0	0	K01589	Pan
g__Oligotropha	0	0	K01589	Pan
g__Paracoccus	0.355	1.27017066800243	K01589	Pan
g__Parascardovia	0	0	K01589	Pan
g__Propionibacterium	19.886	71.1510250813983	K01589	Pan
g__Proteus	0	0	K01589	Pan
g__Pseudomonas	0.175	0.626140470142044	K01589	Pan
g__Rhodococcus	0.351	1.25585888582776	K01589	Pan
g__Rhodopseudomonas	0.246	0.880174603742531	K01589	Pan
g__Rothia	0.109	0.389996064259902	K01589	Pan
g__Staphylococcus	0	0	K01589	Pan
g__Stenotrophomonas	0.474	1.69594618769902	K01589	Pan
g__Streptococcus	0.053	0.189631113814448	K01589	Pan
g__Streptomyces	0	0	K01589	Pan
g__Streptosporangium	0	0	K01589	Pan
g__Variovorax	0	0	K01589	Pan
unclassified	0	0	K01589	Pan
Total	27.949	100	K01589	Pan
g__Acidovorax	0	0	K01589	Gorilla
g__Actinobacillus	0.391	0.0889064731188664	K01589	Gorilla
g__Advenella	0	0	K01589	Gorilla
g__Aggregatibacter	11.104	2.52485288366213	K01589	Gorilla
g__Agrobacterium	0	0	K01589	Gorilla
g__Arthrobacter	0.1	0.0227382284191474	K01589	Gorilla
g__Bifidobacterium	7.309	1.66193711515548	K01589	Gorilla
g__Burkholderia	0	0	K01589	Gorilla
g__Capnocytophaga	2.259	0.51365657998854	K01589	Gorilla
g__Citrobacter	0.803	0.182587974205754	K01589	Gorilla
g__Corynebacterium	0	0	K01589	Gorilla
g__Escherichia	3.363	0.764686621735927	K01589	Gorilla
g__Exiguobacterium	4.198	0.954550829035808	K01589	Gorilla
g__Haemophilus	0	0	K01589	Gorilla
g__Lactobacillus	1.69	0.384276060283591	K01589	Gorilla
g__Lactococcus	0.1	0.0227382284191474	K01589	Gorilla
g__Lysinibacillus	0	0	K01589	Gorilla
g__Macrococcus	0.499	0.113463759811546	K01589	Gorilla
g__Micrococcus	0	0	K01589	Gorilla
g__Micromonospora	0	0	K01589	Gorilla
g__Morganella	0.94	0.213739347139986	K01589	Gorilla
g__Neisseria	18.795	4.27365003137876	K01589	Gorilla
g__Nitrosomonas	0.115	0.0261489626820195	K01589	Gorilla
g__Nitrosospira	0.312	0.0709432726677399	K01589	Gorilla
g__Oligotropha	0.239	0.0543443659217623	K01589	Gorilla
g__Paracoccus	0	0	K01589	Gorilla
g__Parascardovia	0	0	K01589	Gorilla
g__Propionibacterium	26.494	6.02426623736891	K01589	Gorilla
g__Proteus	0.291	0.066168244699719	K01589	Gorilla
g__Pseudomonas	0	0	K01589	Gorilla
g__Rhodococcus	0.172	0.0391097528809335	K01589	Gorilla
g__Rhodopseudomonas	0.342	0.0777647411934841	K01589	Gorilla
g__Rothia	51.698	11.7552093281308	K01589	Gorilla
g__Staphylococcus	0.703	0.159849745786606	K01589	Gorilla
g__Stenotrophomonas	0	0	K01589	Gorilla
g__Streptococcus	22.823	5.18954587210201	K01589	Gorilla
g__Streptomyces	0	0	K01589	Gorilla
g__Streptosporangium	0	0	K01589	Gorilla
g__Variovorax	0	0	K01589	Gorilla
unclassified	285.048	64.8148653442113	K01589	Gorilla
Total	439.788	100	K01589	Gorilla
g__Acidovorax	0	0	K01589	Alouatta
g__Actinobacillus	0	0	K01589	Alouatta
g__Advenella	0	0	K01589	Alouatta
g__Aggregatibacter	0.571	1.21120845088348	K01589	Alouatta
g__Agrobacterium	0	0	K01589	Alouatta
g__Arthrobacter	0	0	K01589	Alouatta
g__Bifidobacterium	0	0	K01589	Alouatta
g__Burkholderia	0	0	K01589	Alouatta
g__Capnocytophaga	0	0	K01589	Alouatta
g__Citrobacter	0	0	K01589	Alouatta
g__Corynebacterium	0.245	0.51969539486244	K01589	Alouatta
g__Escherichia	0	0	K01589	Alouatta
g__Exiguobacterium	0	0	K01589	Alouatta
g__Haemophilus	0	0	K01589	Alouatta
g__Lactobacillus	0	0	K01589	Alouatta
g__Lactococcus	0	0	K01589	Alouatta
g__Lysinibacillus	0	0	K01589	Alouatta
g__Macrococcus	0	0	K01589	Alouatta
g__Micrococcus	0	0	K01589	Alouatta
g__Micromonospora	0	0	K01589	Alouatta
g__Morganella	0	0	K01589	Alouatta
g__Neisseria	0	0	K01589	Alouatta
g__Nitrosomonas	0	0	K01589	Alouatta
g__Nitrosospira	0	0	K01589	Alouatta
g__Oligotropha	0	0	K01589	Alouatta
g__Paracoccus	0	0	K01589	Alouatta
g__Parascardovia	0	0	K01589	Alouatta
g__Propionibacterium	0.594	1.25999618182975	K01589	Alouatta
g__Proteus	0	0	K01589	Alouatta
g__Pseudomonas	0	0	K01589	Alouatta
g__Rhodococcus	0	0	K01589	Alouatta
g__Rhodopseudomonas	0.065	0.137878370065545	K01589	Alouatta
g__Rothia	0	0	K01589	Alouatta
g__Staphylococcus	0	0	K01589	Alouatta
g__Stenotrophomonas	0	0	K01589	Alouatta
g__Streptococcus	0.487	1.03302717264493	K01589	Alouatta
g__Streptomyces	0	0	K01589	Alouatta
g__Streptosporangium	0	0	K01589	Alouatta
g__Variovorax	0	0	K01589	Alouatta
unclassified	45.181	95.8381944297138	K01589	Alouatta
Total	47.143	100	K01589	Alouatta
g__Acidovorax	0	0	K01990	Homo
g__Acinetobacter	0	0	K01990	Homo
g__Actinobacillus	0	0	K01990	Homo
g__Advenella	0	0	K01990	Homo
g__Aeromonas	0	0	K01990	Homo
g__Aggregatibacter	153.195	0.656121693131891	K01990	Homo
g__Agrobacterium	0.489	0.00209434712582979	K01990	Homo
g__Alloprevotella	0.602	0.00257831691155324	K01990	Homo
g__Arcanobacterium	0	0	K01990	Homo
g__Arthrobacter	0	0	K01990	Homo
g__Atopobium	14.445	0.0618667571219045	K01990	Homo
g__Bacillus	0	0	K01990	Homo
g__Bacteroides	0	0	K01990	Homo
g__Bifidobacterium	2.803	0.0120050204370161	K01990	Homo
g__Brachybacterium	0	0	K01990	Homo
g__Burkholderia	78.769	0.337361203996905	K01990	Homo
g__Campylobacter	9.063	0.0388160899824036	K01990	Homo
g__Capnocytophaga	111.043	0.475588114301671	K01990	Homo
g__Citrobacter	0	0	K01990	Homo
g__Clostridium	1.035	0.00443282060375017	K01990	Homo
g__Corynebacterium	33.598	0.1438974943428	K01990	Homo
g__Cryptobacterium	0	0	K01990	Homo
g__Desulfovibrio	0.519	0.00222283467956168	K01990	Homo
g__Enterobacter	0.312	0.00133627055881164	K01990	Homo
g__Enterococcus	0	0	K01990	Homo
g__Erysipelothrix	0	0	K01990	Homo
g__Escherichia	0	0	K01990	Homo
g__Exiguobacterium	0	0	K01990	Homo
g__Faecalibacterium	0	0	K01990	Homo
g__Filifactor	17.374	0.0744114252845946	K01990	Homo
g__Flavobacterium	0	0	K01990	Homo
g__Fretibacterium	299.861	1.28428021165326	K01990	Homo
g__Fusobacterium	20.315	0.0870074884687774	K01990	Homo
g__Gemella	44.618	0.191095255746981	K01990	Homo
g__Granulicatella	0.111	0.000475403948807989	K01990	Homo
g__Haemophilus	11.508	0.0492878256115526	K01990	Homo
g__Klebsiella	0	0	K01990	Homo
g__Kocuria	0.457	0.00195729373518244	K01990	Homo
g__Lachnospiraceae_noname	0	0	K01990	Homo
g__Lactobacillus	0.098	0.000419726008857504	K01990	Homo
g__Lactococcus	0.398	0.00170460154617639	K01990	Homo
g__Lysinibacillus	0	0	K01990	Homo
g__Macrococcus	0	0	K01990	Homo
g__Methanobrevibacter	2.784	0.0119236449863193	K01990	Homo
g__Micrococcus	4.727	0.020245355549688	K01990	Homo
g__Micromonospora	0	0	K01990	Homo
g__Morganella	0	0	K01990	Homo
g__Nitrosomonas	0	0	K01990	Homo
g__Nitrosospira	0	0	K01990	Homo
g__Olsenella	209.338	0.896577584104205	K01990	Homo
g__Pantoea	0.19	0.000813754506968629	K01990	Homo
g__Paracoccus	0	0	K01990	Homo
g__Parascardovia	0.288	0.00123348051582613	K01990	Homo
g__Peptostreptococcus	43.498	0.186298387074323	K01990	Homo
g__Porphyromonas	23.032	0.0986441779184288	K01990	Homo
g__Prevotella	18.151	0.0777392529262505	K01990	Homo
g__Propionibacterium	12179.629	52.1643578523991	K01990	Homo
g__Proteus	0	0	K01990	Homo
g__Pseudomonas	5.033	0.0215559285977532	K01990	Homo
g__Rhodanobacter	0	0	K01990	Homo
g__Rhodococcus	0	0	K01990	Homo
g__Rhodopseudomonas	6.721	0.0287854949544008	K01990	Homo
g__Rothia	650.218	2.78483067374804	K01990	Homo
g__Selenomonas	27.574	0.118097193553437	K01990	Homo
g__Staphylococcus	22.426	0.0960487293330447	K01990	Homo
g__Stenotrophomonas	0.123	0.000526798970300744	K01990	Homo
g__Streptococcus	8588.726	36.7848131137824	K01990	Homo
g__Streptomyces	1.096	0.00469407862967167	K01990	Homo
g__Streptosporangium	17.808	0.0762702118952492	K01990	Homo
g__Tannerella	432.795	1.85362569391309	K01990	Homo
g__Treponema	33.681	0.144252976574792	K01990	Homo
g__Variovorax	1.2	0.00513950214927555	K01990	Homo
unclassified	278.914	1.1945659187192	K01990	Homo
Total	23348.565	100	K01990	Homo
g__Acidovorax	0	0	K01990	Pan
g__Acinetobacter	0	0	K01990	Pan
g__Actinobacillus	0	0	K01990	Pan
g__Advenella	0.474	0.0368985593214402	K01990	Pan
g__Aeromonas	0	0	K01990	Pan
g__Aggregatibacter	0	0	K01990	Pan
g__Agrobacterium	0	0	K01990	Pan
g__Alloprevotella	0	0	K01990	Pan
g__Arcanobacterium	0	0	K01990	Pan
g__Arthrobacter	0	0	K01990	Pan
g__Atopobium	0.273	0.0212517018876649	K01990	Pan
g__Bacillus	24.787	1.92954554831337	K01990	Pan
g__Bacteroides	0	0	K01990	Pan
g__Bifidobacterium	1.134	0.0882763001487619	K01990	Pan
g__Brachybacterium	1.387	0.107971100799235	K01990	Pan
g__Burkholderia	0	0	K01990	Pan
g__Campylobacter	0	0	K01990	Pan
g__Capnocytophaga	0.781	0.0607969933123307	K01990	Pan
g__Citrobacter	0	0	K01990	Pan
g__Clostridium	2.183	0.16993577003946	K01990	Pan
g__Corynebacterium	0.344	0.026778701279695	K01990	Pan
g__Cryptobacterium	22.634	1.7619451301297	K01990	Pan
g__Desulfovibrio	0.106	0.00825157655711531	K01990	Pan
g__Enterobacter	2.481	0.193133598473614	K01990	Pan
g__Enterococcus	3.311	0.257744999817064	K01990	Pan
g__Erysipelothrix	0	0	K01990	Pan
g__Escherichia	0.301	0.0234313636197331	K01990	Pan
g__Exiguobacterium	0	0	K01990	Pan
g__Faecalibacterium	0	0	K01990	Pan
g__Filifactor	2.192	0.170636375596196	K01990	Pan
g__Flavobacterium	0.334	0.0260002506610992	K01990	Pan
g__Fretibacterium	157.874	12.2897112960191	K01990	Pan
g__Fusobacterium	12.101	0.942003093562758	K01990	Pan
g__Gemella	0	0	K01990	Pan
g__Granulicatella	0	0	K01990	Pan
g__Haemophilus	0	0	K01990	Pan
g__Klebsiella	0	0	K01990	Pan
g__Kocuria	0.589	0.0458507414352917	K01990	Pan
g__Lachnospiraceae_noname	0	0	K01990	Pan
g__Lactobacillus	0	0	K01990	Pan
g__Lactococcus	0	0	K01990	Pan
g__Lysinibacillus	21.24	1.65342911389745	K01990	Pan
g__Macrococcus	1.119	0.0871086242208682	K01990	Pan
g__Methanobrevibacter	0	0	K01990	Pan
g__Micrococcus	0	0	K01990	Pan
g__Micromonospora	36.181	2.81651218314141	K01990	Pan
g__Morganella	0.636	0.0495094593426919	K01990	Pan
g__Nitrosomonas	0	0	K01990	Pan
g__Nitrosospira	0	0	K01990	Pan
g__Olsenella	208.602	16.2386355940318	K01990	Pan
g__Pantoea	0	0	K01990	Pan
g__Paracoccus	4.895	0.381051577802636	K01990	Pan
g__Parascardovia	0	0	K01990	Pan
g__Peptostreptococcus	1.514	0.117857423655402	K01990	Pan
g__Porphyromonas	25.102	1.95406674279914	K01990	Pan
g__Prevotella	0.604	0.0470184173631854	K01990	Pan
g__Propionibacterium	523.456	40.7484647007675	K01990	Pan
g__Proteus	0	0	K01990	Pan
g__Pseudomonas	0.548	0.042659093899049	K01990	Pan
g__Rhodanobacter	0	0	K01990	Pan
g__Rhodococcus	0	0	K01990	Pan
g__Rhodopseudomonas	2.224	0.173127417575702	K01990	Pan
g__Rothia	1.901	0.147983462595059	K01990	Pan
g__Selenomonas	0.619	0.048186093291079	K01990	Pan
g__Staphylococcus	1.195	0.0930248489221962	K01990	Pan
g__Stenotrophomonas	0.421	0.0327727710428825	K01990	Pan
g__Streptococcus	0.448	0.0348745877130911	K01990	Pan
g__Streptomyces	0	0	K01990	Pan
g__Streptosporangium	0	0	K01990	Pan
g__Tannerella	83.951	6.53517078817347	K01990	Pan
g__Treponema	0	0	K01990	Pan
g__Variovorax	0	0	K01990	Pan
unclassified	136.661	10.6383839987918	K01990	Pan
Total	1284.603	100	K01990	Pan
g__Acidovorax	0	0	K01990	Gorilla
g__Acinetobacter	1.867	0.128264140314237	K01990	Gorilla
g__Actinobacillus	0.331	0.0227399198950254	K01990	Gorilla
g__Advenella	0	0	K01990	Gorilla
g__Aeromonas	1.845	0.126752725698858	K01990	Gorilla
g__Aggregatibacter	2.878	0.197720511957351	K01990	Gorilla
g__Agrobacterium	0	0	K01990	Gorilla
g__Alloprevotella	0	0	K01990	Gorilla
g__Arcanobacterium	0.751	0.0515941989159035	K01990	Gorilla
g__Arthrobacter	0.355	0.0243887358390756	K01990	Gorilla
g__Atopobium	0.054	0.0037098358741129	K01990	Gorilla
g__Bacillus	0	0	K01990	Gorilla
g__Bacteroides	0.127	0.00872498437059886	K01990	Gorilla
g__Bifidobacterium	23.199	1.5937867119175	K01990	Gorilla
g__Brachybacterium	0	0	K01990	Gorilla
g__Burkholderia	0	0	K01990	Gorilla
g__Campylobacter	0	0	K01990	Gorilla
g__Capnocytophaga	4.772	0.327839570208644	K01990	Gorilla
g__Citrobacter	0.667	0.0458233431117279	K01990	Gorilla
g__Clostridium	0.115	0.00790057639857377	K01990	Gorilla
g__Corynebacterium	2.428	0.16680521300641	K01990	Gorilla
g__Cryptobacterium	6.361	0.437004925837633	K01990	Gorilla
g__Desulfovibrio	1.247	0.0856697284262739	K01990	Gorilla
g__Enterobacter	0.666	0.0457546424473925	K01990	Gorilla
g__Enterococcus	0	0	K01990	Gorilla
g__Erysipelothrix	10.399	0.714418208424076	K01990	Gorilla
g__Escherichia	8.976	0.616657163074767	K01990	Gorilla
g__Exiguobacterium	36.829	2.53017676680934	K01990	Gorilla
g__Faecalibacterium	0	0	K01990	Gorilla
g__Filifactor	0.52	0.0357243454544205	K01990	Gorilla
g__Flavobacterium	0	0	K01990	Gorilla
g__Fretibacterium	43.984	3.02173002012929	K01990	Gorilla
g__Fusobacterium	10.136	0.696349933703859	K01990	Gorilla
g__Gemella	0	0	K01990	Gorilla
g__Granulicatella	0	0	K01990	Gorilla
g__Haemophilus	0	0	K01990	Gorilla
g__Klebsiella	1.54	0.105799023076553	K01990	Gorilla
g__Kocuria	0	0	K01990	Gorilla
g__Lachnospiraceae_noname	0	0	K01990	Gorilla
g__Lactobacillus	0	0	K01990	Gorilla
g__Lactococcus	1.052	0.0722730988808662	K01990	Gorilla
g__Lysinibacillus	0.495	0.0340068288460349	K01990	Gorilla
