Sample number,Sample Name,# reads after C&M prior mapping,# mapped reads prior RMDup,# of Duplicates removed,Mapped Reads after RMDup,Endogenous DNA (%),Cluster Factor,Mean Coverage,std. dev. Coverage,Coverage >= 1X in %,Coverage >= 2X in %,Coverage >= 3X in %,Coverage >= 4X in %,Coverage >= 5X in %,DMG 1st Base 3',DMG 2nd Base 3',DMG 1st Base 5',DMG 2nd Base 5',average fragment length,median fragment length,GC content in %
Sample 11/29,KNP004,229822,229822,31795,198027,100.000,1.161,4.0071,9.1392,59.1,49.1,43.27,38.57,34.31,0.0129,0.0124,0.0119,0.0124,59.2,54.0,65.97
Sample 12/29,KNP005,350923,350923,12594,338329,100.000,1.037,6.5639,9.4846,58.28,52.62,48.64,45.39,42.49,0.0153,0.0143,0.0124,0.0137,56.76,49.0,65.7
Sample 13/29,KNP009,123584,123584,11032,112552,100.000,1.098,2.1834,5.8209,50.32,39.79,31.95,25.17,19.01,0.0169,0.0149,0.0142,0.0152,56.76,51.0,65.4
Sample 14/29,LIB007.A0115,31,31,1,30,100.000,1.033,0.0005,0.0273,0.03,0.01,0,0,0,0.0,0.1667,0.0,0.0,44.47,40.5,51.65
Sample 15/29,LIB007.A0116,13,13,1,12,100.000,1.083,0.0002,0.0135,0.02,0,0,0,0,0.0,0.0,0.0,0.0,44.67,41.0,55.78
Sample 16/29,LIB007.A0135.SG1.1,57,57,19,38,100.000,1.500,0.0006,0.0276,0.05,0.01,0,0,0,0.0,0.0,0.0,0.0,47.47,44.5,55.02
Sample 17/29,LIB025.A0301,196,196,26,170,100.000,1.153,0.0027,0.0616,0.23,0.03,0.01,0,0,0.0,0.05,0.0213,0.0,46.18,42.5,58.93
Sample 18/29,LIB025.A1001,112,112,59,53,100.000,2.113,0.0008,0.0315,0.07,0.01,0,0,0,0.0,0.0,0.0526,0.0,45.08,37.0,54.92
Sample 19/29,LIB025.A1301,84,84,37,47,100.000,1.787,0.0007,0.0267,0.07,0,0,0,0,0.0,0.0,0.0,0.0,42.26,36.0,56.65
Sample 20/29,MTM009,85608,85608,22975,62633,100.000,1.367,0.8921,11.5925,26.48,9.28,3.97,2.37,1.75,0.0245,0.0219,0.0245,0.0222,41.67,37.0,60.83
Sample 21/29,OAK002,367827,367827,66958,300869,100.000,1.223,4.0575,12.448,81.99,68.59,51.88,35.78,23.12,0.04,0.0219,0.0408,0.0217,39.46,36.0,62.67
Sample 22/29,OAK005,11504,11504,1195,10309,100.000,1.116,0.1489,2.0498,4.42,1.48,1.01,0.78,0.62,0.0332,0.0282,0.0373,0.0261,42.27,37.0,59.37
Sample 23/29,OME002,819689,819689,97547,722142,100.000,1.135,15.7785,11.4666,92.98,91.7,90.33,88.87,87.3,0.0121,0.01,0.012,0.0096,63.93,61.0,63.35
Sample 24/29,OME003,773323,773323,89723,683600,100.000,1.131,15.694,12.048,92.74,91.31,89.98,88.7,87.37,0.0117,0.012,0.009,0.0127,67.17,72.0,63.06
Sample 25/29,OME005,1801397,1801397,281246,1520151,100.000,1.185,36.1567,25.1025,89.25,88.32,87.78,87.33,86.92,0.0124,0.0088,0.0123,0.0083,69.59,74.0,63.86
Sample 26/29,PES001,27173,27173,4390,22783,100.000,1.193,0.3639,4.1818,16.01,3.18,1.35,0.91,0.71,0.0337,0.0268,0.0362,0.0216,46.73,40.0,60.57
Sample 27/29,TAF008,726856,726856,149544,577312,100.000,1.259,8.1826,5.7077,88.25,85.79,83.2,79.9,75.44,0.0263,0.0124,0.0263,0.013,41.47,38.0,64.9
Sample 28/29,VLC004,552977,552977,14350,538627,100.000,1.027,17.515,10.3416,91.57,89.5,87.93,86.55,85.35,0.0857,0.0668,0.0777,0.0605,95.14,87.0,63.14
Sample 29/29,VLC009,322468,322468,10179,312289,100.000,1.033,12.6963,10.165,86.42,84.88,83.45,82.04,80.58,0.0327,0.0292,0.031,0.0268,118.95,111.0,64.01
