genus	organism_name	Organism Name (Genus, Species)	# assembly_accession	refseq_category	taxid	version_status	assembly_level	release_type	genome_rep	seq_rel_date	ftp_path	Oral Taxon ID	HOMD Sequence ID	Culture Collection Entry Number	Sequencing Status	NCBI Genome Survey Sequence Accession ID	species_taxid	infraspecific_name	Assembly_Level_Score	Refseq_Category_Score	Sequencing_Status_Score	Organism
Streptococcus	Streptococcus sp. oral taxon 431	Streptococcus infantis clade 431	GCA_001553685.1	na	712633	latest	Complete Genome	Major	Full	2016/02/09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/553/685/GCA_001553685.1_ASM155368v1	431	SEQF2786	F0610 (5-114)	Complete	CP014264	712633	strain=F0610 (5-114)	4	0	3	Streptococcus infantis clade 431
Streptococcus	Streptococcus infantis ATCC 700779	Streptococcus infantis clade 638	GCA_000187465.1	na	889204	latest	Scaffold	Major	Full	2011/02/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/187/465/GCA_000187465.1_ASM18746v1	638	SEQF2212	ATCC 700779	High Coverage	AEVD00000000	68892	strain=ATCC 700779	2	0	2	Streptococcus infantis clade 638
Streptococcus	Streptococcus iniae	NA	GCA_000831485.1	representative genome	1346	latest	Complete Genome	Major	Full	2015/02/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/831/485/GCA_000831485.1_ASM83148v1	NA	NA	NA	NA	NA	1346	strain=YSFST01-82	4	1	0	Streptococcus iniae
Streptococcus	Streptococcus intermedius B196	Streptococcus intermedius	GCA_000463355.1	representative genome	862967	latest	Complete Genome	Major	Full	2013/09/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/355/GCA_000463355.1_ASM46335v1	644	SEQF2592	B196	Complete	CP003857	1338	strain=B196	4	1	3	Streptococcus intermedius
Streptococcus	Streptococcus lutetiensis	NA	GCA_900475675.1	na	150055	latest	Complete Genome	Major	Full	2018/06/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/675/GCA_900475675.1_45473_D02	NA	NA	NA	NA	NA	150055	strain=NCTC13774	4	0	0	Streptococcus lutetiensis
Streptococcus	Streptococcus macacae NCTC 11558	NA	GCA_000187995.3	representative genome	764298	latest	Contig	Major	Full	2011/11/18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/187/995/GCA_000187995.3_ASM18799v3	NA	NA	NA	NA	NA	1339	strain=NCTC 11558	1	1	0	Streptococcus macacae NCTC 11558
Streptococcus	Streptococcus marimammalium DSM 18627	NA	GCA_000380045.1	representative genome	1123306	latest	Scaffold	Major	Full	2013/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/380/045/GCA_000380045.1_ASM38004v1	NA	NA	NA	NA	NA	269666	strain=DSM 18627	2	1	0	Streptococcus marimammalium DSM 18627
Streptococcus	Streptococcus marmotae	NA	GCA_001623565.1	representative genome	1825069	latest	Complete Genome	Major	Full	2016/04/19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/623/565/GCA_001623565.1_ASM162356v1	NA	NA	NA	NA	NA	1825069	strain=HTS5	4	1	0	Streptococcus marmotae
Streptococcus	Streptococcus massiliensis DSM 18628	NA	GCA_000380065.1	representative genome	1123307	latest	Scaffold	Major	Full	2013/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/380/065/GCA_000380065.1_ASM38006v1	NA	NA	NA	NA	NA	313439	strain=DSM 18628	2	1	0	Streptococcus massiliensis DSM 18628
Streptococcus	Streptococcus merionis DSM 19192	NA	GCA_000380085.1	representative genome	1123308	latest	Scaffold	Major	Full	2013/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/380/085/GCA_000380085.1_ASM38008v1	NA	NA	NA	NA	NA	400065	strain=DSM 19192	2	1	0	Streptococcus merionis DSM 19192
Streptococcus	Streptococcus milleri	NA	GCA_900459325.1	na	33040	latest	Contig	Major	Full	2018/07/31	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/459/325/GCA_900459325.1_42042_F01	NA	NA	NA	NA	NA	33040	strain=NCTC11063	1	0	0	Streptococcus milleri
Streptococcus	Streptococcus minor DSM 17118	NA	GCA_000377005.1	representative genome	1123309	latest	Contig	Major	Full	2013/04/22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/377/005/GCA_000377005.1_ASM37700v1	NA	NA	NA	NA	NA	229549	strain=DSM 17118	1	1	0	Streptococcus minor DSM 17118
Streptococcus	Streptococcus mitis B6	Streptococcus mitis	GCA_000027165.1	reference genome	365659	latest	Complete Genome	Major	Full	2010/02/16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/027/165/GCA_000027165.1_ASM2716v1	677	SEQF1067	B6	Complete	FN568063	28037	strain=B6	4	2	3	Streptococcus mitis
Streptococcus	Streptococcus mutans UA159	Streptococcus mutans	GCA_000007465.2	reference genome	210007	latest	Complete Genome	Major	Full	2011/09/01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/465/GCA_000007465.2_ASM746v2	686	SEQF1069	UA159, ATCC 700610	Complete	AE014133	1309	strain=UA159	4	2	3	Streptococcus mutans
Streptococcus	Streptococcus sp. oral taxon 058 str. F0407	Streptococcus oralis subsp. dentisani clade 398	GCA_000235485.1	na	861455	latest	Scaffold	Major	Full	2011/11/16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/485/GCA_000235485.1_ASM23548v1	398	SEQF1704	F0407	High Coverage	AGAE00000000	712622	strain=F0407	2	0	2	Streptococcus oralis subsp. dentisani clade 398
Streptococcus	Streptococcus oralis Uo5	Streptococcus oralis subsp. oralis	GCA_000253155.1	na	927666	latest	Complete Genome	Major	Full	2011/03/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/253/155/GCA_000253155.1_ASM25315v1	707	SEQF2005	Uo5	Complete	FR720602	1303	strain=Uo5	4	0	3	Streptococcus oralis subsp. oralis
Streptococcus	Streptococcus sp. F0441	Streptococcus oralis subsp. tigurinus clade 070	GCA_000314775.2	na	999424	latest	Scaffold	Major	Full	2013/02/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/314/775/GCA_000314775.2_Strept_sp_F0441_V1	70	SEQF1888	F0441	High Coverage	AGZY00000000	999424	strain=F0441	2	0	2	Streptococcus oralis subsp. tigurinus clade 070
Streptococcus	Streptococcus sp. oral taxon 071 str. 73H25AP	Streptococcus oralis subsp. tigurinus clade 071	GCA_000146755.1	na	864570	latest	Scaffold	Major	Full	2010/09/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/146/755/GCA_000146755.1_ASM14675v1	71	SEQF1913	73H25AP, F0408	High Coverage	AEEP00000000	712630	strain=73H25AP	2	0	2	Streptococcus oralis subsp. tigurinus clade 071
Streptococcus	Streptococcus orisasini	NA	GCA_001431045.1	na	1080071	latest	Contig	Major	Full	2015/10/28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/431/045/GCA_001431045.1_ASM143104v1	NA	NA	NA	NA	NA	1080071	strain=SH06	1	0	0	Streptococcus orisasini
Streptococcus	Streptococcus orisratti DSM 15617	NA	GCA_000380105.1	representative genome	1123311	latest	Scaffold	Major	Full	2013/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/380/105/GCA_000380105.1_ASM38010v1	NA	NA	NA	NA	NA	114652	strain=DSM 15617	2	1	0	Streptococcus orisratti DSM 15617
Streptococcus	Streptococcus ovis DSM 16829	NA	GCA_000380125.1	representative genome	1123312	latest	Scaffold	Major	Full	2013/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/380/125/GCA_000380125.1_ASM38012v1	NA	NA	NA	NA	NA	82806	strain=DSM 16829	2	1	0	Streptococcus ovis DSM 16829
Streptococcus	Streptococcus pantholopis	NA	GCA_001642085.1	representative genome	1811193	latest	Complete Genome	Major	Full	2016/05/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/085/GCA_001642085.1_ASM164208v1	NA	NA	NA	NA	NA	1811193	strain=TA 26	4	1	0	Streptococcus pantholopis
Streptococcus	Streptococcus parasanguinis ATCC 15912	Streptococcus parasanguinis clade 721	GCA_000164675.2	representative genome	760570	latest	Complete Genome	Major	Full	2011/06/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/675/GCA_000164675.2_ASM16467v2	721	SEQF1919	ATCC 15912	Complete	CP002843	1318	strain=ATCC 15912	4	1	3	Streptococcus parasanguinis clade 721
Streptococcus	Streptococcus parauberis KCTC 11537	NA	GCA_000213825.1	representative genome	936154	latest	Complete Genome	Major	Full	2011/05/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/213/825/GCA_000213825.1_ASM21382v1	NA	NA	NA	NA	NA	1348	strain=KCTC 11537	4	1	0	Streptococcus parauberis KCTC 11537
Streptococcus	Streptococcus pasteurianus ATCC 43144	NA	GCA_000270165.1	na	981540	latest	Complete Genome	Major	Full	2011/05/28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/165/GCA_000270165.1_ASM27016v1	NA	NA	NA	NA	NA	197614	strain=ATCC 43144	4	0	0	Streptococcus pasteurianus ATCC 43144
Streptococcus	Streptococcus penaeicida	NA	GCA_002887775.1	na	1765960	latest	Contig	Major	Full	2018/01/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/887/775/GCA_002887775.1_ASM288777v1	NA	NA	NA	NA	NA	1765960	strain=CAIM 1838	1	0	0	Streptococcus penaeicida
Streptococcus	Streptococcus peroris ATCC 700780	Streptococcus peroris	GCA_000187585.1	na	888746	latest	Scaffold	Major	Full	2011/02/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/187/585/GCA_000187585.1_ASM18758v1	728	SEQF2000	ATCC 700780	High Coverage	AEVF00000000	68891	strain=ATCC 700780	2	0	2	Streptococcus peroris
Streptococcus	Streptococcus phocae subsp. salmonis	NA	GCA_000772915.1	representative genome	1000562	latest	Contig	Major	Full	2014/11/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/772/915/GCA_000772915.1_ASM77291v1	NA	NA	NA	NA	NA	119224	strain=C-4	1	1	0	Streptococcus phocae subsp. salmonis
Streptococcus	Streptococcus pluranimalium	NA	GCA_002953735.1	na	82348	latest	Complete Genome	Major	Full	2018/02/01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/953/735/GCA_002953735.1_ASM295373v1	NA	NA	NA	NA	NA	82348	strain=TH11417	4	0	0	Streptococcus pluranimalium
Streptococcus	Streptococcus plurextorum DSM 22810	NA	GCA_000423745.1	representative genome	1123314	latest	Scaffold	Major	Full	2013/07/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/745/GCA_000423745.1_ASM42374v1	NA	NA	NA	NA	NA	456876	strain=DSM 22810	2	1	0	Streptococcus plurextorum DSM 22810
Streptococcus	Streptococcus pneumoniae R6	Streptococcus pneumoniae	GCA_000007045.1	reference genome	171101	latest	Complete Genome	Major	Full	2002/11/25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/045/GCA_000007045.1_ASM704v1	734	SEQF1346	R6	Complete	AE007317	1313	strain=R6	4	2	3	Streptococcus pneumoniae
Streptococcus	Streptococcus porci DSM 23759	NA	GCA_000423765.1	representative genome	1123315	latest	Scaffold	Major	Full	2013/07/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/765/GCA_000423765.1_ASM42376v1	NA	NA	NA	NA	NA	502567	strain=DSM 23759	2	1	0	Streptococcus porci DSM 23759
Streptococcus	Streptococcus porcinus	NA	GCA_900475415.1	na	1340	latest	Complete Genome	Major	Full	2018/06/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/415/GCA_900475415.1_42206_H01	NA	NA	NA	NA	NA	1340	strain=NCTC10999	4	0	0	Streptococcus porcinus
Streptococcus	Streptococcus pseudopneumoniae IS7493	NA	GCA_000221985.1	na	1054460	latest	Complete Genome	Major	Full	2011/07/29	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/221/985/GCA_000221985.1_ASM22198v1	NA	NA	NA	NA	NA	257758	strain=IS7493	4	0	0	Streptococcus pseudopneumoniae IS7493
Streptococcus	Streptococcus pseudoporcinus LQ 940-04	NA	GCA_000188035.3	representative genome	875093	latest	Contig	Major	Full	2011/11/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/188/035/GCA_000188035.3_ASM18803v3	NA	NA	NA	NA	NA	361101	strain=LQ 940-04	1	1	0	Streptococcus pseudoporcinus LQ 940-04
Streptococcus	Streptococcus pyogenes M1 GAS	Streptococcus pyogenes	GCA_000006785.2	reference genome	160490	latest	Complete Genome	Major	Full	2014/04/01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/785/GCA_000006785.2_ASM678v2	745	SEQF1380	SF370 (serotype M1 GAS), ATCC 700294	Complete	AE004092	1314	strain=SF370	4	2	3	Streptococcus pyogenes
Streptococcus	Streptococcus ratti FA-1 = DSM 20564	NA	GCA_000286075.1	representative genome	699248	latest	Contig	Major	Full	2012/08/08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/075/GCA_000286075.1_ASM28607v1	NA	NA	NA	NA	NA	1341	strain=FA-1	1	1	0	Streptococcus ratti FA-1 = DSM 20564
Streptococcus	Streptococcus respiraculi	NA	GCA_003595525.1	na	2021971	latest	Complete Genome	Major	Full	2017/08/08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/595/525/GCA_003595525.1_ASM359552v1	NA	NA	NA	NA	NA	2021971	strain=HTS25	4	0	0	Streptococcus respiraculi
Streptococcus	Streptococcus ruminantium	NA	GCA_003609975.1	na	1917441	latest	Complete Genome	Major	Full	2018/04/12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/609/975/GCA_003609975.1_ASM360997v1	NA	NA	NA	NA	NA	1917441	strain=GUT187T	4	0	0	Streptococcus ruminantium
Streptococcus	Streptococcus salivarius	Streptococcus salivarius	GCA_000785515.1	representative genome	1304	latest	Complete Genome	Major	Full	2014/11/19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/785/515/GCA_000785515.1_ASM78551v1	755	SEQF2913	jf	Complete	CP014144.1	1304	strain=NCTC 8618	4	1	3	Streptococcus salivarius
Streptococcus	Streptococcus salivarius CAG:79	NA	GCA_000438135.1	na	1263109	latest	Scaffold	Major	Full	2013/07/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/438/135/GCA_000438135.1_MGS79	NA	NA	NA	NA	NA	1263109		2	0	0	Streptococcus salivarius CAG:79
Streptococcus	Streptococcus sanguinis SK36	NA	GCA_000014205.1	reference genome	388919	latest	Complete Genome	Major	Full	2007/02/09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/205/GCA_000014205.1_ASM1420v1	NA	NA	NA	NA	NA	1305	strain=SK36	4	2	0	Streptococcus sanguinis SK36
Streptococcus	Streptococcus sinensis	Streptococcus sinensis	GCA_000767835.1	na	176090	latest	Contig	Major	Full	2014/10/22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/767/835/GCA_000767835.1_ASM76783v1	767	SEQF2766	HKU4	High Coverage	JPEN01000000	176090	strain=HKU4	1	0	2	Streptococcus sinensis
Streptococcus	Streptococcus sobrinus DSM 20742 = ATCC 33478	Streptococcus sobrinus	GCA_000686605.1	representative genome	1123317	latest	Scaffold	Major	Full	2014/05/08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/686/605/GCA_000686605.1_ASM68660v1	768	SEQF2517	DSM 20742	High Coverage	AOCE00000000	1310	strain=DSM 20742	2	1	2	Streptococcus sobrinus
Streptococcus	Streptococcus sp.	NA	GCA_003507135.1	na	1306	latest	Scaffold	Major	Full	2018/09/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/507/135/GCA_003507135.1_ASM350713v1	NA	NA	NA	NA	NA	1306		2	0	0	Streptococcus sp.
Streptococcus	Streptococcus sp. 'caviae'	NA	GCA_001937065.1	na	1915004	latest	Scaffold	Major	Full	2017/01/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/937/065/GCA_001937065.1_ASM193706v1	NA	NA	NA	NA	NA	1915004	strain=Cavy grass 6	2	0	0	Streptococcus sp. 'caviae'
Streptococcus	Streptococcus sp. 'group B'	NA	GCA_002073795.2	na	1319	latest	Complete Genome	Major	Full	2018/02/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/073/795/GCA_002073795.2_ASM207379v2	NA	NA	NA	NA	NA	1319	strain=FDAARGOS_229	4	0	0	Streptococcus sp. 'group B'
