Sample number,Sample Name,# reads after C&M prior mapping,# mapped reads prior RMDup,# of Duplicates removed,Mapped Reads after RMDup,Endogenous DNA (%),Cluster Factor,Mean Coverage,std. dev. Coverage,Coverage >= 1X in %,Coverage >= 2X in %,Coverage >= 3X in %,Coverage >= 4X in %,Coverage >= 5X in %,DMG 1st Base 3',DMG 2nd Base 3',DMG 1st Base 5',DMG 2nd Base 5',average fragment length,median fragment length,GC content in %
Sample 11/29,KNP004,710127,710127,92182,617945,100.000,1.149,16.9266,24.5823,90.56,89.63,88.84,88.02,87.15,0.0123,0.0112,0.0111,0.0104,64.51,61.0,49.54
Sample 12/29,KNP005,109404,109404,3513,105891,100.000,1.033,2.8574,7.3792,71.56,46.73,28.36,17.93,12.74,0.0182,0.013,0.0145,0.0137,63.55,56.0,49.67
Sample 13/29,KNP009,705934,705934,57379,648555,100.000,1.088,17.3165,14.5655,90.88,90.06,89.39,88.73,88.08,0.0138,0.0115,0.0111,0.0111,62.87,59.0,48.89
Sample 14/29,LIB007.A0115,1,1,0,1,100.000,1.000,0,0.0037,0,0,0,0,0,0.0,0.0,0.0,0.0,34.0,34.0,51.52
Sample 15/29,LIB007.A0116,0,0,0,NF,NaN,NF,NF,NF,NF,NF,NF,NF,NF,NF,NF,NF,NF,NF,NF,NF
Sample 16/29,LIB007.A0135.SG1.1,1,1,0,1,100.000,1.000,0,0.0041,0,0,0,0,0,0.0,0.0,0.0,0.0,39.0,39.0,61.54
Sample 17/29,LIB025.A0301,60,60,5,55,100.000,1.091,0.0012,0.0407,0.1,0.01,0,0,0,0.0,0.0,0.0,0.0,49.36,44.0,52.62
Sample 18/29,LIB025.A1001,13,13,4,9,100.000,1.444,0.0001,0.0132,0.01,0,0,0,0,0.0,0.0,0.0,0.0,39.0,38.0,59.26
Sample 19/29,LIB025.A1301,13,13,3,10,100.000,1.300,0.0002,0.0131,0.02,0,0,0,0,0.0,0.0,0.0,0.0,40.5,33.0,60.49
Sample 20/29,MTM009,152240,152240,24988,127252,100.000,1.196,2.6329,13.1637,59.5,32.24,18.1,11.7,8.58,0.02,0.0173,0.0198,0.0169,48.72,43.0,51.35
Sample 21/29,OAK002,28734,28734,7875,20859,100.000,1.378,0.3391,6.3132,11.79,1.46,0.57,0.42,0.36,0.0386,0.0245,0.0322,0.0228,38.28,35.0,53.05
Sample 22/29,OAK005,5254,5254,413,4841,100.000,1.085,0.0845,1.7155,2.17,0.82,0.48,0.34,0.28,0.025,0.0232,0.043,0.0352,41.1,37.0,53.12
Sample 23/29,OME002,126398,126398,13981,112417,100.000,1.124,2.8658,7.9281,53.7,42.72,34.59,27.73,21.72,0.0232,0.0246,0.0206,0.0231,60.03,56.0,50.33
Sample 24/29,OME003,363147,363147,42616,320531,100.000,1.133,8.7339,13.9174,61.31,54.83,50.54,47.2,44.43,0.023,0.0264,0.0188,0.0287,64.17,65.0,49.96
Sample 25/29,OME005,23859,23859,6438,17421,100.000,1.370,0.3917,10.4652,5.63,1.86,1.15,0.88,0.71,0.0222,0.02,0.0201,0.0185,52.94,47.0,53.93
Sample 26/29,PES001,5265,5265,845,4420,100.000,1.191,0.086,2.8389,1.38,0.35,0.23,0.19,0.18,0.034,0.0149,0.0433,0.0302,45.81,40.0,55.45
Sample 27/29,TAF008,25796,25796,4967,20829,100.000,1.238,0.3498,2.4998,15.8,4.17,2.31,1.63,1.25,0.0353,0.0183,0.0402,0.0162,39.55,37.0,51.04
Sample 28/29,VLC004,32974,32974,782,32192,100.000,1.024,1.4401,3.4622,63.34,33.97,15.25,6.52,3.16,0.0182,0.0222,0.0163,0.0182,105.34,97.0,49.81
Sample 29/29,VLC009,9941,9941,287,9654,100.000,1.030,0.4049,2.4967,13.63,4.1,2.7,2.15,1.82,0.037,0.0348,0.0315,0.0267,98.76,88.0,49.87
