Sample number,Sample Name,# reads after C&M prior mapping,# mapped reads prior RMDup,# of Duplicates removed,Mapped Reads after RMDup,Endogenous DNA (%),Cluster Factor,Mean Coverage,std. dev. Coverage,Coverage >= 1X in %,Coverage >= 2X in %,Coverage >= 3X in %,Coverage >= 4X in %,Coverage >= 5X in %,DMG 1st Base 3',DMG 2nd Base 3',DMG 1st Base 5',DMG 2nd Base 5',average fragment length,median fragment length,GC content in %
Sample 11/29,KNP004,1843181,1843181,337507,1505674,100.000,1.224,28.0563,55.9459,59.68,54.06,50.92,48.51,46.53,0.0169,0.0158,0.0154,0.0149,59.88,56.0,63.96
Sample 12/29,KNP005,259361,259361,9596,249765,100.000,1.038,4.5806,10.3102,54.72,44.07,37.62,32.86,29.03,0.0226,0.019,0.0179,0.0187,58.94,51.0,63.58
Sample 13/29,KNP009,531713,531713,51874,479839,100.000,1.108,8.6988,17.8697,58.04,49.46,44.47,40.7,37.64,0.0201,0.019,0.0187,0.0194,58.26,54.0,63.59
Sample 14/29,LIB007.A0115,1,1,0,1,100.000,1.000,0,0.0033,0,0,0,0,0,0.0,0.0,0.0,0.0,34.0,34.0,58.82
Sample 15/29,LIB007.A0116,5,5,1,4,100.000,1.250,0,0.0083,0,0,0,0,0,0.0,0.0,0.0,0.0,37.5,37.5,62
Sample 16/29,LIB007.A0135.SG1.1,3,3,1,2,100.000,1.500,0,0.005,0,0,0,0,0,0.0,0.0,0.0,0.0,40.5,40.5,56.79
Sample 17/29,LIB025.A0301,77,77,13,64,100.000,1.203,0.001,0.0371,0.08,0.01,0,0,0,0.0556,0.0714,0.0435,0.05,49.17,44.0,61.14
Sample 18/29,LIB025.A1001,27,27,17,10,100.000,2.700,0.0001,0.0138,0.01,0,0,0,0,0.0,0.0,0.0,0.2,46.9,38.0,60.34
Sample 19/29,LIB025.A1301,8,8,4,4,100.000,2.000,0,0.0064,0,0,0,0,0,0.0,0.0,0.0,0.0,33.0,33.0,62.88
Sample 20/29,MTM009,67026,67026,30036,36990,100.000,1.812,0.4687,11.5356,5,2.85,2.04,1.57,1.27,0.0323,0.0289,0.0271,0.0253,40.72,37.0,59.77
Sample 21/29,OAK002,46782,46782,16231,30551,100.000,1.531,0.405,7.1014,16.31,3.32,1.34,0.86,0.63,0.0393,0.0269,0.0254,0.0275,42.59,37.0,60.28
Sample 22/29,OAK005,2439208,2439208,297082,2142126,100.000,1.139,41.4353,28.0971,91.96,90.08,88.87,87.95,87.17,0.0199,0.0169,0.0198,0.0166,62.16,58.0,62.28
Sample 23/29,OME002,17154,17154,3983,13171,100.000,1.302,0.1843,6.6804,1.26,0.7,0.49,0.39,0.32,0.0382,0.0341,0.0275,0.0261,44.97,39.0,57.7
Sample 24/29,OME003,16703,16703,4461,12242,100.000,1.364,0.1759,6.635,1.12,0.61,0.42,0.33,0.27,0.0369,0.0386,0.0264,0.0306,46.19,41.0,57.23
Sample 25/29,OME005,26603,26603,10975,15628,100.000,1.702,0.2278,10.3175,0.7,0.36,0.26,0.21,0.18,0.0327,0.0343,0.0302,0.0313,46.84,41.0,56.53
Sample 26/29,PES001,335138,335138,48990,286148,100.000,1.171,4.6847,6.4233,64.84,56.12,49.86,44.66,40.02,0.0366,0.0231,0.0354,0.0239,52.61,47.0,62.78
Sample 27/29,TAF008,3888560,3888560,957486,2931074,100.000,1.327,40.247,32.8267,88.55,87.58,86.75,86.03,85.34,0.038,0.0193,0.0386,0.019,44.13,40.0,63
Sample 28/29,VLC004,676262,676262,17857,658405,100.000,1.027,21.574,13.4755,90.4,88.16,86.18,84.46,82.92,0.0369,0.0322,0.0343,0.0301,105.3,96.0,61.69
Sample 29/29,VLC009,218316,218316,6914,211402,100.000,1.033,7.2902,6.7166,85.53,78,70.87,63.48,56.25,0.0236,0.0238,0.0218,0.0209,110.82,102.0,61.93
