Sample number,Sample Name,# reads after C&M prior mapping,# mapped reads prior RMDup,# of Duplicates removed,Mapped Reads after RMDup,Endogenous DNA (%),Cluster Factor,Mean Coverage,std. dev. Coverage,Coverage >= 1X in %,Coverage >= 2X in %,Coverage >= 3X in %,Coverage >= 4X in %,Coverage >= 5X in %,DMG 1st Base 3',DMG 2nd Base 3',DMG 1st Base 5',DMG 2nd Base 5',average fragment length,median fragment length,GC content in %
Sample 19/29,LIB025.A1301,733,733,314,419,100.000,1.749,0.0001,0.0113,0.01,0,0,0,0,0.0,0.0127,0.0138,0.0,49.26,41.0,68.19
Sample 20/29,MTM009,8475046,8475046,769555,7705491,100.000,1.100,1.6171,6.1469,17.69,13.49,11.17,9.62,8.48,0.02,0.018,0.021,0.0178,44.17,40.0,69.44
Sample 21/29,OAK002,9136222,9136222,1225439,7910783,100.000,1.155,1.8439,8.575,16.29,11.81,9.82,8.61,7.72,0.0187,0.0137,0.0192,0.0139,49.06,42.0,68.46
Sample 22/29,OAK005,5876767,5876767,566296,5310471,100.000,1.107,1.2482,6.7292,12.47,7.98,5.93,4.98,4.5,0.015,0.0097,0.015,0.0097,49.47,43.0,71.56
Sample 23/29,OME002,6088917,6088917,687078,5401839,100.000,1.127,1.5469,8.8479,9.11,6.87,5.88,5.25,4.79,0.0124,0.0104,0.0121,0.0099,60.27,55.0,68.58
Sample 24/29,OME003,3322049,3322049,347824,2974225,100.000,1.117,0.9053,5.0688,7.73,5.98,5.1,4.47,3.96,0.0113,0.0136,0.0092,0.0141,64.06,64.0,68.85
Sample 25/29,OME005,2755997,2755997,356914,2399083,100.000,1.149,0.7434,4.6679,7.27,5.6,4.86,4.37,3.98,0.0143,0.0142,0.014,0.0136,65.22,67.0,68.02
Sample 26/29,PES001,5912411,5912411,729499,5182912,100.000,1.141,1.4082,5.88,17.94,12.76,10.05,8.31,7.11,0.0267,0.0156,0.0262,0.015,57.18,51.0,69.75
Sample 27/29,TAF008,7978588,7978588,1624915,6353673,100.000,1.256,1.3669,7.4228,10.64,6.51,5,4.33,3.99,0.0245,0.0102,0.0252,0.0101,45.28,41.0,69.98
Sample 28/29,VLC004,4520327,4520327,110130,4410197,100.000,1.025,2.1007,7.9023,21.02,16.15,13.49,11.77,10.46,0.0404,0.032,0.0376,0.0295,100.25,91.0,70.24
Sample 29/29,VLC009,6519663,6519663,189097,6330566,100.000,1.030,3.411,12.6401,22.7,18.4,16.25,14.77,13.53,0.0264,0.0231,0.0251,0.0217,113.4,105.0,70.27
