Sample number,Sample Name,# reads after C&M prior mapping,# mapped reads prior RMDup,# of Duplicates removed,Mapped Reads after RMDup,Endogenous DNA (%),Cluster Factor,Mean Coverage,std. dev. Coverage,Coverage >= 1X in %,Coverage >= 2X in %,Coverage >= 3X in %,Coverage >= 4X in %,Coverage >= 5X in %,DMG 1st Base 3',DMG 2nd Base 3',DMG 1st Base 5',DMG 2nd Base 5',average fragment length,median fragment length,GC content in %
Sample 12/29,KNP005,2104180,2104180,82391,2021789,100.000,1.041,36.0475,30.1185,82.3,79.06,77.31,75.95,74.78,0.0168,0.0133,0.0132,0.0129,62.96,55.0,72.24
Sample 13/29,KNP009,4494033,4494033,527195,3966838,100.000,1.133,69.2406,55.5919,87.66,85.09,83.34,81.95,80.72,0.0165,0.0143,0.0141,0.0136,61.64,58.0,72.4
Sample 14/29,LIB007.A0115,1,1,0,1,100.000,1.000,0,0.0031,0,0,0,0,0,0.0,0.0,0.0,0.0,33.0,33.0,72.73
Sample 15/29,LIB007.A0116,6,6,3,3,100.000,2.000,0,0.0072,0,0,0,0,0,0.0,0.0,0.0,0.0,36.0,37.0,66.67
Sample 16/29,LIB007.A0135.SG1.1,17,17,10,7,100.000,2.429,0.0001,0.0087,0.01,0,0,0,0,0.0,0.0,0.0,0.0,38.57,32.0,67.78
Sample 17/29,LIB025.A0301,857,857,180,677,100.000,1.266,0.01,0.1033,0.98,0.02,0,0,0,0.0282,0.0183,0.0522,0.0221,52.37,48.0,71.95
Sample 18/29,LIB025.A1001,48,48,24,24,100.000,2.000,0.0003,0.021,0.03,0.01,0,0,0,0.0,0.0,0.2,0.2,49.79,41.0,64.94
Sample 19/29,LIB025.A1301,84,84,48,36,100.000,2.333,0.0004,0.0208,0.04,0,0,0,0,0.0,0.0,0.0,0.0,40.53,35.0,70.73
Sample 20/29,MTM009,2131685,2131685,309072,1822613,100.000,1.170,22.8816,29.7524,79.32,76.85,75,73.41,71.98,0.0187,0.0165,0.0195,0.016,44.33,40.0,71.24
Sample 21/29,OAK002,555092,555092,119756,435336,100.000,1.275,5.1619,19.0957,57,34.36,22.53,17.1,14.53,0.0279,0.0228,0.0279,0.0231,41.87,37.0,68.11
Sample 22/29,OAK005,3993383,3993383,483649,3509734,100.000,1.138,49.3968,29.6352,94.98,94.01,93.14,92.33,91.47,0.0168,0.0112,0.0168,0.0113,49.7,43.0,72.32
Sample 23/29,OME002,311460,311460,42296,269164,100.000,1.157,3.6289,17.1483,23.43,18.93,16.31,14.48,13.07,0.0208,0.018,0.0199,0.0183,47.61,41.0,66.98
Sample 24/29,OME003,204073,204073,27870,176203,100.000,1.158,2.5896,14.1502,20.51,15.97,13.4,11.64,10.34,0.0164,0.0201,0.0138,0.021,51.9,45.0,66.78
Sample 25/29,OME005,216633,216633,40320,176313,100.000,1.229,2.6829,17.6072,18.7,14.32,11.92,10.34,9.15,0.0189,0.0185,0.0181,0.0171,53.74,47.0,66.6
Sample 26/29,PES001,1753463,1753463,287934,1465529,100.000,1.196,23.7638,26.8407,86.3,82,78.84,76.23,73.97,0.0262,0.0139,0.0254,0.0135,57.26,51.0,71.81
Sample 27/29,TAF008,4242455,4242455,998220,3244235,100.000,1.308,40.5782,28.3417,90.99,89.45,88.22,87.12,86.11,0.0298,0.013,0.0304,0.013,44.17,40.0,73.44
Sample 28/29,VLC004,1812214,1812214,51502,1760712,100.000,1.029,49.2888,28.679,99,98.18,97.25,96.33,95.41,0.0395,0.031,0.0365,0.0284,98.86,90.0,71.76
Sample 29/29,VLC009,2731338,2731338,93864,2637474,100.000,1.036,84.2123,45.4521,97.75,96.93,96.3,95.78,95.3,0.0266,0.0233,0.0248,0.0215,112.75,104.0,71.72
