Sample number,Sample Name,# reads after C&M prior mapping,# mapped reads prior RMDup,# of Duplicates removed,Mapped Reads after RMDup,Endogenous DNA (%),Cluster Factor,Mean Coverage,std. dev. Coverage,Coverage >= 1X in %,Coverage >= 2X in %,Coverage >= 3X in %,Coverage >= 4X in %,Coverage >= 5X in %,DMG 1st Base 3',DMG 2nd Base 3',DMG 1st Base 5',DMG 2nd Base 5',average fragment length,median fragment length,GC content in %
Sample 18/29,LIB025.A1001,156,156,75,81,100.000,1.926,0.0003,0.0176,0.03,0,0,0,0,0.0,0.0,0.0714,0.0,44.74,36.0,55.82
Sample 19/29,LIB025.A1301,105,105,36,69,100.000,1.522,0.0002,0.0155,0.02,0,0,0,0,0.0,0.0,0.0,0.0,42.64,36.0,58.26
Sample 20/29,MTM009,99368,99368,17576,81792,100.000,1.215,0.2633,5.1041,8.66,2.52,1.14,0.73,0.56,0.0247,0.0236,0.0248,0.0218,41.23,37.0,60.5
Sample 21/29,OAK002,416388,416388,54320,362068,100.000,1.150,1.1152,5.5079,31.06,20.77,12.65,7.41,4.44,0.0375,0.0208,0.0396,0.0211,39.44,36.0,62.11
Sample 22/29,OAK005,13711,13711,944,12767,100.000,1.074,0.0423,0.8154,1.5,0.51,0.33,0.24,0.18,0.0335,0.03,0.0362,0.0251,42.41,37.0,59.31
Sample 23/29,OME002,888066,888066,79901,808165,100.000,1.099,4.0442,6.7845,41.17,39.11,37.03,34.85,32.6,0.0106,0.0085,0.0105,0.0081,64.08,62.0,63.05
Sample 24/29,OME003,836644,836644,73665,762979,100.000,1.097,4.0089,6.945,40.73,38.59,36.61,34.61,32.47,0.0102,0.0106,0.0078,0.011,67.28,73.0,62.77
Sample 25/29,OME005,1965413,1965413,238275,1727138,100.000,1.138,9.4052,16.1197,39.69,38.18,37.15,36.29,35.48,0.0109,0.0077,0.0107,0.0072,69.73,74.0,63.53
Sample 26/29,PES001,32184,32184,4102,28082,100.000,1.146,0.1048,1.7222,4.79,0.89,0.42,0.3,0.24,0.0327,0.0247,0.0347,0.0216,47.8,41.0,60.42
Sample 27/29,TAF008,772517,772517,115183,657334,100.000,1.175,2.1311,3.6287,37.74,34.01,30.02,25.7,21.21,0.0231,0.01,0.0231,0.0108,41.51,38.0,64.68
Sample 28/29,VLC004,614279,614279,12425,601854,100.000,1.021,4.5016,7.437,39.48,36.88,34.72,32.73,30.84,0.0877,0.0684,0.0798,0.0622,95.78,87.0,62.9
Sample 29/29,VLC009,362551,362551,9281,353270,100.000,1.026,3.2961,6.5225,36.38,33.56,31.13,28.86,26.64,0.0326,0.029,0.0313,0.0269,119.47,111.0,63.59
