Sample number,Sample Name,# reads after C&M prior mapping,# mapped reads prior RMDup,# of Duplicates removed,Mapped Reads after RMDup,Endogenous DNA (%),Cluster Factor,Mean Coverage,std. dev. Coverage,Coverage >= 1X in %,Coverage >= 2X in %,Coverage >= 3X in %,Coverage >= 4X in %,Coverage >= 5X in %,DMG 1st Base 3',DMG 2nd Base 3',DMG 1st Base 5',DMG 2nd Base 5',average fragment length,median fragment length,GC content in %
Sample 11/29,KNP004,350333,350333,37354,312979,100.000,1.119,0.043,1.1526,0.9,0.51,0.36,0.28,0.23,0.0169,0.0166,0.0155,0.016,44.56,39.0,62.88
Sample 12/29,KNP005,74157,74157,2059,72098,100.000,1.029,0.0091,0.2973,0.44,0.16,0.08,0.05,0.03,0.0208,0.0189,0.0201,0.0192,41.1,37.0,62.73
Sample 13/29,KNP009,128659,128659,8257,120402,100.000,1.069,0.0166,0.7126,0.59,0.26,0.16,0.1,0.07,0.0194,0.0194,0.0164,0.0196,44.63,39.0,62.21
Sample 14/29,LIB007.A0115,2407,2407,2194,213,100.000,11.300,0,0.0202,0,0,0,0,0,0.0,0.0,0.0405,0.0366,35.41,32.0,53
Sample 15/29,LIB007.A0116,266,266,154,112,100.000,2.375,0,0.0087,0,0,0,0,0,0.0,0.0476,0.0556,0.0,42.74,33.0,53.71
Sample 16/29,LIB007.A0135.SG1.1,497,497,316,181,100.000,2.746,0,0.0078,0,0,0,0,0,0.0,0.0,0.0806,0.0345,42.56,34.0,59.87
Sample 17/29,LIB025.A0301,1260,1260,187,1073,100.000,1.174,0.0002,0.0129,0.02,0,0,0,0,0.006,0.01,0.0194,0.0185,47.86,43.0,61.77
Sample 18/29,LIB025.A1001,1521,1521,788,733,100.000,2.075,0.0001,0.017,0.01,0,0,0,0,0.0257,0.005,0.0188,0.0093,59.97,56.0,60.46
Sample 19/29,LIB025.A1301,1155,1155,569,586,100.000,1.971,0.0001,0.0138,0.01,0,0,0,0,0.0,0.0123,0.0101,0.0063,60.26,60.0,60.06
Sample 20/29,MTM009,552503,552503,56962,495541,100.000,1.115,0.0596,1.0879,1.8,0.79,0.52,0.39,0.3,0.0218,0.0214,0.0236,0.0212,38.97,35.0,63.71
Sample 21/29,OAK002,1685490,1685490,240019,1445471,100.000,1.166,0.1954,1.7317,3.06,2.2,1.74,1.42,1.19,0.0263,0.0206,0.0261,0.0202,43.84,38.0,58.63
Sample 22/29,OAK005,249152,249152,17747,231405,100.000,1.077,0.029,0.3539,1.44,0.66,0.32,0.16,0.08,0.0216,0.0176,0.0209,0.0173,40.58,37.0,61.69
Sample 23/29,OME002,384590,384590,35709,348881,100.000,1.102,0.0601,0.7021,1.96,1.11,0.8,0.61,0.45,0.0165,0.0158,0.0162,0.0155,55.82,48.0,59.43
Sample 24/29,OME003,121541,121541,8764,112777,100.000,1.078,0.0161,0.5794,0.66,0.24,0.14,0.09,0.07,0.0191,0.0233,0.0168,0.0252,46.16,39.0,59.7
Sample 25/29,OME005,163091,163091,17670,145421,100.000,1.122,0.0215,0.9259,0.73,0.29,0.18,0.13,0.1,0.0187,0.0182,0.0181,0.0175,47.94,40.0,61.33
Sample 26/29,PES001,171675,171675,18315,153360,100.000,1.119,0.0215,0.4341,1.05,0.35,0.17,0.11,0.07,0.0268,0.0166,0.0264,0.0166,45.39,38.0,63.49
Sample 27/29,TAF008,164058,164058,24012,140046,100.000,1.171,0.016,0.3391,0.71,0.26,0.15,0.1,0.07,0.0324,0.0199,0.0345,0.0204,37.01,34.0,65.14
Sample 28/29,VLC004,1621526,1621526,37065,1584461,100.000,1.023,0.4807,3.8006,2.57,2.32,2.22,2.15,2.09,0.0637,0.051,0.059,0.0474,98.37,89.0,56.6
Sample 29/29,VLC009,2922233,2922233,84098,2838135,100.000,1.030,1.0336,10.0988,2.13,1.7,1.53,1.46,1.43,0.0362,0.0321,0.0337,0.0302,118.08,110.0,56.77
