Sample number,Sample Name,# reads after C&M prior mapping,# mapped reads prior RMDup,# of Duplicates removed,Mapped Reads after RMDup,Endogenous DNA (%),Cluster Factor,Mean Coverage,std. dev. Coverage,Coverage >= 1X in %,Coverage >= 2X in %,Coverage >= 3X in %,Coverage >= 4X in %,Coverage >= 5X in %,DMG 1st Base 3',DMG 2nd Base 3',DMG 1st Base 5',DMG 2nd Base 5',average fragment length,median fragment length,GC content in %
Sample 11/29,KNP004,381878,381878,72100,309778,100.000,1.233,0.0644,3.301,0.86,0.55,0.42,0.34,0.28,0.0232,0.0224,0.02,0.0212,55.09,49.0,52.03
Sample 12/29,KNP005,101476,101476,5261,96215,100.000,1.055,0.0188,0.9831,0.63,0.33,0.2,0.13,0.09,0.0296,0.0279,0.0222,0.0269,51.71,45.0,49.96
Sample 13/29,KNP009,158360,158360,18643,139717,100.000,1.133,0.0282,1.4829,0.64,0.35,0.24,0.18,0.15,0.0255,0.0271,0.0225,0.0282,53.43,48.0,50.94
Sample 14/29,LIB007.A0115,15,15,1,14,100.000,1.071,0,0.0016,0,0,0,0,0,0.0,0.0,0.0,0.0,47.14,40.0,57.38
Sample 15/29,LIB007.A0116,18,18,6,12,100.000,1.500,0,0.0017,0,0,0,0,0,0.0,0.0,0.0,0.0,57.75,49.0,57.43
Sample 16/29,LIB007.A0135.SG1.1,22,22,5,17,100.000,1.294,0,0.0018,0,0,0,0,0,0.0,0.0,0.0,0.0,42.0,39.0,65.69
Sample 17/29,LIB025.A0301,144,144,22,122,100.000,1.180,0,0.0057,0,0,0,0,0,0.0645,0.0,0.0323,0.0625,45.32,42.5,53.28
Sample 18/29,LIB025.A1001,199,199,132,67,100.000,2.970,0,0.0042,0,0,0,0,0,0.0769,0.04,0.0,0.05,46.33,42.0,58.19
Sample 19/29,LIB025.A1301,143,143,70,73,100.000,1.959,0,0.005,0,0,0,0,0,0.0,0.0,0.0,0.0,49.6,45.0,58.11
Sample 20/29,MTM009,490405,490405,97382,393023,100.000,1.248,0.0649,2.6445,1.12,0.72,0.55,0.44,0.36,0.0293,0.0276,0.0289,0.0262,43.74,39.0,52.9
Sample 21/29,OAK002,193455,193455,48390,145065,100.000,1.334,0.0214,1.779,0.81,0.32,0.15,0.07,0.04,0.0394,0.0297,0.0395,0.0315,39.18,35.0,52.33
Sample 22/29,OAK005,185135,185135,18067,167068,100.000,1.108,0.0276,0.6271,1.18,0.64,0.35,0.19,0.11,0.0338,0.0264,0.0321,0.0253,43.82,40.0,50.21
Sample 23/29,OME002,122422,122422,20854,101568,100.000,1.205,0.0205,2.0011,0.75,0.29,0.13,0.07,0.05,0.0285,0.028,0.0278,0.0245,53.45,47.0,49.95
Sample 24/29,OME003,157021,157021,26080,130941,100.000,1.199,0.0281,2.0572,0.92,0.4,0.21,0.12,0.08,0.0257,0.03,0.0225,0.0314,56.88,51.0,48.36
Sample 25/29,OME005,307814,307814,74135,233679,100.000,1.317,0.0558,3.9274,1.18,0.77,0.59,0.47,0.37,0.0279,0.0264,0.0252,0.0231,63.26,62.0,47.63
Sample 26/29,PES001,61281,61281,13450,47831,100.000,1.281,0.0089,1.3815,0.27,0.06,0.02,0.01,0.01,0.0401,0.0272,0.035,0.0224,49.19,42.0,55.67
Sample 27/29,TAF008,152719,152719,31696,121023,100.000,1.262,0.0189,0.6692,0.92,0.36,0.15,0.07,0.03,0.0501,0.0287,0.0518,0.0285,41.28,38.0,50.87
Sample 28/29,VLC004,319137,319137,7986,311151,100.000,1.026,0.1094,1.2927,2.66,1.71,1.25,0.96,0.76,0.0486,0.0443,0.0446,0.0382,93.11,86.0,47.3
Sample 29/29,VLC009,107038,107038,3502,103536,100.000,1.034,0.037,1.0255,1.6,0.71,0.4,0.25,0.16,0.0414,0.0373,0.0345,0.0356,94.55,87.0,47.46
