Genus	Phylum	Gram_Stain	Oxygen_Tolerance	Motility	Metabolism
unclassified	Candidatus Wildermuthbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Candidatus Wildermuthbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Candidatus Wildermuthbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Candidatus Wildermuthbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Candidatus Wildermuthbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Candidatus Wildermuthbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Klebsiella	Proteobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Ethanol production
Klebsiella	Proteobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Nitrogen fixation
Klebsiella	Proteobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Lactose fermenting
Clostridium	Firmicutes	Gram_Positive	Anaerobe	Motile:Nonmotile	Solvent producer
Clostridium	Firmicutes	Gram_Positive	Anaerobe	Motile:Nonmotile	Xylan degrader
Clostridium	Firmicutes	Gram_Positive	Anaerobe	Motile:Nonmotile	Nitrogen fixer- anaerobic
Clostridium	Firmicutes	Gram_Positive	Anaerobe	Motile:Nonmotile	Cellulose degrader
Clostridium	Firmicutes	Gram_Positive	Anaerobe	Motile:Nonmotile	Acetogenic, Solvent producer
Clostridium	Firmicutes	Gram_Positive	Anaerobe	Motile:Nonmotile	Aminoacid degrading
Clostridium	Firmicutes	Gram_Positive	Anaerobe	Motile:Nonmotile	Type A toxin producer
Clostridium	Firmicutes	Gram_Positive	Anaerobe	Motile:Nonmotile	Lactose fermenting
Clostridium	Firmicutes	Gram_Positive	Anaerobe	Motile:Nonmotile	Acetate producer, Cellobiose-degrading, Hydrogen production
Clostridium	Firmicutes	Gram_Positive	Anaerobe	Motile:Nonmotile	Acetogen
Clostridium	Firmicutes	Gram_Positive	Anaerobe	Motile:Nonmotile	Gelatin hydrolysis positive
Clostridium	Firmicutes	Gram_Positive	Anaerobe	Motile:Nonmotile	Nitrogen fixation
Clostridium	Firmicutes	Gram_Positive	Anaerobe	Motile:Nonmotile	Saccharolytic
Clostridium	Firmicutes	Gram_Positive	Anaerobe	Motile:Nonmotile	Gelatin hydrolysis negative
Clostridium	Firmicutes	Gram_Positive	Anaerobe	Motile:Nonmotile	Acetogen, Ethanol production
Clostridium	Firmicutes	Gram_Positive	Anaerobe	Motile:Nonmotile	Propionate metabolism
Shigella	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Aeromonas	Proteobacteria	Gram_Negative	Anaerobe	Motile:Nonmotile	Degrades aromatic hydrocarbons, Iron reducer, PCP-degrading
unclassified	Armatimonadetes	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Armatimonadetes	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Armatimonadetes	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Armatimonadetes	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Armatimonadetes	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Armatimonadetes	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Armatimonadetes	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Armatimonadetes	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Armatimonadetes	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Armatimonadetes	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Armatimonadetes	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Armatimonadetes	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Chlamydia	Chlamydiae	Gram_Negative	NA	Nonmotile	NA
Leuconostoc	Firmicutes	Gram_Positive	Anaerobe	Nonmotile	Metal reducer
Albidovulum	Proteobacteria	Gram_Negative	NA	NA	NA
Methylophilus	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Desulfovibrio	Proteobacteria	Gram_Negative	Anaerobe	Motile:Nonmotile	Sulfate reducer
Desulfovibrio	Proteobacteria	Gram_Negative	Anaerobe	Motile:Nonmotile	Sulfate reducer, Thiosulfate reducer
Desulfovibrio	Proteobacteria	Gram_Negative	Anaerobe	Motile:Nonmotile	Hydrogen sulfide gas release, Sulfate reducer
Desulfovibrio	Proteobacteria	Gram_Negative	Anaerobe	Motile:Nonmotile	Sulfate reducer, Toxic metal reducer
Desulfovibrio	Proteobacteria	Gram_Negative	Anaerobe	Motile:Nonmotile	Magnetite production, Sulfate reducer
Desulfovibrio	Proteobacteria	Gram_Negative	Anaerobe	Motile:Nonmotile	Aminoacid degrading, Sulfate reducer
Desulfovibrio	Proteobacteria	Gram_Negative	Anaerobe	Motile:Nonmotile	Denitrifying
Desulfovibrio	Proteobacteria	Gram_Negative	Anaerobe	Motile:Nonmotile	Pollutant degrader, Sulfate reducer
Desulfovibrio	Proteobacteria	Gram_Negative	Anaerobe	Motile:Nonmotile	Sulfate reducer, Sulfur reducer, Thiosulfate reducer
Desulfovibrio	Proteobacteria	Gram_Negative	Anaerobe	Motile:Nonmotile	Hydrogen metabolizer, Sulfate reducer, Thiosulfate reducer
unclassified	Candidatus Levybacteria	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Candidatus Levybacteria	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Candidatus Levybacteria	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Candidatus Levybacteria	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Candidatus Levybacteria	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Candidatus Levybacteria	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Candidatus Levybacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Candidatus Levybacteria	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Candidatus Levybacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Candidatus Levybacteria	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Candidatus Levybacteria	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Candidatus Levybacteria	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Photorhabdus	Proteobacteria	Gram_Negative	Anaerobe	Motile:Chemotactic	NA
Catenuloplanes	Actinobacteria	Gram_Positive	Anaerobe	Motile	NA
Bacteriovorax	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Arthrobacter	Actinobacteria	Gram_Positive	Unsure	Motile:Nonmotile	Hydrocarbon degrading
unclassified	Gemmatimonadetes	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Gemmatimonadetes	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Gemmatimonadetes	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Gemmatimonadetes	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Gemmatimonadetes	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Gemmatimonadetes	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Gemmatimonadetes	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Gemmatimonadetes	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Gemmatimonadetes	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Gemmatimonadetes	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Gemmatimonadetes	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Gemmatimonadetes	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
unclassified	Candidatus Marinimicrobia	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Candidatus Marinimicrobia	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Candidatus Marinimicrobia	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Candidatus Marinimicrobia	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Candidatus Marinimicrobia	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Candidatus Marinimicrobia	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Candidatus Marinimicrobia	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Candidatus Marinimicrobia	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Candidatus Marinimicrobia	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Candidatus Marinimicrobia	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Candidatus Marinimicrobia	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Candidatus Marinimicrobia	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Advenella	Proteobacteria	Gram_Negative	Unsure	Motile	Sulfur oxidizer
Advenella	Proteobacteria	Gram_Negative	Unsure	Motile	Succinic acid production
Francisella	Proteobacteria	Gram_Negative	Anaerobe	Nonmotile	NA
Halanaerobium	Firmicutes	Gram_Negative	Anaerobe	Nonmotile	NA
Prochlorothrix	Cyanobacteria	Gram_Positive	Anaerobe	Nonmotile	NA
Mycolicibacterium	Actinobacteria	Gram_Positive	Anaerobe	Nonmotile	PAH-degrading
Lysinibacillus	Firmicutes	Gram_Positive	Anaerobe	Motile	NA
Nocardioides	Actinobacteria	Gram_Positive	Anaerobe	Motile:Nonmotile	Chlorate-reducer
Nocardioides	Actinobacteria	Gram_Positive	Anaerobe	Motile:Nonmotile	Nitrate reducer
Marinococcus	Firmicutes	Gram_Positive	Anaerobe	Motile	Nitrate reducer
Maribacter	Bacteroidetes	Gram_Negative	Anaerobe	Motile:Nonmotile	NA
Actinobacillus	Proteobacteria	Gram_Negative	Anaerobe	Nonmotile	Sugars fermentor
Weissella	Firmicutes	Gram_Positive	Anaerobe	Nonmotile	NA
Eikenella	Proteobacteria	Unsure	Anaerobe	Motile	NA
Ruminococcus	Firmicutes	Gram_Positive	Anaerobe	Nonmotile	Cellulose degrader
Ruminococcus	Firmicutes	Gram_Positive	Anaerobe	Nonmotile	Cellulose degrader, Ethanol production
unclassified	Actinobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Actinobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Actinobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Actinobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Actinobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Actinobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Actinobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Actinobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Actinobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Actinobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Actinobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Actinobacteria	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Achromatium	Proteobacteria	NA	NA	NA	NA
unclassified	Candidatus Woesebacteria	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Candidatus Woesebacteria	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Candidatus Woesebacteria	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Candidatus Woesebacteria	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Candidatus Woesebacteria	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Candidatus Woesebacteria	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Candidatus Woesebacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Candidatus Woesebacteria	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Candidatus Woesebacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Candidatus Woesebacteria	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Candidatus Woesebacteria	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Candidatus Woesebacteria	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Halobacillus	Firmicutes	Gram_Positive	Anaerobe	Motile:Nonmotile	NA
Comamonas	Proteobacteria	Gram_Negative	Anaerobe	Motile	Surfactant-degrading
Gordonibacter	Actinobacteria	Gram_Positive	Anaerobe	Motile	NA
Gilvimarinus	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Hymenobacter	Bacteroidetes	Gram_Negative	Unsure	Nonmotile	NA
Trichococcus	Firmicutes	Gram_Positive	NA	NA	NA
Jejuia	Bacteroidetes	Gram_Negative	NA	NA	NA
unclassified	Candidatus Bipolaricaulota	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Candidatus Bipolaricaulota	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Candidatus Bipolaricaulota	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Candidatus Bipolaricaulota	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Candidatus Bipolaricaulota	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Candidatus Bipolaricaulota	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Candidatus Bipolaricaulota	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Candidatus Bipolaricaulota	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Candidatus Bipolaricaulota	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Candidatus Bipolaricaulota	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Candidatus Bipolaricaulota	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Candidatus Bipolaricaulota	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Bdellovibrio	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
unclassified	Candidatus Nomurabacteria	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Candidatus Nomurabacteria	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Candidatus Nomurabacteria	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Candidatus Nomurabacteria	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Candidatus Nomurabacteria	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Candidatus Nomurabacteria	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Candidatus Nomurabacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Candidatus Nomurabacteria	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Candidatus Nomurabacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Candidatus Nomurabacteria	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Candidatus Nomurabacteria	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Candidatus Nomurabacteria	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
unclassified	Candidatus Portnoybacteria	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Candidatus Portnoybacteria	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Candidatus Portnoybacteria	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Candidatus Portnoybacteria	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Candidatus Portnoybacteria	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Candidatus Portnoybacteria	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Candidatus Portnoybacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Candidatus Portnoybacteria	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Candidatus Portnoybacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Candidatus Portnoybacteria	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Candidatus Portnoybacteria	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Candidatus Portnoybacteria	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Salinicoccus	Firmicutes	Gram_Positive	Unsure	Nonmotile	Nitrate reducer
Gordonia	Actinobacteria	Gram_Positive	Unsure	Nonmotile	Explosive compound (RDX) degrader
Gordonia	Actinobacteria	Gram_Positive	Unsure	Nonmotile	Nitrate reducer
Roseofilum	Cyanobacteria	NA	NA	NA	NA
unclassified	candidate division WPS-2	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	candidate division WPS-2	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	candidate division WPS-2	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	candidate division WPS-2	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	candidate division WPS-2	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	candidate division WPS-2	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	candidate division WPS-2	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	candidate division WPS-2	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	candidate division WPS-2	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	candidate division WPS-2	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	candidate division WPS-2	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	candidate division WPS-2	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
unclassified	Candidatus Latescibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Candidatus Latescibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Candidatus Latescibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Candidatus Latescibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Candidatus Latescibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Candidatus Latescibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Candidatus Latescibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Candidatus Latescibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Candidatus Latescibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Candidatus Latescibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Candidatus Latescibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Candidatus Latescibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Candidatus Tremblaya	Proteobacteria	Gram_Negative	NA	NA	NA
Candidatus Arthromitus	Firmicutes	Gram_Positive	Anaerobe	NA	NA
Rheinheimera	Proteobacteria	Gram_Negative	Anaerobe	Motile	Nitrate reducer
Sphingomonas	Proteobacteria	Gram_Negative	Anaerobe	Motile:Nonmotile	Nitrate reducer
Pantoea	Proteobacteria	Gram_Negative	Anaerobe	Motile:Nonmotile	Nitrogen fixation
Pedobacter	Bacteroidetes	Gram_Negative	Anaerobe	Motile:Nonmotile	Nitrogen fixation
Rhodococcus	Actinobacteria	Gram_Positive	Anaerobe	Motile:Nonmotile	PCB degrading
Rhodococcus	Actinobacteria	Gram_Positive	Anaerobe	Motile:Nonmotile	Nitrate reducer
Rhodococcus	Actinobacteria	Gram_Positive	Anaerobe	Motile:Nonmotile	Hydrocarbon degrading
Rhodococcus	Actinobacteria	Gram_Positive	Anaerobe	Motile:Nonmotile	Oil degrading
Rhodococcus	Actinobacteria	Gram_Positive	Anaerobe	Motile:Nonmotile	Acid-producing
Rhodococcus	Actinobacteria	Gram_Positive	Anaerobe	Motile:Nonmotile	Magnetite production, Sulfate reducer
Rhodococcus	Actinobacteria	Gram_Positive	Anaerobe	Motile:Nonmotile	Degrades aromatic hydrocarbons
Rhodococcus	Actinobacteria	Gram_Positive	Anaerobe	Motile:Nonmotile	Naphthalene-degrading
Cronobacter	Proteobacteria	Gram_Negative	Anaerobe	Motile	NA
Idiomarina	Proteobacteria	Gram_Negative	Anaerobe	Motile:Nonmotile	NA
unclassified	Candidatus Saccharibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Candidatus Saccharibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Candidatus Saccharibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Candidatus Saccharibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Candidatus Saccharibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Candidatus Saccharibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Candidatus Saccharibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Candidatus Saccharibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Candidatus Saccharibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Candidatus Saccharibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Candidatus Saccharibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Candidatus Saccharibacteria	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Thauera	Proteobacteria	Gram_Negative	Anaerobe	Motile	Degrades aromatic hydrocarbons, Denitrifying
unclassified	candidate division WWE3	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	candidate division WWE3	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	candidate division WWE3	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	candidate division WWE3	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	candidate division WWE3	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	candidate division WWE3	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	candidate division WWE3	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	candidate division WWE3	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	candidate division WWE3	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	candidate division WWE3	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	candidate division WWE3	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	candidate division WWE3	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
unclassified	Candidatus Atribacteria	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Candidatus Atribacteria	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Candidatus Atribacteria	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Candidatus Atribacteria	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Candidatus Atribacteria	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Candidatus Atribacteria	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Candidatus Atribacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
unclassified	Candidatus Atribacteria	Gram_Negative	Unsure	Motile:Nonmotile	Carbon dioxide fixation, Iron oxidizer, Nitrate reducer
unclassified	Candidatus Atribacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer, Syntrophic
unclassified	Candidatus Atribacteria	Gram_Negative	Unsure	Motile:Nonmotile	Sulfur oxidizer
unclassified	Candidatus Atribacteria	Gram_Negative	Unsure	Motile:Nonmotile	Xylan degrader
unclassified	Candidatus Atribacteria	Gram_Negative	Unsure	Motile:Nonmotile	Aminoacids fermentor, Dehalogenation, Hydrogen production
Candidatus Endoecteinascidia	Proteobacteria	NA	NA	NA	NA
Echinicola	Bacteroidetes	Gram_Negative	Anaerobe	Motile	NA
unclassified	Candidatus Ryanbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Methanogen
unclassified	Candidatus Ryanbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Cellulose degrader
unclassified	Candidatus Ryanbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Manganese oxidizer
unclassified	Candidatus Ryanbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Iron oxidizer
unclassified	Candidatus Ryanbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Respiratory arsenate reductase
unclassified	Candidatus Ryanbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Succinic acid production
unclassified	Candidatus Ryanbacteria	Gram_Negative	Unsure	Motile:Nonmotile	Acetate oxidizer
