Taxon	Sample	Position	Strand	Frequency	Group
porphyromonas_gingivalis	ABM006.A0101	-19	3pG>A	0	Gorilla
porphyromonas_gingivalis	ABM006.A0101	-20	3pG>A	0	Gorilla
porphyromonas_gingivalis	ABM006.A0101	-21	3pG>A	0.066666666666667	Gorilla
porphyromonas_gingivalis	ABM006.A0101	-22	3pG>A	0	Gorilla
porphyromonas_gingivalis	ABM006.A0101	-23	3pG>A	0	Gorilla
porphyromonas_gingivalis	ABM006.A0101	-24	3pG>A	0.058823529411765	Gorilla
porphyromonas_gingivalis	ABM006.A0101	-25	3pG>A	0	Gorilla
porphyromonas_gingivalis	ABM006.A0101	1	5pC>T	0.071428571428572	Gorilla
porphyromonas_gingivalis	ABM006.A0101	2	5pC>T	0	Gorilla
porphyromonas_gingivalis	ABM006.A0101	3	5pC>T	0	Gorilla
porphyromonas_gingivalis	ABM006.A0101	4	5pC>T	0	Gorilla
porphyromonas_gingivalis	ABM006.A0101	5	5pC>T	0	Gorilla
porphyromonas_gingivalis	ABM006.A0101	6	5pC>T	0.066666666666667	Gorilla
porphyromonas_gingivalis	ABM006.A0101	7	5pC>T	0	Gorilla
porphyromonas_gingivalis	ABM006.A0101	8	5pC>T	0	Gorilla
porphyromonas_gingivalis	ABM006.A0101	9	5pC>T	0	Gorilla
porphyromonas_gingivalis	ABM006.A0101	10	5pC>T	0	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	-1	3pG>A	0.041845274545826	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	-2	3pG>A	0.03551056479473	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	-3	3pG>A	0.027134404057481	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	-4	3pG>A	0.021851615984716	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	-5	3pG>A	0.021867635127304	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	-6	3pG>A	0.020033112582782	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	-7	3pG>A	0.016944980100931	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	-8	3pG>A	0.015308680060155	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	-9	3pG>A	0.015248563990248	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	-10	3pG>A	0.012737027480854	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	-11	3pG>A	0.013875393524816	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	-12	3pG>A	0.012007922753157	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	-13	3pG>A	0.012829446243391	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	-14	3pG>A	0.011894614490508	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	-15	3pG>A	0.011080902949415	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	-16	3pG>A	0.009625973814088	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	-17	3pG>A	0.00976273823415	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	-18	3pG>A	0.008667164302895	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	-19	3pG>A	0.009624122263527	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	-20	3pG>A	0.010086569772059	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	-21	3pG>A	0.007980981490915	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	-22	3pG>A	0.00832531481404	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	-23	3pG>A	0.008498469469953	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	-24	3pG>A	0.008048119281599	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	-25	3pG>A	0.00782819825854	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	1	5pC>T	0.041420600333972	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	2	5pC>T	0.036828214971209	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	3	5pC>T	0.027091396248884	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	4	5pC>T	0.023349761654682	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	5	5pC>T	0.020455782842032	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	6	5pC>T	0.018960703421261	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	7	5pC>T	0.016679773188196	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	8	5pC>T	0.014474094881398	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	9	5pC>T	0.014390274159534	Gorilla
pseudopropionibacterium_propionicum	ABM006.A0101	10	5pC>T	0.014609717738598	Gorilla
streptococcus_gordonii	ABM006.A0101	-1	3pG>A	0.055555555555556	Gorilla
streptococcus_gordonii	ABM006.A0101	-2	3pG>A	0	Gorilla
streptococcus_gordonii	ABM006.A0101	-3	3pG>A	0	Gorilla
streptococcus_gordonii	ABM006.A0101	-4	3pG>A	0.090909090909091	Gorilla
streptococcus_gordonii	ABM006.A0101	-5	3pG>A	0.090909090909091	Gorilla
streptococcus_gordonii	ABM006.A0101	-6	3pG>A	0	Gorilla
streptococcus_gordonii	ABM006.A0101	-7	3pG>A	0	Gorilla
streptococcus_gordonii	ABM006.A0101	-8	3pG>A	0	Gorilla
streptococcus_gordonii	ABM006.A0101	-9	3pG>A	0	Gorilla
streptococcus_gordonii	ABM006.A0101	-10	3pG>A	0	Gorilla
streptococcus_gordonii	ABM006.A0101	-11	3pG>A	0	Gorilla
streptococcus_gordonii	ABM006.A0101	-12	3pG>A	0	Gorilla
streptococcus_gordonii	ABM006.A0101	-13	3pG>A	0.117647058823529	Gorilla
streptococcus_gordonii	ABM006.A0101	-14	3pG>A	0	Gorilla
streptococcus_gordonii	ABM006.A0101	-15	3pG>A	0.0625	Gorilla
streptococcus_gordonii	ABM006.A0101	-16	3pG>A	0	Gorilla
streptococcus_gordonii	ABM006.A0101	-17	3pG>A	0.125	Gorilla
streptococcus_gordonii	ABM006.A0101	-18	3pG>A	0.066666666666667	Gorilla
streptococcus_gordonii	ABM006.A0101	-19	3pG>A	0	Gorilla
streptococcus_gordonii	ABM006.A0101	-20	3pG>A	0	Gorilla
streptococcus_gordonii	ABM006.A0101	-21	3pG>A	0	Gorilla
streptococcus_gordonii	ABM006.A0101	-22	3pG>A	0	Gorilla
streptococcus_gordonii	ABM006.A0101	-23	3pG>A	0	Gorilla
streptococcus_gordonii	ABM006.A0101	-24	3pG>A	0	Gorilla
streptococcus_gordonii	ABM006.A0101	-25	3pG>A	0	Gorilla
streptococcus_gordonii	ABM006.A0101	1	5pC>T	0	Gorilla
streptococcus_gordonii	ABM006.A0101	2	5pC>T	0.066666666666667	Gorilla
streptococcus_gordonii	ABM006.A0101	3	5pC>T	0	Gorilla
streptococcus_gordonii	ABM006.A0101	4	5pC>T	0.066666666666667	Gorilla
streptococcus_gordonii	ABM006.A0101	5	5pC>T	0.055555555555556	Gorilla
streptococcus_gordonii	ABM006.A0101	6	5pC>T	0	Gorilla
streptococcus_gordonii	ABM006.A0101	7	5pC>T	0.15	Gorilla
streptococcus_gordonii	ABM006.A0101	8	5pC>T	0.083333333333333	Gorilla
streptococcus_gordonii	ABM006.A0101	9	5pC>T	0.0625	Gorilla
streptococcus_gordonii	ABM006.A0101	10	5pC>T	0.111111111111111	Gorilla
tannerella_forysthia	ABM006.A0101	-1	3pG>A	0.054373522458629	Gorilla
tannerella_forysthia	ABM006.A0101	-2	3pG>A	0.050590219224283	Gorilla
tannerella_forysthia	ABM006.A0101	-3	3pG>A	0.040044493882091	Gorilla
tannerella_forysthia	ABM006.A0101	-4	3pG>A	0.039660056657224	Gorilla
tannerella_forysthia	ABM006.A0101	-5	3pG>A	0.030079455164586	Gorilla
tannerella_forysthia	ABM006.A0101	-6	3pG>A	0.03320631464344	Gorilla
tannerella_forysthia	ABM006.A0101	-7	3pG>A	0.03125	Gorilla
tannerella_forysthia	ABM006.A0101	-8	3pG>A	0.017167381974249	Gorilla
tannerella_forysthia	ABM006.A0101	-9	3pG>A	0.024664879356568	Gorilla
tannerella_forysthia	ABM006.A0101	-10	3pG>A	0.015650296815974	Gorilla
tannerella_forysthia	ABM006.A0101	-11	3pG>A	0.022884513038851	Gorilla
tannerella_forysthia	ABM006.A0101	-12	3pG>A	0.017117614577582	Gorilla
tannerella_forysthia	ABM006.A0101	-13	3pG>A	0.013793103448276	Gorilla
tannerella_forysthia	ABM006.A0101	-14	3pG>A	0.012578616352201	Gorilla
tannerella_forysthia	ABM006.A0101	-15	3pG>A	0.020234291799787	Gorilla
tannerella_forysthia	ABM006.A0101	-16	3pG>A	0.018977332630469	Gorilla
tannerella_forysthia	ABM006.A0101	-17	3pG>A	0.021638330757342	Gorilla
tannerella_forysthia	ABM006.A0101	-18	3pG>A	0.01606855918586	Gorilla
tannerella_forysthia	ABM006.A0101	-19	3pG>A	0.020331728196897	Gorilla
tannerella_forysthia	ABM006.A0101	-20	3pG>A	0.017820773930754	Gorilla
tannerella_forysthia	ABM006.A0101	-21	3pG>A	0.013562858633281	Gorilla
tannerella_forysthia	ABM006.A0101	-22	3pG>A	0.017306652244457	Gorilla
tannerella_forysthia	ABM006.A0101	-23	3pG>A	0.013171759747102	Gorilla
tannerella_forysthia	ABM006.A0101	-24	3pG>A	0.014594594594595	Gorilla
tannerella_forysthia	ABM006.A0101	-25	3pG>A	0.01276359600444	Gorilla
tannerella_forysthia	ABM006.A0101	1	5pC>T	0.065254722381225	Gorilla
tannerella_forysthia	ABM006.A0101	2	5pC>T	0.054405677114134	Gorilla
tannerella_forysthia	ABM006.A0101	3	5pC>T	0.047981275599766	Gorilla
tannerella_forysthia	ABM006.A0101	4	5pC>T	0.040023543260742	Gorilla
tannerella_forysthia	ABM006.A0101	5	5pC>T	0.03537170263789	Gorilla
tannerella_forysthia	ABM006.A0101	6	5pC>T	0.032478632478633	Gorilla
tannerella_forysthia	ABM006.A0101	7	5pC>T	0.028953229398664	Gorilla
tannerella_forysthia	ABM006.A0101	8	5pC>T	0.027964785085448	Gorilla
tannerella_forysthia	ABM006.A0101	9	5pC>T	0.020419426048565	Gorilla
tannerella_forysthia	ABM006.A0101	10	5pC>T	0.020108695652174	Gorilla
treponema_denticola	ABM006.A0101	-1	3pG>A	0.070707070707071	Gorilla
treponema_denticola	ABM006.A0101	-2	3pG>A	0.060606060606061	Gorilla
treponema_denticola	ABM006.A0101	-3	3pG>A	0.029126213592233	Gorilla
treponema_denticola	ABM006.A0101	-4	3pG>A	0.01	Gorilla
treponema_denticola	ABM006.A0101	-5	3pG>A	0.023529411764706	Gorilla
treponema_denticola	ABM006.A0101	-6	3pG>A	0.018181818181818	Gorilla
treponema_denticola	ABM006.A0101	-7	3pG>A	0.016393442622951	Gorilla
treponema_denticola	ABM006.A0101	-8	3pG>A	0.034188034188034	Gorilla
treponema_denticola	ABM006.A0101	-9	3pG>A	0	Gorilla
treponema_denticola	ABM006.A0101	-10	3pG>A	0.010752688172043	Gorilla
treponema_denticola	ABM006.A0101	-11	3pG>A	0.017241379310345	Gorilla
treponema_denticola	ABM006.A0101	-12	3pG>A	0.028571428571429	Gorilla
treponema_denticola	ABM006.A0101	-13	3pG>A	0.008928571428571	Gorilla
treponema_denticola	ABM006.A0101	-14	3pG>A	0.010416666666667	Gorilla
treponema_denticola	ABM006.A0101	-15	3pG>A	0.032608695652174	Gorilla
treponema_denticola	ABM006.A0101	-16	3pG>A	0.02020202020202	Gorilla
treponema_denticola	ABM006.A0101	-17	3pG>A	0	Gorilla
treponema_denticola	ABM006.A0101	-18	3pG>A	0.047619047619048	Gorilla
treponema_denticola	ABM006.A0101	-19	3pG>A	0.025862068965517	Gorilla
treponema_denticola	ABM006.A0101	-20	3pG>A	0.009259259259259	Gorilla
treponema_denticola	ABM006.A0101	-21	3pG>A	0	Gorilla
treponema_denticola	ABM006.A0101	-22	3pG>A	0.024793388429752	Gorilla
treponema_denticola	ABM006.A0101	-23	3pG>A	0.049019607843137	Gorilla
treponema_denticola	ABM006.A0101	-24	3pG>A	0.008196721311475	Gorilla
treponema_denticola	ABM006.A0101	-25	3pG>A	0	Gorilla
treponema_denticola	ABM006.A0101	1	5pC>T	0.08	Gorilla
treponema_denticola	ABM006.A0101	2	5pC>T	0.047169811320755	Gorilla
treponema_denticola	ABM006.A0101	3	5pC>T	0.060606060606061	Gorilla
treponema_denticola	ABM006.A0101	4	5pC>T	0.056179775280899	Gorilla
treponema_denticola	ABM006.A0101	5	5pC>T	0.050420168067227	Gorilla
treponema_denticola	ABM006.A0101	6	5pC>T	0.028846153846154	Gorilla
treponema_denticola	ABM006.A0101	7	5pC>T	0.018867924528302	Gorilla
treponema_denticola	ABM006.A0101	8	5pC>T	0.027027027027027	Gorilla
treponema_denticola	ABM006.A0101	9	5pC>T	0.03	Gorilla
treponema_denticola	ABM006.A0101	10	5pC>T	0.034782608695652	Gorilla
treponema_socranskii	ABM006.A0101	-1	3pG>A	0.044742729306488	Gorilla
treponema_socranskii	ABM006.A0101	-2	3pG>A	0.034021871202916	Gorilla
treponema_socranskii	ABM006.A0101	-3	3pG>A	0.02280912364946	Gorilla
treponema_socranskii	ABM006.A0101	-4	3pG>A	0.024734982332156	Gorilla
treponema_socranskii	ABM006.A0101	-5	3pG>A	0.024221453287197	Gorilla
treponema_socranskii	ABM006.A0101	-6	3pG>A	0.026775320139697	Gorilla
treponema_socranskii	ABM006.A0101	-7	3pG>A	0.028702640642939	Gorilla
treponema_socranskii	ABM006.A0101	-8	3pG>A	0.013498312710911	Gorilla
treponema_socranskii	ABM006.A0101	-9	3pG>A	0.017094017094017	Gorilla
treponema_socranskii	ABM006.A0101	-10	3pG>A	0.02071973827699	Gorilla
treponema_socranskii	ABM006.A0101	-11	3pG>A	0.014908256880734	Gorilla
treponema_socranskii	ABM006.A0101	-12	3pG>A	0.024940617577197	Gorilla
treponema_socranskii	ABM006.A0101	-13	3pG>A	0.015384615384615	Gorilla
treponema_socranskii	ABM006.A0101	-14	3pG>A	0.02465166130761	Gorilla
treponema_socranskii	ABM006.A0101	-15	3pG>A	0.025345622119816	Gorilla
treponema_socranskii	ABM006.A0101	-16	3pG>A	0.011481056257176	Gorilla
treponema_socranskii	ABM006.A0101	-17	3pG>A	0.014525139664805	Gorilla
treponema_socranskii	ABM006.A0101	-18	3pG>A	0.012820512820513	Gorilla
treponema_socranskii	ABM006.A0101	-19	3pG>A	0.016910935738444	Gorilla
treponema_socranskii	ABM006.A0101	-20	3pG>A	0.00974025974026	Gorilla
treponema_socranskii	ABM006.A0101	-21	3pG>A	0.011086474501109	Gorilla
treponema_socranskii	ABM006.A0101	-22	3pG>A	0.015909090909091	Gorilla
treponema_socranskii	ABM006.A0101	-23	3pG>A	0.015521064301552	Gorilla
treponema_socranskii	ABM006.A0101	-24	3pG>A	0.00952380952381	Gorilla
treponema_socranskii	ABM006.A0101	-25	3pG>A	0.007838745800672	Gorilla
treponema_socranskii	ABM006.A0101	1	5pC>T	0.046643913538112	Gorilla
treponema_socranskii	ABM006.A0101	2	5pC>T	0.035230352303523	Gorilla
treponema_socranskii	ABM006.A0101	3	5pC>T	0.038993710691824	Gorilla
treponema_socranskii	ABM006.A0101	4	5pC>T	0.029304029304029	Gorilla
treponema_socranskii	ABM006.A0101	5	5pC>T	0.028714107365793	Gorilla
treponema_socranskii	ABM006.A0101	6	5pC>T	0.02203182374541	Gorilla
treponema_socranskii	ABM006.A0101	7	5pC>T	0.020807833537332	Gorilla
treponema_socranskii	ABM006.A0101	8	5pC>T	0.018561484918794	Gorilla
treponema_socranskii	ABM006.A0101	9	5pC>T	0.016548463356974	Gorilla
treponema_socranskii	ABM006.A0101	10	5pC>T	0.017730496453901	Gorilla
fusobacterium_nucleatum	ABM007.A0101	-1	3pG>A	0.012658227848101	Chimp
fusobacterium_nucleatum	ABM007.A0101	-2	3pG>A	0.045454545454546	Chimp
fusobacterium_nucleatum	ABM007.A0101	-3	3pG>A	0.011363636363636	Chimp
fusobacterium_nucleatum	ABM007.A0101	-4	3pG>A	0.010752688172043	Chimp
fusobacterium_nucleatum	ABM007.A0101	-5	3pG>A	0.061855670103093	Chimp
fusobacterium_nucleatum	ABM007.A0101	-6	3pG>A	0.024390243902439	Chimp
fusobacterium_nucleatum	ABM007.A0101	-7	3pG>A	0.03125	Chimp
fusobacterium_nucleatum	ABM007.A0101	-8	3pG>A	0.033333333333333	Chimp
fusobacterium_nucleatum	ABM007.A0101	-9	3pG>A	0.022222222222222	Chimp
fusobacterium_nucleatum	ABM007.A0101	-10	3pG>A	0.031578947368421	Chimp
fusobacterium_nucleatum	ABM007.A0101	-11	3pG>A	0.021978021978022	Chimp
fusobacterium_nucleatum	ABM007.A0101	-12	3pG>A	0.011494252873563	Chimp
fusobacterium_nucleatum	ABM007.A0101	-13	3pG>A	0.028846153846154	Chimp
fusobacterium_nucleatum	ABM007.A0101	-14	3pG>A	0.050505050505051	Chimp
fusobacterium_nucleatum	ABM007.A0101	-15	3pG>A	0.03448275862069	Chimp
fusobacterium_nucleatum	ABM007.A0101	-16	3pG>A	0.027272727272727	Chimp
fusobacterium_nucleatum	ABM007.A0101	-17	3pG>A	0.021052631578947	Chimp
fusobacterium_nucleatum	ABM007.A0101	-18	3pG>A	0	Chimp
fusobacterium_nucleatum	ABM007.A0101	-19	3pG>A	0.009345794392523	Chimp
fusobacterium_nucleatum	ABM007.A0101	-20	3pG>A	0.03	Chimp
fusobacterium_nucleatum	ABM007.A0101	-21	3pG>A	0.031914893617021	Chimp
fusobacterium_nucleatum	ABM007.A0101	-22	3pG>A	0.068627450980392	Chimp
fusobacterium_nucleatum	ABM007.A0101	-23	3pG>A	0.042553191489362	Chimp
fusobacterium_nucleatum	ABM007.A0101	-24	3pG>A	0.018518518518519	Chimp
fusobacterium_nucleatum	ABM007.A0101	-25	3pG>A	0.00990099009901	Chimp
fusobacterium_nucleatum	ABM007.A0101	1	5pC>T	0.060975609756098	Chimp
fusobacterium_nucleatum	ABM007.A0101	2	5pC>T	0.033707865168539	Chimp
fusobacterium_nucleatum	ABM007.A0101	3	5pC>T	0.027397260273973	Chimp
fusobacterium_nucleatum	ABM007.A0101	4	5pC>T	0.044444444444445	Chimp
fusobacterium_nucleatum	ABM007.A0101	5	5pC>T	0.055555555555556	Chimp
fusobacterium_nucleatum	ABM007.A0101	6	5pC>T	0.054347826086957	Chimp
fusobacterium_nucleatum	ABM007.A0101	7	5pC>T	0.020833333333333	Chimp
fusobacterium_nucleatum	ABM007.A0101	8	5pC>T	0.01219512195122	Chimp
fusobacterium_nucleatum	ABM007.A0101	9	5pC>T	0.023529411764706	Chimp
fusobacterium_nucleatum	ABM007.A0101	10	5pC>T	0.03	Chimp
porphyromonas_gingivalis	ABM007.A0101	-1	3pG>A	0.065014031805426	Chimp
porphyromonas_gingivalis	ABM007.A0101	-2	3pG>A	0.053988326848249	Chimp
porphyromonas_gingivalis	ABM007.A0101	-3	3pG>A	0.047619047619048	Chimp
porphyromonas_gingivalis	ABM007.A0101	-4	3pG>A	0.035563874590548	Chimp
porphyromonas_gingivalis	ABM007.A0101	-5	3pG>A	0.033836305441244	Chimp
porphyromonas_gingivalis	ABM007.A0101	-6	3pG>A	0.028598218471636	Chimp
porphyromonas_gingivalis	ABM007.A0101	-7	3pG>A	0.029657089898054	Chimp
porphyromonas_gingivalis	ABM007.A0101	-8	3pG>A	0.022299956274596	Chimp
porphyromonas_gingivalis	ABM007.A0101	-9	3pG>A	0.02247191011236	Chimp
porphyromonas_gingivalis	ABM007.A0101	-10	3pG>A	0.014455782312925	Chimp
porphyromonas_gingivalis	ABM007.A0101	-11	3pG>A	0.019486271036315	Chimp
porphyromonas_gingivalis	ABM007.A0101	-12	3pG>A	0.019946808510638	Chimp
porphyromonas_gingivalis	ABM007.A0101	-13	3pG>A	0.014388489208633	Chimp
porphyromonas_gingivalis	ABM007.A0101	-14	3pG>A	0.016747465843984	Chimp
porphyromonas_gingivalis	ABM007.A0101	-15	3pG>A	0.015555555555556	Chimp
porphyromonas_gingivalis	ABM007.A0101	-16	3pG>A	0.015865820489574	Chimp
porphyromonas_gingivalis	ABM007.A0101	-17	3pG>A	0.01803349076857	Chimp
porphyromonas_gingivalis	ABM007.A0101	-18	3pG>A	0.012184115523466	Chimp
porphyromonas_gingivalis	ABM007.A0101	-19	3pG>A	0.014660151043981	Chimp
porphyromonas_gingivalis	ABM007.A0101	-20	3pG>A	0.014817950889077	Chimp
porphyromonas_gingivalis	ABM007.A0101	-21	3pG>A	0.012449977767897	Chimp
porphyromonas_gingivalis	ABM007.A0101	-22	3pG>A	0.014821272885789	Chimp
porphyromonas_gingivalis	ABM007.A0101	-23	3pG>A	0.009573542210618	Chimp
porphyromonas_gingivalis	ABM007.A0101	-24	3pG>A	0.017249205628688	Chimp
porphyromonas_gingivalis	ABM007.A0101	-25	3pG>A	0.011013215859031	Chimp
porphyromonas_gingivalis	ABM007.A0101	1	5pC>T	0.071637426900585	Chimp
porphyromonas_gingivalis	ABM007.A0101	2	5pC>T	0.046071774975752	Chimp
porphyromonas_gingivalis	ABM007.A0101	3	5pC>T	0.040096618357488	Chimp
porphyromonas_gingivalis	ABM007.A0101	4	5pC>T	0.041392285983067	Chimp
porphyromonas_gingivalis	ABM007.A0101	5	5pC>T	0.032272727272727	Chimp
porphyromonas_gingivalis	ABM007.A0101	6	5pC>T	0.030414746543779	Chimp
porphyromonas_gingivalis	ABM007.A0101	7	5pC>T	0.027863777089783	Chimp
porphyromonas_gingivalis	ABM007.A0101	8	5pC>T	0.016386373436826	Chimp
porphyromonas_gingivalis	ABM007.A0101	9	5pC>T	0.019465821638751	Chimp
porphyromonas_gingivalis	ABM007.A0101	10	5pC>T	0.014388489208633	Chimp
pseudopropionibacterium_propionicum	ABM007.A0101	-1	3pG>A	0.050505050505051	Chimp
pseudopropionibacterium_propionicum	ABM007.A0101	-2	3pG>A	0.026315789473684	Chimp
pseudopropionibacterium_propionicum	ABM007.A0101	-3	3pG>A	0.031746031746032	Chimp
pseudopropionibacterium_propionicum	ABM007.A0101	-4	3pG>A	0.020348837209302	Chimp
pseudopropionibacterium_propionicum	ABM007.A0101	-5	3pG>A	0.021084337349398	Chimp
pseudopropionibacterium_propionicum	ABM007.A0101	-6	3pG>A	0.006410256410256	Chimp
pseudopropionibacterium_propionicum	ABM007.A0101	-7	3pG>A	0.006349206349206	Chimp
pseudopropionibacterium_propionicum	ABM007.A0101	-8	3pG>A	0.013745704467354	Chimp
pseudopropionibacterium_propionicum	ABM007.A0101	-9	3pG>A	0.016447368421053	Chimp
pseudopropionibacterium_propionicum	ABM007.A0101	-10	3pG>A	0.013157894736842	Chimp
pseudopropionibacterium_propionicum	ABM007.A0101	-11	3pG>A	0.006153846153846	Chimp
pseudopropionibacterium_propionicum	ABM007.A0101	-12	3pG>A	0.003174603174603	Chimp
pseudopropionibacterium_propionicum	ABM007.A0101	-13	3pG>A	0.012539184952978	Chimp
pseudopropionibacterium_propionicum	ABM007.A0101	-14	3pG>A	0.009404388714734	Chimp
