Combination	Taxon	Software	Tax_Level
Alouatta:Gorilla:Pan:Homo	Actinomyces_oris	MALT	species
Alouatta:Gorilla:Pan:Homo	Actinomyces_ruminicola	MALT	species
Alouatta:Gorilla:Pan:Homo	Actinomyces_sp._oral_taxon_170	MALT	species
Alouatta:Gorilla:Pan:Homo	Actinomyces_sp._oral_taxon_414	MALT	species
Alouatta:Gorilla:Pan:Homo	Fusobacterium_nucleatum	MALT	species
Alouatta:Gorilla:Pan:Homo	Ottowia_sp._oral_taxon_894	MALT	species
Alouatta:Gorilla:Pan:Homo	Pseudopropionibacterium_propionicum	MALT	species
Alouatta:Homo	Capnocytophaga_sputigena	MALT	species
Alouatta:Homo	Cardiobacterium_hominis	MALT	species
Alouatta:Homo	Lautropia_mirabilis	MALT	species
Alouatta:Homo	Neisseria_elongata	MALT	species
Alouatta:Homo	Streptococcus_cristatus	MALT	species
Alouatta:Homo	Streptococcus_gordonii	MALT	species
Alouatta:Homo	Streptococcus_oralis	MALT	species
Alouatta:Homo	Streptococcus_sanguinis	MALT	species
Alouatta:Homo	Streptococcus_sp._DD04	MALT	species
Homo	Abiotrophia_defectiva	MALT	species
Homo	Abiotrophia_sp._HMSC24B09	MALT	species
Homo	Catonella_morbi	MALT	species
Homo	Corynebacterium_matruchotii	MALT	species
Homo	Gemella_morbillorum	MALT	species
Homo	Leptotrichia_sp._oral_taxon_212	MALT	species
Homo	Selenomonas_sputigena	MALT	species
Alouatta:Gorilla	Actinomyces_sp._oral_taxon_171	MALT	species
Alouatta:Gorilla	Aggregatibacter_actinomycetemcomitans	MALT	species
Alouatta:Gorilla	Aggregatibacter_aphrophilus	MALT	species
Alouatta:Gorilla	Aggregatibacter_segnis	MALT	species
Alouatta:Gorilla	Streptococcus_mutans	MALT	species
Gorilla:Pan	Actinomyces_culturomici	MALT	species
Gorilla:Pan	Anaeroglobus_geminatus	MALT	species
Gorilla:Pan	Dialister_invisus	MALT	species
Gorilla:Pan	Slackia_exigua	MALT	species
Gorilla	Actinomyces_sp._oral_taxon_849	MALT	species
Gorilla	Propionibacterium_acidifaciens	MALT	species
Gorilla	Propionibacterium_australiense	MALT	species
Gorilla	Selenomonas_noxia	MALT	species
Gorilla:Pan:Homo	Campylobacter_gracilis	MALT	species
Gorilla:Pan:Homo	Desulfobulbus_sp._ORNL	MALT	species
Gorilla:Pan:Homo	Johnsonella_ignava	MALT	species
Gorilla:Pan:Homo	Olsenella_uli	MALT	species
Alouatta:Gorilla:Homo	Actinomyces_johnsonii	MALT	species
Alouatta:Gorilla:Homo	Cardiobacterium_valvarum	MALT	species
Alouatta:Gorilla:Homo	Eikenella_corrodens	MALT	species
Alouatta:Gorilla:Pan	Actinomyces_sp._oral_taxon_448	MALT	species
Alouatta:Gorilla:Pan	Prevotella_intermedia	MALT	species
Control	Candidatus_Kryptonium_thompsoni	MALT	species
Control	Streptomyces_sp._JV178	MALT	species
Alouatta:Pan	[Eubacterium]_brachy	MALT	species
