Host_Genus	Protein	Species	Count	PC1code	PC2code	PC1nomodcode	PC2nomodcode
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Bacteroides sartorii	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Bacteroides sp. 3_1_40A	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Bacteroidetes oral taxon 274	799.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Bartonella henselae	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Beijerinckia indica	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Bibersteinia trehalosi	7.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Bradyrhizobium oligotrophicum	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Breoghania sp. L-A4	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Capnocytophaga gingivalis	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Capnocytophaga granulosa	66.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Capnocytophaga haemolytica	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Capnocytophaga ochracea	6.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Capnocytophaga sp. oral taxon 323	4.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Capnocytophaga sp. oral taxon 324	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Capnocytophaga sp. oral taxon 326	3.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Capnocytophaga sp. oral taxon 329	6.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Capnocytophaga sp. oral taxon 332	15.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Capnocytophaga sp. oral taxon 338	3.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Capnocytophaga sp. oral taxon 380	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Capnocytophaga sp. oral taxon 863	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Capnocytophaga sputigena	10.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Cardiobacterium hominis	66.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Cardiobacterium valvarum	116.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Celeribacter indicus	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Cellvibrio japonicus	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Chelativorans sp. BNC1	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Chromohalobacter salexigens	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Comamonas testosteroni	6.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Delftia acidovorans	17.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Desulfobulbus oralis	24.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Desulfomicrobium orale	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Dichelobacter nodosus	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Dickeya dadantii	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Dickeya paradisiaca	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Dinoroseobacter shibae	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Edwardsiella ictaluri	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Eikenella corrodens	14.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Eikenella sp. HMSC061C02	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Erwinia tasmaniensis	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Escherichia coli	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Ferrimonas balearica	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Flavobacterium psychrophilum	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Gallibacterium anatis	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Glaesserella parasuis	3.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Haemophilus influenzae	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Haemophilus pittmaniae	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Haemophilus sp. HMSC061E01	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Haemophilus sp. HMSC068C11	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Haemophilus sp. oral taxon 036	13.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Halomonas boliviensis	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Halomonas sp. TD01	9.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Hoeflea sp. 108	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Hyphomicrobium denitrificans	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Kaistia adipata	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Kingella oralis	9.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Lautropia mirabilis	639.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Mannheimia haemolytica	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Marinobacter lipolyticus	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Marinomonas sp. MED121	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Mesorhizobium australicum	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Mesorhizobium ciceri	3.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Methylobacter tundripaludum	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Methylobacterium brachiatum	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Methylobacterium sp. 4-46	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Methylobacterium sp. 77	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Methyloceanibacter sp. wino2	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Methylococcus capsulatus	5.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Methylocystis sp. SC2	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Methylomicrobium buryatense	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Methylorubrum extorquens	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Methylosinus sp. LW4	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Neisseria elongata	18.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Neisseria sp. oral taxon 014	13.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Neisseria sp. oral taxon 020	9.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Neisseria wadsworthii	11.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Neomegalonema perideroedes	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Nitrobacter hamburgensis	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Nitrosococcus halophilus	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Nitrosococcus oceani	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Oceanimonas smirnovii	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Olsenella sp. oral taxon 807	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Owenweeksia hongkongensis	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Pantoea vagans	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Paraburkholderia hospita	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Paracoccus sp. BM15	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Paraglaciecola psychrophila	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Paraprevotella xylaniphila	4.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Parvularcula bermudensis	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Pasteurella dagmatis	4.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Pasteurella multocida	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Phenylobacterium zucineum	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Pluralibacter gergoviae	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Polymorphum gilvum	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Prevotella oulorum	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Pseudomonas aeruginosa	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Pseudomonas fluorescens	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Pseudomonas koreensis	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Pseudomonas putida	3.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Pseudomonas reinekei	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Pseudomonas stutzeri	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Pseudomonas syringae	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Pseudomonas umsongensis	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Pseudooceanicola batsensis	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Reinekea blandensis	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Rhodobacter sphaeroides	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Roseibium sp. TrichSKD4	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Salipiger bermudensis	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Salipiger mucosus	3.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Simiduia agarivorans	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Starkeya novella	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Tannerella forsythia	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Tannerella sp. oral taxon HOT-286	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Verminephrobacter eiseniae	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Vibrio azureus	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Vibrio sp. 16	1.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Yersinia ruckeri	2.0	none	pc2p5	none	pc2p8nomod
Homo	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	[Mannheimia] succiniciproducens	1.0	none	pc2p5	none	pc2p8nomod
Homo	ATP-dependent DNA helicase Rep	Acidovorax sp. MR-S7	2.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Acinetobacter junii	3.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Acinetobacter sp. ANC 3929	2.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Acinetobacter sp. NIPH 3623	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Acinetobacter ursingii	4.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Actinobacillus succinogenes	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Aggregatibacter actinomycetemcomitans	28.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Aggregatibacter aphrophilus	181.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Anaeromyxobacter dehalogenans	3.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Anaeromyxobacter sp. K	2.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Bordetella avium	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Bordetella holmesii	4.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Brachymonas chironomi	130.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Brachyspira hyodysenteriae	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Buchnera aphidicola	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Burkholderia glumae	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Caldimonas manganoxidans	6.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Candidatus Accumulibacter phosphatis	20.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Candidatus Hamiltonella defensa	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Cardiobacterium hominis	130.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Cardiobacterium valvarum	28.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Colwellia piezophila	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Comamonas testosteroni	33.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Cupriavidus sp. UYPR2.512	6.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Cupriavidus taiwanensis	2.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Curvibacter lanceolatus	37.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Delftia acidovorans	3.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Eikenella corrodens	21.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Escherichia coli	3.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Geobacter bemidjiensis	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Geobacter sp. M18	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Geobacter sulfurreducens	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Geobacter uraniireducens	6.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Glaesserella parasuis	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Haemophilus haemolyticus	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Haemophilus influenzae	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Haemophilus parainfluenzae	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Hahella chejuensis	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Halioglobus pacificus	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Herbaspirillum rubrisubalbicans	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Histophilus somni	2.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Hydrogenophaga sp. RAC07	2.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Hydrogenovibrio crunogenus	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Idiomarina loihiensis	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Kamptonema formosum	3.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Kingella oralis	6.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Laribacter hongkongensis	2.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Legionella pneumophila	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Leptothrix cholodnii	3.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Methylibium petroleiphilum	5.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Methylotenera versatilis	2.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Methyloversatilis thermotolerans	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Neisseria macacae	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Neisseria polysaccharea	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Neisseria sp. 10022	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Neisseria sp. HMSC070E12	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Neisseria sp. HMSC072F04	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Neisseria sp. KEM232	1.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Neisseria sp. oral taxon 020	2.0	none	pc2p8	none	none
Homo	ATP-dependent DNA helicase Rep	Neisseriaceae bacterium DSM 100970	2.0	none	pc2p8	none	none
