Genus	Sum	Percent	Protein	Host_Genus
Collimonas	18	0.0154772141014617	pc2p1	Homo
Comamonadaceae	11	0.00945829750644884	pc2p1	Homo
Comamonas	64	0.0550300945829751	pc2p1	Homo
Croceicoccus	6	0.00515907136715391	pc2p1	Homo
Cupriavidus	24	0.0206362854686156	pc2p1	Homo
Curvibacter	38	0.0326741186586414	pc2p1	Homo
Cystobacter	3	0.00257953568357696	pc2p1	Homo
Dechloromonas	6	0.00515907136715391	pc2p1	Homo
Defluviimonas	1	0.000859845227858985	pc2p1	Homo
Delftia	5	0.00429922613929493	pc2p1	Homo
Derxia	1	0.000859845227858985	pc2p1	Homo
Desulfobulbus	189	0.162510748065348	pc2p1	Homo
Desulfomicrobium	29	0.0249355116079106	pc2p1	Homo
Desulfovibrio	28	0.0240756663800516	pc2p1	Homo
Desulfurivibrio	2	0.00171969045571797	pc2p1	Homo
Desulfuromonas	6	0.00515907136715391	pc2p1	Homo
Devosia	1	0.000859845227858985	pc2p1	Homo
Diaphorobacter	4	0.00343938091143594	pc2p1	Homo
Dickeya	4	0.00343938091143594	pc2p1	Homo
Dokdonella	7	0.0060189165950129	pc2p1	Homo
Duganella	21	0.0180567497850387	pc2p1	Homo
Dyella	74	0.0636285468615649	pc2p1	Homo
Ectothiorhodospira	1	0.000859845227858985	pc2p1	Homo
Eikenella	4	0.00343938091143594	pc2p1	Homo
Elioraea	5	0.00429922613929493	pc2p1	Homo
Ensifer	8	0.00687876182287188	pc2p1	Homo
Enterobacter	14	0.0120378331900258	pc2p1	Homo
Exiguobacterium	5	0.00429922613929493	pc2p1	Homo
Flavobacterium	164	0.141014617368874	pc2p1	Homo
Frateuria	1	0.000859845227858985	pc2p1	Homo
Gallaecimonas	5	0.00429922613929493	pc2p1	Homo
Gallibacterium	5	0.00429922613929493	pc2p1	Homo
Gallionella	1	0.000859845227858985	pc2p1	Homo
gamma	1	0.000859845227858985	pc2p1	Homo
Geminicoccus	3	0.00257953568357696	pc2p1	Homo
Gemmata	1	0.000859845227858985	pc2p1	Homo
Gemmatimonas	2	0.00171969045571797	pc2p1	Homo
Gemmatirosa	15	0.0128976784178848	pc2p1	Homo
Gemmobacter	1	0.000859845227858985	pc2p1	Homo
Geobacillus	1	0.000859845227858985	pc2p1	Homo
Geobacter	24	0.0206362854686156	pc2p1	Homo
Gloeobacter	1	0.000859845227858985	pc2p1	Homo
Gluconobacter	1	0.000859845227858985	pc2p1	Homo
Granulibacter	2	0.00171969045571797	pc2p1	Homo
Haemophilus	344	0.295786758383491	pc2p1	Homo
Hahella	1	0.000859845227858985	pc2p1	Homo
Halomonas	3	0.00257953568357696	pc2p1	Homo
Halorhodospira	1	0.000859845227858985	pc2p1	Homo
Halotalea	8	0.00687876182287188	pc2p1	Homo
Halothiobacillus	1	0.000859845227858985	pc2p1	Homo
Hartmannibacter	3	0.00257953568357696	pc2p1	Homo
Herbaspirillum	6	0.00515907136715391	pc2p1	Homo
Herminiimonas	1	0.000859845227858985	pc2p1	Homo
Hoeflea	25	0.0214961306964746	pc2p1	Homo
Hydrogenophaga	51	0.0438521066208083	pc2p1	Homo
Hymenobacter	13	0.0111779879621668	pc2p1	Homo
Hyphomicrobium	18	0.0154772141014617	pc2p1	Homo
Immundisolibacter	5	0.00429922613929493	pc2p1	Homo
Indioceanicola	2	0.00171969045571797	pc2p1	Homo
Janthinobacterium	70	0.060189165950129	pc2p1	Homo
Jonquetella	23	0.0197764402407567	pc2p1	Homo
Kaistia	1	0.000859845227858985	pc2p1	Homo
Kingella	71	0.061049011177988	pc2p1	Homo
Kiritimatiella	1	0.000859845227858985	pc2p1	Homo
Klebsiella	3	0.00257953568357696	pc2p1	Homo
Kushneria	1	0.000859845227858985	pc2p1	Homo
Kutzneria	1	0.000859845227858985	pc2p1	Homo
Kyrpidia	3	0.00257953568357696	pc2p1	Homo
Labrenzia	1	0.000859845227858985	pc2p1	Homo
Lamprocystis	4	0.00343938091143594	pc2p1	Homo
Lautropia	3728	3.2055030094583	pc2p1	Homo
Leclercia	4	0.00343938091143594	pc2p1	Homo
Lelliottia	8	0.00687876182287188	pc2p1	Homo
Lentibacillus	1	0.000859845227858985	pc2p1	Homo
Leptothrix	20	0.0171969045571797	pc2p1	Homo
Leucobacter	1	0.000859845227858985	pc2p1	Homo
Limimaricola	1	0.000859845227858985	pc2p1	Homo
Limnohabitans	14	0.0120378331900258	pc2p1	Homo
Luteibacter	8	0.00687876182287188	pc2p1	Homo
Luteimonas	3	0.00257953568357696	pc2p1	Homo
Luteitalea	15	0.0128976784178848	pc2p1	Homo
Lysobacter	33	0.0283748925193465	pc2p1	Homo
Magnetospirillum	5	0.00429922613929493	pc2p1	Homo
Mannheimia	3	0.00257953568357696	pc2p1	Homo
Maribacter	1	0.000859845227858985	pc2p1	Homo
Marinobacter	6	0.00515907136715391	pc2p1	Homo
Marinobacterium	3	0.00257953568357696	pc2p1	Homo
Mariprofundus	6	0.00515907136715391	pc2p1	Homo
Martelella	1	0.000859845227858985	pc2p1	Homo
Massilia	97	0.0834049871023216	pc2p1	Homo
Melaminivora	38	0.0326741186586414	pc2p1	Homo
Melittangium	4	0.00343938091143594	pc2p1	Homo
Mesorhizobium	44	0.0378331900257954	pc2p1	Homo
Methylibium	24	0.0206362854686156	pc2p1	Homo
Methylobacillus	1	0.000859845227858985	pc2p1	Homo
Methylobacter	6	0.00515907136715391	pc2p1	Homo
Methylobacterium	88	0.0756663800515907	pc2p1	Homo
Methylocapsa	3	0.00257953568357696	pc2p1	Homo
Methylocella	8	0.00687876182287188	pc2p1	Homo
Methylococcus	1	0.000859845227858985	pc2p1	Homo
Methylocystis	4	0.00343938091143594	pc2p1	Homo
Methylomonas	1	0.000859845227858985	pc2p1	Homo
Methylorubrum	35	0.0300945829750645	pc2p1	Homo
Methylosinus	13	0.0111779879621668	pc2p1	Homo
Methyloversatilis	5	0.00429922613929493	pc2p1	Homo
Methylovulum	2	0.00171969045571797	pc2p1	Homo
Microbacterium	19	0.0163370593293207	pc2p1	Homo
Microbispora	1	0.000859845227858985	pc2p1	Homo
Micromonospora	1	0.000859845227858985	pc2p1	Homo
Microvirga	3	0.00257953568357696	pc2p1	Homo
Microvirgula	2	0.00171969045571797	pc2p1	Homo
Mitsuaria	5	0.00429922613929493	pc2p1	Homo
Mitsuokella	2	0.00171969045571797	pc2p1	Homo
Mizugakiibacter	67	0.057609630266552	pc2p1	Homo
Mobilicoccus	1	0.000859845227858985	pc2p1	Homo
Moraxella	86	0.0739466895958727	pc2p1	Homo
Mycobacterium	2	0.00171969045571797	pc2p1	Homo
Myxococcus	12	0.0103181427343078	pc2p1	Homo
Necropsobacter	2	0.00171969045571797	pc2p1	Homo
Neisseria	1595	1.37145313843508	pc2p1	Homo
Neorhizobium	8	0.00687876182287188	pc2p1	Homo
Nevskia	3	0.00257953568357696	pc2p1	Homo
Nitrobacter	53	0.0455717970765262	pc2p1	Homo
Nitrosospira	3	0.00257953568357696	pc2p1	Homo
Nitrospina	4	0.00343938091143594	pc2p1	Homo
Nitrospira	3	0.00257953568357696	pc2p1	Homo
Nitrospirillum	11	0.00945829750644884	pc2p1	Homo
Nonomuraea	1	0.000859845227858985	pc2p1	Homo
Nostoc	10	0.00859845227858985	pc2p1	Homo
Novispirillum	1	0.000859845227858985	pc2p1	Homo
Novosphingobium	8	0.00687876182287188	pc2p1	Homo
Ochrobactrum	10	0.00859845227858985	pc2p1	Homo
Oleiagrimonas	37	0.0318142734307825	pc2p1	Homo
Oligotropha	8	0.00687876182287188	pc2p1	Homo
Olsenella	1	0.000859845227858985	pc2p1	Homo
Opitutaceae	1	0.000859845227858985	pc2p1	Homo
Opitutus	9	0.00773860705073087	pc2p1	Homo
Oribacterium	3	0.00257953568357696	pc2p1	Homo
Ornithobacterium	6	0.00515907136715391	pc2p1	Homo
Orrella	1	0.000859845227858985	pc2p1	Homo
Ottowia	5020	4.31642304385211	pc2p1	Homo
Oxalobacteraceae	45	0.0386930352536543	pc2p1	Homo
Pandoraea	6	0.00515907136715391	pc2p1	Homo
Pantoea	16	0.0137575236457438	pc2p1	Homo
Parabacteroides	1	0.000859845227858985	pc2p1	Homo
Paraburkholderia	23	0.0197764402407567	pc2p1	Homo
Paracoccus	10	0.00859845227858985	pc2p1	Homo
Paraoerskovia	1	0.000859845227858985	pc2p1	Homo
Pararhodospirillum	1	0.000859845227858985	pc2p1	Homo
Parvibaculum	3	0.00257953568357696	pc2p1	Homo
Pasteurella	30	0.0257953568357696	pc2p1	Homo
Pasteurellaceae	1	0.000859845227858985	pc2p1	Homo
Paucibacter	3	0.00257953568357696	pc2p1	Homo
Paucimonas	1	0.000859845227858985	pc2p1	Homo
Pectobacterium	1	0.000859845227858985	pc2p1	Homo
Pedobacter	6	0.00515907136715391	pc2p1	Homo
Pelobacter	11	0.00945829750644884	pc2p1	Homo
Pelodictyon	81	0.0696474634565778	pc2p1	Homo
Phenylobacterium	1	0.000859845227858985	pc2p1	Homo
Phocaeicola	4	0.00343938091143594	pc2p1	Homo
Photobacterium	1	0.000859845227858985	pc2p1	Homo
Phreatobacter	6	0.00515907136715391	pc2p1	Homo
Piscinibacter	10	0.00859845227858985	pc2p1	Homo
Planctomyces	2	0.00171969045571797	pc2p1	Homo
Polaribacter	1	0.000859845227858985	pc2p1	Homo
Polaromonas	147	0.126397248495271	pc2p1	Homo
Polymorphum	2	0.00171969045571797	pc2p1	Homo
Pontibacter	16	0.0137575236457438	pc2p1	Homo
Porphyromonadaceae	3	0.00257953568357696	pc2p1	Homo
Porphyromonas	40	0.0343938091143594	pc2p1	Homo
Prevotella	198	0.170249355116079	pc2p1	Homo
Promicromonospora	1	0.000859845227858985	pc2p1	Homo
Providencia	1	0.000859845227858985	pc2p1	Homo
Pseudarthrobacter	3	0.00257953568357696	pc2p1	Homo
Pseudoclavibacter	2	0.00171969045571797	pc2p1	Homo
Pseudodesulfovibrio	2	0.00171969045571797	pc2p1	Homo
Pseudoduganella	4	0.00343938091143594	pc2p1	Homo
Pseudolabrys	18	0.0154772141014617	pc2p1	Homo
Pseudomonas	222	0.190885640584695	pc2p1	Homo
Pseudonocardia	1	0.000859845227858985	pc2p1	Homo
Pseudopropionibacterium	3	0.00257953568357696	pc2p1	Homo
Pseudorhodoplanes	5	0.00429922613929493	pc2p1	Homo
Pseudoxanthomonas	12	0.0103181427343078	pc2p1	Homo
Rahnella	8	0.00687876182287188	pc2p1	Homo
Ralstonia	13	0.0111779879621668	pc2p1	Homo
Ramlibacter	39	0.0335339638865004	pc2p1	Homo
Raoultella	4	0.00343938091143594	pc2p1	Homo
Reyranella	25	0.0214961306964746	pc2p1	Homo
Rhizobacter	8	0.00687876182287188	pc2p1	Homo
Rhizobium	64	0.0550300945829751	pc2p1	Homo
Rhizorhabdus	2	0.00171969045571797	pc2p1	Homo
Rhodanobacter	55	0.0472914875322442	pc2p1	Homo
Rhodobaca	2	0.00171969045571797	pc2p1	Homo
Rhodobacter	24	0.0206362854686156	pc2p1	Homo
Rhodocyclaceae	1	0.000859845227858985	pc2p1	Homo
Rhodoferax	15	0.0128976784178848	pc2p1	Homo
Rhodomicrobium	5	0.00429922613929493	pc2p1	Homo
Rhodoplanes	20	0.0171969045571797	pc2p1	Homo
Rhodopseudomonas	157	0.134995700773861	pc2p1	Homo
Rhodospirillales	2	0.00171969045571797	pc2p1	Homo
Rhodospirillum	8	0.00687876182287188	pc2p1	Homo
Rhodothermaceae	1	0.000859845227858985	pc2p1	Homo
Rhodovulum	1	0.000859845227858985	pc2p1	Homo
Riemerella	2	0.00171969045571797	pc2p1	Homo
Rodentibacter	10	0.00859845227858985	pc2p1	Homo
Roseateles	8	0.00687876182287188	pc2p1	Homo
Roseburia	1	0.000859845227858985	pc2p1	Homo
Roseomonas	6	0.00515907136715391	pc2p1	Homo
Roseovarius	3	0.00257953568357696	pc2p1	Homo
Rubellimicrobium	7	0.0060189165950129	pc2p1	Homo
Rubrivivax	5	0.00429922613929493	pc2p1	Homo
Rudaea	12	0.0103181427343078	pc2p1	Homo
Rufibacter	10	0.00859845227858985	pc2p1	Homo
Salegentibacter	3	0.00257953568357696	pc2p1	Homo
Salinispora	2	0.00171969045571797	pc2p1	Homo
Salipiger	1	0.000859845227858985	pc2p1	Homo
Sandaracinus	8	0.00687876182287188	pc2p1	Homo
Schlesneria	1	0.000859845227858985	pc2p1	Homo
Scytonema	4	0.00343938091143594	pc2p1	Homo
Sediminibacterium	1	0.000859845227858985	pc2p1	Homo
Sediminicola	1	0.000859845227858985	pc2p1	Homo
Selenomonas	33	0.0283748925193465	pc2p1	Homo
Serinicoccus	2	0.00171969045571797	pc2p1	Homo
Serratia	6	0.00515907136715391	pc2p1	Homo
Shewanella	65	0.0558899398108341	pc2p1	Homo
Shinella	7	0.0060189165950129	pc2p1	Homo
Siansivirga	1	0.000859845227858985	pc2p1	Homo
Sideroxydans	1	0.000859845227858985	pc2p1	Homo
Simplicispira	10	0.00859845227858985	pc2p1	Homo
Singulisphaera	1	0.000859845227858985	pc2p1	Homo
Sinorhizobium	18	0.0154772141014617	pc2p1	Homo
Solimonas	15	0.0128976784178848	pc2p1	Homo
Sorangium	44	0.0378331900257954	pc2p1	Homo
Sphingobacterium	7	0.0060189165950129	pc2p1	Homo
Sphingobium	15	0.0128976784178848	pc2p1	Homo
Sphingomonas	49	0.0421324161650903	pc2p1	Homo
Sphingopyxis	11	0.00945829750644884	pc2p1	Homo
Spiribacter	3	0.00257953568357696	pc2p1	Homo
Staphylococcus	3	0.00257953568357696	pc2p1	Homo
Starkeya	24	0.0206362854686156	pc2p1	Homo
Stenotrophomonas	72	0.061908856405847	pc2p1	Homo
Steroidobacter	3	0.00257953568357696	pc2p1	Homo
Streptomyces	42	0.0361134995700774	pc2p1	Homo
Streptosporangium	8	0.00687876182287188	pc2p1	Homo
Sulfuricaulis	1	0.000859845227858985	pc2p1	Homo
Sulfuriferula	1	0.000859845227858985	pc2p1	Homo
Sulfurifustis	1	0.000859845227858985	pc2p1	Homo
Synechococcus	1	0.000859845227858985	pc2p1	Homo
Syntrophomonas	13	0.0111779879621668	pc2p1	Homo
Tannerella	131	0.112639724849527	pc2p1	Homo
Terrimonas	1	0.000859845227858985	pc2p1	Homo
Thalassobaculum	4	0.00343938091143594	pc2p1	Homo
Thauera	31	0.0266552020636285	pc2p1	Homo
Thermobifida	1	0.000859845227858985	pc2p1	Homo
Thioalkalivibrio	28	0.0240756663800516	pc2p1	Homo
Thiobacillus	3	0.00257953568357696	pc2p1	Homo
Thiocapsa	10	0.00859845227858985	pc2p1	Homo
Thiocystis	2	0.00171969045571797	pc2p1	Homo
Thioflavicoccus	2	0.00171969045571797	pc2p1	Homo
Thiomonas	6	0.00515907136715391	pc2p1	Homo
Thiorhodovibrio	1	0.000859845227858985	pc2p1	Homo
Tistrella	2	0.00171969045571797	pc2p1	Homo
Treponema	7806	6.71195184866724	pc2p1	Homo
Variovorax	113	0.0971625107480653	pc2p1	Homo
Verminephrobacter	20	0.0171969045571797	pc2p1	Homo
Verrucomicrobiae	1	0.000859845227858985	pc2p1	Homo
Verrucomicrobium	1	0.000859845227858985	pc2p1	Homo
Vibrio	13	0.0111779879621668	pc2p1	Homo
Vitreoscilla	1	0.000859845227858985	pc2p1	Homo
Vogesella	10	0.00859845227858985	pc2p1	Homo
Vulgatibacter	2	0.00171969045571797	pc2p1	Homo
Wenzhouxiangella	1	0.000859845227858985	pc2p1	Homo
Woeseia	1	0.000859845227858985	pc2p1	Homo
Xanthobacter	30	0.0257953568357696	pc2p1	Homo
Xanthobacteraceae	4	0.00343938091143594	pc2p1	Homo
Xanthomonas	98	0.0842648323301806	pc2p1	Homo
Xylella	1	0.000859845227858985	pc2p1	Homo
Zobellella	1	0.000859845227858985	pc2p1	Homo
Zunongwangia	1	0.000859845227858985	pc2p1	Homo
Total	116300	100	pc2p1	Homo
[Polyangium]	2	0.0495294700346706	pc2p1	Pan
Acetobacteraceae	1	0.0247647350173353	pc2p1	Pan
Achromobacter	1	0.0247647350173353	pc2p1	Pan
Acidithiobacillus	1	0.0247647350173353	pc2p1	Pan
Acidovorax	8	0.198117880138683	pc2p1	Pan
Acinetobacter	19	0.470529965329371	pc2p1	Pan
Actinoalloteichus	2	0.0495294700346706	pc2p1	Pan
Actinoplanes	2	0.0495294700346706	pc2p1	Pan
Aeromonas	13	0.321941555225359	pc2p1	Pan
Afipia	4	0.0990589400693413	pc2p1	Pan
Aggregatibacter	5	0.123823675086677	pc2p1	Pan
Agrobacterium	4	0.0990589400693413	pc2p1	Pan
Agromyces	1	0.0247647350173353	pc2p1	Pan
Alcanivorax	1	0.0247647350173353	pc2p1	Pan
Alicycliphilus	8	0.198117880138683	pc2p1	Pan
Aminobacter	1	0.0247647350173353	pc2p1	Pan
Amycolatopsis	3	0.0742942050520059	pc2p1	Pan
Anaeroglobus	1	0.0247647350173353	pc2p1	Pan
Anaeromassilibacillus	3	0.0742942050520059	pc2p1	Pan
Anaeromyxobacter	2	0.0495294700346706	pc2p1	Pan
Anaerotruncus	1	0.0247647350173353	pc2p1	Pan
Aquamicrobium	1	0.0247647350173353	pc2p1	Pan
Arthrobacter	2	0.0495294700346706	pc2p1	Pan
Aurantimonas	5	0.123823675086677	pc2p1	Pan
Aureimonas	2	0.0495294700346706	pc2p1	Pan
Azoarcus	3	0.0742942050520059	pc2p1	Pan
Azorhizobium	1	0.0247647350173353	pc2p1	Pan
Azospirillum	7	0.173353145121347	pc2p1	Pan
Bacillus	12	0.297176820208024	pc2p1	Pan
Bacteroides	40	0.990589400693413	pc2p1	Pan
Bacteroidetes	2443	60.5002476473502	pc2p1	Pan
Belnapia	2	0.0495294700346706	pc2p1	Pan
Blastochloris	3	0.0742942050520059	pc2p1	Pan
Bordetella	1	0.0247647350173353	pc2p1	Pan
Bosea	4	0.0990589400693413	pc2p1	Pan
Brachybacterium	2	0.0495294700346706	pc2p1	Pan
Bradyrhizobium	31	0.767706785537395	pc2p1	Pan
Brevibacterium	92	2.27835562159485	pc2p1	Pan
Capnocytophaga	1	0.0247647350173353	pc2p1	Pan
Caulobacter	2	0.0495294700346706	pc2p1	Pan
Cellulosimicrobium	22	0.544824170381377	pc2p1	Pan
Chitiniphilus	1	0.0247647350173353	pc2p1	Pan
Chromobacterium	6	0.148588410104012	pc2p1	Pan
Citreicella	1	0.0247647350173353	pc2p1	Pan
Citromicrobium	2	0.0495294700346706	pc2p1	Pan
Comamonas	6	0.148588410104012	pc2p1	Pan
Cupriavidus	3	0.0742942050520059	pc2p1	Pan
Desulfobacter	11	0.272412085190688	pc2p1	Pan
Desulfobacterium	4	0.0990589400693413	pc2p1	Pan
Desulfobulbus	28	0.693412580485389	pc2p1	Pan
Desulfomicrobium	4	0.0990589400693413	pc2p1	Pan
Desulfovibrio	3	0.0742942050520059	pc2p1	Pan
Devosia	1	0.0247647350173353	pc2p1	Pan
Diaphorobacter	2	0.0495294700346706	pc2p1	Pan
Dinoroseobacter	2	0.0495294700346706	pc2p1	Pan
Dyadobacter	1	0.0247647350173353	pc2p1	Pan
Dyella	2	0.0495294700346706	pc2p1	Pan
Edwardsiella	1	0.0247647350173353	pc2p1	Pan
Ensifer	1	0.0247647350173353	pc2p1	Pan
Enterobacter	25	0.619118375433383	pc2p1	Pan
Eubacterium	3	0.0742942050520059	pc2p1	Pan
Flavobacterium	5	0.123823675086677	pc2p1	Pan
Fulvimarina	2	0.0495294700346706	pc2p1	Pan
Geminicoccus	1	0.0247647350173353	pc2p1	Pan
Gemmatirosa	1	0.0247647350173353	pc2p1	Pan
Geobacter	1	0.0247647350173353	pc2p1	Pan
Hahella	2	0.0495294700346706	pc2p1	Pan
Herbaspirillum	1	0.0247647350173353	pc2p1	Pan
Hoeflea	2	0.0495294700346706	pc2p1	Pan
Hungatella	2	0.0495294700346706	pc2p1	Pan
Hydrogenophaga	3	0.0742942050520059	pc2p1	Pan
Janthinobacterium	4	0.0990589400693413	pc2p1	Pan
Jonquetella	8	0.198117880138683	pc2p1	Pan
Kutzneria	1	0.0247647350173353	pc2p1	Pan
Kytococcus	1	0.0247647350173353	pc2p1	Pan
Lacunisphaera	2	0.0495294700346706	pc2p1	Pan
Laribacter	1	0.0247647350173353	pc2p1	Pan
Leptothrix	2	0.0495294700346706	pc2p1	Pan
Leucobacter	7	0.173353145121347	pc2p1	Pan
Luteimonas	1	0.0247647350173353	pc2p1	Pan
Lysinibacillus	29	0.718177315502724	pc2p1	Pan
Lysobacter	21	0.520059435364042	pc2p1	Pan
Marichromatium	1	0.0247647350173353	pc2p1	Pan
Mariprofundus	1	0.0247647350173353	pc2p1	Pan
Martelella	3	0.0742942050520059	pc2p1	Pan
Massilia	4	0.0990589400693413	pc2p1	Pan
Melaminivora	16	0.396235760277365	pc2p1	Pan
Mesorhizobium	2	0.0495294700346706	pc2p1	Pan
Methylibium	3	0.0742942050520059	pc2p1	Pan
Methylobacterium	22	0.544824170381377	pc2p1	Pan
Methylococcus	1	0.0247647350173353	pc2p1	Pan
Methylorubrum	6	0.148588410104012	pc2p1	Pan
Microbacterium	5	0.123823675086677	pc2p1	Pan
Micromonospora	36	0.891530460624071	pc2p1	Pan
Microvirga	20	0.495294700346706	pc2p1	Pan
Mitsuaria	2	0.0495294700346706	pc2p1	Pan
Myxococcus	1	0.0247647350173353	pc2p1	Pan
Neisseria	5	0.123823675086677	pc2p1	Pan
Neorhizobium	2	0.0495294700346706	pc2p1	Pan
Nitrobacter	35	0.866765725606736	pc2p1	Pan
Nitrospirillum	1	0.0247647350173353	pc2p1	Pan
Nocardiopsis	7	0.173353145121347	pc2p1	Pan
Noviherbaspirillum	1	0.0247647350173353	pc2p1	Pan
Novispirillum	1	0.0247647350173353	pc2p1	Pan
Novosphingobium	2	0.0495294700346706	pc2p1	Pan
Oceanimonas	3	0.0742942050520059	pc2p1	Pan
Ochrobactrum	4	0.0990589400693413	pc2p1	Pan
Oligotropha	1	0.0247647350173353	pc2p1	Pan
Olsenella	3	0.0742942050520059	pc2p1	Pan
Opitutaceae	2	0.0495294700346706	pc2p1	Pan
Ottowia	33	0.817236255572065	pc2p1	Pan
Oxalobacteraceae	3	0.0742942050520059	pc2p1	Pan
Pandoraea	1	0.0247647350173353	pc2p1	Pan
Pannonibacter	1	0.0247647350173353	pc2p1	Pan
Parabacteroides	14	0.346706290242694	pc2p1	Pan
Paraburkholderia	1	0.0247647350173353	pc2p1	Pan
Paracoccus	10	0.247647350173353	pc2p1	Pan
Phocaeicola	2	0.0495294700346706	pc2p1	Pan
Phytobacter	4	0.0990589400693413	pc2p1	Pan
Plantactinospora	2	0.0495294700346706	pc2p1	Pan
Plesiomonas	1	0.0247647350173353	pc2p1	Pan
Polaromonas	47	1.16394254581476	pc2p1	Pan
