Host_Genus	Protein	Species	Count	PC1code	PC2code	PC1nomodcode	PC2nomodcode
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter junii	11.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter lactucae	3.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter larvae	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter lwoffii	81.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter nosocomialis	6.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter pittii	2.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter radioresistens	4.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter rudis	24.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter seifertii	6.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter sp. CIP 102136	2.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter sp. CIP 56.2	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter sp. CIP 70.18	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter sp. LoGeW2-3	3.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter sp. NCu2D-2	2.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter sp. NIPH 1867	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter sp. NIPH 236	2.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter sp. NIPH 713	48.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter sp. NIPH 809	2.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter sp. NIPH 899	3.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter sp. TGL-Y2	4.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter sp. TTH0-4	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter sp. WCHA45	4.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter sp. WCHA55	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter sp. WCHAc010005	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter tjernbergiae	8.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Acinetobacter wuhouensis	9.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Actinobacillus capsulatus	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Actinobacillus equuli	3.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Actinobacillus pleuropneumoniae	29.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Actinobacillus porcitonsillarum	11.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Actinobacillus succinogenes	56.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Actinobacillus suis	14.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Actinobacillus ureae	2.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Aeromonas hydrophila	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Aeromonas sp. ASNIH7	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Aeromonas veronii	2.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Afipia felis	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Aggregatibacter actinomycetemcomitans	564.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Aggregatibacter aphrophilus	163.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Aggregatibacter segnis	99.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Aggregatibacter sp. oral taxon 458	125.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Agrobacterium deltaense	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Agrobacterium fabrum	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Agrobacterium genomosp. 1	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Agrobacterium genomosp. 3	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Agrobacterium tumefaciens	2.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Agrobacterium vitis	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Alcanivorax pacificus	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Alicycliphilus denitrificans	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Aliivibrio salmonicida	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Amorphus coralli	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Aquamicrobium defluvii	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Asticcacaulis biprosthecium	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Azorhizobium caulinodans	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Azotobacter vinelandii	12.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Bacillus sp. FJAT-22090	2.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Bacteroides salanitronis	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Bacteroidetes oral taxon 274	337.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Bartonella apis	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Bibersteinia trehalosi	3.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Blastochloris viridis	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Bosea vaviloviae	2.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Bradyrhizobium erythrophlei	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Bradyrhizobium japonicum	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Bradyrhizobium ottawaense	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Bradyrhizobium sp. BTAi1	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Bradyrhizobium sp. ORS 285	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Bradyrhizobium sp. ORS 3257	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Bradyrhizobium sp. WSM1417	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Bradyrhizobium sp. WSM2793	2.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Brenneria goodwinii	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Brenneria sp. EniD312	5.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Brevundimonas diminuta	7.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Brevundimonas naejangsanensis	5.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Brucella sp. 83/13	2.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Brucella vulpis	2.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Budvicia aquatica	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Burkholderia sp. KK1	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Buttiauxella sp. 3AFRM03	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Candidatus Hamiltonella defensa	8.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Candidatus Liberibacter asiaticus	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Candidatus Pantoea carbekii	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Capnocytophaga gingivalis	2.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Capnocytophaga granulosa	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Capnocytophaga haemolytica	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Capnocytophaga ochracea	3.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Capnocytophaga sp. oral taxon 323	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Capnocytophaga sp. oral taxon 324	2.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Capnocytophaga sp. oral taxon 336	4.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Capnocytophaga sp. oral taxon 338	10.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Capnocytophaga sputigena	4.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Cardiobacterium hominis	18.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Cardiobacterium valvarum	58.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Castellaniella defragrans	7.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Catenovulum sp. CCB-QB4	2.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Caulobacter henricii	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Cellvibrio sp. BR	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Cellvibrio sp. pealriver	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Chelativorans sp. BNC1	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Chelatococcus daeguensis	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Chryseobacterium camelliae	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Chryseobacterium sp. StRB126	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Citrobacter farmeri	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Citrobacter freundii complex sp. CFNIH2	2.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Citrobacter freundii complex sp. CFNIH9	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Citrobacter portucalensis	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Citrobacter werkmanii	4.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Cobetia marina	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Colwellia sp. MT41	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Comamonas aquatica	8.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Comamonas kerstersii	3.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Comamonas testosteroni	15.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Curvibacter sp. PAE-UM	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Delftia sp. Cs1-4	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Desulfobulbus oralis	31.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Devosia sp. I507	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Dickeya fangzhongdai	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Dickeya solani	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Dickeya sp. NCPPB 3274	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Dickeya zeae	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Dokdonella koreensis	2.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Edwardsiella ictaluri	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Edwardsiella tarda	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Eikenella corrodens	52.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Eikenella sp. HMSC061C02	14.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Eikenella sp. HMSC073A11	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Empedobacter brevis	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Endozoicomonas elysicola	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Enterobacter cloacae	2.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Enterobacter cloacae complex sp. ECNIH7	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Enterobacter hormaechei	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Enterobacter sp. HMSC055A11	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Enterobacteriaceae bacterium strain FGI 57	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Escherichia coli	34.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Escherichia sp. KTE52	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Euzebyella marina	2.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Ferrimonas balearica	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Ferrimonas kyonanensis	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Flavobacterium johnsoniae	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Flavobacterium sp. HYN0086	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Gallibacterium anatis	3.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Gemmobacter nectariphilus	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Gemmobacter sp. HYN0069	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Glaciecola nitratireducens	1.0	none	pc2p5	none	pc2p8nomod
Gorilla	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Glaciecola sp. 4H-3-7+YE-5	1.0	none	pc2p5	none	pc2p8nomod
