Genus	Sum	Percent	Protein	Host_Genus
Woeseia	1	0.00109415175884895	pc1n1	Homo
Xanthomonas	5	0.00547075879424476	pc1n1	Homo
Total	91395	100	pc1n1	Homo
Aeromonas	1	4	pc1n1	Pan
Aquamicrobium	1	4	pc1n1	Pan
Bacillus	1	4	pc1n1	Pan
Bosea	1	4	pc1n1	Pan
Cellulosimicrobium	1	4	pc1n1	Pan
Defluviimonas	1	4	pc1n1	Pan
Erwinia	1	4	pc1n1	Pan
Glutamicibacter	3	12	pc1n1	Pan
Lysobacter	2	8	pc1n1	Pan
Methylobacterium	2	8	pc1n1	Pan
Neisseria	1	4	pc1n1	Pan
Nitrobacter	2	8	pc1n1	Pan
Paracoccus	1	4	pc1n1	Pan
Polymorphum	2	8	pc1n1	Pan
Pseudoclavibacter	1	4	pc1n1	Pan
Rhodobacteraceae	1	4	pc1n1	Pan
Shinella	2	8	pc1n1	Pan
Staphylococcus	1	4	pc1n1	Pan
Total	25	100	pc1n1	Pan
[Mannheimia]	93	1.67236108613559	pc1n1	Gorilla
Achromobacter	8	0.143859018162201	pc1n1	Gorilla
Actinobacillus	57	1.02499550440568	pc1n1	Gorilla
Aeromonas	13	0.233770904513577	pc1n1	Gorilla
Aggregatibacter	299	5.37673080381226	pc1n1	Gorilla
Anoxybacillus	2	0.0359647545405503	pc1n1	Gorilla
Bacillus	8	0.143859018162201	pc1n1	Gorilla
Brenneria	7	0.125876640891926	pc1n1	Gorilla
Cardiobacterium	12	0.215788527243302	pc1n1	Gorilla
Citrobacter	18	0.323682790864952	pc1n1	Gorilla
Corynebacterium	5	0.0899118863513757	pc1n1	Gorilla
Cronobacter	2	0.0359647545405503	pc1n1	Gorilla
Dickeya	8	0.143859018162201	pc1n1	Gorilla
Dokdonella	1	0.0179823772702751	pc1n1	Gorilla
Enterobacter	6	0.107894263621651	pc1n1	Gorilla
Erwinia	2	0.0359647545405503	pc1n1	Gorilla
Escherichia	46	0.827189354432656	pc1n1	Gorilla
Gibbsiella	1	0.0179823772702751	pc1n1	Gorilla
Glutamicibacter	3	0.0539471318108254	pc1n1	Gorilla
Haemophilus	8	0.143859018162201	pc1n1	Gorilla
Hafnia	4	0.0719295090811005	pc1n1	Gorilla
Klebsiella	15	0.269735659054127	pc1n1	Gorilla
Kosakonia	1	0.0179823772702751	pc1n1	Gorilla
Kurthia	1	0.0179823772702751	pc1n1	Gorilla
Lautropia	958	17.2271174249236	pc1n1	Gorilla
Leclercia	1	0.0179823772702751	pc1n1	Gorilla
Lelliottia	6	0.107894263621651	pc1n1	Gorilla
Leucobacter	2	0.0359647545405503	pc1n1	Gorilla
Lysinibacillus	11	0.197806149973026	pc1n1	Gorilla
Lysobacter	1	0.0179823772702751	pc1n1	Gorilla
Mannheimia	5	0.0899118863513757	pc1n1	Gorilla
Methylobacterium	1	0.0179823772702751	pc1n1	Gorilla
Methylorubrum	2	0.0359647545405503	pc1n1	Gorilla
Morganella	2	0.0359647545405503	pc1n1	Gorilla
Mycolicibacterium	1	0.0179823772702751	pc1n1	Gorilla
Necropsobacter	2	0.0359647545405503	pc1n1	Gorilla
Neisseria	3497	62.8843733141521	pc1n1	Gorilla
Nitrobacter	1	0.0179823772702751	pc1n1	Gorilla
Nitrosomonas	1	0.0179823772702751	pc1n1	Gorilla
Oceanisphaera	1	0.0179823772702751	pc1n1	Gorilla
Oligella	1	0.0179823772702751	pc1n1	Gorilla
Oligotropha	2	0.0359647545405503	pc1n1	Gorilla
Pantoea	12	0.215788527243302	pc1n1	Gorilla
Pectobacterium	3	0.0539471318108254	pc1n1	Gorilla
Proteus	7	0.125876640891926	pc1n1	Gorilla
Providencia	77	1.38464304981119	pc1n1	Gorilla
Pseudomonas	5	0.0899118863513757	pc1n1	Gorilla
Pseudoxanthomonas	9	0.161841395432476	pc1n1	Gorilla
Pusillimonas	1	0.0179823772702751	pc1n1	Gorilla
Raoultella	1	0.0179823772702751	pc1n1	Gorilla
Salmonella	14	0.251753281783852	pc1n1	Gorilla
Serratia	2	0.0359647545405503	pc1n1	Gorilla
Shewanella	37	0.66534795900018	pc1n1	Gorilla
Sphingopyxis	1	0.0179823772702751	pc1n1	Gorilla
Staphylococcus	56	1.00701312713541	pc1n1	Gorilla
Stenotrophomonas	206	3.70436971767668	pc1n1	Gorilla
Tolumonas	3	0.0539471318108254	pc1n1	Gorilla
Treponema	1	0.0179823772702751	pc1n1	Gorilla
Xanthomonas	9	0.161841395432476	pc1n1	Gorilla
Xenorhabdus	1	0.0179823772702751	pc1n1	Gorilla
Yersinia	1	0.0179823772702751	pc1n1	Gorilla
Total	5561	100	pc1n1	Gorilla
[Mannheimia]	2	0.272108843537415	pc1n1	Alouatta
Actinobacillus	2	0.272108843537415	pc1n1	Alouatta
Aggregatibacter	144	19.5918367346939	pc1n1	Alouatta
Cardiobacterium	168	22.8571428571429	pc1n1	Alouatta
Citrobacter	1	0.136054421768707	pc1n1	Alouatta
Dickeya	2	0.272108843537415	pc1n1	Alouatta
Erwinia	1	0.136054421768707	pc1n1	Alouatta
Escherichia	1	0.136054421768707	pc1n1	Alouatta
Haemophilus	14	1.9047619047619	pc1n1	Alouatta
Hymenobacter	1	0.136054421768707	pc1n1	Alouatta
Kosakonia	4	0.54421768707483	pc1n1	Alouatta
Lautropia	35	4.76190476190476	pc1n1	Alouatta
Leucobacter	1	0.136054421768707	pc1n1	Alouatta
Lysobacter	1	0.136054421768707	pc1n1	Alouatta
Methylobacterium	3	0.408163265306122	pc1n1	Alouatta
Neisseria	328	44.6258503401361	pc1n1	Alouatta
Nitrobacter	1	0.136054421768707	pc1n1	Alouatta
Nitrosomonas	2	0.272108843537415	pc1n1	Alouatta
Pantoea	1	0.136054421768707	pc1n1	Alouatta
Photobacterium	1	0.136054421768707	pc1n1	Alouatta
Plautia	1	0.136054421768707	pc1n1	Alouatta
Pluralibacter	1	0.136054421768707	pc1n1	Alouatta
Salmonella	7	0.952380952380952	pc1n1	Alouatta
Stenotrophomonas	2	0.272108843537415	pc1n1	Alouatta
Tolumonas	4	0.54421768707483	pc1n1	Alouatta
Verrucomicrobium	1	0.136054421768707	pc1n1	Alouatta
Vitreoscilla	1	0.136054421768707	pc1n1	Alouatta
Xanthomonas	4	0.54421768707483	pc1n1	Alouatta
Zymomonas	1	0.136054421768707	pc1n1	Alouatta
Total	735	100	pc1n1	Alouatta
Achromobacter	1	0.00262260687123	pc1n2	Homo
Acinetobacter	229	0.600576973511671	pc1n2	Homo
Aggregatibacter	2	0.00524521374246001	pc1n2	Homo
Azospirillum	1	0.00262260687123	pc1n2	Homo
Caldimonas	2	0.00524521374246001	pc1n2	Homo
Campylobacter	459	1.20377655389457	pc1n2	Homo
Cardiobacterium	3145	8.24809861001836	pc1n2	Homo
Delftia	1	0.00262260687123	pc1n2	Homo
Eikenella	15	0.03933910306845	pc1n2	Homo
Haemophilus	2	0.00524521374246001	pc1n2	Homo
Janthinobacterium	1	0.00262260687123	pc1n2	Homo
Kingella	11	0.02884867558353	pc1n2	Homo
Neisseria	34203	89.7010228166798	pc1n2	Homo
Nitrococcus	2	0.00524521374246001	pc1n2	Homo
Ottowia	2	0.00524521374246001	pc1n2	Homo
Pseudomonas	43	0.11277209546289	pc1n2	Homo
Shewanella	4	0.01049042748492	pc1n2	Homo
Stenotrophomonas	1	0.00262260687123	pc1n2	Homo
Variovorax	1	0.00262260687123	pc1n2	Homo
Vibrio	1	0.00262260687123	pc1n2	Homo
Xanthomonas	4	0.01049042748492	pc1n2	Homo
Total	38130	100	pc1n2	Homo
Acinetobacter	7	4.34782608695652	pc1n2	Pan
Campylobacter	134	83.2298136645963	pc1n2	Pan
Cardiobacterium	5	3.1055900621118	pc1n2	Pan
Massilia	1	0.62111801242236	pc1n2	Pan
Neisseria	3	1.86335403726708	pc1n2	Pan
Nitrosospira	1	0.62111801242236	pc1n2	Pan
Pseudomonas	8	4.96894409937888	pc1n2	Pan
Shewanella	1	0.62111801242236	pc1n2	Pan
Xanthomonas	1	0.62111801242236	pc1n2	Pan
Total	161	100	pc1n2	Pan
Acinetobacter	179	6.81126331811263	pc1n2	Gorilla
Alcaligenes	1	0.0380517503805175	pc1n2	Gorilla
Campylobacter	57	2.1689497716895	pc1n2	Gorilla
Cardiobacterium	29	1.10350076103501	pc1n2	Gorilla
Caulobacter	1	0.0380517503805175	pc1n2	Gorilla
Haemophilus	1	0.0380517503805175	pc1n2	Gorilla
Janthinobacterium	1	0.0380517503805175	pc1n2	Gorilla
Kingella	2	0.076103500761035	pc1n2	Gorilla
Neisseria	2163	82.3059360730594	pc1n2	Gorilla
Nitrosospira	1	0.0380517503805175	pc1n2	Gorilla
Pseudomonas	49	1.86453576864536	pc1n2	Gorilla
Shewanella	11	0.418569254185693	pc1n2	Gorilla
Stenotrophomonas	133	5.06088280060883	pc1n2	Gorilla
Total	2628	100	pc1n2	Gorilla
Acidovorax	2	0.8	pc1n2	Alouatta
Acinetobacter	2	0.8	pc1n2	Alouatta
Campylobacter	5	2	pc1n2	Alouatta
Cardiobacterium	56	22.4	pc1n2	Alouatta
Diaphorobacter	1	0.4	pc1n2	Alouatta
Kingella	6	2.4	pc1n2	Alouatta
Neisseria	168	67.2	pc1n2	Alouatta
Nitrosospira	1	0.4	pc1n2	Alouatta
Pseudomonas	4	1.6	pc1n2	Alouatta
Stenotrophomonas	4	1.6	pc1n2	Alouatta
Xanthomonas	1	0.4	pc1n2	Alouatta
Total	250	100	pc1n2	Alouatta
Acinetobacter	595	0.836637700722742	pc1n3	Homo
Actinobacillus	5	0.00703056891363649	pc1n3	Homo
Actinomyces	3	0.00421834134818189	pc1n3	Homo
Actinomycetospora	1	0.0014061137827273	pc1n3	Homo
Aeromicrobium	1	0.0014061137827273	pc1n3	Homo
Aeromonas	3	0.00421834134818189	pc1n3	Homo
Aggregatibacter	43093	60.5936612390675	pc1n3	Homo
Allochromatium	2	0.0028122275654546	pc1n3	Homo
Azoarcus	2	0.0028122275654546	pc1n3	Homo
Azotobacter	1	0.0014061137827273	pc1n3	Homo
Bordetella	1	0.0014061137827273	pc1n3	Homo
Burkholderia	2492	3.50403554655643	pc1n3	Homo
Castellaniella	2	0.0028122275654546	pc1n3	Homo
Chlamydia	1	0.0014061137827273	pc1n3	Homo
Chlorobaculum	25	0.0351528445681825	pc1n3	Homo
Chlorobium	44	0.0618690064400011	pc1n3	Homo
Chromobacterium	1	0.0014061137827273	pc1n3	Homo
Comamonas	15	0.0210917067409095	pc1n3	Homo
Cutibacterium	3	0.00421834134818189	pc1n3	Homo
Desulfobulbus	20	0.028122275654546	pc1n3	Homo
Desulfomicrobium	37	0.05202620996091	pc1n3	Homo
Dickeya	12	0.0168733653927276	pc1n3	Homo
Duganella	1	0.0014061137827273	pc1n3	Homo
Eikenella	32	0.0449956410472735	pc1n3	Homo
Enterobacter	12	0.0168733653927276	pc1n3	Homo
Gordonia	1	0.0014061137827273	pc1n3	Homo
Haemophilus	66	0.0928035096600017	pc1n3	Homo
Halomonas	2	0.0028122275654546	pc1n3	Homo
Janibacter	1	0.0014061137827273	pc1n3	Homo
Janthinobacterium	2	0.0028122275654546	pc1n3	Homo
Kineococcus	1	0.0014061137827273	pc1n3	Homo
Kingella	1405	1.97558986473185	pc1n3	Homo
Lautropia	1313	1.84622739672094	pc1n3	Homo
Lelliottia	3	0.00421834134818189	pc1n3	Homo
Leucobacter	1	0.0014061137827273	pc1n3	Homo
Limnohabitans	2	0.0028122275654546	pc1n3	Homo
Marinobacter	7	0.00984279647909109	pc1n3	Homo
Massilia	4	0.00562445513090919	pc1n3	Homo
Mizugakiibacter	7	0.00984279647909109	pc1n3	Homo
Mycobacterium	5	0.00703056891363649	pc1n3	Homo
Mycolicibacter	2	0.0028122275654546	pc1n3	Homo
Mycolicibacterium	6	0.00843668269636379	pc1n3	Homo
Neisseria	21666	30.4648612165696	pc1n3	Homo
Nocardia	1	0.0014061137827273	pc1n3	Homo
Nocardioides	10	0.014061137827273	pc1n3	Homo
Oxalobacteraceae	1	0.0014061137827273	pc1n3	Homo
Pantoea	55	0.0773362580500014	pc1n3	Homo
Pasteurella	1	0.0014061137827273	pc1n3	Homo
Pelodictyon	1	0.0014061137827273	pc1n3	Homo
Propionibacterium	2	0.0028122275654546	pc1n3	Homo
Pseudomonas	98	0.137799150707275	pc1n3	Homo
Pseudonocardia	1	0.0014061137827273	pc1n3	Homo
Psychrobacter	14	0.0196855929581822	pc1n3	Homo
Rahnella	4	0.00562445513090919	pc1n3	Homo
Ramlibacter	1	0.0014061137827273	pc1n3	Homo
Saccharomonospora	1	0.0014061137827273	pc1n3	Homo
Serinicoccus	1	0.0014061137827273	pc1n3	Homo
Shewanella	7	0.00984279647909109	pc1n3	Homo
Spiribacter	1	0.0014061137827273	pc1n3	Homo
Staphylococcus	1	0.0014061137827273	pc1n3	Homo
Stenotrophomonas	6	0.00843668269636379	pc1n3	Homo
Syntrophorhabdus	2	0.0028122275654546	pc1n3	Homo
Thauera	5	0.00703056891363649	pc1n3	Homo
Thioalkalivibrio	1	0.0014061137827273	pc1n3	Homo
Vitreoscilla	1	0.0014061137827273	pc1n3	Homo
Xanthomonas	5	0.00703056891363649	pc1n3	Homo
Total	71118	100	pc1n3	Homo
Acinetobacter	54	38.2978723404255	pc1n3	Pan
Aeromonas	3	2.12765957446809	pc1n3	Pan
Aggregatibacter	7	4.9645390070922	pc1n3	Pan
Arhodomonas	1	0.709219858156028	pc1n3	Pan
Cellulosimicrobium	2	1.41843971631206	pc1n3	Pan
Chlorobaculum	1	0.709219858156028	pc1n3	Pan
Citrobacter	3	2.12765957446809	pc1n3	Pan
Cutibacterium	1	0.709219858156028	pc1n3	Pan
Desulfobulbus	13	9.21985815602837	pc1n3	Pan
Desulfomicrobium	3	2.12765957446809	pc1n3	Pan
Eikenella	1	0.709219858156028	pc1n3	Pan
Enterobacter	5	3.54609929078014	pc1n3	Pan
Escherichia	4	2.83687943262411	pc1n3	Pan
Kineococcus	1	0.709219858156028	pc1n3	Pan
Luteimonas	1	0.709219858156028	pc1n3	Pan
Lysobacter	3	2.12765957446809	pc1n3	Pan
Mycobacterium	1	0.709219858156028	pc1n3	Pan
Mycolicibacterium	7	4.9645390070922	pc1n3	Pan
Nocardia	4	2.83687943262411	pc1n3	Pan
Nocardioides	2	1.41843971631206	pc1n3	Pan
Oxalobacter	2	1.41843971631206	pc1n3	Pan
Phytobacter	2	1.41843971631206	pc1n3	Pan
Proteus	1	0.709219858156028	pc1n3	Pan
Providencia	1	0.709219858156028	pc1n3	Pan
Pseudomonas	12	8.51063829787234	pc1n3	Pan
Pseudoxanthomonas	1	0.709219858156028	pc1n3	Pan
Stenotrophomonas	4	2.83687943262411	pc1n3	Pan
Xanthomonas	1	0.709219858156028	pc1n3	Pan
Total	141	100	pc1n3	Pan
[Haemophilus]	1	0.0191681042744873	pc1n3	Gorilla
[Mannheimia]	3	0.0575043128234618	pc1n3	Gorilla
Acinetobacter	1262	24.1901475944029	pc1n3	Gorilla
Actinobacillus	24	0.460034502587694	pc1n3	Gorilla
Aeromonas	21	0.402530189764232	pc1n3	Gorilla
Aggregatibacter	1774	34.0042169829404	pc1n3	Gorilla
Aquabacterium	1	0.0191681042744873	pc1n3	Gorilla
Azoarcus	3	0.0575043128234618	pc1n3	Gorilla
Bibersteinia	2	0.0383362085489745	pc1n3	Gorilla
Candidatus	2	0.0383362085489745	pc1n3	Gorilla
Castellaniella	4	0.076672417097949	pc1n3	Gorilla
Chitinilyticum	1	0.0191681042744873	pc1n3	Gorilla
Citrobacter	14	0.268353459842822	pc1n3	Gorilla
Comamonas	30	0.575043128234618	pc1n3	Gorilla
Delftia	4	0.076672417097949	pc1n3	Gorilla
Desulfobulbus	1	0.0191681042744873	pc1n3	Gorilla
Dickeya	12	0.230017251293847	pc1n3	Gorilla
Ectothiorhodospira	1	0.0191681042744873	pc1n3	Gorilla
Eikenella	2	0.0383362085489745	pc1n3	Gorilla
Enterobacter	6	0.115008625646924	pc1n3	Gorilla
Enterobacteriaceae	1	0.0191681042744873	pc1n3	Gorilla
Escherichia	113	2.16599578301706	pc1n3	Gorilla
Frateuria	2	0.0383362085489745	pc1n3	Gorilla
Glaesserella	1	0.0191681042744873	pc1n3	Gorilla
Haemophilus	5	0.0958405213724363	pc1n3	Gorilla
Halomonas	20	0.383362085489745	pc1n3	Gorilla
Histophilus	1	0.0191681042744873	pc1n3	Gorilla
Kingella	6	0.115008625646924	pc1n3	Gorilla
Klebsiella	34	0.651715545332567	pc1n3	Gorilla
Lautropia	35	0.670883649607054	pc1n3	Gorilla
Leclercia	2	0.0383362085489745	pc1n3	Gorilla
Lelliottia	12	0.230017251293847	pc1n3	Gorilla
Luteimonas	2	0.0383362085489745	pc1n3	Gorilla
Lysobacter	8	0.153344834195898	pc1n3	Gorilla
Marinobacter	5	0.0958405213724363	pc1n3	Gorilla
Mycobacteroides	1	0.0191681042744873	pc1n3	Gorilla
Mycolicibacterium	1	0.0191681042744873	pc1n3	Gorilla
Necropsobacter	1	0.0191681042744873	pc1n3	Gorilla
Neisseria	893	17.1171171171171	pc1n3	Gorilla
Nocardioides	3	0.0575043128234618	pc1n3	Gorilla
Oceanimonas	1	0.0191681042744873	pc1n3	Gorilla
Ornithinimicrobium	1	0.0191681042744873	pc1n3	Gorilla
Pantoea	5	0.0958405213724363	pc1n3	Gorilla
Pasteurella	21	0.402530189764232	pc1n3	Gorilla
Pasteurellaceae	1	0.0191681042744873	pc1n3	Gorilla
Paucibacter	1	0.0191681042744873	pc1n3	Gorilla
Pectobacterium	3	0.0575043128234618	pc1n3	Gorilla
Phytobacter	8	0.153344834195898	pc1n3	Gorilla
Proteus	2	0.0383362085489745	pc1n3	Gorilla
Providencia	211	4.04447000191681	pc1n3	Gorilla
Pseudomonas	201	3.85278895917194	pc1n3	Gorilla
Psychrobacter	1	0.0191681042744873	pc1n3	Gorilla
Psychromonas	1	0.0191681042744873	pc1n3	Gorilla
Rahnella	1	0.0191681042744873	pc1n3	Gorilla
Raoultella	6	0.115008625646924	pc1n3	Gorilla
Rhodococcus	1	0.0191681042744873	pc1n3	Gorilla
Rodentibacter	5	0.0958405213724363	pc1n3	Gorilla
Serinicoccus	1	0.0191681042744873	pc1n3	Gorilla
Serratia	6	0.115008625646924	pc1n3	Gorilla
Shewanella	19	0.364193981215258	pc1n3	Gorilla
Stenotrophomonas	315	6.03795284646348	pc1n3	Gorilla
Thioalkalivibrio	13	0.249185355568334	pc1n3	Gorilla
Tolumonas	4	0.076672417097949	pc1n3	Gorilla
Vibrio	1	0.0191681042744873	pc1n3	Gorilla
Wohlfahrtiimonas	58	1.11175004792026	pc1n3	Gorilla
Xanthomonas	9	0.172512938470385	pc1n3	Gorilla
Xenophilus	1	0.0191681042744873	pc1n3	Gorilla
Zobellella	6	0.115008625646924	pc1n3	Gorilla
Total	5217	100	pc1n3	Gorilla
Acinetobacter	2	0.0678886625933469	pc1n3	Alouatta
Actinobacillus	9	0.305498981670061	pc1n3	Alouatta
Aeromicrobium	2	0.0678886625933469	pc1n3	Alouatta
Aeromonas	3	0.10183299389002	pc1n3	Alouatta
Aggregatibacter	2519	85.5057705363204	pc1n3	Alouatta
Alcanivorax	1	0.0339443312966735	pc1n3	Alouatta
Burkholderia	1	0.0339443312966735	pc1n3	Alouatta
Cedecea	1	0.0339443312966735	pc1n3	Alouatta
Comamonas	3	0.10183299389002	pc1n3	Alouatta
Dickeya	5	0.169721656483367	pc1n3	Alouatta
Eikenella	2	0.0678886625933469	pc1n3	Alouatta
Enterobacter	1	0.0339443312966735	pc1n3	Alouatta
Haemophilus	6	0.203665987780041	pc1n3	Alouatta
Janthinobacterium	1	0.0339443312966735	pc1n3	Alouatta
Kingella	258	8.75763747454175	pc1n3	Alouatta
Kosakonia	1	0.0339443312966735	pc1n3	Alouatta
Lautropia	4	0.135777325186694	pc1n3	Alouatta
Luteimonas	2	0.0678886625933469	pc1n3	Alouatta
Lysobacter	2	0.0678886625933469	pc1n3	Alouatta
Mycobacterium	1	0.0339443312966735	pc1n3	Alouatta
Mycolicibacter	1	0.0339443312966735	pc1n3	Alouatta
Mycolicibacterium	4	0.135777325186694	pc1n3	Alouatta
Neisseria	79	2.6816021724372	pc1n3	Alouatta
Nocardia	1	0.0339443312966735	pc1n3	Alouatta
Nocardioides	2	0.0678886625933469	pc1n3	Alouatta
Pseudomonas	13	0.441276306856755	pc1n3	Alouatta
Pseudoxanthomonas	3	0.10183299389002	pc1n3	Alouatta
Serratia	7	0.237610319076714	pc1n3	Alouatta
Shewanella	1	0.0339443312966735	pc1n3	Alouatta
Stenotrophomonas	5	0.169721656483367	pc1n3	Alouatta
Thauera	3	0.10183299389002	pc1n3	Alouatta
Xanthomonas	1	0.0339443312966735	pc1n3	Alouatta
Xenophilus	1	0.0339443312966735	pc1n3	Alouatta
Zobellella	1	0.0339443312966735	pc1n3	Alouatta
Total	2946	100	pc1n3	Alouatta
[Mannheimia]	5	0.00660214173477876	pc1n4	Homo
Actinobacillus	42	0.0554579905721416	pc1n4	Homo
Aggregatibacter	24119	31.8474113002258	pc1n4	Homo
Bacillus	1	0.00132042834695575	pc1n4	Homo
Exiguobacterium	1	0.00132042834695575	pc1n4	Homo
Gallibacterium	2	0.0026408566939115	pc1n4	Homo
Gemella	26	0.0343311370208496	pc1n4	Homo
Haemophilus	202	0.266726526085062	pc1n4	Homo
Histophilus	6	0.00792257008173451	pc1n4	Homo
Lactobacillus	5	0.00660214173477876	pc1n4	Homo
Lysinibacillus	2	0.0026408566939115	pc1n4	Homo
Mannheimia	7	0.00924299842869027	pc1n4	Homo
Necropsobacter	1	0.00132042834695575	pc1n4	Homo
Pasteurella	41	0.0541375622251858	pc1n4	Homo
Rodentibacter	16	0.021126853551292	pc1n4	Homo
Streptococcus	51257	67.681195779911	pc1n4	Homo
Total	75733	100	pc1n4	Homo
Aggregatibacter	2	2.56410256410256	pc1n4	Pan
Bacillus	6	7.69230769230769	pc1n4	Pan
Clostridium	4	5.12820512820513	pc1n4	Pan
Enterococcus	3	3.84615384615385	pc1n4	Pan
Lactobacillus	1	1.28205128205128	pc1n4	Pan
Streptococcus	62	79.4871794871795	pc1n4	Pan
Total	78	100	pc1n4	Pan
[Mannheimia]	23	0.803072625698324	pc1n4	Gorilla
Actinobacillus	128	4.46927374301676	pc1n4	Gorilla
Aggregatibacter	1981	69.1689944134078	pc1n4	Gorilla
Bibersteinia	21	0.733240223463687	pc1n4	Gorilla
Clostridium	4	0.139664804469274	pc1n4	Gorilla
Enterococcus	44	1.53631284916201	pc1n4	Gorilla
Exiguobacterium	73	2.54888268156425	pc1n4	Gorilla
Gallibacterium	9	0.314245810055866	pc1n4	Gorilla
Haemophilus	25	0.872905027932961	pc1n4	Gorilla
Histophilus	6	0.209497206703911	pc1n4	Gorilla
Lactobacillus	1	0.0349162011173184	pc1n4	Gorilla
Mannheimia	43	1.50139664804469	pc1n4	Gorilla
Melissococcus	1	0.0349162011173184	pc1n4	Gorilla
Necropsobacter	13	0.45391061452514	pc1n4	Gorilla
Pasteurella	26	0.907821229050279	pc1n4	Gorilla
Pasteurellaceae	5	0.174581005586592	pc1n4	Gorilla
Planococcus	3	0.104748603351955	pc1n4	Gorilla
Rodentibacter	9	0.314245810055866	pc1n4	Gorilla
Streptococcus	449	15.677374301676	pc1n4	Gorilla
Total	2864	100	pc1n4	Gorilla
[Mannheimia]	13	0.169469430321992	pc1n4	Alouatta
Actinobacillus	50	0.651805501238431	pc1n4	Alouatta
Aggregatibacter	2069	26.9717116412463	pc1n4	Alouatta
Bibersteinia	3	0.0391083300743058	pc1n4	Alouatta
Gallibacterium	1	0.0130361100247686	pc1n4	Alouatta
Haemophilus	15	0.195541650371529	pc1n4	Alouatta
Histophilus	3	0.0391083300743058	pc1n4	Alouatta
Mannheimia	14	0.182505540346761	pc1n4	Alouatta
Necropsobacter	8	0.104288880198149	pc1n4	Alouatta
Pasteurella	25	0.325902750619215	pc1n4	Alouatta
Rodentibacter	2	0.0260722200495372	pc1n4	Alouatta
Streptococcus	5468	71.2814496154348	pc1n4	Alouatta
Total	7671	100	pc1n4	Alouatta
[Clostridium]	1	0.000940397600105325	pc1n5	Homo
[Eubacterium]	31	0.0291523256032651	pc1n5	Homo
[Mannheimia]	1	0.000940397600105325	pc1n5	Homo
Abiotrophia	7	0.00658278320073727	pc1n5	Homo
Actinobacillus	1	0.000940397600105325	pc1n5	Homo
Actinobaculum	2	0.00188079520021065	pc1n5	Homo
Actinomyces	138	0.129774868814535	pc1n5	Homo
Aerococcus	1	0.000940397600105325	pc1n5	Homo
Afipia	1	0.000940397600105325	pc1n5	Homo
Aggregatibacter	30901	29.0592262408546	pc1n5	Homo
Allobaculum	1	0.000940397600105325	pc1n5	Homo
Bacillus	1	0.000940397600105325	pc1n5	Homo
Bradyrhizobium	1	0.000940397600105325	pc1n5	Homo
