Combination	Taxon	Software	Tax_Level	n	Bootstrap_Result
Pan:Homo	Candidatus_Saccharibacteria_oral_taxon_TM7x	MALT	species	NA	NA
Pan:Homo	Lachnospiraceae_bacterium_oral_taxon_500	MALT	species	NA	NA
Pan:Homo	Olsenella_sp._oral_taxon_807	MALT	species	NA	NA
Pan:Homo	Parvimonas_micra	MALT	species	NA	NA
Pan:Homo	Phocaeicola_abscessus	MALT	species	NA	NA
Pan:Homo	Porphyromonas_gingivalis	MALT	species	NA	NA
Pan:Homo	Tannerella_forsythia	MALT	species	NA	NA
Pan:Homo	Tannerella_sp._oral_taxon_HOT-286	MALT	species	NA	NA
Pan:Homo	Treponema_denticola	MALT	species	NA	NA
Pan:Homo	Treponema_maltophilum	MALT	species	NA	NA
Pan:Homo	Treponema_socranskii	MALT	species	NA	NA
Alouatta:Gorilla:Pan:Homo	Actinomyces_dentalis	MALT	species	NA	NA
Alouatta:Gorilla:Pan:Homo	Actinomyces_gerencseriae	MALT	species	NA	NA
Alouatta:Gorilla:Pan:Homo	Actinomyces_israelii	MALT	species	NA	NA
Alouatta:Gorilla:Pan:Homo	Actinomyces_massiliensis	MALT	species	NA	NA
Alouatta:Gorilla:Pan:Homo	Actinomyces_naeslundii	MALT	species	NA	NA
Alouatta:Gorilla:Pan:Homo	Actinomyces_oris	MALT	species	NA	NA
Alouatta:Gorilla:Pan:Homo	Actinomyces_ruminicola	MALT	species	NA	NA
Alouatta:Gorilla:Pan:Homo	Actinomyces_sp._oral_taxon_170	MALT	species	NA	NA
Alouatta:Gorilla:Pan:Homo	Actinomyces_sp._oral_taxon_414	MALT	species	NA	NA
Alouatta:Gorilla:Pan:Homo	Fusobacterium_nucleatum	MALT	species	NA	NA
Alouatta:Gorilla:Pan:Homo	Ottowia_sp._oral_taxon_894	MALT	species	NA	NA
Alouatta:Gorilla:Pan:Homo	Pseudopropionibacterium_propionicum	MALT	species	NA	NA
Alouatta:Homo	Capnocytophaga_sputigena	MALT	species	NA	NA
Alouatta:Homo	Cardiobacterium_hominis	MALT	species	NA	NA
Alouatta:Homo	Lautropia_mirabilis	MALT	species	NA	NA
Alouatta:Homo	Neisseria_elongata	MALT	species	NA	NA
Alouatta:Homo	Streptococcus_cristatus	MALT	species	NA	NA
Alouatta:Homo	Streptococcus_gordonii	MALT	species	NA	NA
Alouatta:Homo	Streptococcus_oralis	MALT	species	NA	NA
Alouatta:Homo	Streptococcus_sanguinis	MALT	species	NA	NA
Alouatta:Homo	Streptococcus_sp._DD04	MALT	species	NA	NA
Homo	Abiotrophia_defectiva	MALT	species	NA	NA
Homo	Abiotrophia_sp._HMSC24B09	MALT	species	NA	NA
Homo	Catonella_morbi	MALT	species	NA	NA
Homo	Corynebacterium_matruchotii	MALT	species	NA	NA
Homo	Gemella_morbillorum	MALT	species	NA	NA
Homo	Leptotrichia_sp._oral_taxon_212	MALT	species	NA	NA
Homo	Selenomonas_sputigena	MALT	species	NA	NA
Alouatta:Gorilla	Actinomyces_sp._oral_taxon_171	MALT	species	NA	NA
Alouatta:Gorilla	Aggregatibacter_actinomycetemcomitans	MALT	species	NA	NA
Alouatta:Gorilla	Aggregatibacter_aphrophilus	MALT	species	NA	NA
Alouatta:Gorilla	Aggregatibacter_segnis	MALT	species	NA	NA
Alouatta:Gorilla	Streptococcus_mutans	MALT	species	NA	NA
Gorilla:Pan	Actinomyces_culturomici	MALT	species	NA	NA
Gorilla:Pan	Anaeroglobus_geminatus	MALT	species	NA	NA
Gorilla:Pan	Dialister_invisus	MALT	species	NA	NA
Gorilla:Pan	Slackia_exigua	MALT	species	NA	NA
Gorilla	Actinomyces_sp._oral_taxon_849	MALT	species	NA	NA
Gorilla	Propionibacterium_acidifaciens	MALT	species	NA	NA
Gorilla	Propionibacterium_australiense	MALT	species	NA	NA
Gorilla	Selenomonas_noxia	MALT	species	NA	NA
Gorilla:Pan:Homo	Campylobacter_gracilis	MALT	species	NA	NA
Gorilla:Pan:Homo	Desulfobulbus_sp._ORNL	MALT	species	NA	NA
Gorilla:Pan:Homo	Johnsonella_ignava	MALT	species	NA	NA
Gorilla:Pan:Homo	Olsenella_uli	MALT	species	NA	NA
Alouatta:Gorilla:Homo	Actinomyces_johnsonii	MALT	species	NA	NA
Alouatta:Gorilla:Homo	Cardiobacterium_valvarum	MALT	species	NA	NA
Alouatta:Gorilla:Homo	Eikenella_corrodens	MALT	species	NA	NA
Alouatta:Gorilla:Pan	Actinomyces_sp._oral_taxon_448	MALT	species	NA	NA
Alouatta:Gorilla:Pan	Prevotella_intermedia	MALT	species	NA	NA
Control	Candidatus_Kryptonium_thompsoni	MALT	species	NA	NA
Control	Streptomyces_sp._JV178	MALT	species	NA	NA
Alouatta:Pan	[Eubacterium]_brachy	MALT	species	NA	NA
