Combination	Taxon	Software	Tax_Level
Alouatta:Gorilla:Pan:Homo	Campylobacter_gracilis	MALT	species
Alouatta:Gorilla:Pan:Homo	Campylobacter_showae	MALT	species
Alouatta:Gorilla:Pan:Homo	Cardiobacterium_valvarum	MALT	species
Alouatta:Gorilla:Pan:Homo	Centipeda_periodontii	MALT	species
Alouatta:Gorilla:Pan:Homo	Eikenella_corrodens	MALT	species
Alouatta:Gorilla:Pan:Homo	Fusobacterium_nucleatum	MALT	species
Alouatta:Gorilla:Pan:Homo	Ottowia_sp._oral_taxon_894	MALT	species
Alouatta:Gorilla:Pan:Homo	Prevotella_intermedia	MALT	species
Alouatta:Gorilla:Pan:Homo	Pseudopropionibacterium_propionicum	MALT	species
Alouatta:Gorilla:Pan:Homo	Streptococcus_anginosus	MALT	species
Alouatta:Gorilla:Pan:Homo	Streptococcus_intermedius	MALT	species
Alouatta:Gorilla:Pan:Homo	Tannerella_sp._oral_taxon_HOT-286	MALT	species
Pan:Homo	[Eubacterium]_minutum	MALT	species
Pan:Homo	[Eubacterium]_saphenum	MALT	species
Pan:Homo	Actinomyces_sp._oral_taxon_877	MALT	species
Pan:Homo	Bacteroidetes_oral_taxon_274	MALT	species
Pan:Homo	Catonella_morbi	MALT	species
Pan:Homo	Desulfomicrobium_orale	MALT	species
Pan:Homo	Eggerthia_catenaformis	MALT	species
Pan:Homo	Filifactor_alocis	MALT	species
Pan:Homo	Kytococcus_sedentarius	MALT	species
Pan:Homo	Lachnoanaerobaculum_saburreum	MALT	species
Pan:Homo	Lachnospiraceae_bacterium_oral_taxon_500	MALT	species
Pan:Homo	Mogibacterium_diversum	MALT	species
Pan:Homo	Mogibacterium_pumilum	MALT	species
Pan:Homo	Oribacterium_sp._oral_taxon_078	MALT	species
Pan:Homo	Parvimonas_micra	MALT	species
Pan:Homo	Peptoanaerobacter_stomatis	MALT	species
Pan:Homo	Peptostreptococcaceae_bacterium_oral_taxon_113	MALT	species
Pan:Homo	Phocaeicola_abscessus	MALT	species
Pan:Homo	Propionibacterium_sp._oral_taxon_192	MALT	species
Pan:Homo	Selenomonas_sputigena	MALT	species
Pan:Homo	Treponema_denticola	MALT	species
Pan:Homo	Treponema_lecithinolyticum	MALT	species
Pan:Homo	Treponema_maltophilum	MALT	species
Pan:Homo	Treponema_medium	MALT	species
Pan:Homo	Treponema_sp._OMZ_838	MALT	species
Alouatta:Homo	Capnocytophaga_gingivalis	MALT	species
Alouatta:Homo	Capnocytophaga_granulosa	MALT	species
Alouatta:Homo	Capnocytophaga_sp._oral_taxon_326	MALT	species
Alouatta:Homo	Capnocytophaga_sputigena	MALT	species
Alouatta:Homo	Gemella_morbillorum	MALT	species
Alouatta:Homo	Lautropia_mirabilis	MALT	species
Alouatta:Homo	Leptotrichia_buccalis	MALT	species
Alouatta:Homo	Leptotrichia_sp._oral_taxon_212	MALT	species
Alouatta:Homo	Morococcus_cerebrosus	MALT	species
Alouatta:Homo	Rothia_aeria	MALT	species
Alouatta:Homo	Selenomonas_infelix	MALT	species
Alouatta:Homo	Selenomonas_sp._oral_taxon_892	MALT	species
Alouatta:Homo	Selenomonas_sp._oral_taxon_920	MALT	species
Alouatta:Homo	Streptococcus_cristatus	MALT	species
Alouatta:Homo	Streptococcus_gordonii	MALT	species
Alouatta:Homo	Streptococcus_oralis	MALT	species
Alouatta:Homo	Streptococcus_pneumoniae	MALT	species
Alouatta:Homo	Streptococcus_sanguinis	MALT	species
Alouatta:Homo	Streptococcus_sp._DD04	MALT	species
Gorilla:Pan	Actinomyces_bouchesdurhonensis	MALT	species
Gorilla:Pan	Actinomyces_culturomici	MALT	species
Gorilla:Pan	Actinomyces_glycerinitolerans	MALT	species
Gorilla:Pan	Actinomyces_provencensis	MALT	species
Gorilla:Pan	Actinomyces_sp._HPA0247	MALT	species
Gorilla:Pan	Actinomyces_sp._oral_taxon_172	MALT	species
Gorilla:Pan	Atopobium_rimae	MALT	species
Gorilla:Pan	Atopobium_sp._HMSC064B08	MALT	species
Gorilla:Pan	Atopobium_sp._oral_taxon_199	MALT	species
Gorilla:Pan	Bacteroides_heparinolyticus	MALT	species
Gorilla:Pan	Bacteroides_zoogleoformans	MALT	species
Gorilla:Pan	Dialister_invisus	MALT	species
Gorilla:Pan	Prevotella_baroniae	MALT	species
Gorilla:Pan	Propionibacterium_acidifaciens	MALT	species
Gorilla:Pan	Propionibacterium_australiense	MALT	species
Gorilla:Pan	Sanguibacter_keddieii	MALT	species
Gorilla:Pan	Shuttleworthia_satelles	MALT	species
Gorilla:Pan	Solobacterium_moorei	MALT	species
Gorilla:Pan:Homo	[Eubacterium]_infirmum	MALT	species
Gorilla:Pan:Homo	Actinomyces_cardiffensis	MALT	species
Gorilla:Pan:Homo	Actinomyces_georgiae	MALT	species
Gorilla:Pan:Homo	Actinomyces_odontolyticus	MALT	species
Gorilla:Pan:Homo	Anaerolineaceae_bacterium_oral_taxon_439	MALT	species
Gorilla:Pan:Homo	Candidatus_Saccharibacteria_oral_taxon_TM7x	MALT	species
Gorilla:Pan:Homo	Desulfobulbus_sp._ORNL	MALT	species
Gorilla:Pan:Homo	Johnsonella_ignava	MALT	species
Gorilla:Pan:Homo	Olsenella_sp._oral_taxon_807	MALT	species
Gorilla:Pan:Homo	Olsenella_uli	MALT	species
Gorilla:Pan:Homo	Porphyromonas_gingivalis	MALT	species
Gorilla:Pan:Homo	Slackia_exigua	MALT	species
Gorilla:Pan:Homo	Tannerella_forsythia	MALT	species
Gorilla:Pan:Homo	Treponema_socranskii	MALT	species
Homo	[Eubacterium]_yurii	MALT	species
Homo	Abiotrophia_defectiva	MALT	species
Homo	Abiotrophia_sp._HMSC24B09	MALT	species
Homo	Actinomyces_sp._oral_taxon_848	MALT	species
Homo	Corynebacterium_matruchotii	MALT	species
Homo	Neisseria_sp._HMSC077D05	MALT	species
Homo	Prevotella_loescheii	MALT	species
Homo	Prevotella_saccharolytica	MALT	species
Homo	Prevotella_sp._oral_taxon_317	MALT	species
Homo	Prevotella_sp._oral_taxon_472	MALT	species
Homo	Veillonella_parvula	MALT	species
Alouatta:Gorilla:Homo	Actinomyces_sp._HMSC08A09	MALT	species
Alouatta:Gorilla:Homo	Actinomyces_viscosus	MALT	species
Alouatta:Gorilla:Homo	Aggregatibacter_aphrophilus	MALT	species
Alouatta:Gorilla:Homo	Aggregatibacter_segnis	MALT	species
Alouatta:Gorilla:Homo	Cardiobacterium_hominis	MALT	species
Alouatta:Gorilla:Homo	Haemophilus_parainfluenzae	MALT	species
Alouatta:Gorilla:Homo	Neisseria_elongata	MALT	species
Alouatta:Gorilla:Homo	Neisseria_sp._oral_taxon_014	MALT	species
Alouatta:Gorilla:Homo	Selenomonas_noxia	MALT	species
Alouatta:Pan:Homo	[Eubacterium]_brachy	MALT	species
Alouatta:Pan:Homo	Campylobacter_concisus	MALT	species
Alouatta:Pan:Homo	Capnocytophaga_leadbetteri	MALT	species
Alouatta:Pan:Homo	Capnocytophaga_ochracea	MALT	species
Alouatta:Gorilla	Aggregatibacter_actinomycetemcomitans	MALT	species
Alouatta:Gorilla	Aggregatibacter_sp._oral_taxon_458	MALT	species
Alouatta:Gorilla	Selenomonas_sp._oral_taxon_126	MALT	species
Alouatta:Gorilla	Streptococcus_mutans	MALT	species
Alouatta:Gorilla:Pan	Anaeroglobus_geminatus	MALT	species
Alouatta:Gorilla:Pan	Fusobacterium_hwasookii	MALT	species
Alouatta:Gorilla:Pan	Fusobacterium_periodonticum	MALT	species
Alouatta:Gorilla:Pan	Propionibacterium_freudenreichii	MALT	species
Alouatta:Pan	Actinobaculum_sp._oral_taxon_183	MALT	species
Alouatta:Pan	Streptococcus_constellatus	MALT	species
Alouatta:Pan	Streptococcus_equi	MALT	species
Control	Candidatus_Kryptobacter_tengchongensis	MALT	species
Control	Methylotenera_versatilis	MALT	species
Control	Streptomyces_sp._E5N91	MALT	species
Alouatta:Gorilla:Pan:Homo:Control	Actinomyces_sp._oral_taxon_171	MALT	species
Alouatta:Gorilla:Pan:Homo:Control	Candidatus_Kryptonium_thompsoni	MALT	species
Gorilla	Staphylococcus_saprophyticus	MALT	species
Gorilla	Staphylococcus_xylosus	MALT	species
Gorilla:Pan:Homo:Control	Streptomyces_sp._JV178	MALT	species
